# file...... output/LOAD6_data.csv
# date...... Fri May  6 17:40:23 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD6:base_power_B, Bus83:measured_power.real, inv_6_sol:VA_Out.real, inv_6_batt:VA_Out.real, Bus83:measured_voltage_B.real, Bus83:measured_current_B.real
2019-04-21 00:00:00 GMT,+7475.97,+2933.85,+377.124,+2664.53,-208.714,-27.0689
2019-04-21 00:01:00 GMT,+7475.97,+2925,+391.256,+2664.53,-208.708,-27.0616
2019-04-21 00:02:00 GMT,+7475.97,+2893,+423.166,+2664.53,-208.731,-27.0192
2019-04-21 00:03:00 GMT,+7475.97,+2878.28,+437.936,+2664.53,-208.741,-26.9997
2019-04-21 00:04:00 GMT,+7475.97,+2838.45,+477.686,+2664.53,-208.77,-26.9469
2019-04-21 00:05:00 GMT,+7598.22,+2923.74,+490.295,+2664.53,-208.336,-27.494
2019-04-21 00:06:00 GMT,+7598.22,+2910.89,+503.116,+2664.53,-208.345,-27.4769
2019-04-21 00:07:00 GMT,+7598.22,+2897.09,+516.91,+2664.53,-208.355,-27.4585
2019-04-21 00:08:00 GMT,+7598.22,+2881.98,+532.021,+2664.53,-208.366,-27.4384
2019-04-21 00:09:00 GMT,+7598.22,+2868.16,+545.841,+2664.53,-208.376,-27.4201
2019-04-21 00:10:00 GMT,+7691.94,+2929.24,+559.75,+2664.53,-208.041,-27.8358
2019-04-21 00:11:00 GMT,+7691.94,+2917.01,+571.975,+2664.53,-208.05,-27.8195
2019-04-21 00:12:00 GMT,+7691.94,+2903.92,+585.054,+2664.53,-208.059,-27.802
2019-04-21 00:13:00 GMT,+7691.94,+2889.73,+599.245,+2664.53,-208.07,-27.7831
2019-04-21 00:14:00 GMT,+7691.94,+2875.86,+613.109,+2664.53,-208.08,-27.7646
2019-04-21 00:15:00 GMT,+7757.14,+2915.85,+625.31,+2664.53,-207.837,-28.0531
2019-04-21 00:16:00 GMT,+7757.14,+2902.46,+638.67,+2664.53,-207.847,-28.0352
2019-04-21 00:17:00 GMT,+7757.14,+2889.14,+651.99,+2664.53,-207.856,-28.0173
2019-04-21 00:18:00 GMT,+7757.14,+2874.14,+666.984,+2664.53,-207.867,-27.9973
2019-04-21 00:19:00 GMT,+7757.14,+2859.44,+681.684,+2664.53,-207.878,-27.9776
2019-04-21 00:20:00 GMT,+7793.82,+2874.88,+696.124,+2664.53,-207.731,-28.1336
2019-04-21 00:21:00 GMT,+7793.82,+2863.23,+707.245,+2664.53,-207.74,-28.1177
2019-04-21 00:22:00 GMT,+7793.82,+2854.37,+716.117,+2664.53,-207.747,-28.1058
2019-04-21 00:23:00 GMT,+7793.82,+2841.24,+729.228,+2664.53,-207.757,-28.0882
2019-04-21 00:24:00 GMT,+7793.82,+2830.41,+740.069,+2664.53,-207.765,-28.0737
2019-04-21 00:25:00 GMT,+7801.97,+2827.53,+749.701,+2664.53,-207.713,-28.104
2019-04-21 00:26:00 GMT,+7801.97,+2817.19,+759.811,+2664.53,-207.721,-28.09
2019-04-21 00:27:00 GMT,+7801.97,+2804.57,+772.417,+2664.53,-207.73,-28.0731
2019-04-21 00:28:00 GMT,+7801.97,+2793.29,+783.701,+2664.53,-207.739,-28.058
2019-04-21 00:29:00 GMT,+7801.97,+2784.03,+792.974,+2664.53,-207.745,-28.0456
