# file...... output/LOAD31_data.csv
# date...... Wed May 11 08:05:47 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD31:base_power_A, Bus611:measured_power.real, Bus611:measured_power.imag, Bus611:measured_voltage_A.real, Bus611:measured_voltage_A.imag, Bus611:measured_current_A.real, Bus611:measured_current_A.imag
2019-04-21 00:00:00 GMT,+8297.25,+3637.8,+4978.35,+204.753,-99.7663,+12.6777,-30.4912
2019-04-21 00:01:00 GMT,+8297.25,+3637.8,+4978.35,+204.753,-99.7663,+12.6777,-30.4912
2019-04-21 00:02:00 GMT,+8297.25,+3637.8,+4978.35,+204.753,-99.7663,+12.6777,-30.4912
2019-04-21 00:03:00 GMT,+8297.25,+3637.8,+4978.35,+204.753,-99.7663,+12.6777,-30.4912
2019-04-21 00:04:00 GMT,+8297.25,+3637.8,+4978.35,+204.753,-99.7663,+12.6777,-30.4912
2019-04-21 00:05:00 GMT,+8519.82,+3815.86,+5111.89,+203.568,-98.3382,+13.3286,-31.5501
2019-04-21 00:06:00 GMT,+8519.82,+3815.86,+5111.89,+203.568,-98.3382,+13.3286,-31.5501
2019-04-21 00:07:00 GMT,+8519.82,+3815.86,+5111.89,+203.568,-98.3382,+13.3286,-31.5501
2019-04-21 00:08:00 GMT,+8519.82,+3815.86,+5111.89,+203.568,-98.3382,+13.3286,-31.5501
2019-04-21 00:09:00 GMT,+8519.82,+3815.86,+5111.89,+203.568,-98.3382,+13.3286,-31.5501
2019-04-21 00:10:00 GMT,+8697.42,+3957.93,+5218.45,+202.632,-97.1873,+13.862,-32.4019
2019-04-21 00:11:00 GMT,+8697.42,+3957.93,+5218.45,+202.632,-97.1873,+13.862,-32.4019
2019-04-21 00:12:00 GMT,+8697.42,+3957.93,+5218.45,+202.632,-97.1873,+13.862,-32.4019
2019-04-21 00:13:00 GMT,+8697.42,+3957.93,+5218.45,+202.632,-97.1873,+13.862,-32.4019
2019-04-21 00:14:00 GMT,+8697.42,+3957.93,+5218.45,+202.632,-97.1873,+13.862,-32.4019
2019-04-21 00:15:00 GMT,+8830.04,+4064.03,+5298.02,+202.045,-96.3389,+14.2665,-33.0245
2019-04-21 00:16:00 GMT,+8830.04,+4064.03,+5298.02,+202.045,-96.3389,+14.2665,-33.0245
2019-04-21 00:17:00 GMT,+8830.04,+4064.03,+5298.02,+202.045,-96.3389,+14.2665,-33.0245
