# file...... output/inverter.csv
# date...... Wed May 11 08:05:47 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,inv_11_batt:phaseA_V_Out, inv_11_batt:phaseA_I_Out, inv_11_sol:VA_In
2019-04-21 05:38:00 GMT,+242.853-28.644d,+0+0i,+92.4994+0j
2019-04-21 05:39:00 GMT,+242.874-28.6418d,+0+0i,+102.863+0j
2019-04-21 05:40:00 GMT,+242.839-28.6239d,+0+0i,+116.049+0j
2019-04-21 05:41:00 GMT,+242.872-28.6205d,+0+0i,+127.903+0j
2019-04-21 05:42:00 GMT,+242.901-28.6175d,+0+0i,+138.935+0j
2019-04-21 05:43:00 GMT,+242.928-28.6147d,+0+0i,+151.455+0j
2019-04-21 05:44:00 GMT,+242.958-28.6115d,+0+0i,+164.911+0j
2019-04-21 05:45:00 GMT,+243.207-28.632d,+0+0i,+178.872+0j
2019-04-21 05:46:00 GMT,+243.24-28.6285d,+0+0i,+192.533+0j
2019-04-21 05:47:00 GMT,+243.274-28.625d,+0+0i,+213.032+0j
2019-04-21 05:48:00 GMT,+243.36-28.616d,+0+0i,+228.113+0j
2019-04-21 05:49:00 GMT,+243.392-28.6126d,+0+0i,+241.73+0j
2019-04-21 05:50:00 GMT,+243.645-28.6406d,+0+0i,+255.847+0j
2019-04-21 05:51:00 GMT,+243.669-28.638d,+0+0i,+270.578+0j
2019-04-21 05:52:00 GMT,+243.689-28.6359d,+0+0i,+284.958+0j
2019-04-21 05:53:00 GMT,+243.708-28.6339d,+0+0i,+299.365+0j
2019-04-21 05:54:00 GMT,+243.73-28.6316d,+0+0i,+315.105+0j
2019-04-21 05:55:00 GMT,+243.908-28.6706d,+0+0i,+330.647+0j
2019-04-21 05:56:00 GMT,+243.931-28.6682d,+0+0i,+346.585+0j
2019-04-21 05:57:00 GMT,+243.953-28.6658d,+0+0i,+363.193+0j
2019-04-21 05:58:00 GMT,+243.803-28.6823d,+0+0i,+380.164+0j
2019-04-21 05:59:00 GMT,+242.979-28.7682d,+0+0i,+0+0j
2019-04-21 06:00:00 GMT,+243.032-28.8303d,+0+0i,+0+0j
2019-04-21 06:01:00 GMT,+243.032-28.8303d,+0+0i,+0+0j
2019-04-21 06:02:00 GMT,+243.032-28.8303d,+0+0i,+0+0j
2019-04-21 06:03:00 GMT,+243.032-28.8303d,+0+0i,+0+0j
2019-04-21 06:04:00 GMT,+243.032-28.8303d,+0+0i,+0+0j
2019-04-21 06:05:00 GMT,+242.765-28.9111d,+0+0i,+0+0j
2019-04-21 06:06:00 GMT,+242.765-28.9111d,+0+0i,+0+0j
2019-04-21 06:07:00 GMT,+242.765-28.9111d,+0+0i,+0+0j
2019-04-21 06:08:00 GMT,+242.765-28.9111d,+0+0i,+0+0j
2019-04-21 06:09:00 GMT,+242.765-28.9111d,+0+0i,+0+0j
2019-04-21 06:10:00 GMT,+242.518-28.9908d,+0+0i,+0+0j
2019-04-21 06:11:00 GMT,+242.518-28.9908d,+0+0i,+0+0j
2019-04-21 06:12:00 GMT,+242.518-28.9908d,+0+0i,+0+0j
2019-04-21 06:13:00 GMT,+242.518-28.9908d,+0+0i,+0+0j
2019-04-21 06:14:00 GMT,+242.518-28.9908d,+0+0i,+0+0j
2019-04-21 06:15:00 GMT,+242.274-29.0687d,+0+0i,+0+0j
2019-04-21 06:16:00 GMT,+242.274-29.0687d,+0+0i,+0+0j
2019-04-21 06:17:00 GMT,+242.274-29.0687d,+0+0i,+0+0j
2019-04-21 06:18:00 GMT,+242.274-29.0687d,+0+0i,+0+0j
2019-04-21 06:19:00 GMT,+242.274-29.0687d,+0+0i,+0+0j
2019-04-21 06:20:00 GMT,+242.023-29.0838d,+0+0i,+0+0j
2019-04-21 06:21:00 GMT,+242.023-29.0838d,+0+0i,+0+0j
2019-04-21 06:22:00 GMT,+242.023-29.0838d,+0+0i,+0+0j
2019-04-21 06:23:00 GMT,+242.023-29.0838d,+0+0i,+0+0j
2019-04-21 06:24:00 GMT,+242.023-29.0838d,+0+0i,+0+0j
2019-04-21 06:25:00 GMT,+241.684-29.117d,+0+0i,+0+0j
2019-04-21 06:26:00 GMT,+241.684-29.117d,+0+0i,+0+0j
2019-04-21 06:27:00 GMT,+241.684-29.117d,+0+0i,+0+0j
2019-04-21 06:28:00 GMT,+241.684-29.117d,+0+0i,+0+0j
2019-04-21 06:29:00 GMT,+241.684-29.117d,+0+0i,+0+0j
2019-04-21 06:30:00 GMT,+241.601-29.1248d,+0+0i,+0+0j
2019-04-21 06:31:00 GMT,+241.601-29.1248d,+0+0i,+0+0j
2019-04-21 06:32:00 GMT,+241.601-29.1248d,+0+0i,+0+0j
2019-04-21 06:33:00 GMT,+241.601-29.1248d,+0+0i,+0+0j
2019-04-21 06:34:00 GMT,+241.601-29.1248d,+0+0i,+0+0j
2019-04-21 06:35:00 GMT,+241.804-29.1745d,+0+0i,+0+0j
2019-04-21 06:36:00 GMT,+241.804-29.1745d,+0+0i,+0+0j
2019-04-21 06:37:00 GMT,+241.804-29.1745d,+0+0i,+0+0j
2019-04-21 06:38:00 GMT,+241.804-29.1745d,+0+0i,+0+0j
2019-04-21 06:39:00 GMT,+241.804-29.1745d,+0+0i,+0+0j
2019-04-21 06:40:00 GMT,+241.957-29.2615d,+0+0i,+0+0j
2019-04-21 06:41:00 GMT,+241.957-29.2615d,+0+0i,+0+0j
2019-04-21 06:42:00 GMT,+241.957-29.2615d,+0+0i,+0+0j
2019-04-21 06:43:00 GMT,+241.957-29.2615d,+0+0i,+0+0j
2019-04-21 06:44:00 GMT,+241.957-29.2615d,+0+0i,+0+0j
2019-04-21 06:45:00 GMT,+242.167-29.3157d,+0+0i,+0+0j
2019-04-21 06:46:00 GMT,+242.167-29.3157d,+0+0i,+0+0j
2019-04-21 06:47:00 GMT,+242.167-29.3157d,+0+0i,+0+0j
2019-04-21 06:48:00 GMT,+242.167-29.3157d,+0+0i,+0+0j
2019-04-21 06:49:00 GMT,+242.167-29.3157d,+0+0i,+0+0j
2019-04-21 06:50:00 GMT,+242.447-29.3648d,+0+0i,+0+0j
2019-04-21 06:51:00 GMT,+242.447-29.3648d,+0+0i,+0+0j
2019-04-21 06:52:00 GMT,+242.447-29.3648d,+0+0i,+0+0j
2019-04-21 06:53:00 GMT,+242.447-29.3648d,+0+0i,+0+0j
2019-04-21 06:54:00 GMT,+242.447-29.3648d,+0+0i,+0+0j
2019-04-21 06:55:00 GMT,+242.649-29.4555d,+0+0i,+0+0j
2019-04-21 06:56:00 GMT,+242.649-29.4555d,+0+0i,+0+0j
2019-04-21 06:57:00 GMT,+242.649-29.4555d,+0+0i,+0+0j
2019-04-21 06:58:00 GMT,+242.649-29.4555d,+0+0i,+0+0j
2019-04-21 06:59:00 GMT,+242.649-29.4555d,+0+0i,+0+0j
2019-04-21 07:00:00 GMT,+242.675-29.5054d,+0+0i,+0+0j
2019-04-21 07:01:00 GMT,+242.675-29.5054d,+0+0i,+0+0j
2019-04-21 07:02:00 GMT,+242.737-29.4987d,+0+0i,+25.0009+0j
2019-04-21 07:03:00 GMT,+242.807-29.4912d,+0+0i,+59.4651+0j
2019-04-21 07:04:00 GMT,+242.863-29.4853d,+0+0i,+90.8548+0j
2019-04-21 07:05:00 GMT,+242.674-29.4729d,+0+0i,+122.178+0j
2019-04-21 07:06:00 GMT,+242.714-29.4687d,+0+0i,+149.345+0j
2019-04-21 07:07:00 GMT,+242.775-29.4621d,+0+0i,+178.089+0j
2019-04-21 07:08:00 GMT,+242.853-29.4539d,+0+0i,+216.427+0j
2019-04-21 07:09:00 GMT,+242.914-29.4473d,+0+0i,+251.061+0j
2019-04-21 07:10:00 GMT,+242.443-29.3766d,+0+0i,+282.071+0j
2019-04-21 07:11:00 GMT,+242.41-29.3784d,+0+0i,+312.961+0j
2019-04-21 07:12:00 GMT,+242.474-29.3714d,+0+0i,+343.399+0j
2019-04-21 07:13:00 GMT,+242.534-29.365d,+0+0i,+372.517+0j
2019-04-21 07:14:00 GMT,+242.594-29.3585d,+0+0i,+401.772+0j
2019-04-21 07:15:00 GMT,+241.947-29.308d,+0+0i,+426.861+0j
2019-04-21 07:16:00 GMT,+242.007-29.3015d,+0+0i,+450.629+0j
2019-04-21 07:17:00 GMT,+242.074-29.2945d,+0+0i,+477.915+0j
2019-04-21 07:18:00 GMT,+242.122-29.2893d,+0+0i,+501.702+0j
2019-04-21 07:19:00 GMT,+242.176-29.2835d,+0+0i,+527.067+0j
2019-04-21 07:20:00 GMT,+241.822-29.2346d,+0+0i,+556.201+0j
2019-04-21 07:21:00 GMT,+241.893-29.2271d,+0+0i,+584.065+0j
2019-04-21 07:22:00 GMT,+241.946-29.2214d,+0+0i,+608.75+0j
2019-04-21 07:23:00 GMT,+241.983-29.2175d,+0+0i,+629.711+0j
2019-04-21 07:24:00 GMT,+242.036-29.2121d,+0+0i,+655.959+0j
2019-04-21 07:25:00 GMT,+241.751-29.1575d,+0+0i,+687.538+0j
2019-04-21 07:26:00 GMT,+241.839-29.148d,+0+0i,+716.491+0j
2019-04-21 07:27:00 GMT,+241.889-29.1428d,+0+0i,+739.716+0j
2019-04-21 07:28:00 GMT,+241.93-29.1385d,+0+0i,+761.755+0j
2019-04-21 07:29:00 GMT,+241.981-29.1331d,+0+0i,+787.977+0j
2019-04-21 07:30:00 GMT,+241.533-29.1134d,+0+0i,+562.412+0j
2019-04-21 07:31:00 GMT,+241.588-29.1076d,+0+0i,+584.731+0j
2019-04-21 07:32:00 GMT,+241.642-29.1021d,+0+0i,+611.458+0j
2019-04-21 07:33:00 GMT,+241.672-29.099d,+0+0i,+630.344+0j
2019-04-21 07:34:00 GMT,+241.717-29.0943d,+0+0i,+652.953+0j
2019-04-21 07:35:00 GMT,+241.571-29.0525d,+0+0i,+673.573+0j
2019-04-21 07:36:00 GMT,+241.574-29.0522d,+0+0i,+686.465+0j
2019-04-21 07:37:00 GMT,+241.648-29.0445d,+0+0i,+702.362+0j
2019-04-21 07:38:00 GMT,+241.678-29.0413d,+0+0i,+715.716+0j
2019-04-21 07:39:00 GMT,+241.727-29.0362d,+0+0i,+737.697+0j
2019-04-21 07:40:00 GMT,+241.772-29.0186d,+0+0i,+752.77+0j
2019-04-21 07:41:00 GMT,+241.83-29.0125d,+0+0i,+774.43+0j
2019-04-21 07:42:00 GMT,+241.869-29.0084d,+0+0i,+791.578+0j
2019-04-21 07:43:00 GMT,+241.893-29.006d,+0+0i,+805.056+0j
2019-04-21 07:44:00 GMT,+241.956-28.9995d,+0+0i,+833.382+0j
2019-04-21 07:45:00 GMT,+242.353-29.0067d,+0+0i,+861.464+0j
2019-04-21 07:46:00 GMT,+242.401-29.0017d,+0+0i,+882.224+0j
2019-04-21 07:47:00 GMT,+242.439-28.9979d,+0+0i,+902.594+0j
2019-04-21 07:48:00 GMT,+242.476-28.994d,+0+0i,+923.4+0j
2019-04-21 07:49:00 GMT,+242.503-28.9913d,+0+0i,+941.369+0j
2019-04-21 07:50:00 GMT,+242.294-28.9688d,+0+0i,+952.997+0j
2019-04-21 07:51:00 GMT,+242.318-28.9664d,+0+0i,+967.581+0j
2019-04-21 07:52:00 GMT,+242.343-28.9638d,+0+0i,+981.008+0j
2019-04-21 07:53:00 GMT,+242.368-28.9611d,+0+0i,+997.978+0j
2019-04-21 07:54:00 GMT,+242.393-28.9585d,+0+0i,+1019.06+0j
2019-04-21 07:55:00 GMT,+242.423-28.9693d,+0+0i,+1025.66+0j
2019-04-21 07:56:00 GMT,+242.44-28.9678d,+0+0i,+1039.39+0j
2019-04-21 07:57:00 GMT,+242.45-28.9667d,+0+0i,+1047.32+0j
2019-04-21 07:58:00 GMT,+242.491-28.9624d,+0+0i,+1069.11+0j
2019-04-21 07:59:00 GMT,+242.482-28.9634d,+0+0i,+1081.47+0j
2019-04-21 08:00:00 GMT,+242.68-28.9919d,+0+0i,+1099.29+0j
2019-04-21 08:01:00 GMT,+242.706-28.9891d,+0+0i,+1112.64+0j
2019-04-21 08:02:00 GMT,+242.723-28.9874d,+0+0i,+1128.62+0j
2019-04-21 08:03:00 GMT,+242.714-28.9883d,+0+0i,+1137+0j
2019-04-21 08:04:00 GMT,+242.712-28.9886d,+0+0i,+1141.92+0j
2019-04-21 08:05:00 GMT,+243.246-29.0567d,+0+0i,+1159.89+0j
2019-04-21 08:06:00 GMT,+243.255-29.0557d,+0+0i,+1167.18+0j
2019-04-21 08:07:00 GMT,+243.266-29.0546d,+0+0i,+1176.85+0j
2019-04-21 08:08:00 GMT,+243.26-29.0552d,+0+0i,+1181.49+0j
2019-04-21 08:09:00 GMT,+243.252-29.0561d,+0+0i,+1180.8+0j
2019-04-21 08:10:00 GMT,+243.349-29.2474d,+0+0i,+1193.01+0j
2019-04-21 08:11:00 GMT,+243.37-29.2451d,+0+0i,+1202.34+0j
2019-04-21 08:12:00 GMT,+243.355-29.2467d,+0+0i,+1202.64+0j
2019-04-21 08:13:00 GMT,+243.362-29.246d,+0+0i,+1205.29+0j
2019-04-21 08:14:00 GMT,+243.372-29.245d,+0+0i,+1210.99+0j
2019-04-21 08:15:00 GMT,+244.223-29.365d,+0+0i,+1216.32+0j
2019-04-21 08:16:00 GMT,+244.232-29.3648d,+0+0i,+1217.11+0j
2019-04-21 08:17:00 GMT,+244.234-29.3646d,+0+0i,+1216.79+0j
2019-04-21 08:18:00 GMT,+244.254-29.3625d,+0+0i,+1224.95+0j
2019-04-21 08:19:00 GMT,+244.247-29.3632d,+0+0i,+1224.84+0j
2019-04-21 08:20:00 GMT,+245.089-29.4787d,+0+0i,+1223.69+0j
2019-04-21 08:21:00 GMT,+245.138-29.4741d,+0+0i,+1244.2+0j
2019-04-21 08:22:00 GMT,+245.151-29.4727d,+0+0i,+1257.62+0j
2019-04-21 08:23:00 GMT,+245.126-29.4753d,+0+0i,+1249.11+0j
2019-04-21 08:24:00 GMT,+245.106-29.4776d,+0+0i,+1245.34+0j
2019-04-21 08:25:00 GMT,+245.762-29.5723d,+0+0i,+1238.46+0j
2019-04-21 08:26:00 GMT,+245.745-29.5749d,+0+0i,+1226.81+0j
2019-04-21 08:27:00 GMT,+245.717-29.578d,+0+0i,+1243.12+0j
2019-04-21 08:28:00 GMT,+245.814-29.5673d,+0+0i,+1266.59+0j
2019-04-21 08:29:00 GMT,+245.781-29.5708d,+0+0i,+1263.67+0j
2019-04-21 08:30:00 GMT,+246.037-29.6527d,+0+0i,+1252.03+0j
2019-04-21 08:31:00 GMT,+246.016-29.6558d,+0+0i,+1253.28+0j
2019-04-21 08:32:00 GMT,+246.02-29.6555d,+0+0i,+1250.44+0j
2019-04-21 08:33:00 GMT,+246.013-29.6563d,+0+0i,+1261.06+0j
2019-04-21 08:34:00 GMT,+246.039-29.6534d,+0+0i,+1249.55+0j
2019-04-21 08:35:00 GMT,+246.177-29.6857d,+0+0i,+1240.76+0j
2019-04-21 08:36:00 GMT,+246.16-29.6878d,+0+0i,+1234.97+0j
2019-04-21 08:37:00 GMT,+246.147-29.6894d,+0+0i,+1235.68+0j
2019-04-21 08:38:00 GMT,+246.149-29.6892d,+0+0i,+1228.11+0j
2019-04-21 08:39:00 GMT,+246.13-29.6912d,+0+0i,+1243.59+0j
2019-04-21 08:40:00 GMT,+245.882-29.6703d,+0+0i,+1251.52+0j
2019-04-21 08:41:00 GMT,+245.913-29.6667d,+0+0i,+1240.74+0j
2019-04-21 08:42:00 GMT,+245.886-29.6696d,+0+0i,+1253.49+0j
2019-04-21 08:43:00 GMT,+245.917-29.6661d,+0+0i,+1243.18+0j
2019-04-21 08:44:00 GMT,+245.892-29.6689d,+0+0i,+1224.57+0j
2019-04-21 08:45:00 GMT,+245.847-29.6766d,+0+0i,+1213.8+0j
2019-04-21 08:46:00 GMT,+245.831-29.6783d,+0+0i,+1230.78+0j
2019-04-21 08:47:00 GMT,+245.873-29.6738d,+0+0i,+1228.78+0j
2019-04-21 08:48:00 GMT,+245.867-29.6743d,+0+0i,+1207.14+0j
2019-04-21 08:49:00 GMT,+245.783-29.6838d,+0+0i,+1184.88+0j
2019-04-21 08:50:00 GMT,+245.741-29.6697d,+0+0i,+1163.96+0j
2019-04-21 08:51:00 GMT,+245.72-29.6719d,+0+0i,+1165.8+0j
2019-04-21 08:52:00 GMT,+245.752-29.6686d,+0+0i,+1156.57+0j
2019-04-21 08:53:00 GMT,+245.847-29.6585d,+0+0i,+1145.12+0j
2019-04-21 08:54:00 GMT,+245.727-29.6713d,+0+0i,+1149.13+0j
2019-04-21 08:55:00 GMT,+245.729-29.667d,+0+0i,+1153.46+0j
2019-04-21 08:56:00 GMT,+245.823-29.6571d,+0+0i,+1132.26+0j
2019-04-21 08:57:00 GMT,+245.921-29.6467d,+0+0i,+1111.01+0j
2019-04-21 08:58:00 GMT,+246.209-29.6155d,+0+0i,+1101.25+0j
2019-04-21 08:59:00 GMT,+245.87-29.6518d,+0+0i,+1142.11+0j
2019-04-21 09:00:00 GMT,+245.844-29.655d,+0+0i,+1137.72+0j
2019-04-21 09:01:00 GMT,+245.848-29.6545d,+0+0i,+1097.21+0j
2019-04-21 09:02:00 GMT,+246.547-29.5603d,+0+0i,+1075.5+0j
2019-04-21 09:03:00 GMT,+245.899-29.6476d,+0+0i,+1067.98+0j
2019-04-21 09:04:00 GMT,+245.81-29.6573d,+0+0i,+1068.08+0j
2019-04-21 09:05:00 GMT,+245.921-29.645d,+0+0i,+1097.55+0j
2019-04-21 09:06:00 GMT,+245.9-29.6472d,+0+0i,+1082.44+0j
2019-04-21 09:07:00 GMT,+245.864-29.6513d,+0+0i,+1073.73+0j
2019-04-21 09:08:00 GMT,+245.844-29.6536d,+0+0i,+1045.58+0j
2019-04-21 09:09:00 GMT,+245.731-29.6661d,+0+0i,+1026.71+0j
2019-04-21 09:10:00 GMT,+245.616-29.6749d,+0+0i,+982.769+0j
2019-04-21 09:11:00 GMT,+245.644-29.6721d,+0+0i,+984.541+0j
2019-04-21 09:12:00 GMT,+245.694-29.6669d,+0+0i,+968.779+0j
2019-04-21 09:13:00 GMT,+245.706-29.6653d,+0+0i,+996.99+0j
2019-04-21 09:14:00 GMT,+245.752-29.6606d,+0+0i,+957.142+0j
2019-04-21 09:15:00 GMT,+245.828-29.6944d,+0+0i,+946.063+0j
2019-04-21 09:16:00 GMT,+245.835-29.6936d,+0+0i,+949.173+0j
2019-04-21 09:17:00 GMT,+245.834-29.6938d,+0+0i,+923.995+0j
2019-04-21 09:18:00 GMT,+246.039-29.6748d,+0+0i,+876.287+0j
2019-04-21 09:19:00 GMT,+245.979-29.6739d,+0+0i,+863.345+0j
2019-04-21 09:20:00 GMT,+245.988-29.6815d,+0+0i,+842.033+0j
2019-04-21 09:21:00 GMT,+246.81-29.5945d,+0+0i,+1193.49+0j
2019-04-21 09:22:00 GMT,+248.662-29.3836d,+0+0i,+924.667+0j
2019-04-21 09:23:00 GMT,+246.032-29.6771d,+0+0i,+897.281+0j
2019-04-21 09:24:00 GMT,+246.773-29.5988d,+0+0i,+1216.34+0j
2019-04-21 09:25:00 GMT,+245.781-29.6526d,+0+0i,+1222.33+0j
2019-04-21 09:26:00 GMT,+245.786-29.6517d,+0+0i,+1223.05+0j
2019-04-21 09:27:00 GMT,+245.788-29.6515d,+0+0i,+1221.28+0j
2019-04-21 09:28:00 GMT,+245.784-29.6519d,+0+0i,+1213.19+0j
2019-04-21 09:29:00 GMT,+245.764-29.6541d,+0+0i,+1211.7+0j
2019-04-21 09:30:00 GMT,+245.484-29.5946d,+0+0i,+1218.03+0j
2019-04-21 09:31:00 GMT,+245.518-29.5908d,+0+0i,+1232.27+0j
2019-04-21 09:32:00 GMT,+245.514-29.5912d,+0+0i,+1227.14+0j
2019-04-21 09:33:00 GMT,+245.502-29.5926d,+0+0i,+1226.88+0j
2019-04-21 09:34:00 GMT,+245.536-29.5889d,+0+0i,+1241.03+0j
2019-04-21 09:35:00 GMT,+245.124-29.5151d,+0+0i,+1240.08+0j
2019-04-21 09:36:00 GMT,+245.153-29.5146d,+0+0i,+1241.18+0j
2019-04-21 09:37:00 GMT,+245.217-29.5076d,+0+0i,+1266.5+0j
2019-04-21 09:38:00 GMT,+245.202-29.5091d,+0+0i,+1257.11+0j
2019-04-21 09:39:00 GMT,+245.179-29.5116d,+0+0i,+1236.3+0j
2019-04-21 09:40:00 GMT,+244.675-29.432d,+0+0i,+1221.06+0j
2019-04-21 09:41:00 GMT,+244.573-29.4428d,+0+0i,+1236.09+0j
2019-04-21 09:42:00 GMT,+244.571-29.4431d,+0+0i,+1236.59+0j
2019-04-21 09:43:00 GMT,+244.569-29.4432d,+0+0i,+1216.06+0j
2019-04-21 09:44:00 GMT,+244.648-29.4351d,+0+0i,+1201.81+0j
2019-04-21 09:45:00 GMT,+243.97-29.3803d,+0+0i,+1227.29+0j
2019-04-21 09:46:00 GMT,+244.023-29.3744d,+0+0i,+1251.94+0j
2019-04-21 09:47:00 GMT,+244.016-29.3751d,+0+0i,+1249.42+0j
2019-04-21 09:48:00 GMT,+244.009-29.3758d,+0+0i,+1230.3+0j
2019-04-21 09:49:00 GMT,+243.962-29.3809d,+0+0i,+1220.97+0j
2019-04-21 09:50:00 GMT,+243.521-29.3118d,+0+0i,+1224.07+0j
2019-04-21 09:51:00 GMT,+243.527-29.3111d,+0+0i,+1226.95+0j
2019-04-21 09:52:00 GMT,+243.561-29.3074d,+0+0i,+1241.12+0j
2019-04-21 09:53:00 GMT,+243.546-29.3089d,+0+0i,+1235.5+0j
2019-04-21 09:54:00 GMT,+243.477-29.3167d,+0+0i,+1194.28+0j
2019-04-21 09:55:00 GMT,+243.14-29.2689d,+0+0i,+1176.33+0j
2019-04-21 09:56:00 GMT,+243.126-29.2724d,+0+0i,+1172.73+0j
2019-04-21 09:57:00 GMT,+243.117-29.2733d,+0+0i,+1185.9+0j
2019-04-21 09:58:00 GMT,+243.15-29.2698d,+0+0i,+1174.1+0j
2019-04-21 09:59:00 GMT,+243.12-29.273d,+0+0i,+1155.63+0j
2019-04-21 10:00:00 GMT,+242.989-29.2633d,+0+0i,+1148.81+0j
2019-04-21 10:01:00 GMT,+243.369-29.2242d,+0+0i,+1127.73+0j
2019-04-21 10:02:00 GMT,+243.113-29.2504d,+0+0i,+1152.87+0j
2019-04-21 10:03:00 GMT,+243.15-29.2464d,+0+0i,+1172.95+0j
2019-04-21 10:04:00 GMT,+243.131-29.2482d,+0+0i,+1155.52+0j
2019-04-21 10:05:00 GMT,+243.313-29.2735d,+0+0i,+1139.66+0j
2019-04-21 10:06:00 GMT,+243.291-29.2759d,+0+0i,+1141.74+0j
2019-04-21 10:07:00 GMT,+243.297-29.2754d,+0+0i,+1148.04+0j
2019-04-21 10:08:00 GMT,+243.325-29.2723d,+0+0i,+1152.97+0j
2019-04-21 10:09:00 GMT,+243.321-29.2727d,+0+0i,+1137.61+0j
2019-04-21 10:10:00 GMT,+243.377-29.2857d,+0+0i,+1106.15+0j
2019-04-21 10:11:00 GMT,+243.314-29.2924d,+0+0i,+1087.28+0j
2019-04-21 10:12:00 GMT,+243.268-29.2974d,+0+0i,+1063.6+0j
2019-04-21 10:13:00 GMT,+243.21-29.3037d,+0+0i,+1063.21+0j
2019-04-21 10:14:00 GMT,+243.21-29.3038d,+0+0i,+1092.55+0j
2019-04-21 10:15:00 GMT,+243.306-29.2955d,+0+0i,+1056.57+0j
2019-04-21 10:16:00 GMT,+243.234-29.3031d,+0+0i,+1070.18+0j
2019-04-21 10:17:00 GMT,+243.326-29.2935d,+0+0i,+1092.58+0j
2019-04-21 10:18:00 GMT,+243.354-29.2904d,+0+0i,+1104.41+0j
2019-04-21 10:19:00 GMT,+243.348-29.2909d,+0+0i,+1075.59+0j
2019-04-21 10:20:00 GMT,+243.381-29.3041d,+0+0i,+1075.03+0j
2019-04-21 10:21:00 GMT,+243.489-29.2926d,+0+0i,+1118.18+0j
2019-04-21 10:22:00 GMT,+243.488-29.2925d,+0+0i,+1126+0j
2019-04-21 10:23:00 GMT,+243.523-29.2887d,+0+0i,+1142.67+0j
2019-04-21 10:24:00 GMT,+243.514-29.2896d,+0+0i,+1145.26+0j
2019-04-21 10:25:00 GMT,+243.591-29.2897d,+0+0i,+1153.23+0j
2019-04-21 10:26:00 GMT,+243.594-29.2893d,+0+0i,+1157.13+0j
2019-04-21 10:27:00 GMT,+243.59-29.2897d,+0+0i,+1156.19+0j
2019-04-21 10:28:00 GMT,+243.588-29.2899d,+0+0i,+1147.19+0j
2019-04-21 10:29:00 GMT,+243.565-29.2923d,+0+0i,+1118.91+0j
2019-04-21 10:30:00 GMT,+243.565-29.2973d,+0+0i,+1142.08+0j
2019-04-21 10:31:00 GMT,+243.563-29.2973d,+0+0i,+1108.07+0j
2019-04-21 10:32:00 GMT,+243.478-29.3064d,+0+0i,+1105.48+0j
2019-04-21 10:33:00 GMT,+243.473-29.307d,+0+0i,+1119.56+0j
2019-04-21 10:34:00 GMT,+243.624-29.2909d,+0+0i,+1165.74+0j
2019-04-21 10:35:00 GMT,+243.651-29.2979d,+0+0i,+1166.1+0j
2019-04-21 10:36:00 GMT,+243.65-29.298d,+0+0i,+1165.12+0j
2019-04-21 10:37:00 GMT,+243.647-29.2983d,+0+0i,+1120.35+0j
2019-04-21 10:38:00 GMT,+243.536-29.3102d,+0+0i,+1133.45+0j
2019-04-21 10:39:00 GMT,+243.57-29.3067d,+0+0i,+1127.22+0j
2019-04-21 10:40:00 GMT,+243.602-29.2994d,+0+0i,+1064.11+0j
2019-04-21 10:41:00 GMT,+243.536-29.306d,+0+0i,+1110.11+0j
2019-04-21 10:42:00 GMT,+243.519-29.3076d,+0+0i,+1090.14+0j
2019-04-21 10:43:00 GMT,+243.718-29.2879d,+0+0i,+1005.8+0j
2019-04-21 10:44:00 GMT,+243.537-29.3067d,+0+0i,+973.981+0j
2019-04-21 10:45:00 GMT,+243.475-29.3184d,+0+0i,+955.476+0j
2019-04-21 10:46:00 GMT,+243.417-29.3251d,+0+0i,+961.796+0j
2019-04-21 10:47:00 GMT,+244.083-29.2556d,+0+0i,+928.893+0j
2019-04-21 10:48:00 GMT,+243.623-29.3034d,+0+0i,+990.671+0j
2019-04-21 10:49:00 GMT,+243.573-29.3085d,+0+0i,+940.189+0j
2019-04-21 10:50:00 GMT,+243.428-29.33d,+0+0i,+930.03+0j
2019-04-21 10:51:00 GMT,+243.536-29.3184d,+0+0i,+975.985+0j
2019-04-21 10:52:00 GMT,+243.545-29.3172d,+0+0i,+981.244+0j
2019-04-21 10:53:00 GMT,+243.545-29.3173d,+0+0i,+959.643+0j
2019-04-21 10:54:00 GMT,+243.491-29.3231d,+0+0i,+966.493+0j
2019-04-21 10:55:00 GMT,+243.429-29.3278d,+0+0i,+932.611+0j
2019-04-21 10:56:00 GMT,+243.413-29.3295d,+0+0i,+928.264+0j
2019-04-21 10:57:00 GMT,+243.606-29.3089d,+0+0i,+1009.31+0j
2019-04-21 10:58:00 GMT,+243.583-29.3111d,+0+0i,+962.413+0j
2019-04-21 10:59:00 GMT,+243.466-29.3237d,+0+0i,+963.917+0j
2019-04-21 11:00:00 GMT,+243.428-29.3215d,+0+0i,+959.815+0j
2019-04-21 11:01:00 GMT,+243.432-29.321d,+0+0i,+972.864+0j
2019-04-21 11:02:00 GMT,+243.465-29.3175d,+0+0i,+975.886+0j
2019-04-21 11:03:00 GMT,+243.472-29.3167d,+0+0i,+987.964+0j
2019-04-21 11:04:00 GMT,+243.502-29.3135d,+0+0i,+958.041+0j
2019-04-21 11:05:00 GMT,+243.422-29.3214d,+0+0i,+928.854+0j
2019-04-21 11:06:00 GMT,+243.362-29.3278d,+0+0i,+951.159+0j
2019-04-21 11:07:00 GMT,+243.419-29.3219d,+0+0i,+945.785+0j
