# file...... output/inverter.csv
# date...... Wed May 11 08:05:47 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,inv_11_batt:phaseA_V_Out, inv_11_batt:phaseA_I_Out, inv_11_sol:VA_In
2019-04-21 11:08:00 GMT,+243.487-29.3145d,+0+0i,+978.612+0j
2019-04-21 11:09:00 GMT,+243.484-29.3146d,+0+0i,+959.426+0j
2019-04-21 11:10:00 GMT,+243.437-29.3228d,+0+0i,+952.988+0j
2019-04-21 11:11:00 GMT,+243.364-29.3313d,+0+0i,+884.703+0j
2019-04-21 11:12:00 GMT,+243.351-29.3326d,+0+0i,+872.254+0j
2019-04-21 11:13:00 GMT,+243.369-29.3309d,+0+0i,+859.585+0j
2019-04-21 11:14:00 GMT,+243.334-29.3347d,+0+0i,+831.926+0j
2019-04-21 11:15:00 GMT,+243.341-29.3337d,+0+0i,+839.289+0j
2019-04-21 11:16:00 GMT,+243.402-29.3271d,+0+0i,+864.185+0j
2019-04-21 11:17:00 GMT,+243.527-29.3136d,+0+0i,+917.925+0j
2019-04-21 11:18:00 GMT,+243.506-29.3156d,+0+0i,+923.934+0j
2019-04-21 11:19:00 GMT,+243.502-29.316d,+0+0i,+854.275+0j
2019-04-21 11:20:00 GMT,+243.99-29.2555d,+0+0i,+786.744+0j
2019-04-21 11:21:00 GMT,+243.361-29.3271d,+0+0i,+808.018+0j
2019-04-21 11:22:00 GMT,+243.346-29.3287d,+0+0i,+785.898+0j
2019-04-21 11:23:00 GMT,+243.52-29.3071d,+0+0i,+726.741+0j
2019-04-21 11:24:00 GMT,+243.365-29.3273d,+0+0i,+662.871+0j
2019-04-21 11:25:00 GMT,+243.433-29.3201d,+0+0i,+715.248+0j
2019-04-21 11:26:00 GMT,+243.398-29.3237d,+0+0i,+703.56+0j
2019-04-21 11:27:00 GMT,+243.407-29.3228d,+0+0i,+718.395+0j
2019-04-21 11:28:00 GMT,+243.404-29.3231d,+0+0i,+717.971+0j
2019-04-21 11:29:00 GMT,+243.414-29.322d,+0+0i,+722.147+0j
2019-04-21 11:30:00 GMT,+243.048-29.3064d,+0+0i,+663.95+0j
2019-04-21 11:31:00 GMT,+243.007-29.3108d,+0+0i,+636.227+0j
2019-04-21 11:32:00 GMT,+243.667-29.2363d,+0+0i,+573.907+0j
2019-04-21 11:33:00 GMT,+243.24-29.2829d,+0+0i,+504.12+0j
2019-04-21 11:34:00 GMT,+242.871-29.3248d,+0+0i,+421.404+0j
2019-04-21 11:35:00 GMT,+243.023-29.3252d,+0+0i,+436.339+0j
2019-04-21 11:36:00 GMT,+243.068-29.3204d,+0+0i,+414.392+0j
2019-04-21 11:37:00 GMT,+243.4-29.2812d,+0+0i,+343.827+0j
2019-04-21 11:38:00 GMT,+242.932-29.3344d,+0+0i,+327.077+0j
2019-04-21 11:39:00 GMT,+243.023-29.3247d,+0+0i,+358.473+0j
2019-04-21 11:40:00 GMT,+243.667-29.3278d,+0+0i,+459.108+0j
2019-04-21 11:41:00 GMT,+243.615-29.3336d,+0+0i,+438.279+0j
2019-04-21 11:42:00 GMT,+243.564-29.3391d,+0+0i,+341.215+0j
2019-04-21 11:43:00 GMT,+243.324-29.365d,+0+0i,+312.605+0j
2019-04-21 11:44:00 GMT,+243.286-29.367d,+0+0i,+259.621+0j
2019-04-21 11:45:00 GMT,+243.693-29.4142d,+0+0i,+254.153+0j
2019-04-21 11:46:00 GMT,+243.694-29.4141d,+0+0i,+257.204+0j
2019-04-21 11:47:00 GMT,+243.758-29.4071d,+0+0i,+283.975+0j
2019-04-21 11:48:00 GMT,+243.772-29.4056d,+0+0i,+291.401+0j
2019-04-21 11:49:00 GMT,+243.775-29.4053d,+0+0i,+293.035+0j
2019-04-21 11:50:00 GMT,+244.342-29.4423d,+0+0i,+220.513+0j
2019-04-21 11:51:00 GMT,+244.443-29.4313d,+0+0i,+332.266+0j
2019-04-21 11:52:00 GMT,+245.003-29.3702d,+0+0i,+578.164+0j
2019-04-21 11:53:00 GMT,+244.58-29.4163d,+0+0i,+454.117+0j
2019-04-21 11:54:00 GMT,+244.77-29.3904d,+0+0i,+204.705+0j
2019-04-21 11:55:00 GMT,+244.76-29.5015d,+0+0i,+207.777+0j
2019-04-21 11:56:00 GMT,+244.752-29.5024d,+0+0i,+179.543+0j
2019-04-21 11:57:00 GMT,+244.82-29.495d,+0+0i,+235.362+0j
2019-04-21 11:58:00 GMT,+244.975-29.478d,+0+0i,+319.002+0j
2019-04-21 11:59:00 GMT,+244.87-29.4896d,+0+0i,+336.279+0j
2019-04-21 12:00:00 GMT,+245.102-29.5549d,+0+0i,+283.893+0j
2019-04-21 12:01:00 GMT,+244.976-29.5689d,+0+0i,+166.711+0j
2019-04-21 12:02:00 GMT,+244.692-29.6003d,+0+0i,+140.524+0j
2019-04-21 12:03:00 GMT,+244.63-29.6073d,+0+0i,+174.195+0j
2019-04-21 12:04:00 GMT,+244.712-29.5982d,+0+0i,+177.567+0j
2019-04-21 12:05:00 GMT,+245.579-29.5743d,+0+0i,+350.361+0j
2019-04-21 12:06:00 GMT,+245.174-29.6181d,+0+0i,+294.546+0j
2019-04-21 12:07:00 GMT,+245.318-29.6025d,+0+0i,+408.074+0j
2019-04-21 12:08:00 GMT,+245.214-29.614d,+0+0i,+398.332+0j
2019-04-21 12:09:00 GMT,+245.191-29.6166d,+0+0i,+295.363+0j
2019-04-21 12:10:00 GMT,+245.185-29.6531d,+0+0i,+257.805+0j
2019-04-21 12:11:00 GMT,+245.089-29.6638d,+0+0i,+246.054+0j
2019-04-21 12:12:00 GMT,+245.115-29.6601d,+0+0i,+120.294+0j
2019-04-21 12:13:00 GMT,+245.148-29.6566d,+0+0i,+112.468+0j
2019-04-21 12:14:00 GMT,+245.169-29.6542d,+0+0i,+136.149+0j
2019-04-21 12:15:00 GMT,+245.187-29.6457d,+0+0i,+184.071+0j
2019-04-21 12:16:00 GMT,+245.466-29.6149d,+0+0i,+329.362+0j
2019-04-21 12:17:00 GMT,+245.919-29.5653d,+0+0i,+615.392+0j
2019-04-21 12:18:00 GMT,+245.412-29.6213d,+0+0i,+608.167+0j
2019-04-21 12:19:00 GMT,+246.454-29.5011d,+0+0i,+294.392+0j
2019-04-21 12:20:00 GMT,+244.858-29.6217d,+0+0i,+289.992+0j
2019-04-21 12:21:00 GMT,+244.841-29.6236d,+0+0i,+255.918+0j
2019-04-21 12:22:00 GMT,+244.569-29.6538d,+0+0i,+159.082+0j
2019-04-21 12:23:00 GMT,+245.605-29.5342d,+0+0i,+96.7076+0j
2019-04-21 12:24:00 GMT,+244.797-29.6279d,+0+0i,+23.0635+0j
2019-04-21 12:25:00 GMT,+244.629-29.6447d,+0+0i,+34.7201+0j
2019-04-21 12:26:00 GMT,+244.646-29.6428d,+0+0i,-40.4758-0j
2019-04-21 12:27:00 GMT,+244.818-29.6239d,+0+0i,-105.716-0j
2019-04-21 12:28:00 GMT,+244.802-29.6256d,+0+0i,-47.3655-0j
2019-04-21 12:29:00 GMT,+244.66-29.6412d,+0+0i,+62.3853+0j
2019-04-21 12:30:00 GMT,+244.769-29.6408d,+0+0i,+68.1592+0j
2019-04-21 12:31:00 GMT,+244.926-29.6234d,+0+0i,+132.001+0j
2019-04-21 12:32:00 GMT,+244.978-29.6177d,+0+0i,+171.559+0j
2019-04-21 12:33:00 GMT,+245.139-29.6001d,+0+0i,+264.489+0j
2019-04-21 12:34:00 GMT,+244.975-29.6183d,+0+0i,+237.549+0j
2019-04-21 12:35:00 GMT,+244.922-29.6238d,+0+0i,+213.743+0j
2019-04-21 12:36:00 GMT,+244.938-29.622d,+0+0i,+249.867+0j
2019-04-21 12:37:00 GMT,+245.037-29.611d,+0+0i,+290.572+0j
2019-04-21 12:38:00 GMT,+244.992-29.6159d,+0+0i,+249.282+0j
2019-04-21 12:39:00 GMT,+244.892-29.627d,+0+0i,+172.045+0j
2019-04-21 12:40:00 GMT,+244.708-29.6473d,+0+0i,+200.937+0j
2019-04-21 12:41:00 GMT,+245.246-29.588d,+0+0i,+400.246+0j
2019-04-21 12:42:00 GMT,+245.267-29.5857d,+0+0i,+489.495+0j
2019-04-21 12:43:00 GMT,+245.111-29.603d,+0+0i,+337.419+0j
2019-04-21 12:44:00 GMT,+244.742-29.6437d,+0+0i,+319.439+0j
2019-04-21 12:45:00 GMT,+244.699-29.6437d,+0+0i,+350.05+0j
2019-04-21 12:46:00 GMT,+244.757-29.6373d,+0+0i,+457.793+0j
2019-04-21 12:47:00 GMT,+245.129-29.5962d,+0+0i,+503.69+0j
2019-04-21 12:48:00 GMT,+245.106-29.5986d,+0+0i,+441.684+0j
2019-04-21 12:49:00 GMT,+244.955-29.6152d,+0+0i,+461.335+0j
2019-04-21 12:50:00 GMT,+245.014-29.6075d,+0+0i,+435.946+0j
2019-04-21 12:51:00 GMT,+244.935-29.6162d,+0+0i,+395.51+0j
2019-04-21 12:52:00 GMT,+244.837-29.627d,+0+0i,+446.018+0j
2019-04-21 12:53:00 GMT,+244.961-29.6134d,+0+0i,+480.049+0j
2019-04-21 12:54:00 GMT,+245.263-29.5801d,+0+0i,+570.434+0j
2019-04-21 12:55:00 GMT,+245.159-29.5935d,+0+0i,+553.766+0j
2019-04-21 12:56:00 GMT,+245.1-29.6d,+0+0i,+496.32+0j
2019-04-21 12:57:00 GMT,+244.96-29.6154d,+0+0i,+449.432+0j
2019-04-21 12:58:00 GMT,+244.847-29.6279d,+0+0i,+454.622+0j
2019-04-21 12:59:00 GMT,+244.861-29.6265d,+0+0i,+549.36+0j
2019-04-21 13:00:00 GMT,+245.126-29.6025d,+0+0i,+551.534+0j
2019-04-21 13:01:00 GMT,+245.111-29.6042d,+0+0i,+556.73+0j
2019-04-21 13:02:00 GMT,+245.352-29.5776d,+0+0i,+650.317+0j
2019-04-21 13:03:00 GMT,+245.222-29.5919d,+0+0i,+624.511+0j
2019-04-21 13:04:00 GMT,+245.313-29.5821d,+0+0i,+686.655+0j
2019-04-21 13:05:00 GMT,+245.371-29.5821d,+0+0i,+728.595+0j
2019-04-21 13:06:00 GMT,+245.311-29.5887d,+0+0i,+707.262+0j
2019-04-21 13:07:00 GMT,+245.26-29.5944d,+0+0i,+677.58+0j
2019-04-21 13:08:00 GMT,+245.188-29.6023d,+0+0i,+700.495+0j
2019-04-21 13:09:00 GMT,+245.245-29.5962d,+0+0i,+715.335+0j
2019-04-21 13:10:00 GMT,+245.301-29.5912d,+0+0i,+653.019+0j
2019-04-21 13:11:00 GMT,+245.129-29.6102d,+0+0i,+673.234+0j
2019-04-21 13:12:00 GMT,+245.18-29.6047d,+0+0i,+711.312+0j
2019-04-21 13:13:00 GMT,+245.272-29.5946d,+0+0i,+714.507+0j
2019-04-21 13:14:00 GMT,+245.484-29.5712d,+0+0i,+798.846+0j
2019-04-21 13:15:00 GMT,+245.371-29.5809d,+0+0i,+795.855+0j
2019-04-21 13:16:00 GMT,+245.556-29.5607d,+0+0i,+882.771+0j
2019-04-21 13:17:00 GMT,+245.42-29.5755d,+0+0i,+845.258+0j
2019-04-21 13:18:00 GMT,+245.331-29.5855d,+0+0i,+799.416+0j
2019-04-21 13:19:00 GMT,+245.22-29.5977d,+0+0i,+792.862+0j
2019-04-21 13:20:00 GMT,+245.301-29.6237d,+0+0i,+784.595+0j
2019-04-21 13:21:00 GMT,+245.386-29.6145d,+0+0i,+835.967+0j
2019-04-21 13:22:00 GMT,+245.363-29.617d,+0+0i,+825.942+0j
2019-04-21 13:23:00 GMT,+245.379-29.6154d,+0+0i,+841.82+0j
2019-04-21 13:24:00 GMT,+245.374-29.6159d,+0+0i,+841.297+0j
2019-04-21 13:25:00 GMT,+245.401-29.612d,+0+0i,+850.297+0j
2019-04-21 13:26:00 GMT,+245.518-29.5992d,+0+0i,+898.446+0j
2019-04-21 13:27:00 GMT,+245.499-29.6012d,+0+0i,+907.573+0j
2019-04-21 13:28:00 GMT,+245.483-29.6029d,+0+0i,+900.028+0j
2019-04-21 13:29:00 GMT,+245.662-29.5833d,+0+0i,+980.795+0j
2019-04-21 13:30:00 GMT,+245.478-29.5533d,+0+0i,+971.524+0j
2019-04-21 13:31:00 GMT,+245.448-29.5579d,+0+0i,+911.323+0j
2019-04-21 13:32:00 GMT,+245.302-29.574d,+0+0i,+880.589+0j
2019-04-21 13:33:00 GMT,+245.229-29.5822d,+0+0i,+861.966+0j
2019-04-21 13:34:00 GMT,+245.185-29.5872d,+0+0i,+894.232+0j
2019-04-21 13:35:00 GMT,+245.487-29.5089d,+0+0i,+895.73+0j
2019-04-21 13:36:00 GMT,+245.571-29.5007d,+0+0i,+934.076+0j
2019-04-21 13:37:00 GMT,+245.64-29.4931d,+0+0i,+970.753+0j
2019-04-21 13:38:00 GMT,+245.662-29.4908d,+0+0i,+1000.16+0j
2019-04-21 13:39:00 GMT,+245.636-29.4937d,+0+0i,+1010.79+0j
2019-04-21 13:40:00 GMT,+245.63-29.4195d,+0+0i,+1012.28+0j
2019-04-21 13:41:00 GMT,+245.674-29.4154d,+0+0i,+1033.74+0j
2019-04-21 13:42:00 GMT,+245.679-29.4149d,+0+0i,+1046.49+0j
2019-04-21 13:43:00 GMT,+245.656-29.4173d,+0+0i,+1045.48+0j
2019-04-21 13:44:00 GMT,+245.672-29.4156d,+0+0i,+1052.95+0j
2019-04-21 13:45:00 GMT,+245.442-29.3019d,+0+0i,+1064.4+0j
2019-04-21 13:46:00 GMT,+245.44-29.3021d,+0+0i,+1035.15+0j
2019-04-21 13:47:00 GMT,+245.445-29.3017d,+0+0i,+1065.53+0j
2019-04-21 13:48:00 GMT,+245.442-29.3019d,+0+0i,+1061.96+0j
2019-04-21 13:49:00 GMT,+245.433-29.3028d,+0+0i,+1064.17+0j
2019-04-21 13:50:00 GMT,+244.899-29.1915d,+0+0i,+1054.48+0j
2019-04-21 13:51:00 GMT,+244.856-29.1959d,+0+0i,+1148.99+0j
2019-04-21 13:52:00 GMT,+245.088-29.1711d,+0+0i,+1126.76+0j
2019-04-21 13:53:00 GMT,+245.029-29.177d,+0+0i,+1155.99+0j
2019-04-21 13:54:00 GMT,+245.102-29.1693d,+0+0i,+1144.97+0j
2019-04-21 13:55:00 GMT,+244.328-29.0795d,+0+0i,+1142.82+0j
2019-04-21 13:56:00 GMT,+244.341-29.0781d,+0+0i,+1129.08+0j
2019-04-21 13:57:00 GMT,+244.329-29.0793d,+0+0i,+1143.09+0j
2019-04-21 13:58:00 GMT,+244.326-29.0796d,+0+0i,+1128.04+0j
2019-04-21 13:59:00 GMT,+244.381-29.0739d,+0+0i,+1165.03+0j
2019-04-21 14:00:00 GMT,+243.646-28.9845d,+0+0i,+1150.06+0j
2019-04-21 14:01:00 GMT,+243.608-28.9896d,+0+0i,+1173.19+0j
2019-04-21 14:02:00 GMT,+243.7-28.9799d,+0+0i,+1187.39+0j
2019-04-21 14:03:00 GMT,+243.692-28.9806d,+0+0i,+1172.3+0j
2019-04-21 14:04:00 GMT,+243.655-28.9845d,+0+0i,+1161.99+0j
2019-04-21 14:05:00 GMT,+243.125-28.9082d,+0+0i,+1192.75+0j
2019-04-21 14:06:00 GMT,+243.11-28.9096d,+0+0i,+1178.96+0j
2019-04-21 14:07:00 GMT,+243.076-28.9131d,+0+0i,+1183.43+0j
2019-04-21 14:08:00 GMT,+243.168-28.9036d,+0+0i,+1215.73+0j
2019-04-21 14:09:00 GMT,+243.153-28.905d,+0+0i,+1204.11+0j
2019-04-21 14:10:00 GMT,+242.747-28.873d,+0+0i,+1208.71+0j
2019-04-21 14:11:00 GMT,+242.763-28.8713d,+0+0i,+1215.24+0j
2019-04-21 14:12:00 GMT,+242.76-28.8716d,+0+0i,+1211.19+0j
2019-04-21 14:13:00 GMT,+242.75-28.8727d,+0+0i,+1204.12+0j
2019-04-21 14:14:00 GMT,+242.732-28.8745d,+0+0i,+1212.56+0j
2019-04-21 14:15:00 GMT,+242.422-28.8303d,+0+0i,+1228.78+0j
2019-04-21 14:16:00 GMT,+242.417-28.8308d,+0+0i,+1215.45+0j
2019-04-21 14:17:00 GMT,+242.383-28.8343d,+0+0i,+1223.51+0j
2019-04-21 14:18:00 GMT,+242.404-28.8322d,+0+0i,+1210.46+0j
2019-04-21 14:19:00 GMT,+242.417-28.8311d,+0+0i,+1197.11+0j
2019-04-21 14:20:00 GMT,+242.215-28.8134d,+0+0i,+1200.75+0j
2019-04-21 14:21:00 GMT,+242.215-28.8134d,+0+0i,+1200.54+0j
2019-04-21 14:22:00 GMT,+242.274-28.8073d,+0+0i,+1224.27+0j
2019-04-21 14:23:00 GMT,+242.266-28.8079d,+0+0i,+1216.11+0j
2019-04-21 14:24:00 GMT,+242.246-28.8101d,+0+0i,+1224.36+0j
2019-04-21 14:25:00 GMT,+242.444-28.8204d,+0+0i,+1207.63+0j
2019-04-21 14:26:00 GMT,+242.41-28.824d,+0+0i,+1191.09+0j
2019-04-21 14:27:00 GMT,+242.369-28.8283d,+0+0i,+1203.14+0j
2019-04-21 14:28:00 GMT,+242.4-28.8251d,+0+0i,+1193.67+0j
2019-04-21 14:29:00 GMT,+242.375-28.8276d,+0+0i,+1199.16+0j
2019-04-21 14:30:00 GMT,+242.444-28.8283d,+0+0i,+1192.74+0j
2019-04-21 14:31:00 GMT,+242.439-28.8287d,+0+0i,+1178.49+0j
2019-04-21 14:32:00 GMT,+242.373-28.8357d,+0+0i,+1165.93+0j
2019-04-21 14:33:00 GMT,+242.373-28.8357d,+0+0i,+1169.19+0j
2019-04-21 14:34:00 GMT,+242.382-28.8348d,+0+0i,+1171.1+0j
2019-04-21 14:35:00 GMT,+242.433-28.8262d,+0+0i,+1177.3+0j
2019-04-21 14:36:00 GMT,+242.553-28.8175d,+0+0i,+832.233+0j
2019-04-21 14:37:00 GMT,+242.229-28.849d,+0+0i,+833.639+0j
2019-04-21 14:38:00 GMT,+242.197-28.8528d,+0+0i,+817.226+0j
2019-04-21 14:39:00 GMT,+242.31-28.8411d,+0+0i,+859.347+0j
2019-04-21 14:40:00 GMT,+242.502-28.8209d,+0+0i,+943.629+0j
2019-04-21 14:41:00 GMT,+242.418-28.8292d,+0+0i,+904.408+0j
2019-04-21 14:42:00 GMT,+242.484-28.8225d,+0+0i,+969.03+0j
2019-04-21 14:43:00 GMT,+242.452-28.8256d,+0+0i,+914.349+0j
2019-04-21 14:44:00 GMT,+242.315-28.8398d,+0+0i,+908.838+0j
2019-04-21 14:45:00 GMT,+242.34-28.8381d,+0+0i,+920.433+0j
2019-04-21 14:46:00 GMT,+242.34-28.8381d,+0+0i,+926.868+0j
2019-04-21 14:47:00 GMT,+242.357-28.8365d,+0+0i,+928.114+0j
2019-04-21 14:48:00 GMT,+242.359-28.8361d,+0+0i,+922.305+0j
2019-04-21 14:49:00 GMT,+242.401-28.8319d,+0+0i,+944.153+0j
2019-04-21 14:50:00 GMT,+242.408-28.8247d,+0+0i,+944.873+0j
2019-04-21 14:51:00 GMT,+242.418-28.8237d,+0+0i,+959.362+0j
2019-04-21 14:52:00 GMT,+242.627-28.8021d,+0+0i,+1043.5+0j
2019-04-21 14:53:00 GMT,+242.534-28.8111d,+0+0i,+1041.92+0j
2019-04-21 14:54:00 GMT,+242.568-28.8077d,+0+0i,+1056.44+0j
2019-04-21 14:55:00 GMT,+242.565-28.8072d,+0+0i,+1045.84+0j
2019-04-21 14:56:00 GMT,+242.516-28.8123d,+0+0i,+1055.07+0j
2019-04-21 14:57:00 GMT,+242.566-28.8071d,+0+0i,+1065.66+0j
2019-04-21 14:58:00 GMT,+242.6-28.8035d,+0+0i,+1079.38+0j
2019-04-21 14:59:00 GMT,+242.659-28.7973d,+0+0i,+1108.46+0j
2019-04-21 15:00:00 GMT,+242.606-28.795d,+0+0i,+1103.43+0j
2019-04-21 15:01:00 GMT,+242.574-28.7984d,+0+0i,+1100.81+0j
2019-04-21 15:02:00 GMT,+242.618-28.7939d,+0+0i,+1120.56+0j
2019-04-21 15:03:00 GMT,+242.645-28.791d,+0+0i,+1133.49+0j
2019-04-21 15:04:00 GMT,+242.631-28.7924d,+0+0i,+1129.87+0j
2019-04-21 15:05:00 GMT,+242.586-28.787d,+0+0i,+1137.36+0j
2019-04-21 15:06:00 GMT,+242.586-28.787d,+0+0i,+1130.56+0j
2019-04-21 15:07:00 GMT,+242.621-28.7835d,+0+0i,+1150.8+0j
2019-04-21 15:08:00 GMT,+242.678-28.7776d,+0+0i,+1178.69+0j
2019-04-21 15:09:00 GMT,+242.646-28.7806d,+0+0i,+1171.14+0j
2019-04-21 15:10:00 GMT,+242.34-28.7624d,+0+0i,+1184.98+0j
2019-04-21 15:11:00 GMT,+242.366-28.7595d,+0+0i,+1181.17+0j
2019-04-21 15:12:00 GMT,+242.356-28.7604d,+0+0i,+1163.6+0j
2019-04-21 15:13:00 GMT,+242.312-28.765d,+0+0i,+1159.55+0j
2019-04-21 15:14:00 GMT,+242.302-28.766d,+0+0i,+1153.5+0j
2019-04-21 15:15:00 GMT,+242.366-28.7681d,+0+0i,+1166.99+0j
2019-04-21 15:16:00 GMT,+242.387-28.7659d,+0+0i,+1180.79+0j
2019-04-21 15:17:00 GMT,+242.498-28.7544d,+0+0i,+1211.39+0j
2019-04-21 15:18:00 GMT,+242.493-28.7548d,+0+0i,+1205.31+0j
2019-04-21 15:19:00 GMT,+242.478-28.7563d,+0+0i,+1200.87+0j
2019-04-21 15:20:00 GMT,+242.773-28.7813d,+0+0i,+1204.91+0j
2019-04-21 15:21:00 GMT,+242.773-28.7813d,+0+0i,+1186.51+0j
2019-04-21 15:22:00 GMT,+242.727-28.7861d,+0+0i,+1176.16+0j
2019-04-21 15:23:00 GMT,+242.702-28.7887d,+0+0i,+1192.54+0j
2019-04-21 15:24:00 GMT,+242.743-28.7845d,+0+0i,+1203.63+0j
2019-04-21 15:25:00 GMT,+243.128-28.8106d,+0+0i,+1209.8+0j
2019-04-21 15:26:00 GMT,+243.087-28.8148d,+0+0i,+1195.03+0j
2019-04-21 15:27:00 GMT,+243.075-28.8161d,+0+0i,+1190.04+0j
2019-04-21 15:28:00 GMT,+243.076-28.8161d,+0+0i,+1199.01+0j
2019-04-21 15:29:00 GMT,+243.072-28.8164d,+0+0i,+1188.62+0j
2019-04-21 15:30:00 GMT,+243.641-28.8825d,+0+0i,+1195.08+0j
2019-04-21 15:31:00 GMT,+243.635-28.883d,+0+0i,+1193.35+0j
2019-04-21 15:32:00 GMT,+243.631-28.8835d,+0+0i,+1186.93+0j
2019-04-21 15:33:00 GMT,+243.615-28.8851d,+0+0i,+1182.61+0j
2019-04-21 15:34:00 GMT,+243.605-28.8863d,+0+0i,+1175.48+0j
2019-04-21 15:35:00 GMT,+244.081-28.9992d,+0+0i,+1176.34+0j
2019-04-21 15:36:00 GMT,+244.08-28.9993d,+0+0i,+1164.93+0j
2019-04-21 15:37:00 GMT,+244.052-29.0022d,+0+0i,+1161.75+0j
2019-04-21 15:38:00 GMT,+244.045-29.003d,+0+0i,+1156.85+0j
2019-04-21 15:39:00 GMT,+244.033-29.0043d,+0+0i,+1150.01+0j
2019-04-21 15:40:00 GMT,+244.759-29.1038d,+0+0i,+1142.74+0j
2019-04-21 15:41:00 GMT,+244.758-29.1042d,+0+0i,+1141.38+0j
2019-04-21 15:42:00 GMT,+244.774-29.1025d,+0+0i,+1149.21+0j
2019-04-21 15:43:00 GMT,+244.773-29.1025d,+0+0i,+1133.19+0j
2019-04-21 15:44:00 GMT,+244.734-29.1067d,+0+0i,+1116.81+0j
2019-04-21 15:45:00 GMT,+245.447-29.2076d,+0+0i,+1106.63+0j
2019-04-21 15:46:00 GMT,+245.443-29.2082d,+0+0i,+1102.53+0j
2019-04-21 15:47:00 GMT,+245.433-29.2093d,+0+0i,+1096.89+0j
2019-04-21 15:48:00 GMT,+245.42-29.2108d,+0+0i,+1076.38+0j
2019-04-21 15:49:00 GMT,+245.37-29.2161d,+0+0i,+1067.85+0j
2019-04-21 15:50:00 GMT,+245.707-29.3217d,+0+0i,+1063.38+0j
2019-04-21 15:51:00 GMT,+245.703-29.3222d,+0+0i,+1057.82+0j
2019-04-21 15:52:00 GMT,+245.69-29.3236d,+0+0i,+1053.49+0j
2019-04-21 15:53:00 GMT,+245.679-29.3248d,+0+0i,+1044.18+0j
2019-04-21 15:54:00 GMT,+245.657-29.3272d,+0+0i,+1035.05+0j
2019-04-21 15:55:00 GMT,+245.668-29.4207d,+0+0i,+1027.45+0j
2019-04-21 15:56:00 GMT,+245.666-29.4209d,+0+0i,+1008.72+0j
2019-04-21 15:57:00 GMT,+245.621-29.4259d,+0+0i,+993.208+0j
2019-04-21 15:58:00 GMT,+245.584-29.43d,+0+0i,+981.034+0j
2019-04-21 15:59:00 GMT,+245.555-29.4332d,+0+0i,+962.005+0j
2019-04-21 16:00:00 GMT,+245.277-29.4908d,+0+0i,+953.234+0j
2019-04-21 16:01:00 GMT,+245.273-29.4912d,+0+0i,+946.848+0j
2019-04-21 16:02:00 GMT,+245.258-29.4929d,+0+0i,+936.993+0j
2019-04-21 16:03:00 GMT,+245.321-29.4863d,+0+0i,+926.277+0j
2019-04-21 16:04:00 GMT,+245.292-29.4894d,+0+0i,+918.343+0j
2019-04-21 16:05:00 GMT,+245.269-29.5393d,+0+0i,+905.133+0j
2019-04-21 16:06:00 GMT,+245.41-29.5243d,+0+0i,+893.623+0j
2019-04-21 16:07:00 GMT,+245.384-29.5271d,+0+0i,+879.88+0j
2019-04-21 16:08:00 GMT,+245.418-29.5236d,+0+0i,+862.763+0j
2019-04-21 16:09:00 GMT,+245.277-29.5385d,+0+0i,+848.105+0j
2019-04-21 16:10:00 GMT,+245.257-29.5582d,+0+0i,+832.337+0j
2019-04-21 16:11:00 GMT,+245.256-29.5584d,+0+0i,+811.884+0j
2019-04-21 16:12:00 GMT,+245.206-29.5638d,+0+0i,+796.505+0j
2019-04-21 16:13:00 GMT,+245.169-29.5679d,+0+0i,+777.995+0j
2019-04-21 16:14:00 GMT,+245.125-29.5729d,+0+0i,+756.496+0j
2019-04-21 16:15:00 GMT,+245.185-29.5488d,+0+0i,+747.707+0j
2019-04-21 16:16:00 GMT,+245.178-29.5495d,+0+0i,+728.582+0j
2019-04-21 16:17:00 GMT,+245.132-29.5546d,+0+0i,+710.529+0j
2019-04-21 16:18:00 GMT,+245.143-29.5537d,+0+0i,+693.893+0j
2019-04-21 16:19:00 GMT,+245.55-29.5091d,+0+0i,+891.649+0j
2019-04-21 16:20:00 GMT,+245.355-29.5338d,+0+0i,+881.18+0j
2019-04-21 16:21:00 GMT,+245.352-29.5341d,+0+0i,+863.719+0j
2019-04-21 16:22:00 GMT,+245.31-29.5388d,+0+0i,+850.602+0j
2019-04-21 16:23:00 GMT,+245.278-29.5423d,+0+0i,+828.557+0j
2019-04-21 16:24:00 GMT,+245.225-29.5482d,+0+0i,+814.774+0j
2019-04-21 16:25:00 GMT,+245.268-29.5666d,+0+0i,+797.153+0j
2019-04-21 16:26:00 GMT,+245.267-29.5667d,+0+0i,+779.285+0j
2019-04-21 16:27:00 GMT,+245.224-29.5715d,+0+0i,+757.736+0j
2019-04-21 16:28:00 GMT,+245.172-29.5772d,+0+0i,+743.555+0j
2019-04-21 16:29:00 GMT,+245.138-29.581d,+0+0i,+725.182+0j
2019-04-21 16:30:00 GMT,+245.139-29.5704d,+0+0i,+704.429+0j
2019-04-21 16:31:00 GMT,+245.271-29.5564d,+0+0i,+682.66+0j
2019-04-21 16:32:00 GMT,+245.197-29.5647d,+0+0i,+655.01+0j
2019-04-21 16:33:00 GMT,+245.087-29.5763d,+0+0i,+632.837+0j
2019-04-21 16:34:00 GMT,+245.034-29.5822d,+0+0i,+619.379+0j
