# file...... output/LOAD15_data.csv
# date...... Fri May  6 17:10:28 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD15:base_power_B, Bus314:measured_power.real, inv_15_sol:VA_Out.real, inv_15_batt:VA_Out.real, Bus314:measured_voltage_B.real, Bus314:measured_current_B.real
2019-04-21 00:00:00 GMT,+7593.97,+2921.46,+375.832,+2767.32,-201.68,-28.1578
2019-04-21 00:01:00 GMT,+7593.97,+2917.89,+389.96,+2767.32,-201.671,-28.1576
2019-04-21 00:02:00 GMT,+7593.97,+2885.88,+421.806,+2767.32,-201.731,-28.1089
2019-04-21 00:03:00 GMT,+7593.97,+2871.19,+436.579,+2767.32,-201.758,-28.0866
2019-04-21 00:04:00 GMT,+7593.97,+2858.21,+449.575,+2767.32,-201.782,-28.0669
2019-04-21 00:05:00 GMT,+7670.22,+2907.18,+461.639,+2767.32,-200.945,-28.4871
2019-04-21 00:06:00 GMT,+7670.22,+2894.88,+473.907,+2767.32,-200.968,-28.4683
2019-04-21 00:07:00 GMT,+7670.22,+2881.66,+487.115,+2767.32,-200.993,-28.448
2019-04-21 00:08:00 GMT,+7670.22,+2837.68,+530.894,+2767.32,-201.076,-28.3806
2019-04-21 00:09:00 GMT,+7670.22,+2824.03,+544.734,+2767.32,-201.102,-28.3599
2019-04-21 00:10:00 GMT,+7730.85,+2858.65,+558.664,+2767.32,-200.453,-28.6883
2019-04-21 00:11:00 GMT,+7730.85,+2846.36,+570.916,+2767.32,-200.476,-28.6694
2019-04-21 00:12:00 GMT,+7730.85,+2833.24,+584.021,+2767.32,-200.501,-28.6492
2019-04-21 00:13:00 GMT,+7730.85,+2819.01,+598.239,+2767.32,-200.528,-28.6273
2019-04-21 00:14:00 GMT,+7730.85,+2805.12,+612.133,+2767.32,-200.555,-28.606
2019-04-21 00:15:00 GMT,+7775.86,+2828.96,+624.368,+2767.32,-200.087,-28.8471
2019-04-21 00:16:00 GMT,+7775.86,+2815.5,+637.762,+2767.32,-200.113,-28.8262
2019-04-21 00:17:00 GMT,+7775.86,+2802.14,+651.116,+2767.32,-200.138,-28.8056
2019-04-21 00:18:00 GMT,+7775.86,+2787.1,+666.143,+2767.32,-200.167,-28.7824
2019-04-21 00:19:00 GMT,+7775.86,+2772.36,+680.879,+2767.32,-200.195,-28.7597
2019-04-21 00:20:00 GMT,+7805.25,+2782.37,+695.358,+2767.32,-199.914,-28.9082
2019-04-21 00:21:00 GMT,+7805.25,+2770.25,+706.522,+2767.32,-199.938,-28.8892
2019-04-21 00:22:00 GMT,+7805.25,+2761.36,+715.44,+2767.32,-199.955,-28.8754
2019-04-21 00:23:00 GMT,+7805.25,+2748.16,+728.593,+2767.32,-199.98,-28.855
2019-04-21 00:24:00 GMT,+7805.25,+2737.3,+739.481,+2767.32,-200.001,-28.8383
2019-04-21 00:25:00 GMT,+7819.01,+2739.06,+749.16,+2767.32,-199.903,-28.9007
2019-04-21 00:26:00 GMT,+7819.01,+2728.47,+759.318,+2767.32,-199.924,-28.884
2019-04-21 00:27:00 GMT,+7819.01,+2715.8,+771.972,+2767.32,-199.948,-28.8645
2019-04-21 00:28:00 GMT,+7819.01,+2704.47,+783.305,+2767.32,-199.97,-28.847
