# file...... output/LOAD51_data.csv
# date...... Fri May  6 17:40:23 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD51:base_power_A, Bus896:measured_power.real, inv_51_sol:VA_Out.real, inv_51_batt:VA_Out.real, Bus896:measured_voltage_A.real, Bus896:measured_current_A.real
2019-04-21 00:00:00 GMT,+3189.02,+2160.62,+377.124,-0,+208.09,+5.40987
2019-04-21 00:01:00 GMT,+3189.02,+2159.96,+391.256,-0,+208.094,+5.40829
2019-04-21 00:02:00 GMT,+3189.02,+2127.82,+423.166,-0,+208.231,+5.36683
2019-04-21 00:03:00 GMT,+3189.02,+2113.17,+437.936,-0,+208.293,+5.34794
2019-04-21 00:04:00 GMT,+3189.02,+2073.2,+477.686,-0,+208.462,+5.2965
2019-04-21 00:05:00 GMT,+3548.95,+2348.84,+490.295,-0,+207.386,+6.02105
2019-04-21 00:06:00 GMT,+3548.95,+2335.93,+503.116,-0,+207.441,+6.00424
2019-04-21 00:07:00 GMT,+3548.95,+2322.13,+516.91,-0,+207.5,+5.98624
2019-04-21 00:08:00 GMT,+3548.95,+2307,+532.021,-0,+207.565,+5.96654
2019-04-21 00:09:00 GMT,+3548.95,+2293.19,+545.841,-0,+207.624,+5.94855
2019-04-21 00:10:00 GMT,+3840.19,+2512.33,+559.75,-0,+206.782,+6.54254
2019-04-21 00:11:00 GMT,+3840.19,+2500.05,+571.975,-0,+206.835,+6.52639
2019-04-21 00:12:00 GMT,+3840.19,+2486.96,+585.054,-0,+206.891,+6.50916
2019-04-21 00:13:00 GMT,+3840.19,+2472.75,+599.245,-0,+206.952,+6.49048
2019-04-21 00:14:00 GMT,+3840.19,+2458.89,+613.109,-0,+207.012,+6.47225
2019-04-21 00:15:00 GMT,+4062.72,+2624.82,+625.31,-0,+206.373,+6.93219
2019-04-21 00:16:00 GMT,+4062.72,+2611.35,+638.67,-0,+206.431,+6.91435
2019-04-21 00:17:00 GMT,+4062.72,+2598.03,+651.99,-0,+206.489,+6.89669
2019-04-21 00:18:00 GMT,+4062.72,+2583.02,+666.984,-0,+206.554,+6.8768
2019-04-21 00:19:00 GMT,+4062.72,+2568.32,+681.684,-0,+206.617,+6.85734
2019-04-21 00:20:00 GMT,+4216.56,+2678.43,+696.124,-0,+206.198,+7.1748
2019-04-21 00:21:00 GMT,+4216.56,+2665.84,+707.245,-0,+206.255,+7.15682
2019-04-21 00:22:00 GMT,+4216.56,+2657.02,+716.117,-0,+206.293,+7.14508
2019-04-21 00:23:00 GMT,+4216.56,+2643.85,+729.228,-0,+206.35,+7.12756
2019-04-21 00:24:00 GMT,+4216.56,+2633.03,+740.069,-0,+206.397,+7.11318
2019-04-21 00:25:00 GMT,+4301.69,+2692.23,+749.701,-0,+206.193,+7.28892
2019-04-21 00:26:00 GMT,+4301.69,+2681.4,+759.811,-0,+206.243,+7.27352
2019-04-21 00:27:00 GMT,+4301.69,+2668.76,+772.417,-0,+206.298,+7.25669
2019-04-21 00:28:00 GMT,+4301.69,+2657.49,+783.701,-0,+206.346,+7.24167
2019-04-21 00:29:00 GMT,+4301.69,+2648.25,+792.974,-0,+206.386,+7.22934
2019-04-21 00:30:00 GMT,+4150.76,+2517.94,+801.243,-0,+206.667,+6.90071
2019-04-21 00:31:00 GMT,+4150.76,+2509.74,+810.747,-0,+206.704,+6.89031
2019-04-21 00:32:00 GMT,+4150.76,+2499.08,+821.374,-0,+206.75,+6.87619
2019-04-21 00:33:00 GMT,+4150.76,+2488.64,+831.821,-0,+206.795,+6.86235
2019-04-21 00:34:00 GMT,+4150.76,+2478.23,+842.228,-0,+206.84,+6.84857
2019-04-21 00:35:00 GMT,+4086.05,+2416.76,+849.881,-0,+207.315,+6.69362
2019-04-21 00:36:00 GMT,+4086.05,+2409.4,+859.323,-0,+207.348,+6.68373
2019-04-21 00:37:00 GMT,+4086.05,+2398.33,+870.343,-0,+207.396,+6.66914
2019-04-21 00:38:00 GMT,+4086.05,+2389.5,+879.209,-0,+207.434,+6.6575
2019-04-21 00:39:00 GMT,+4086.05,+2381.58,+887.142,-0,+207.468,+6.64707
2019-04-21 00:40:00 GMT,+4055.77,+2344.42,+898.421,-0,+207.805,+6.55582
2019-04-21 00:41:00 GMT,+4055.77,+2337.46,+907.051,-0,+207.836,+6.54662
2019-04-21 00:42:00 GMT,+4055.77,+2325.53,+918.896,-0,+207.887,+6.53098
2019-04-21 00:43:00 GMT,+4055.77,+2315.92,+928.541,-0,+207.928,+6.51837
2019-04-21 00:44:00 GMT,+4055.77,+2307.93,+936.563,-0,+207.962,+6.50788
2019-04-21 00:45:00 GMT,+4055.86,+2297.27,+945.645,-0,+208.304,+6.4836
2019-04-21 00:46:00 GMT,+4055.86,+2292.93,+951.692,-0,+208.324,+6.4776
2019-04-21 00:47:00 GMT,+4055.86,+2287.77,+956.834,-0,+208.346,+6.47086
2019-04-21 00:48:00 GMT,+4055.86,+2279.68,+964.873,-0,+208.38,+6.46028
2019-04-21 00:49:00 GMT,+4055.86,+2273.14,+971.447,-0,+208.408,+6.45172
2019-04-21 00:50:00 GMT,+4039.45,+2251.97,+977.946,-0,+208.791,+6.38887
2019-04-21 00:51:00 GMT,+4039.45,+2245.97,+985.485,-0,+208.813,+6.38183
2019-04-21 00:52:00 GMT,+4039.45,+2240.09,+991.368,-0,+208.838,+6.37415
2019-04-21 00:53:00 GMT,+4039.45,+2234.18,+997.28,-0,+208.863,+6.36645
2019-04-21 00:54:00 GMT,+4039.45,+2226.66,+1004.78,-0,+208.895,+6.35665
2019-04-21 00:55:00 GMT,+4043.03,+2220.31,+1012.95,-0,+209.171,+6.34713
2019-04-21 00:56:00 GMT,+4043.03,+2216.8,+1017.56,-0,+209.185,+6.34248
2019-04-21 00:57:00 GMT,+4043.03,+2208.35,+1025.68,-0,+209.17,+6.3317
2019-04-21 00:58:00 GMT,+4043.03,+2200.74,+1033.55,-0,+209.202,+6.32179
2019-04-21 00:59:00 GMT,+4043.03,+2194.42,+1039.62,-0,+209.178,+6.31379
2019-04-21 01:00:00 GMT,+4034.59,+2184.76,+1042.91,-0,+209.336,+6.29146
