# file...... output/LOAD32_data.csv
# date...... Fri May  6 17:40:23 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD32:base_power_C, Bus614:measured_power.real, inv_32_sol:VA_Out.real, inv_32_batt:VA_Out.real, Bus614:measured_voltage_C.real, Bus614:measured_current_C.real
2019-04-21 00:00:00 GMT,+8416.03,+3342.39,+377.124,+3000,-7.88583,+20.4101
2019-04-21 00:01:00 GMT,+8416.03,+3341.57,+391.256,+3000,-7.89982,+20.4131
2019-04-21 00:02:00 GMT,+8416.03,+3309.44,+423.166,+3000,-7.94591,+20.4002
2019-04-21 00:03:00 GMT,+8416.03,+3294.79,+437.936,+3000,-7.96716,+20.3944
2019-04-21 00:04:00 GMT,+8416.03,+3254.84,+477.686,+3000,-8.02445,+20.3785
2019-04-21 00:05:00 GMT,+8723.38,+3488.38,+490.295,+3000,-8.26021,+21.1583
2019-04-21 00:06:00 GMT,+8723.38,+3475.48,+503.116,+3000,-8.27868,+21.1529
2019-04-21 00:07:00 GMT,+8723.38,+3461.68,+516.91,+3000,-8.29853,+21.1472
2019-04-21 00:08:00 GMT,+8723.38,+3446.55,+532.021,+3000,-8.32027,+21.1409
2019-04-21 00:09:00 GMT,+8723.38,+3432.74,+545.841,+3000,-8.34016,+21.1352
2019-04-21 00:10:00 GMT,+8962.24,+3609.98,+559.75,+3000,-8.53703,+21.7367
2019-04-21 00:11:00 GMT,+8962.24,+3597.71,+571.975,+3000,-8.55462,+21.7315
2019-04-21 00:12:00 GMT,+8962.24,+3584.62,+585.054,+3000,-8.57343,+21.7259
2019-04-21 00:13:00 GMT,+8962.24,+3570.41,+599.245,+3000,-8.59383,+21.7198
2019-04-21 00:14:00 GMT,+8962.24,+3556.55,+613.109,+3000,-8.61376,+21.7139
2019-04-21 00:15:00 GMT,+9132.63,+3680.76,+625.31,+3000,-8.75631,+22.1406
2019-04-21 00:16:00 GMT,+9132.63,+3667.3,+638.67,+3000,-8.77553,+22.1348
2019-04-21 00:17:00 GMT,+9132.63,+3653.98,+651.99,+3000,-8.79466,+22.129
2019-04-21 00:18:00 GMT,+9132.63,+3638.96,+666.984,+3000,-8.81621,+22.1225
2019-04-21 00:19:00 GMT,+9132.63,+3624.26,+681.684,+3000,-8.83733,+22.1161
2019-04-21 00:20:00 GMT,+9234.55,+3692.71,+696.124,+3000,-8.93096,+22.3654
2019-04-21 00:21:00 GMT,+9234.55,+3680.25,+707.245,+3000,-8.9476,+22.3609
2019-04-21 00:22:00 GMT,+9234.55,+3671.42,+716.117,+3000,-8.96032,+22.357
2019-04-21 00:23:00 GMT,+9234.55,+3658.25,+729.228,+3000,-8.97915,+22.3513
2019-04-21 00:24:00 GMT,+9234.55,+3647.44,+740.069,+3000,-8.99471,+22.3466
2019-04-21 00:25:00 GMT,+9267.98,+3665.2,+749.701,+3000,-9.03552,+22.4207
2019-04-21 00:26:00 GMT,+9267.98,+3654.44,+759.811,+3000,-9.04966,+22.4166
2019-04-21 00:27:00 GMT,+9267.98,+3641.81,+772.417,+3000,-9.06774,+22.411
2019-04-21 00:28:00 GMT,+9267.98,+3630.54,+783.701,+3000,-9.08392,+22.4061
2019-04-21 00:29:00 GMT,+9267.98,+3621.29,+792.974,+3000,-9.09722,+22.4021
2019-04-21 00:30:00 GMT,+9315.12,+3649.55,+801.243,+3000,-9.15624,+22.4927
2019-04-21 00:31:00 GMT,+9315.12,+3641.24,+810.747,+3000,-9.16886,+22.4888
2019-04-21 00:32:00 GMT,+9315.12,+3630.58,+821.374,+3000,-9.18415,+22.4842
2019-04-21 00:33:00 GMT,+9315.12,+3620.13,+831.821,+3000,-9.19911,+22.4796
2019-04-21 00:34:00 GMT,+9315.12,+3609.72,+842.228,+3000,-9.21402,+22.4751
2019-04-21 00:35:00 GMT,+9086.51,+3417.2,+849.881,+3000,-9.05772,+21.8836
2019-04-21 00:36:00 GMT,+9086.51,+3409.78,+859.323,+3000,-9.06615,+21.8798
2019-04-21 00:37:00 GMT,+9086.51,+3398.71,+870.343,+3000,-9.08191,+21.8752
2019-04-21 00:38:00 GMT,+9086.51,+3389.87,+879.209,+3000,-9.0946,+21.8715
2019-04-21 00:39:00 GMT,+9086.51,+3381.95,+887.142,+3000,-9.10597,+21.8682
2019-04-21 00:40:00 GMT,+8850.17,+3179.98,+898.421,+3000,-9.05571,+21.272
2019-04-21 00:41:00 GMT,+8850.17,+3172.98,+907.051,+3000,-9.0651,+21.2687
2019-04-21 00:42:00 GMT,+8850.17,+3161.06,+918.896,+3000,-9.08208,+21.2639
2019-04-21 00:43:00 GMT,+8850.17,+3151.45,+928.541,+3000,-9.09588,+21.2601
2019-04-21 00:44:00 GMT,+8850.17,+3143.45,+936.563,+3000,-9.10737,+21.2569
2019-04-21 00:45:00 GMT,+8650.5,+2973,+945.645,+3000,-9.0009,+20.7485
2019-04-21 00:46:00 GMT,+8650.5,+2968.64,+951.692,+3000,-9.00541,+20.7463
2019-04-21 00:47:00 GMT,+8650.5,+2963.49,+956.834,+3000,-9.01274,+20.7443
2019-04-21 00:48:00 GMT,+8650.5,+2955.4,+964.873,+3000,-9.02426,+20.7411
2019-04-21 00:49:00 GMT,+8650.5,+2948.85,+971.447,+3000,-9.03367,+20.7386
2019-04-21 00:50:00 GMT,+8448.75,+2779.43,+977.946,+3000,-8.95994,+20.2439
2019-04-21 00:51:00 GMT,+8448.75,+2773.42,+985.485,+3000,-8.96928,+20.2408
2019-04-21 00:52:00 GMT,+8448.75,+2767.54,+991.368,+3000,-8.97769,+20.2386
2019-04-21 00:53:00 GMT,+8448.75,+2761.63,+997.28,+3000,-8.98616,+20.2364
2019-04-21 00:54:00 GMT,+8448.75,+2754.11,+1004.78,+3000,-8.99691,+20.2335
2019-04-21 00:55:00 GMT,+8254.09,+2589.16,+1012.95,+3000,-8.86504,+19.7527
2019-04-21 00:56:00 GMT,+8254.09,+2585.65,+1017.56,+3000,-8.86837,+19.7508
2019-04-21 00:57:00 GMT,+8254.09,+2577.2,+1025.68,+3000,-8.85887,+19.7532
2019-04-21 00:58:00 GMT,+8254.09,+2569.6,+1033.55,+3000,-8.87014,+19.7506
2019-04-21 00:59:00 GMT,+8254.09,+2563.28,+1039.62,+3000,-8.85762,+19.7538
2019-04-21 01:00:00 GMT,+8092.62,+2431.19,+1042.91,+3000,-8.76832,+19.3581
2019-04-21 01:01:00 GMT,+8092.62,+2423.77,+1050.2,+3000,-8.77874,+19.3555
2019-04-21 01:02:00 GMT,+8092.62,+2417.58,+1056.41,+3000,-8.78764,+19.3533
2019-04-21 01:03:00 GMT,+8092.62,+2411.93,+1062.07,+3000,-8.79576,+19.3513
2019-04-21 01:04:00 GMT,+8092.62,+2405.33,+1068.65,+3000,-8.80521,+19.349
2019-04-21 01:05:00 GMT,+8102.26,+2407.78,+1073.12,+3000,-8.70044,+19.3803
2019-04-21 01:06:00 GMT,+8102.26,+2400.31,+1081.37,+3000,-8.71246,+19.3781
2019-04-21 01:07:00 GMT,+8102.26,+2397.72,+1084.04,+3000,-8.71629,+19.3772
2019-04-21 01:08:00 GMT,+8102.26,+2396.54,+1085.25,+3000,-8.71802,+19.3768
2019-04-21 01:09:00 GMT,+8102.26,+2396.39,+1085.41,+3000,-8.71825,+19.3768
2019-04-21 01:10:00 GMT,+8214.83,+2481.83,+1090.02,+3000,-8.8233,+19.6467
2019-04-21 01:11:00 GMT,+8214.83,+2476.95,+1094.82,+3000,-8.83027,+19.6449
2019-04-21 01:12:00 GMT,+8214.83,+2472.06,+1099.71,+3000,-8.83728,+19.6432
2019-04-21 01:13:00 GMT,+8214.83,+2469.5,+1102.31,+3000,-8.84099,+19.6423
2019-04-21 01:14:00 GMT,+8214.83,+2466.56,+1105.25,+3000,-8.8452,+19.6412
2019-04-21 01:15:00 GMT,+8225.86,+2465.55,+1114.55,+3000,-8.79484,+19.6764
2019-04-21 01:16:00 GMT,+8225.86,+2460.91,+1119.71,+3000,-8.80234,+19.675
2019-04-21 01:17:00 GMT,+8225.86,+2461.69,+1119.01,+3000,-8.80134,+19.6753
2019-04-21 01:18:00 GMT,+8225.86,+2453.52,+1127.02,+3000,-8.81286,+19.6723
2019-04-21 01:19:00 GMT,+8225.86,+2452.2,+1128.47,+3000,-8.81491,+19.6719
2019-04-21 01:20:00 GMT,+8345.42,+2547.95,+1128.38,+3000,-8.88855,+19.9484
2019-04-21 01:21:00 GMT,+8345.42,+2533.75,+1142.14,+3000,-8.88633,+19.9492
2019-04-21 01:22:00 GMT,+8345.42,+2530.49,+1145.44,+3000,-8.86985,+19.9536
2019-04-21 01:23:00 GMT,+8345.42,+2523.48,+1152.73,+3000,-8.88026,+19.9511
2019-04-21 01:24:00 GMT,+8345.42,+2529.33,+1147.11,+3000,-8.87218,+19.9534
2019-04-21 01:25:00 GMT,+8447.87,+2608.83,+1149.46,+3000,-8.87426,+20.2017
2019-04-21 01:26:00 GMT,+8447.87,+2608.98,+1149.31,+3000,-8.87407,+20.2018
2019-04-21 01:27:00 GMT,+8447.87,+2604.03,+1154.18,+3000,-8.88105,+20.1999
2019-04-21 01:28:00 GMT,+8447.87,+2606.04,+1152.29,+3000,-8.87832,+20.2007
2019-04-21 01:29:00 GMT,+8447.87,+2608.18,+1150.15,+3000,-8.87526,+20.2015
2019-04-21 01:30:00 GMT,+8470.28,+2622.01,+1154.14,+3000,-8.93094,+20.2596
2019-04-21 01:31:00 GMT,+8470.28,+2619.88,+1156.31,+3000,-8.93404,+20.2589
2019-04-21 01:32:00 GMT,+8470.28,+2615.77,+1160.38,+3000,-8.93989,+20.2573
2019-04-21 01:33:00 GMT,+8470.28,+2615.17,+1161.05,+3000,-8.94083,+20.2571
2019-04-21 01:34:00 GMT,+8470.28,+2614.35,+1161.86,+3000,-8.942,+20.2568
2019-04-21 01:35:00 GMT,+8489.96,+2626.85,+1165.07,+3000,-9.05087,+20.2971
2019-04-21 01:36:00 GMT,+8489.96,+2624.89,+1167.04,+3000,-9.0537,+20.2964
2019-04-21 01:37:00 GMT,+8489.96,+2619.47,+1172.4,+3000,-9.06138,+20.2943
2019-04-21 01:38:00 GMT,+8489.96,+2613.37,+1178.49,+3000,-9.07009,+20.2921
2019-04-21 01:39:00 GMT,+8489.96,+2610.15,+1181.76,+3000,-9.07476,+20.2909
2019-04-21 01:40:00 GMT,+8426.21,+2551.28,+1189.54,+3000,-9.05149,+20.1373
2019-04-21 01:41:00 GMT,+8426.21,+2544.57,+1196.27,+3000,-9.06113,+20.1348
2019-04-21 01:42:00 GMT,+8426.21,+2541.09,+1199.45,+3000,-9.04466,+20.139
2019-04-21 01:43:00 GMT,+8426.21,+2546.95,+1194.01,+3000,-9.03694,+20.1413
2019-04-21 01:44:00 GMT,+8426.21,+2553.82,+1187.14,+3000,-9.02726,+20.1438
2019-04-21 01:45:00 GMT,+8407.34,+2544.35,+1181.53,+3000,-9.01475,+20.1008
2019-04-21 01:46:00 GMT,+8407.34,+2544.53,+1181.34,+3000,-9.01449,+20.1008
2019-04-21 01:47:00 GMT,+8407.34,+2545.29,+1180.58,+3000,-9.01344,+20.1011
2019-04-21 01:48:00 GMT,+8407.34,+2542.77,+1183.06,+3000,-9.017,+20.1002
2019-04-21 01:49:00 GMT,+8407.34,+2536.48,+1189.28,+3000,-9.0259,+20.0978
2019-04-21 01:50:00 GMT,+8298.15,+2449.77,+1188.75,+3000,-8.99585,+19.8281
2019-04-21 01:51:00 GMT,+8298.15,+2453.64,+1184.88,+3000,-8.99038,+19.8295
2019-04-21 01:52:00 GMT,+8298.15,+2451.19,+1187.29,+3000,-8.99383,+19.8286
2019-04-21 01:53:00 GMT,+8298.15,+2453.1,+1185.46,+3000,-8.9912,+19.8293
2019-04-21 01:54:00 GMT,+8298.15,+2443.96,+1194.39,+3000,-9.00401,+19.826
2019-04-21 01:55:00 GMT,+8210.94,+2380.42,+1188.33,+3000,-8.89345,+19.6177
2019-04-21 01:56:00 GMT,+8210.94,+2369.01,+1199.53,+3000,-8.9095,+19.6136
2019-04-21 01:57:00 GMT,+8210.94,+2377.75,+1191.16,+3000,-8.89747,+19.6168
2019-04-21 01:58:00 GMT,+8210.94,+2369.98,+1198.63,+3000,-8.90821,+19.614
2019-04-21 01:59:00 GMT,+8210.94,+2372.29,+1196.5,+3000,-8.90513,+19.6148
2019-04-21 02:00:00 GMT,+8132.39,+2300.94,+1204.81,+3000,-8.89113,+19.4179
2019-04-21 02:01:00 GMT,+8132.39,+2306.45,+1199.56,+3000,-8.88358,+19.42
2019-04-21 02:02:00 GMT,+8132.39,+2300.14,+1205.65,+3000,-8.89233,+19.4177
2019-04-21 02:03:00 GMT,+8132.39,+2300.82,+1205.11,+3000,-8.89152,+19.418
2019-04-21 02:04:00 GMT,+8132.39,+2308.76,+1197.3,+3000,-8.88034,+19.4208
2019-04-21 02:05:00 GMT,+8067.68,+2244.74,+1209.17,+3000,-8.86791,+19.2569
2019-04-21 02:06:00 GMT,+8067.68,+2242.9,+1211.21,+3000,-8.87078,+19.2563
2019-04-21 02:07:00 GMT,+8067.68,+2240.46,+1213.64,+3000,-8.87427,+19.2555
2019-04-21 02:08:00 GMT,+8067.68,+2247.11,+1207.16,+3000,-8.86498,+19.2578
2019-04-21 02:09:00 GMT,+8067.68,+2262.77,+1191.37,+3000,-8.84278,+19.2631
