# file...... output/LOAD47_data.csv
# date...... Mon May  2 08:46:21 2022
# user...... user
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD47:base_power_C, Bus835:measured_power.real, inv_47_sol:VA_Out.real, inv_47_batt:VA_Out.real, Bus835:measured_voltage_C.real, Bus835:measured_current_C.real
2019-09-30 00:00:00 GMT,+7396,+2999.97,+0.0847326,+2916.76,-9.00558,+17.5069
2019-09-30 00:01:00 GMT,+7396,+3000,+0,+2916.8,-9.00566,+17.5069
2019-09-30 00:02:00 GMT,+7396,+3000,+0,+2916.8,-9.00566,+17.5069
2019-09-30 00:03:00 GMT,+7396,+3000,+0,+2916.8,-9.00566,+17.5069
2019-09-30 00:04:00 GMT,+7396,+3000,+0,+2916.8,-9.00566,+17.5069
2019-09-30 00:05:00 GMT,+7608.32,+3086.66,+0,+3000,-9.25769,+18.0135
2019-09-30 00:06:00 GMT,+7608.32,+3086.66,+0,+3000,-9.25769,+18.0135
2019-09-30 00:07:00 GMT,+7608.32,+3085.68,+1.1042,+3000,-9.25716,+18.0125
2019-09-30 00:08:00 GMT,+7608.32,+3085.73,+1.04064,+3000,-9.25719,+18.0126
2019-09-30 00:09:00 GMT,+7608.32,+3086.66,+0,+3000,-9.25769,+18.0135
2019-09-30 00:10:00 GMT,+7767.09,+3213.67,+0,+3000,-9.38461,+18.4084
2019-09-30 00:11:00 GMT,+7767.09,+3212.64,+1.15344,+3000,-9.38405,+18.4074
2019-09-30 00:12:00 GMT,+7767.09,+3210.77,+3.25432,+3000,-9.38304,+18.4056
2019-09-30 00:13:00 GMT,+7767.09,+3209.6,+4.56403,+3000,-9.38241,+18.4045
2019-09-30 00:14:00 GMT,+7767.09,+3209.25,+4.95983,+3000,-9.38222,+18.4042
2019-09-30 00:15:00 GMT,+7872.29,+3293.54,+4.81973,+3000,-9.46877,+18.6691
2019-09-30 00:16:00 GMT,+7872.29,+3295.54,+2.57742,+3000,-9.46985,+18.6711
2019-09-30 00:17:00 GMT,+7872.29,+3297.84,+0,+3000,-9.47108,+18.6733
2019-09-30 00:18:00 GMT,+7872.29,+3297.84,+0,+3000,-9.47108,+18.6733
2019-09-30 00:19:00 GMT,+7872.29,+3297.84,+0,+3000,-9.47108,+18.6733
2019-09-30 00:20:00 GMT,+7923.94,+3339.15,+0,+3000,-9.5241,+18.8056
2019-09-30 00:21:00 GMT,+7923.94,+3339.15,+0,+3000,-9.5241,+18.8056
2019-09-30 00:22:00 GMT,+7923.94,+3339.15,+0,+3000,-9.5241,+18.8056
2019-09-30 00:23:00 GMT,+7923.94,+3339.15,+0,+3000,-9.5241,+18.8056
2019-09-30 00:24:00 GMT,+7923.94,+3339.12,+0.0334765,+3000,-9.52408,+18.8056
2019-09-30 00:25:00 GMT,+7922.03,+3336.56,+1.18646,+3000,-9.54314,+18.804
2019-09-30 00:26:00 GMT,+7922.03,+3336.7,+1.02751,+3000,-9.54322,+18.8041
2019-09-30 00:27:00 GMT,+7922.03,+3337.33,+0.321153,+3000,-9.54355,+18.8047
2019-09-30 00:28:00 GMT,+7922.03,+3337.62,+0,+3000,-9.54371,+18.805
2019-09-30 00:29:00 GMT,+7922.03,+3337.62,+0,+3000,-9.54371,+18.805
2019-09-30 00:30:00 GMT,+7755.94,+3204.3,+0.500425,+3000,-9.49972,+18.3922
2019-09-30 00:31:00 GMT,+7755.94,+3203.1,+1.84981,+3000,-9.49907,+18.391
2019-09-30 00:32:00 GMT,+7755.94,+3204.14,+0.681015,+3000,-9.49963,+18.392
2019-09-30 00:33:00 GMT,+7755.94,+3204.75,+0,+3000,-9.49996,+18.3926
2019-09-30 00:34:00 GMT,+7755.94,+3204.75,+0,+3000,-9.49996,+18.3926
2019-09-30 00:35:00 GMT,+7602.27,+3081.82,+0,+3000,-9.41393,+18.0272
2019-09-30 00:36:00 GMT,+7602.27,+3081.82,+0,+3000,-9.41393,+18.0272
2019-09-30 00:37:00 GMT,+7602.27,+3081.82,+0,+3000,-9.41393,+18.0272
2019-09-30 00:38:00 GMT,+7602.27,+3081.82,+0,+3000,-9.41393,+18.0272
2019-09-30 00:39:00 GMT,+7602.27,+3081.82,+0,+3000,-9.41393,+18.0272
2019-09-30 00:40:00 GMT,+7438.57,+2950.86,+0,+3000,-9.34999,+17.6272
2019-09-30 00:41:00 GMT,+7438.57,+2949.49,+1.53455,+3000,-9.34925,+17.6259
2019-09-30 00:42:00 GMT,+7438.57,+2948.23,+2.94754,+3000,-9.34858,+17.6247
2019-09-30 00:43:00 GMT,+7438.57,+2947.43,+3.85037,+3000,-9.34814,+17.6239
2019-09-30 00:44:00 GMT,+7438.57,+2947.49,+3.77396,+3000,-9.34818,+17.624
