# file...... output/LOAD14_data.csv
# date...... Wed May 11 08:05:47 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD14:base_power_A, Bus289:measured_power.real, Bus289:measured_power.imag, Bus289:measured_voltage_A.real, Bus289:measured_voltage_A.imag, Bus289:measured_current_A.real, Bus289:measured_current_A.imag
2019-04-21 00:00:00 GMT,+7230.71,+3000,+4338.43,+208.67,-112.22,+9.37932,-25.835
2019-04-21 00:01:00 GMT,+7230.71,+3000,+4338.43,+208.67,-112.22,+9.37932,-25.835
2019-04-21 00:02:00 GMT,+7230.71,+3000,+4338.43,+208.67,-112.22,+9.37932,-25.835
2019-04-21 00:03:00 GMT,+7230.71,+3000,+4338.43,+208.67,-112.22,+9.37932,-25.835
2019-04-21 00:04:00 GMT,+7230.71,+3000,+4338.43,+208.67,-112.22,+9.37932,-25.835
2019-04-21 00:05:00 GMT,+7466.43,+3000,+4479.86,+207.846,-111.403,+9.64635,-26.7241
2019-04-21 00:06:00 GMT,+7466.43,+3000,+4479.86,+207.846,-111.403,+9.64635,-26.7241
2019-04-21 00:07:00 GMT,+7466.43,+3000,+4479.86,+207.846,-111.403,+9.64635,-26.7241
2019-04-21 00:08:00 GMT,+7466.43,+3000,+4479.86,+207.846,-111.403,+9.64635,-26.7241
2019-04-21 00:09:00 GMT,+7466.43,+3000,+4479.86,+207.846,-111.403,+9.64635,-26.7241
2019-04-21 00:10:00 GMT,+7651.18,+3120.94,+4590.71,+207.191,-110.741,+10.013,-27.5087
2019-04-21 00:11:00 GMT,+7651.18,+3120.94,+4590.71,+207.191,-110.741,+10.013,-27.5087
2019-04-21 00:12:00 GMT,+7651.18,+3120.94,+4590.71,+207.191,-110.741,+10.013,-27.5087
2019-04-21 00:13:00 GMT,+7651.18,+3120.94,+4590.71,+207.191,-110.741,+10.013,-27.5087
2019-04-21 00:14:00 GMT,+7651.18,+3120.94,+4590.71,+207.191,-110.741,+10.013,-27.5087
2019-04-21 00:15:00 GMT,+7784.95,+3227.96,+4670.97,+206.796,-110.248,+10.3088,-28.0833
2019-04-21 00:16:00 GMT,+7784.95,+3227.96,+4670.97,+206.796,-110.248,+10.3088,-28.0833
2019-04-21 00:17:00 GMT,+7784.95,+3227.96,+4670.97,+206.796,-110.248,+10.3088,-28.0833
2019-04-21 00:18:00 GMT,+7784.95,+3227.96,+4670.97,+206.796,-110.248,+10.3088,-28.0833
2019-04-21 00:19:00 GMT,+7784.95,+3227.96,+4670.97,+206.796,-110.248,+10.3088,-28.0833
2019-04-21 00:20:00 GMT,+7867.76,+3294.21,+4720.66,+206.544,-109.911,+10.4974,-28.4416
2019-04-21 00:21:00 GMT,+7867.76,+3294.21,+4720.66,+206.544,-109.911,+10.4974,-28.4416
2019-04-21 00:22:00 GMT,+7867.76,+3294.21,+4720.66,+206.544,-109.911,+10.4974,-28.4416
2019-04-21 00:23:00 GMT,+7867.76,+3294.21,+4720.66,+206.544,-109.911,+10.4974,-28.4416
2019-04-21 00:24:00 GMT,+7867.76,+3294.21,+4720.66,+206.544,-109.911,+10.4974,-28.4416
2019-04-21 00:25:00 GMT,+7899.6,+3319.68,+4739.76,+206.437,-109.73,+10.5766,-28.5818
2019-04-21 00:26:00 GMT,+7899.6,+3319.68,+4739.76,+206.437,-109.73,+10.5766,-28.5818
2019-04-21 00:27:00 GMT,+7899.6,+3319.68,+4739.76,+206.437,-109.73,+10.5766,-28.5818
2019-04-21 00:28:00 GMT,+7899.6,+3319.68,+4739.76,+206.437,-109.73,+10.5766,-28.5818
2019-04-21 00:29:00 GMT,+7899.6,+3319.68,+4739.76,+206.437,-109.73,+10.5766,-28.5818
2019-04-21 00:30:00 GMT,+7750.5,+3200.4,+4650.3,+206.616,-109.97,+10.2784,-27.9776
2019-04-21 00:31:00 GMT,+7750.5,+3200.4,+4650.3,+206.616,-109.97,+10.2784,-27.9776
2019-04-21 00:32:00 GMT,+7750.5,+3200.4,+4650.3,+206.616,-109.97,+10.2784,-27.9776
2019-04-21 00:33:00 GMT,+7750.5,+3200.4,+4650.3,+206.616,-109.97,+10.2784,-27.9776
2019-04-21 00:34:00 GMT,+7750.5,+3200.4,+4650.3,+206.616,-109.97,+10.2784,-27.9776
2019-04-21 00:35:00 GMT,+7690.38,+3152.3,+4614.23,+206.973,-110.184,+10.1489,-27.6968
