# file...... output/LOAD26_data.csv
# date...... Wed May 11 08:05:47 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD26:base_power_B, Bus522:measured_power.real, Bus522:measured_power.imag, Bus522:measured_voltage_B.real, Bus522:measured_voltage_B.imag, Bus522:measured_current_B.real, Bus522:measured_current_B.imag
2019-04-21 00:00:00 GMT,+8543.42,+3834.73,+5126.05,-196.884,-122.964,-33.0173,+5.41491
2019-04-21 00:01:00 GMT,+8543.42,+3834.73,+5126.05,-196.884,-122.964,-33.0173,+5.41491
2019-04-21 00:02:00 GMT,+8543.42,+3834.73,+5126.05,-196.884,-122.964,-33.0173,+5.41491
2019-04-21 00:03:00 GMT,+8543.42,+3834.73,+5126.05,-196.884,-122.964,-33.0173,+5.41491
2019-04-21 00:04:00 GMT,+8543.42,+3834.73,+5126.05,-196.884,-122.964,-33.0173,+5.41491
2019-04-21 00:05:00 GMT,+8796.84,+4037.48,+5278.11,-195.689,-122.424,-34.3013,+5.51281
2019-04-21 00:06:00 GMT,+8796.84,+4037.48,+5278.11,-195.689,-122.424,-34.3013,+5.51281
2019-04-21 00:07:00 GMT,+8796.84,+4037.48,+5278.11,-195.689,-122.424,-34.3013,+5.51281
2019-04-21 00:08:00 GMT,+8796.84,+4037.48,+5278.11,-195.689,-122.424,-34.3013,+5.51281
2019-04-21 00:09:00 GMT,+8796.84,+4037.48,+5278.11,-195.689,-122.424,-34.3013,+5.51281
2019-04-21 00:10:00 GMT,+8989.78,+4191.83,+5393.87,-194.773,-122.01,-35.2897,+5.58682
2019-04-21 00:11:00 GMT,+8989.78,+4191.83,+5393.87,-194.773,-122.01,-35.2897,+5.58682
2019-04-21 00:12:00 GMT,+8989.78,+4191.83,+5393.87,-194.773,-122.01,-35.2897,+5.58682
2019-04-21 00:13:00 GMT,+8989.78,+4191.83,+5393.87,-194.773,-122.01,-35.2897,+5.58682
2019-04-21 00:14:00 GMT,+8989.78,+4191.83,+5393.87,-194.773,-122.01,-35.2897,+5.58682
2019-04-21 00:15:00 GMT,+9122.23,+4297.78,+5473.34,-194.206,-121.809,-35.9591,+5.62909
2019-04-21 00:16:00 GMT,+9122.23,+4297.78,+5473.34,-194.206,-121.809,-35.9591,+5.62909
2019-04-21 00:17:00 GMT,+9122.23,+4297.78,+5473.34,-194.206,-121.809,-35.9591,+5.62909
2019-04-21 00:18:00 GMT,+9122.23,+4297.78,+5473.34,-194.206,-121.809,-35.9591,+5.62909
2019-04-21 00:19:00 GMT,+9122.23,+4297.78,+5473.34,-194.206,-121.809,-35.9591,+5.62909
2019-04-21 00:20:00 GMT,+9194.19,+4355.35,+5516.51,-193.862,-121.672,-36.3312,+5.6536
2019-04-21 00:21:00 GMT,+9194.19,+4355.35,+5516.51,-193.862,-121.672,-36.3312,+5.6536
2019-04-21 00:22:00 GMT,+9194.19,+4355.35,+5516.51,-193.862,-121.672,-36.3312,+5.6536
2019-04-21 00:23:00 GMT,+9194.19,+4355.35,+5516.51,-193.862,-121.672,-36.3312,+5.6536
2019-04-21 00:24:00 GMT,+9194.19,+4355.35,+5516.51,-193.862,-121.672,-36.3312,+5.6536
2019-04-21 00:25:00 GMT,+9205.66,+4364.53,+5523.39,-193.744,-121.602,-36.403,+5.66061
2019-04-21 00:26:00 GMT,+9205.66,+4364.53,+5523.39,-193.744,-121.602,-36.403,+5.66061
2019-04-21 00:27:00 GMT,+9205.66,+4364.53,+5523.39,-193.744,-121.602,-36.403,+5.66061
2019-04-21 00:28:00 GMT,+9205.66,+4364.53,+5523.39,-193.744,-121.602,-36.403,+5.66061
2019-04-21 00:29:00 GMT,+9205.66,+4364.53,+5523.39,-193.744,-121.602,-36.403,+5.66061
2019-04-21 00:30:00 GMT,+9088.36,+4270.69,+5453.02,-194.278,-121.824,-35.8004,+5.61912
2019-04-21 00:31:00 GMT,+9088.36,+4270.69,+5453.02,-194.278,-121.824,-35.8004,+5.61912
2019-04-21 00:32:00 GMT,+9088.36,+4270.69,+5453.02,-194.278,-121.824,-35.8004,+5.61912
2019-04-21 00:33:00 GMT,+9088.36,+4270.69,+5453.02,-194.278,-121.824,-35.8004,+5.61912
2019-04-21 00:34:00 GMT,+9088.36,+4270.69,+5453.02,-194.278,-121.824,-35.8004,+5.61912
2019-04-21 00:35:00 GMT,+8969.78,+4175.82,+5381.87,-194.769,-121.934,-35.2081,+5.59017
2019-04-21 00:36:00 GMT,+8969.78,+4175.82,+5381.87,-194.769,-121.934,-35.2081,+5.59017
2019-04-21 00:37:00 GMT,+8969.78,+4175.57,+5381.87,-194.77,-121.935,-35.2076,+5.59028
2019-04-21 00:38:00 GMT,+8969.78,+4174.26,+5381.87,-194.773,-121.939,-35.2053,+5.5909
2019-04-21 00:39:00 GMT,+8969.78,+4171.88,+5381.87,-194.78,-121.947,-35.201,+5.59201
2019-04-21 00:40:00 GMT,+8860,+4076.79,+5316,-195.244,-122.102,-34.6415,+5.56332
2019-04-21 00:41:00 GMT,+8860,+4073.44,+5316,-195.253,-122.113,-34.6355,+5.56489
2019-04-21 00:42:00 GMT,+8860,+4066.9,+5316,-195.27,-122.134,-34.6238,+5.56796
2019-04-21 00:43:00 GMT,+8860,+4067.49,+5316,-195.269,-122.132,-34.6249,+5.56769
2019-04-21 00:44:00 GMT,+8860,+4080.11,+5316,-195.235,-122.091,-34.6475,+5.56176
2019-04-21 00:45:00 GMT,+8748.66,+3998.93,+5249.19,-195.573,-122.139,-34.1259,+5.52787
2019-04-21 00:46:00 GMT,+8748.66,+3998.93,+5249.19,-195.573,-122.139,-34.1259,+5.52787
2019-04-21 00:47:00 GMT,+8748.66,+3998.93,+5249.19,-195.573,-122.139,-34.1259,+5.52787
2019-04-21 00:48:00 GMT,+8748.66,+3998.93,+5249.19,-195.573,-122.139,-34.1259,+5.52787
2019-04-21 00:49:00 GMT,+8748.66,+3998.93,+5249.19,-195.573,-122.139,-34.1259,+5.52787
2019-04-21 00:50:00 GMT,+8568.76,+3855.01,+5141.26,-195.914,-122.305,-33.2931,+5.45829
2019-04-21 00:51:00 GMT,+8568.76,+3855.01,+5141.26,-195.914,-122.305,-33.2931,+5.45829
2019-04-21 00:52:00 GMT,+8568.76,+3855.01,+5141.26,-195.914,-122.305,-33.2931,+5.45829
2019-04-21 00:53:00 GMT,+8568.76,+3853.85,+5141.26,-195.917,-122.308,-33.2911,+5.45885
2019-04-21 00:54:00 GMT,+8568.76,+3848.1,+5141.26,-195.932,-122.327,-33.281,+5.46159
2019-04-21 00:55:00 GMT,+8435.44,+3740.16,+5061.27,-196.04,-122.33,-32.6899,+5.41881
2019-04-21 00:56:00 GMT,+8435.44,+3744.61,+5061.27,-196.028,-122.316,-32.6976,+5.41667
2019-04-21 00:57:00 GMT,+8435.44,+3748.35,+5061.27,-196.018,-122.304,-32.7042,+5.41487
2019-04-21 00:58:00 GMT,+8435.44,+3748.35,+5061.27,-196.018,-122.304,-32.7042,+5.41487
2019-04-21 00:59:00 GMT,+8435.44,+3745.75,+5061.27,-196.025,-122.312,-32.6996,+5.41612
2019-04-21 01:00:00 GMT,+8315.99,+3650.22,+4989.6,-196.112,-122.308,-32.1736,+5.37719
2019-04-21 01:01:00 GMT,+8315.99,+3651.33,+4989.6,-196.109,-122.304,-32.1755,+5.37665
2019-04-21 01:02:00 GMT,+8315.99,+3652.78,+4989.6,-196.105,-122.299,-32.178,+5.37595
2019-04-21 01:03:00 GMT,+8315.99,+3652.79,+4989.6,-196.105,-122.299,-32.178,+5.37594
2019-04-21 01:04:00 GMT,+8315.99,+3652.79,+4989.6,-196.105,-122.299,-32.178,+5.37594
2019-04-21 01:05:00 GMT,+8205.12,+3564.1,+4923.07,-196.072,-122.28,-31.7053,+5.33547
