# file...... output/LOAD3_data.csv
# date...... Sat May  7 09:16:15 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD3:base_power_A, Bus70:measured_power.real, Bus70:measured_power.imag, inv_3_sol:VA_Out.real, inv_3_batt:VA_Out.real, Bus70:measured_voltage_A.real, Bus70:measured_voltage_A.imag, Bus70:measured_current_A.real, Bus70:measured_current_A.imag, batt_3:state_of_charge
2019-04-21 00:00:00 GMT,+7340.94,+3000,+4404.56,+0,+2872.75,+211.728,-121.253,+8.50999,-25.6765,+0.5
2019-04-21 00:01:00 GMT,+7340.94,+3000,+4404.56,+0,+2872.75,+211.728,-121.253,+8.50999,-25.6765,+0.498961
2019-04-21 00:02:00 GMT,+7340.94,+3000,+4404.56,+0,+2872.75,+211.728,-121.253,+8.50999,-25.6765,+0.497923
2019-04-21 00:03:00 GMT,+7340.94,+3000,+4404.56,+0,+2872.75,+211.728,-121.253,+8.50999,-25.6765,+0.496884
2019-04-21 00:04:00 GMT,+7340.94,+3000,+4404.56,+0,+2872.75,+211.728,-121.253,+8.50999,-25.6765,+0.495845
2019-04-21 00:05:00 GMT,+7517.92,+3014.34,+4510.75,+0,+3000,+211.272,-121.052,+8.65847,-26.3115,+0.494806
2019-04-21 00:06:00 GMT,+7517.92,+3014.34,+4510.75,+0,+3000,+211.272,-121.052,+8.65847,-26.3115,+0.49372
2019-04-21 00:07:00 GMT,+7517.92,+3014.34,+4510.75,+0,+3000,+211.272,-121.052,+8.65847,-26.3115,+0.492634
2019-04-21 00:08:00 GMT,+7517.92,+3014.34,+4510.75,+0,+3000,+211.272,-121.052,+8.65847,-26.3115,+0.491548
2019-04-21 00:09:00 GMT,+7517.92,+3014.34,+4510.75,+0,+3000,+211.272,-121.052,+8.65847,-26.3115,+0.490461
2019-04-21 00:10:00 GMT,+7651.36,+3121.09,+4590.82,+0,+3000,+210.905,-120.888,+8.88555,-26.8603,+0.489375
2019-04-21 00:11:00 GMT,+7651.36,+3121.09,+4590.82,+0,+3000,+210.905,-120.888,+8.88555,-26.8603,+0.488289
2019-04-21 00:12:00 GMT,+7651.36,+3121.09,+4590.82,+0,+3000,+210.905,-120.888,+8.88555,-26.8603,+0.487203
2019-04-21 00:13:00 GMT,+7651.36,+3121.09,+4590.82,+0,+3000,+210.905,-120.888,+8.88555,-26.8603,+0.486116
2019-04-21 00:14:00 GMT,+7651.36,+3121.09,+4590.82,+0,+3000,+210.905,-120.888,+8.88555,-26.8603,+0.48503
2019-04-21 00:15:00 GMT,+7741.27,+3193.01,+4644.76,+0,+3000,+210.673,-120.753,+9.04206,-27.23,+0.483944
2019-04-21 00:16:00 GMT,+7741.27,+3193.01,+4644.76,+0,+3000,+210.673,-120.753,+9.04206,-27.23,+0.482857
2019-04-21 00:17:00 GMT,+7741.27,+3193.01,+4644.76,+0,+3000,+210.673,-120.753,+9.04206,-27.23,+0.481771
2019-04-21 00:18:00 GMT,+7741.27,+3193.01,+4644.76,+0,+3000,+210.673,-120.753,+9.04206,-27.23,+0.480685
2019-04-21 00:19:00 GMT,+7741.27,+3193.01,+4644.76,+0,+3000,+210.673,-120.753,+9.04206,-27.23,+0.479599
2019-04-21 00:20:00 GMT,+7787.63,+3230.11,+4672.58,+0,+3000,+210.526,-120.662,+9.12478,-27.4246,+0.478512
2019-04-21 00:21:00 GMT,+7787.63,+3230.11,+4672.58,+0,+3000,+210.526,-120.662,+9.12478,-27.4246,+0.477426
2019-04-21 00:22:00 GMT,+7787.63,+3230.11,+4672.58,+0,+3000,+210.526,-120.662,+9.12478,-27.4246,+0.47634
2019-04-21 00:23:00 GMT,+7787.63,+3230.11,+4672.58,+0,+3000,+210.526,-120.662,+9.12478,-27.4246,+0.475254
2019-04-21 00:24:00 GMT,+7787.63,+3230.11,+4672.58,+0,+3000,+210.526,-120.662,+9.12478,-27.4246,+0.474167
2019-04-21 00:25:00 GMT,+7790.46,+3232.37,+4674.28,+0,+3000,+210.466,-120.615,+9.13347,-27.4434,+0.473081
2019-04-21 00:26:00 GMT,+7790.46,+3232.37,+4674.28,+0,+3000,+210.466,-120.615,+9.13347,-27.4434,+0.471995
2019-04-21 00:27:00 GMT,+7790.46,+3232.37,+4674.28,+0,+3000,+210.466,-120.615,+9.13347,-27.4434,+0.470909
2019-04-21 00:28:00 GMT,+7790.46,+3232.37,+4674.28,+0,+3000,+210.466,-120.615,+9.13347,-27.4434,+0.469822
2019-04-21 00:29:00 GMT,+7790.46,+3232.37,+4674.28,+0,+3000,+210.466,-120.615,+9.13347,-27.4434,+0.468736
2019-04-21 00:30:00 GMT,+7643.72,+3114.98,+4586.23,+0,+3000,+210.598,-120.688,+8.88876,-26.8712,+0.46765
2019-04-21 00:31:00 GMT,+7643.72,+3114.98,+4586.23,+0,+3000,+210.598,-120.688,+8.88876,-26.8712,+0.466564
2019-04-21 00:32:00 GMT,+7643.72,+3114.98,+4586.23,+0,+3000,+210.598,-120.688,+8.88876,-26.8712,+0.465477
2019-04-21 00:33:00 GMT,+7643.72,+3114.98,+4586.23,+0,+3000,+210.598,-120.688,+8.88876,-26.8712,+0.464391
2019-04-21 00:34:00 GMT,+7643.72,+3114.98,+4586.23,+0,+3000,+210.598,-120.688,+8.88876,-26.8712,+0.463305
2019-04-21 00:35:00 GMT,+7563.88,+3051.11,+4538.33,+0,+3000,+210.792,-120.737,+8.75748,-26.5461,+0.462219
2019-04-21 00:36:00 GMT,+7563.88,+3051.11,+4538.33,+0,+3000,+210.792,-120.737,+8.75748,-26.5461,+0.461132
2019-04-21 00:37:00 GMT,+7563.88,+3050.86,+4538.33,+0.250206,+3000,+210.792,-120.737,+8.7572,-26.5458,+0.460046
