# file...... output/LOAD1_data.csv
# date...... Fri May  6 17:10:28 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD1:base_power_A, Bus34:measured_power.real, inv_1_sol:VA_Out.real, inv_1_batt:VA_Out.real, Bus34:measured_voltage_A.real, Bus34:measured_current_A.real
2019-04-21 00:00:00 GMT,+7375.32,+2937.94,+375.832,+2582.84,+212.163,+8.47985
2019-04-21 00:01:00 GMT,+7375.32,+2927.46,+389.96,+2582.84,+212.163,+8.46588
2019-04-21 00:02:00 GMT,+7375.32,+2895.56,+421.806,+2582.84,+212.206,+8.4304
2019-04-21 00:03:00 GMT,+7375.32,+2880.81,+436.579,+2582.84,+212.226,+8.41397
2019-04-21 00:04:00 GMT,+7375.32,+2867.82,+449.575,+2582.84,+212.244,+8.3995
2019-04-21 00:05:00 GMT,+7629.61,+2999.24,+461.639,+2642.79,+211.787,+8.73983
2019-04-21 00:06:00 GMT,+7629.61,+2986.97,+473.907,+2642.79,+211.804,+8.72618
2019-04-21 00:07:00 GMT,+7629.61,+2973.76,+487.115,+2642.79,+211.822,+8.71148
2019-04-21 00:08:00 GMT,+7629.61,+2929.91,+530.894,+2642.79,+211.881,+8.66276
2019-04-21 00:09:00 GMT,+7629.61,+2916.13,+544.734,+2642.79,+211.9,+8.64739
2019-04-21 00:10:00 GMT,+7824.03,+2999.29,+558.664,+2701.26,+211.543,+8.88864
2019-04-21 00:11:00 GMT,+7824.03,+2987.02,+570.916,+2701.26,+211.559,+8.87502
2019-04-21 00:12:00 GMT,+7824.03,+2973.92,+584.021,+2701.26,+211.577,+8.86045
2019-04-21 00:13:00 GMT,+7824.03,+2959.69,+598.239,+2701.26,+211.597,+8.84464
2019-04-21 00:14:00 GMT,+7824.03,+2945.8,+612.133,+2701.26,+211.616,+8.82919
2019-04-21 00:15:00 GMT,+7958.6,+2999.51,+624.368,+2742.99,+211.351,+8.99274
2019-04-21 00:16:00 GMT,+7958.6,+2986.1,+637.762,+2742.99,+211.37,+8.97784
2019-04-21 00:17:00 GMT,+7958.6,+2972.74,+651.116,+2742.99,+211.388,+8.963
2019-04-21 00:18:00 GMT,+7958.6,+2957.71,+666.143,+2742.99,+211.409,+8.9463
2019-04-21 00:19:00 GMT,+7958.6,+2942.97,+680.879,+2742.99,+211.429,+8.92992
2019-04-21 00:20:00 GMT,+8033.3,+2988.67,+695.358,+2742.99,+211.26,+9.04106
2019-04-21 00:21:00 GMT,+8033.3,+2977.1,+706.522,+2742.99,+211.278,+9.0282
2019-04-21 00:22:00 GMT,+8033.3,+2968.19,+715.44,+2742.99,+211.29,+9.0183
2019-04-21 00:23:00 GMT,+8033.3,+2955.02,+728.593,+2742.99,+211.308,+9.00367
2019-04-21 00:24:00 GMT,+8033.3,+2944.14,+739.481,+2742.99,+211.323,+8.99158
2019-04-21 00:25:00 GMT,+8048.15,+2946.52,+749.16,+2742.99,+211.25,+9.00787
2019-04-21 00:26:00 GMT,+8048.15,+2936.18,+759.318,+2742.99,+211.265,+8.99636
2019-04-21 00:27:00 GMT,+8048.15,+2923.52,+771.972,+2742.99,+211.283,+8.9823
2019-04-21 00:28:00 GMT,+8048.15,+2912.19,+783.305,+2742.99,+211.298,+8.9697
2019-04-21 00:29:00 GMT,+8048.15,+2902.87,+792.629,+2742.99,+211.311,+8.95934
2019-04-21 00:30:00 GMT,+7859.03,+2742.84,+800.949,+2742.99,+211.453,+8.63498
2019-04-21 00:31:00 GMT,+7859.03,+2733.71,+810.504,+2742.99,+211.465,+8.62482
2019-04-21 00:32:00 GMT,+7859.03,+2723.03,+821.182,+2742.99,+211.48,+8.61294
2019-04-21 00:33:00 GMT,+7859.03,+2712.53,+831.681,+2742.99,+211.494,+8.60126
2019-04-21 00:34:00 GMT,+7859.03,+2702.07,+842.14,+2742.99,+211.509,+8.58963
2019-04-21 00:35:00 GMT,+7795.51,+2642.89,+849.846,+2742.99,+211.711,+8.47583
2019-04-21 00:36:00 GMT,+7795.51,+2634.07,+859.323,+2742.99,+211.721,+8.46578
2019-04-21 00:37:00 GMT,+7795.51,+2623.04,+870.343,+2742.99,+211.736,+8.45352
2019-04-21 00:38:00 GMT,+7795.51,+2614.18,+879.209,+2742.99,+211.748,+8.44366
2019-04-21 00:39:00 GMT,+7795.51,+2606.25,+887.142,+2742.99,+211.759,+8.43484
2019-04-21 00:40:00 GMT,+7650.73,+2478.6,+898.421,+2742.99,+211.932,+8.18291
2019-04-21 00:41:00 GMT,+7650.73,+2470.52,+907.051,+2742.99,+211.942,+8.17381
2019-04-21 00:42:00 GMT,+7650.73,+2458.66,+918.896,+2742.99,+211.958,+8.16062
2019-04-21 00:43:00 GMT,+7650.73,+2449.02,+928.541,+2742.99,+211.971,+8.14988
2019-04-21 00:44:00 GMT,+7650.73,+2441,+936.563,+2742.99,+211.982,+8.14096
2019-04-21 00:45:00 GMT,+7505.01,+2314.78,+945.645,+2742.99,+212.145,+7.89079
2019-04-21 00:46:00 GMT,+7505.01,+2309.31,+951.692,+2742.99,+212.152,+7.88454
2019-04-21 00:47:00 GMT,+7505.01,+2304.17,+956.834,+2742.99,+212.158,+7.87881
2019-04-21 00:48:00 GMT,+7505.01,+2296.12,+964.873,+2742.99,+212.169,+7.86985
2019-04-21 00:49:00 GMT,+7505.01,+2289.55,+971.447,+2742.99,+212.178,+7.86253
2019-04-21 00:50:00 GMT,+7378.79,+2181.54,+977.946,+2742.99,+212.36,+7.64481
2019-04-21 00:51:00 GMT,+7378.79,+2174.54,+985.485,+2742.99,+212.367,+7.63704
2019-04-21 00:52:00 GMT,+7378.79,+2168.66,+991.368,+2742.99,+212.375,+7.63049
2019-04-21 00:53:00 GMT,+7378.79,+2162.75,+997.28,+2742.99,+212.383,+7.6239
2019-04-21 00:54:00 GMT,+7378.79,+2155.24,+1004.78,+2742.99,+212.393,+7.61555
2019-04-21 00:55:00 GMT,+7303.86,+2086.78,+1012.95,+2742.99,+212.504,+7.48406
2019-04-21 00:56:00 GMT,+7303.86,+2082.53,+1017.56,+2742.99,+212.508,+7.4792
2019-04-21 00:57:00 GMT,+7303.86,+2074.3,+1025.68,+2742.99,+212.496,+7.4688
2019-04-21 00:58:00 GMT,+7303.86,+2066.57,+1033.41,+2742.99,+212.483,+7.4589
2019-04-21 00:59:00 GMT,+7303.86,+2060.23,+1039.85,+2742.99,+212.491,+7.45176
2019-04-21 01:00:00 GMT,+7266.7,+2027.56,+1042.81,+2742.99,+212.559,+7.3885
2019-04-21 01:01:00 GMT,+7266.7,+2020.25,+1050.1,+2742.99,+212.569,+7.38037
2019-04-21 01:02:00 GMT,+7266.7,+2013.94,+1056.41,+2742.99,+212.577,+7.37334
2019-04-21 01:03:00 GMT,+7266.7,+2008.28,+1062.07,+2742.99,+212.585,+7.36703
2019-04-21 01:04:00 GMT,+7266.7,+2001.69,+1068.65,+2742.99,+212.594,+7.35969
2019-04-21 01:05:00 GMT,+7247.48,+2998.68,+1073.12,+1725.67,+212.535,+8.52661
2019-04-21 01:06:00 GMT,+7247.48,+2990.91,+1081.37,+1725.67,+212.545,+8.51772
2019-04-21 01:07:00 GMT,+7247.48,+2988.26,+1084.04,+1725.67,+212.548,+8.51474
2019-04-21 01:08:00 GMT,+7247.48,+2987.06,+1085.25,+1725.67,+212.55,+8.5134
2019-04-21 01:09:00 GMT,+7247.48,+2986.9,+1085.41,+1725.67,+212.55,+8.51322
2019-04-21 01:10:00 GMT,+7228.65,+2967.23,+1090.02,+1725.67,+212.488,+8.47748
2019-04-21 01:11:00 GMT,+7228.65,+2962.41,+1094.82,+1725.67,+212.495,+8.47211
2019-04-21 01:12:00 GMT,+7228.65,+2957.51,+1099.71,+1725.67,+212.501,+8.46665
2019-04-21 01:13:00 GMT,+7228.65,+2954.93,+1102.31,+1725.67,+212.505,+8.46375
2019-04-21 01:14:00 GMT,+7228.65,+2951.99,+1105.25,+1725.67,+212.509,+8.46047
2019-04-21 01:15:00 GMT,+7166.84,+2893.01,+1114.55,+1725.67,+212.521,+8.34443
2019-04-21 01:16:00 GMT,+7166.84,+2888.08,+1119.71,+1725.67,+212.527,+8.33877
2019-04-21 01:17:00 GMT,+7166.84,+2888.8,+1119.01,+1725.67,+212.526,+8.33956
2019-04-21 01:18:00 GMT,+7166.84,+2880.75,+1127.02,+1725.67,+212.537,+8.33059
2019-04-21 01:19:00 GMT,+7166.84,+2879.33,+1128.47,+1725.67,+212.538,+8.32898
2019-04-21 01:20:00 GMT,+7140.99,+2858.74,+1128.38,+1725.67,+212.53,+8.28645
2019-04-21 01:21:00 GMT,+7140.99,+2844.72,+1142.14,+1725.67,+212.503,+8.26849
2019-04-21 01:22:00 GMT,+7140.99,+2841.4,+1145.72,+1725.67,+212.506,+8.2646
2019-04-21 01:23:00 GMT,+7140.99,+2834.55,+1152.54,+1725.67,+212.516,+8.25696
2019-04-21 01:24:00 GMT,+7140.99,+2840.23,+1146.92,+1725.67,+212.508,+8.26326
2019-04-21 01:25:00 GMT,+7223.18,+2903.41,+1149.46,+1725.67,+212.533,+8.39398
2019-04-21 01:26:00 GMT,+7223.18,+2903.56,+1149.31,+1725.67,+212.533,+8.39415
2019-04-21 01:27:00 GMT,+7223.18,+2898.67,+1154.18,+1725.67,+212.54,+8.38871
2019-04-21 01:28:00 GMT,+7223.18,+2900.59,+1152.29,+1725.67,+212.537,+8.39083
2019-04-21 01:29:00 GMT,+7223.18,+2902.73,+1150.15,+1725.67,+212.534,+8.39322
