# file...... output/LOAD41_data.csv
# date...... Wed May 11 08:05:47 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD41:base_power_B, Bus755:measured_power.real, Bus755:measured_power.imag, Bus755:measured_voltage_B.real, Bus755:measured_voltage_B.imag, Bus755:measured_current_B.real, Bus755:measured_current_B.imag
2019-04-21 00:00:00 GMT,+3207.54,+2566.03,+1924.52,-194.465,-122.623,-13.9064,+1.12765
2019-04-21 00:01:00 GMT,+3207.54,+2566.03,+1924.52,-194.465,-122.623,-13.9064,+1.12765
2019-04-21 00:02:00 GMT,+3207.54,+2566.03,+1924.52,-194.465,-122.623,-13.9064,+1.12765
2019-04-21 00:03:00 GMT,+3207.54,+2566.03,+1924.52,-194.465,-122.623,-13.9064,+1.12765
2019-04-21 00:04:00 GMT,+3207.54,+2566.03,+1924.52,-194.465,-122.623,-13.9064,+1.12765
2019-04-21 00:05:00 GMT,+3542.81,+2834.25,+2125.68,-193.032,-122.032,-15.4641,+1.23591
2019-04-21 00:06:00 GMT,+3542.81,+2834.25,+2125.68,-193.032,-122.032,-15.4641,+1.23591
2019-04-21 00:07:00 GMT,+3542.81,+2834.25,+2125.68,-193.032,-122.032,-15.4641,+1.23591
2019-04-21 00:08:00 GMT,+3542.81,+2834.25,+2125.68,-193.032,-122.032,-15.4641,+1.23591
2019-04-21 00:09:00 GMT,+3542.81,+2834.25,+2125.68,-193.032,-122.032,-15.4641,+1.23591
2019-04-21 00:10:00 GMT,+3817.98,+3000,+2290.79,-191.938,-121.594,-16.6841,+1.36559
2019-04-21 00:11:00 GMT,+3817.98,+3000,+2290.79,-191.938,-121.594,-16.6841,+1.36559
2019-04-21 00:12:00 GMT,+3817.98,+3000,+2290.79,-191.938,-121.594,-16.6841,+1.36559
2019-04-21 00:13:00 GMT,+3817.98,+3000,+2290.79,-191.938,-121.594,-16.6841,+1.36559
2019-04-21 00:14:00 GMT,+3817.98,+3000,+2290.79,-191.938,-121.594,-16.6841,+1.36559
2019-04-21 00:15:00 GMT,+4033.07,+3000,+2419.84,-191.265,-121.403,-17.4675,+1.56455
2019-04-21 00:16:00 GMT,+4033.07,+3000,+2419.84,-191.265,-121.403,-17.4675,+1.56455
2019-04-21 00:17:00 GMT,+4033.07,+3000,+2419.84,-191.265,-121.403,-17.4675,+1.56455
2019-04-21 00:18:00 GMT,+4033.07,+3000,+2419.84,-191.265,-121.403,-17.4675,+1.56455
2019-04-21 00:19:00 GMT,+4033.07,+3000,+2419.84,-191.265,-121.403,-17.4675,+1.56455
2019-04-21 00:20:00 GMT,+4188.06,+3000,+2512.84,-190.845,-121.273,-18.0301,+1.70959
2019-04-21 00:21:00 GMT,+4188.06,+3000,+2512.84,-190.845,-121.273,-18.0301,+1.70959
2019-04-21 00:22:00 GMT,+4188.06,+3000,+2512.84,-190.845,-121.273,-18.0301,+1.70959
2019-04-21 00:23:00 GMT,+4188.06,+3000,+2512.84,-190.845,-121.273,-18.0301,+1.70959
2019-04-21 00:24:00 GMT,+4188.06,+3000,+2512.84,-190.845,-121.273,-18.0301,+1.70959
2019-04-21 00:25:00 GMT,+4282.97,+3000,+2569.78,-190.681,-121.207,-18.3685,+1.80085
2019-04-21 00:26:00 GMT,+4282.97,+3000,+2569.78,-190.681,-121.207,-18.3685,+1.80085
2019-04-21 00:27:00 GMT,+4282.97,+3000,+2569.78,-190.681,-121.207,-18.3685,+1.80085
2019-04-21 00:28:00 GMT,+4282.97,+3000,+2569.78,-190.681,-121.207,-18.3685,+1.80085
2019-04-21 00:29:00 GMT,+4282.97,+3000,+2569.78,-190.681,-121.207,-18.3685,+1.80085
2019-04-21 00:30:00 GMT,+4181.82,+2919.08,+2509.09,-191.279,-121.448,-17.8711,+1.77064
2019-04-21 00:31:00 GMT,+4181.82,+2919.08,+2509.09,-191.279,-121.448,-17.8711,+1.77064
2019-04-21 00:32:00 GMT,+4181.82,+2919.08,+2509.09,-191.279,-121.448,-17.8711,+1.77064
2019-04-21 00:33:00 GMT,+4181.82,+2919.08,+2509.09,-191.279,-121.448,-17.8711,+1.77064
2019-04-21 00:34:00 GMT,+4181.82,+2919.08,+2509.09,-191.279,-121.448,-17.8711,+1.77064
2019-04-21 00:35:00 GMT,+4137.05,+2883.26,+2482.23,-191.83,-121.566,-17.6315,+1.76633
2019-04-21 00:36:00 GMT,+4137.05,+2883.26,+2482.23,-191.83,-121.566,-17.6315,+1.76633
2019-04-21 00:37:00 GMT,+4137.05,+2883.01,+2482.23,-191.83,-121.567,-17.6311,+1.7665
2019-04-21 00:38:00 GMT,+4137.05,+2881.7,+2482.23,-191.834,-121.572,-17.629,+1.76734
2019-04-21 00:39:00 GMT,+4137.05,+2879.33,+2482.23,-191.842,-121.58,-17.6253,+1.76887
2019-04-21 00:40:00 GMT,+4059.59,+2810.09,+2435.76,-192.366,-121.747,-17.2349,+1.75432
2019-04-21 00:41:00 GMT,+4059.59,+2806.74,+2435.76,-192.376,-121.759,-17.2296,+1.75647
2019-04-21 00:42:00 GMT,+4059.59,+2800.2,+2435.76,-192.396,-121.782,-17.2194,+1.76069
2019-04-21 00:43:00 GMT,+4059.59,+2800.79,+2435.76,-192.394,-121.78,-17.2203,+1.76031
2019-04-21 00:44:00 GMT,+4059.59,+2813.41,+2435.76,-192.356,-121.735,-17.24,+1.75217
2019-04-21 00:45:00 GMT,+4038.81,+2804.67,+2423.28,-192.715,-121.782,-17.1328,+1.74776
2019-04-21 00:46:00 GMT,+4038.81,+2804.67,+2423.28,-192.715,-121.782,-17.1328,+1.74776
2019-04-21 00:47:00 GMT,+4038.81,+2804.67,+2423.28,-192.715,-121.782,-17.1328,+1.74776
2019-04-21 00:48:00 GMT,+4038.81,+2804.67,+2423.28,-192.715,-121.782,-17.1328,+1.74776
2019-04-21 00:49:00 GMT,+4038.81,+2804.67,+2423.28,-192.715,-121.782,-17.1328,+1.74776
2019-04-21 00:50:00 GMT,+4039.82,+2805.48,+2423.89,-193.059,-121.946,-17.1086,+1.74857
2019-04-21 00:51:00 GMT,+4039.82,+2805.48,+2423.89,-193.059,-121.946,-17.1086,+1.74857
2019-04-21 00:52:00 GMT,+4039.82,+2805.48,+2423.89,-193.059,-121.946,-17.1086,+1.74857
2019-04-21 00:53:00 GMT,+4039.82,+2804.32,+2423.89,-193.062,-121.95,-17.1068,+1.74932
2019-04-21 00:54:00 GMT,+4039.82,+2798.58,+2423.89,-193.079,-121.97,-17.0979,+1.75301
2019-04-21 00:55:00 GMT,+4045.83,+2802.09,+2427.5,-193.177,-121.965,-17.116,+1.7597
2019-04-21 00:56:00 GMT,+4045.83,+2806.55,+2427.5,-193.164,-121.95,-17.1229,+1.75685
2019-04-21 00:57:00 GMT,+4045.83,+2810.29,+2427.5,-193.153,-121.937,-17.1288,+1.75445
2019-04-21 00:58:00 GMT,+4045.83,+2810.29,+2427.5,-193.153,-121.937,-17.1288,+1.75445
2019-04-21 00:59:00 GMT,+4045.83,+2807.68,+2427.5,-193.161,-121.946,-17.1247,+1.75612
2019-04-21 01:00:00 GMT,+4073.43,+2829.8,+2444.06,-193.251,-121.937,-17.2394,+1.76943
2019-04-21 01:01:00 GMT,+4073.43,+2830.91,+2444.06,-193.247,-121.933,-17.2411,+1.76872
2019-04-21 01:02:00 GMT,+4073.43,+2832.36,+2444.06,-193.243,-121.928,-17.2434,+1.7678
2019-04-21 01:03:00 GMT,+4073.43,+2832.37,+2444.06,-193.243,-121.928,-17.2434,+1.76779
2019-04-21 01:04:00 GMT,+4073.43,+2832.37,+2444.06,-193.243,-121.928,-17.2434,+1.76779
2019-04-21 01:05:00 GMT,+4090.87,+2846.32,+2454.52,-193.192,-121.906,-17.3237,+1.77369
2019-04-21 01:06:00 GMT,+4090.87,+2846.32,+2454.52,-193.192,-121.906,-17.3237,+1.77369
2019-04-21 01:07:00 GMT,+4090.87,+2846.32,+2454.52,-193.192,-121.906,-17.3237,+1.77369
2019-04-21 01:08:00 GMT,+4090.87,+2846.32,+2454.52,-193.192,-121.906,-17.3237,+1.77369
2019-04-21 01:09:00 GMT,+4090.87,+2846.32,+2454.52,-193.192,-121.906,-17.3237,+1.77369
2019-04-21 01:10:00 GMT,+4081.96,+2839.19,+2449.17,-193.15,-121.885,-17.2883,+1.77059
2019-04-21 01:11:00 GMT,+4081.96,+2839.19,+2449.17,-193.15,-121.885,-17.2883,+1.77059
2019-04-21 01:12:00 GMT,+4081.96,+2839.19,+2449.17,-193.15,-121.885,-17.2883,+1.77059
2019-04-21 01:13:00 GMT,+4081.96,+2839.19,+2449.17,-193.15,-121.885,-17.2883,+1.77059
2019-04-21 01:14:00 GMT,+4081.96,+2839.19,+2449.17,-193.15,-121.885,-17.2883,+1.77059
2019-04-21 01:15:00 GMT,+4122.61,+2871.72,+2473.57,-193.101,-121.922,-17.4679,+1.78065
2019-04-21 01:16:00 GMT,+4122.61,+2871.72,+2473.57,-193.101,-121.922,-17.4679,+1.78065
2019-04-21 01:17:00 GMT,+4122.61,+2871.72,+2473.57,-193.101,-121.922,-17.4679,+1.78065
2019-04-21 01:18:00 GMT,+4122.61,+2871.72,+2473.57,-193.101,-121.922,-17.4679,+1.78065
2019-04-21 01:19:00 GMT,+4122.61,+2871.72,+2473.57,-193.101,-121.922,-17.4679,+1.78065
2019-04-21 01:20:00 GMT,+4109.88,+2861.53,+2465.93,-193.268,-121.944,-17.4001,+1.78036
2019-04-21 01:21:00 GMT,+4109.88,+2861.53,+2465.93,-193.268,-121.944,-17.4001,+1.78036
2019-04-21 01:22:00 GMT,+4109.88,+2861.53,+2465.93,-193.268,-121.944,-17.4001,+1.78036
2019-04-21 01:23:00 GMT,+4109.88,+2861.53,+2465.93,-193.268,-121.944,-17.4001,+1.78036
