# file...... output/LOAD24_data.csv
# date...... Sat May  7 09:16:15 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD24:base_power_C, Bus458:measured_power.real, Bus458:measured_power.imag, inv_24_sol:VA_Out.real, inv_24_batt:VA_Out.real, Bus458:measured_voltage_C.real, Bus458:measured_voltage_C.imag, Bus458:measured_current_C.real, Bus458:measured_current_C.imag, batt_24:state_of_charge
2019-04-21 00:00:00 GMT,+8238.91,+3591.13,+4943.35,+0,+3000,-7.51816,+237.929,+20.014,+24.1315,+0.5
2019-04-21 00:01:00 GMT,+8238.91,+3591.13,+4943.35,+0,+3000,-7.51816,+237.929,+20.014,+24.1315,+0.498914
2019-04-21 00:02:00 GMT,+8238.91,+3591.13,+4943.35,+0,+3000,-7.51816,+237.929,+20.014,+24.1315,+0.497827
2019-04-21 00:03:00 GMT,+8238.91,+3591.13,+4943.35,+0,+3000,-7.51816,+237.929,+20.014,+24.1315,+0.496741
2019-04-21 00:04:00 GMT,+8238.91,+3591.13,+4943.35,+0,+3000,-7.51816,+237.929,+20.014,+24.1315,+0.495655
2019-04-21 00:05:00 GMT,+8621.17,+3896.93,+5172.7,+0,+3000,-7.76694,+237.187,+20.9719,+25.5487,+0.494569
2019-04-21 00:06:00 GMT,+8621.17,+3896.93,+5172.7,+0,+3000,-7.76694,+237.187,+20.9719,+25.5487,+0.493482
2019-04-21 00:07:00 GMT,+8621.17,+3896.93,+5172.7,+0,+3000,-7.76694,+237.187,+20.9719,+25.5487,+0.492396
2019-04-21 00:08:00 GMT,+8621.17,+3896.93,+5172.7,+0,+3000,-7.76694,+237.187,+20.9719,+25.5487,+0.49131
2019-04-21 00:09:00 GMT,+8621.17,+3896.93,+5172.7,+0,+3000,-7.76694,+237.187,+20.9719,+25.5487,+0.490224
2019-04-21 00:10:00 GMT,+8914.71,+4131.77,+5348.83,+0,+3000,-7.96898,+236.658,+21.7044,+26.6407,+0.489137
2019-04-21 00:11:00 GMT,+8914.71,+4131.77,+5348.83,+0,+3000,-7.96898,+236.658,+21.7044,+26.6407,+0.488051
2019-04-21 00:12:00 GMT,+8914.71,+4131.77,+5348.83,+0,+3000,-7.96898,+236.658,+21.7044,+26.6407,+0.486965
2019-04-21 00:13:00 GMT,+8914.71,+4131.77,+5348.83,+0,+3000,-7.96898,+236.658,+21.7044,+26.6407,+0.485879
2019-04-21 00:14:00 GMT,+8914.71,+4131.77,+5348.83,+0,+3000,-7.96898,+236.658,+21.7044,+26.6407,+0.484792
2019-04-21 00:15:00 GMT,+9119.56,+4295.65,+5471.73,+0,+3000,-8.15984,+236.425,+22.1982,+27.3946,+0.483706
2019-04-21 00:16:00 GMT,+9119.56,+4295.65,+5471.73,+0,+3000,-8.15984,+236.425,+22.1982,+27.3946,+0.48262
2019-04-21 00:17:00 GMT,+9119.56,+4295.65,+5471.73,+0,+3000,-8.15984,+236.425,+22.1982,+27.3946,+0.481534
2019-04-21 00:18:00 GMT,+9119.56,+4295.65,+5471.73,+0,+3000,-8.15984,+236.425,+22.1982,+27.3946,+0.480447
2019-04-21 00:19:00 GMT,+9119.56,+4295.65,+5471.73,+0,+3000,-8.15984,+236.425,+22.1982,+27.3946,+0.479361
2019-04-21 00:20:00 GMT,+9235.7,+4388.56,+5541.42,+0,+3000,-8.28333,+236.34,+22.4718,+27.8188,+0.478275
2019-04-21 00:21:00 GMT,+9235.7,+4388.56,+5541.42,+0,+3000,-8.28333,+236.34,+22.4718,+27.8188,+0.477189
2019-04-21 00:22:00 GMT,+9235.7,+4388.56,+5541.42,+0,+3000,-8.28333,+236.34,+22.4718,+27.8188,+0.476102
2019-04-21 00:23:00 GMT,+9235.7,+4388.56,+5541.42,+0,+3000,-8.28333,+236.34,+22.4718,+27.8188,+0.475016
2019-04-21 00:24:00 GMT,+9235.7,+4388.56,+5541.42,+0,+3000,-8.28333,+236.34,+22.4718,+27.8188,+0.47393
2019-04-21 00:25:00 GMT,+9263.14,+4410.51,+5557.88,+0,+3000,-8.33935,+236.402,+22.5256,+27.9115,+0.472843
2019-04-21 00:26:00 GMT,+9263.14,+4410.51,+5557.88,+0,+3000,-8.33935,+236.402,+22.5256,+27.9115,+0.471757
2019-04-21 00:27:00 GMT,+9263.14,+4410.51,+5557.88,+0,+3000,-8.33935,+236.402,+22.5256,+27.9115,+0.470671
2019-04-21 00:28:00 GMT,+9263.14,+4410.51,+5557.88,+0,+3000,-8.33935,+236.402,+22.5256,+27.9115,+0.469585
2019-04-21 00:29:00 GMT,+9263.14,+4410.51,+5557.88,+0,+3000,-8.33935,+236.402,+22.5256,+27.9115,+0.468498
2019-04-21 00:30:00 GMT,+9221.4,+4377.12,+5532.84,+0,+3000,-8.38191,+236.545,+22.4067,+27.7534,+0.467412
2019-04-21 00:31:00 GMT,+9221.4,+4377.12,+5532.84,+0,+3000,-8.38191,+236.545,+22.4067,+27.7534,+0.466326
2019-04-21 00:32:00 GMT,+9221.4,+4377.12,+5532.84,+0,+3000,-8.38191,+236.545,+22.4067,+27.7534,+0.46524
2019-04-21 00:33:00 GMT,+9221.4,+4377.12,+5532.84,+0,+3000,-8.38191,+236.545,+22.4067,+27.7534,+0.464153
2019-04-21 00:34:00 GMT,+9221.4,+4377.12,+5532.84,+0,+3000,-8.38191,+236.545,+22.4067,+27.7534,+0.463067
2019-04-21 00:35:00 GMT,+9023.48,+4218.78,+5414.09,+0,+3000,-8.21426,+237.207,+21.8902,+26.9748,+0.461981
2019-04-21 00:36:00 GMT,+9023.48,+4218.78,+5414.09,+0,+3000,-8.21426,+237.207,+21.8902,+26.9748,+0.460895
2019-04-21 00:37:00 GMT,+9023.48,+4218.53,+5414.09,+0.250206,+3000,-8.2146,+237.208,+21.8901,+26.9743,+0.459808
2019-04-21 00:38:00 GMT,+9023.48,+4217.22,+5414.09,+1.56069,+3000,-8.21636,+237.212,+21.8896,+26.9721,+0.458722
2019-04-21 00:39:00 GMT,+9023.48,+4214.84,+5414.09,+3.93851,+3000,-8.21955,+237.22,+21.8886,+26.9682,+0.457636
2019-04-21 00:40:00 GMT,+8810.54,+4037.22,+5286.33,+11.1851,+3000,-8.14422,+237.649,+21.3475,+26.167,+0.45655
2019-04-21 00:41:00 GMT,+8810.54,+4033.87,+5286.32,+14.5595,+3000,-8.14871,+237.66,+21.3462,+26.1614,+0.455463
2019-04-21 00:42:00 GMT,+8810.54,+4027.33,+5286.32,+21.0949,+3000,-8.15749,+237.681,+21.3437,+26.1506,+0.454377
2019-04-21 00:43:00 GMT,+8810.54,+4027.92,+5286.32,+20.5135,+3000,-8.15671,+237.679,+21.3439,+26.1516,+0.453291
