# file...... output/LOAD25_data.csv
# date...... Thu May  5 00:27:54 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD25:base_power_A, Bus502:measured_power.real, inv_25_sol:VA_Out.real, inv_25_batt:VA_Out.real, Bus502:measured_voltage_A.real, Bus502:measured_current_A.real
2019-09-30 00:00:00 GMT,+8189.79,+3551.74,+0.0847326,+3000,+204.287,+12.4214
2019-09-30 00:01:00 GMT,+8189.79,+3551.83,+0,+3000,+204.287,+12.4215
2019-09-30 00:02:00 GMT,+8189.79,+3551.83,+0,+3000,+204.287,+12.4215
2019-09-30 00:03:00 GMT,+8189.79,+3551.83,+0,+3000,+204.287,+12.4215
2019-09-30 00:04:00 GMT,+8189.79,+3551.83,+0,+3000,+204.287,+12.4215
2019-09-30 00:05:00 GMT,+8548.74,+3838.99,+0,+3000,+202.959,+13.3655
2019-09-30 00:06:00 GMT,+8548.74,+3838.99,+0,+3000,+202.959,+13.3655
2019-09-30 00:07:00 GMT,+8548.74,+3837.88,+1.1042,+3000,+202.963,+13.3639
2019-09-30 00:08:00 GMT,+8548.74,+3837.95,+1.04064,+3000,+202.963,+13.364
2019-09-30 00:09:00 GMT,+8548.74,+3838.99,+0,+3000,+202.959,+13.3655
2019-09-30 00:10:00 GMT,+8827.32,+4061.85,+0,+3000,+201.9,+14.1222
2019-09-30 00:11:00 GMT,+8827.32,+4060.7,+1.15344,+3000,+201.905,+14.1205
2019-09-30 00:12:00 GMT,+8827.32,+4058.6,+3.25432,+3000,+201.914,+14.1174
2019-09-30 00:13:00 GMT,+8827.32,+4057.29,+4.56403,+3000,+201.92,+14.1155
2019-09-30 00:14:00 GMT,+8827.32,+4056.89,+4.95983,+3000,+201.922,+14.1149
2019-09-30 00:15:00 GMT,+9025.53,+4215.6,+4.81973,+3000,+201.281,+14.6651
2019-09-30 00:16:00 GMT,+9025.53,+4217.85,+2.57742,+3000,+201.274,+14.6684
2019-09-30 00:17:00 GMT,+9025.53,+4220.43,+0,+3000,+201.266,+14.6721
2019-09-30 00:18:00 GMT,+9025.53,+4220.43,+0,+3000,+201.266,+14.6721
2019-09-30 00:19:00 GMT,+9025.53,+4220.43,+0,+3000,+201.266,+14.6721
2019-09-30 00:20:00 GMT,+9143.39,+4314.71,+0,+3000,+200.875,+15.0094
2019-09-30 00:21:00 GMT,+9143.39,+4314.71,+0,+3000,+200.875,+15.0094
2019-09-30 00:22:00 GMT,+9143.39,+4314.71,+0,+3000,+200.875,+15.0094
2019-09-30 00:23:00 GMT,+9143.39,+4314.71,+0,+3000,+200.875,+15.0094
2019-09-30 00:24:00 GMT,+9143.39,+4314.68,+0.0334765,+3000,+200.875,+15.0093
2019-09-30 00:25:00 GMT,+9180.87,+4343.51,+1.18646,+3000,+200.738,+15.125
2019-09-30 00:26:00 GMT,+9180.87,+4343.67,+1.02751,+3000,+200.737,+15.1252
2019-09-30 00:27:00 GMT,+9180.87,+4344.38,+0.321153,+3000,+200.735,+15.1262
2019-09-30 00:28:00 GMT,+9180.87,+4344.7,+0,+3000,+200.734,+15.1267
2019-09-30 00:29:00 GMT,+9180.87,+4344.7,+0,+3000,+200.734,+15.1267
2019-09-30 00:30:00 GMT,+9070.3,+4255.74,+0.500425,+3000,+201.15,+14.7978
2019-09-30 00:31:00 GMT,+9070.3,+4254.39,+1.84981,+3000,+201.156,+14.7958
2019-09-30 00:32:00 GMT,+9070.3,+4255.56,+0.681015,+3000,+201.151,+14.7976
2019-09-30 00:33:00 GMT,+9070.3,+4256.24,+0,+3000,+201.148,+14.7986
2019-09-30 00:34:00 GMT,+9070.3,+4256.24,+0,+3000,+201.148,+14.7986
2019-09-30 00:35:00 GMT,+8946.25,+4157,+0,+3000,+201.727,+14.4456
2019-09-30 00:36:00 GMT,+8946.25,+4157,+0,+3000,+201.727,+14.4456
2019-09-30 00:37:00 GMT,+8946.25,+4157,+0,+3000,+201.727,+14.4456
2019-09-30 00:38:00 GMT,+8946.25,+4157,+0,+3000,+201.727,+14.4456
2019-09-30 00:39:00 GMT,+8946.25,+4157,+0,+3000,+201.727,+14.4456
2019-09-30 00:40:00 GMT,+8694.63,+3955.71,+0,+3000,+202.289,+13.8406
2019-09-30 00:41:00 GMT,+8694.63,+3954.17,+1.53455,+3000,+202.295,+13.8383
2019-09-30 00:42:00 GMT,+8694.63,+3952.76,+2.94754,+3000,+202.301,+13.8363
2019-09-30 00:43:00 GMT,+8694.63,+3951.86,+3.85037,+3000,+202.305,+13.835
2019-09-30 00:44:00 GMT,+8694.63,+3951.93,+3.77396,+3000,+202.305,+13.8351
2019-09-30 00:45:00 GMT,+8480.57,+3781.69,+2.75591,+3000,+202.687,+13.3435
2019-09-30 00:46:00 GMT,+8480.57,+3782.07,+2.37995,+3000,+202.685,+13.3441
2019-09-30 00:47:00 GMT,+8480.57,+3781.82,+2.63112,+3000,+202.686,+13.3437
2019-09-30 00:48:00 GMT,+8480.57,+3779.92,+4.5323,+3000,+202.695,+13.341
2019-09-30 00:49:00 GMT,+8480.57,+3782.69,+1.76944,+3000,+202.683,+13.345
2019-09-30 00:50:00 GMT,+8343.52,+3674.81,+0,+3000,+203.185,+13.0065
2019-09-30 00:51:00 GMT,+8343.52,+3674.81,+0,+3000,+203.185,+13.0065
2019-09-30 00:52:00 GMT,+8343.52,+3674.81,+0,+3000,+203.185,+13.0065
2019-09-30 00:53:00 GMT,+8343.52,+3674.81,+0,+3000,+203.185,+13.0065
2019-09-30 00:54:00 GMT,+8343.52,+3674.57,+0.246105,+3000,+203.186,+13.0062
2019-09-30 00:55:00 GMT,+8294.91,+3635.93,+0,+3000,+203.466,+12.8728
2019-09-30 00:56:00 GMT,+8294.91,+3635.93,+0,+3000,+203.466,+12.8728
2019-09-30 00:57:00 GMT,+8294.91,+3635.93,+0,+3000,+203.466,+12.8728
2019-09-30 00:58:00 GMT,+8294.91,+3635.93,+0,+3000,+203.466,+12.8728
2019-09-30 00:59:00 GMT,+8294.91,+3635.93,+0,+3000,+203.466,+12.8728
