# file...... output/voltage2.csv
# date...... Fri May  6 17:40:23 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD31:voltage_A.real, LOAD32:voltage_C.real, LOAD33:voltage_C.real, LOAD34:voltage_A.real, LOAD35:voltage_B.real, LOAD36:voltage_B.real, LOAD37:voltage_B.real, LOAD38:voltage_B.real, LOAD39:voltage_C.real, LOAD40:voltage_B.real, LOAD41:voltage_B.real, LOAD42:voltage_C.real, LOAD43:voltage_C.real, LOAD44:voltage_B.real, LOAD45:voltage_B.real, LOAD46:voltage_A.real, LOAD47:voltage_C.real, LOAD48:voltage_A.real, LOAD49:voltage_A.real, LOAD50:voltage_B.real, LOAD51:voltage_A.real, LOAD52:voltage_A.real, LOAD53:voltage_B.real, LOAD54:voltage_A.real, LOAD55:voltage_A.real
2019-04-21 00:00:00 GMT,+206.201,-7.88583,-7.73833,+206.381,-193.724,-193.57,-193.538,-197.033,-8.01088,-196.284,-195.509,-7.93106,-7.81845,-197.827,-195.523,+207.919,-7.80397,+207.939,+207.906,-194.558,+208.09,+208.018,-194.523,+208.041,+208.017
2019-04-21 00:01:00 GMT,+206.203,-7.89982,-7.75342,+206.383,-193.708,-193.555,-193.522,-197.02,-8.02532,-196.27,-195.495,-7.94551,-7.83375,-197.814,-195.508,+207.923,-7.81927,+207.943,+207.91,-194.543,+208.094,+208.022,-194.508,+208.045,+208.022
2019-04-21 00:02:00 GMT,+206.337,-7.94591,-7.80008,+206.512,-193.801,-193.648,-193.615,-197.105,-8.0725,-196.359,-195.588,-7.99276,-7.88281,-197.896,-195.601,+208.056,-7.86833,+208.076,+208.042,-194.64,+208.231,+208.165,-194.605,+208.182,+208.164
2019-04-21 00:03:00 GMT,+206.398,-7.96716,-7.82161,+206.571,-193.843,-193.69,-193.657,-197.144,-8.09425,-196.399,-195.63,-8.01454,-7.90543,-197.934,-195.643,+208.116,-7.89095,+208.136,+208.103,-194.684,+208.293,+208.23,-194.649,+208.244,+208.229
2019-04-21 00:04:00 GMT,+206.564,-8.02445,-7.87962,+206.732,-193.957,-193.805,-193.773,-197.249,-8.15291,-196.508,-195.745,-8.07327,-7.96642,-198.036,-195.759,+208.281,-7.95195,+208.301,+208.268,-194.805,+208.462,+208.407,-194.77,+208.414,+208.406
2019-04-21 00:05:00 GMT,+205.408,-8.26021,-8.12618,+205.593,-192.641,-192.503,-192.473,-196.013,-8.39971,-195.206,-194.341,-8.32083,-8.2138,-196.842,-194.358,+207.205,-8.19835,+207.226,+207.188,-193.316,+207.386,+207.326,-193.278,+207.333,+207.325
2019-04-21 00:06:00 GMT,+205.462,-8.27868,-8.14488,+205.645,-192.679,-192.541,-192.511,-196.048,-8.41862,-195.242,-194.379,-8.33976,-8.23346,-196.875,-194.395,+207.258,-8.21801,+207.279,+207.242,-193.355,+207.441,+207.384,-193.317,+207.388,+207.382
2019-04-21 00:07:00 GMT,+205.52,-8.29853,-8.16498,+205.701,-192.719,-192.581,-192.551,-196.085,-8.43894,-195.28,-194.42,-8.36011,-8.2546,-196.911,-194.436,+207.316,-8.23915,+207.337,+207.299,-193.397,+207.5,+207.445,-193.359,+207.447,+207.444
2019-04-21 00:08:00 GMT,+205.584,-8.32027,-8.187,+205.762,-192.762,-192.625,-192.595,-196.125,-8.4612,-195.322,-194.464,-8.3824,-8.27775,-196.95,-194.48,+207.379,-8.26231,+207.4,+207.362,-193.444,+207.565,+207.513,-193.406,+207.512,+207.512
2019-04-21 00:09:00 GMT,+205.642,-8.34016,-8.20714,+205.818,-192.802,-192.665,-192.635,-196.162,-8.48156,-195.36,-194.504,-8.40278,-8.29892,-196.986,-194.52,+207.436,-8.28348,+207.457,+207.42,-193.486,+207.624,+207.574,-193.448,+207.571,+207.573
2019-04-21 00:10:00 GMT,+204.735,-8.53703,-8.41602,+204.926,-191.793,-191.666,-191.638,-195.201,-8.68709,-194.344,-193.403,-8.6093,-8.50561,-196.057,-193.422,+206.593,-8.48942,+206.615,+206.574,-192.314,+206.782,+206.729,-192.274,+206.725,+206.728
2019-04-21 00:11:00 GMT,+204.787,-8.55462,-8.43384,+204.976,-191.829,-191.702,-191.674,-195.234,-8.7051,-194.378,-193.439,-8.62734,-8.52435,-196.089,-193.458,+206.645,-8.50816,+206.666,+206.625,-192.352,+206.835,+206.785,-192.311,+206.778,+206.783
2019-04-21 00:12:00 GMT,+204.842,-8.57343,-8.45288,+205.029,-191.867,-191.741,-191.712,-195.269,-8.72436,-194.415,-193.478,-8.64662,-8.54437,-196.123,-193.497,+206.699,-8.52819,+206.721,+206.68,-192.392,+206.891,+206.843,-192.352,+206.834,+206.842
2019-04-21 00:13:00 GMT,+204.902,-8.59383,-8.47355,+205.087,-191.908,-191.782,-191.754,-195.308,-8.74525,-194.455,-193.52,-8.66753,-8.5661,-196.161,-193.539,+206.759,-8.54992,+206.78,+206.74,-192.436,+206.952,+206.907,-192.396,+206.895,+206.906
2019-04-21 00:14:00 GMT,+204.961,-8.61376,-8.49373,+205.144,-191.949,-191.823,-191.795,-195.345,-8.76565,-194.493,-193.561,-8.68797,-8.58733,-196.197,-193.579,+206.817,-8.57115,+206.838,+206.798,-192.479,+207.012,+206.969,-192.438,+206.955,+206.968
2019-04-21 00:15:00 GMT,+204.275,-8.75631,-8.64878,+204.468,-191.227,-191.108,-191.081,-194.641,-8.91443,-193.746,-192.746,-8.83795,-8.73779,-195.515,-192.766,+206.177,-8.72108,+206.199,+206.155,-191.607,+206.373,+206.329,-191.564,+206.313,+206.327
2019-04-21 00:16:00 GMT,+204.332,-8.77553,-8.66823,+204.524,-191.267,-191.148,-191.121,-194.678,-8.9341,-193.784,-192.786,-8.85765,-8.75825,-195.551,-192.806,+206.233,-8.74155,+206.255,+206.212,-191.649,+206.431,+206.39,-191.606,+206.371,+206.388
2019-04-21 00:17:00 GMT,+204.389,-8.79466,-8.68761,+204.578,-191.306,-191.188,-191.16,-194.714,-8.95369,-193.821,-192.825,-8.87727,-8.77863,-195.586,-192.846,+206.289,-8.76193,+206.311,+206.268,-191.69,+206.489,+206.45,-191.648,+206.429,+206.448
2019-04-21 00:18:00 GMT,+204.453,-8.81621,-8.70943,+204.64,-191.35,-191.232,-191.204,-194.754,-8.97575,-193.864,-192.87,-8.89935,-8.80157,-195.625,-192.89,+206.352,-8.78488,+206.374,+206.331,-191.736,+206.554,+206.518,-191.694,+206.494,+206.516
2019-04-21 00:19:00 GMT,+204.515,-8.83733,-8.73081,+204.7,-191.393,-191.275,-191.248,-194.794,-8.99737,-193.905,-192.913,-8.921,-8.82407,-195.664,-192.934,+206.414,-8.80738,+206.436,+206.393,-191.782,+206.617,+206.584,-191.74,+206.558,+206.582
2019-04-21 00:20:00 GMT,+204.066,-8.93096,-8.83719,+204.259,-190.973,-190.858,-190.831,-194.36,-9.09494,-193.44,-192.398,-9.02001,-8.92413,-195.243,-192.42,+205.992,-8.90715,+206.014,+205.969,-191.224,+206.198,+206.164,-191.181,+206.136,+206.162
2019-04-21 00:21:00 GMT,+204.123,-8.9476,-8.85394,+204.313,-191.009,-190.894,-190.867,-194.394,-9.11199,-193.474,-192.435,-9.03707,-8.94187,-195.275,-192.457,+206.048,-8.92489,+206.07,+206.025,-191.263,+206.255,+206.224,-191.22,+206.193,+206.222
2019-04-21 00:22:00 GMT,+204.161,-8.96032,-8.86683,+204.349,-191.035,-190.92,-190.893,-194.417,-9.12501,-193.499,-192.461,-9.05011,-8.95542,-195.298,-192.483,+206.085,-8.93844,+206.107,+206.062,-191.29,+206.293,+206.264,-191.247,+206.231,+206.262
2019-04-21 00:23:00 GMT,+204.217,-8.97915,-8.88589,+204.403,-191.074,-190.959,-190.932,-194.453,-9.14429,-193.536,-192.5,-9.06942,-8.97548,-195.333,-192.522,+206.14,-8.95851,+206.163,+206.117,-191.331,+206.35,+206.324,-191.288,+206.288,+206.321
2019-04-21 00:24:00 GMT,+204.263,-8.99471,-8.90164,+204.448,-191.106,-190.991,-190.964,-194.483,-9.16021,-193.566,-192.532,-9.08536,-8.99205,-195.362,-192.554,+206.186,-8.97508,+206.208,+206.163,-191.365,+206.397,+206.373,-191.322,+206.335,+206.37
2019-04-21 00:25:00 GMT,+204.05,-9.03552,-8.955,+204.239,-190.979,-190.864,-190.837,-194.312,-9.2025,-193.377,-192.31,-9.1293,-9.03741,-195.195,-192.333,+205.979,-9.02038,+206.002,+205.955,-191.114,+206.193,+206.17,-191.071,+206.13,+206.167
2019-04-21 00:26:00 GMT,+204.098,-9.04966,-8.96925,+204.286,-191.011,-190.896,-190.869,-194.341,-9.21697,-193.407,-192.342,-9.14378,-9.05244,-195.223,-192.365,+206.027,-9.03541,+206.05,+206.003,-191.148,+206.243,+206.222,-191.105,+206.18,+206.219
2019-04-21 00:27:00 GMT,+204.152,-9.06774,-8.98755,+204.338,-191.048,-190.933,-190.906,-194.376,-9.23548,-193.442,-192.38,-9.16232,-9.0717,-195.256,-192.403,+206.081,-9.05467,+206.103,+206.057,-191.187,+206.298,+206.279,-191.144,+206.234,+206.276
2019-04-21 00:28:00 GMT,+204.2,-9.08392,-9.00393,+204.384,-191.081,-190.967,-190.939,-194.406,-9.25205,-193.474,-192.413,-9.17891,-9.08894,-195.286,-192.436,+206.128,-9.07191,+206.15,+206.104,-191.222,+206.346,+206.33,-191.179,+206.283,+206.327
2019-04-21 00:29:00 GMT,+204.24,-9.09722,-9.0174,+204.422,-191.108,-190.994,-190.967,-194.431,-9.26566,-193.5,-192.441,-9.19254,-9.1031,-195.31,-192.464,+206.167,-9.08607,+206.189,+206.143,-191.251,+206.386,+206.372,-191.208,+206.324,+206.369
2019-04-21 00:30:00 GMT,+204.434,-9.15624,-9.12075,+204.623,-191.745,-191.616,-191.586,-194.995,-9.31244,-194.069,-193.056,-9.23816,-9.14076,-195.865,-193.078,+206.434,-9.12499,+206.456,+206.411,-191.896,+206.667,+206.661,-191.856,+206.606,+206.658
2019-04-21 00:31:00 GMT,+204.471,-9.16886,-9.13349,+204.659,-191.767,-191.638,-191.608,-195.016,-9.32535,-194.09,-193.078,-9.25109,-9.15417,-195.885,-193.1,+206.47,-9.13841,+206.492,+206.447,-191.919,+206.704,+206.699,-191.879,+206.643,+206.697
2019-04-21 00:32:00 GMT,+204.516,-9.18415,-9.14896,+204.702,-191.798,-191.67,-191.64,-195.045,-9.34101,-194.12,-193.11,-9.26676,-9.17047,-195.913,-193.132,+206.515,-9.1547,+206.536,+206.492,-191.952,+206.75,+206.747,-191.912,+206.689,+206.745
2019-04-21 00:33:00 GMT,+204.561,-9.19911,-9.1641,+204.745,-191.829,-191.7,-191.67,-195.073,-9.35634,-194.149,-193.14,-9.28211,-9.18641,-195.94,-193.163,+206.559,-9.17065,+206.58,+206.536,-191.984,+206.795,+206.795,-191.944,+206.734,+206.792
2019-04-21 00:34:00 GMT,+204.605,-9.21402,-9.17919,+204.788,-191.859,-191.731,-191.701,-195.101,-9.37161,-194.178,-193.171,-9.2974,-9.2023,-195.968,-193.193,+206.602,-9.18654,+206.624,+206.58,-192.016,+206.84,+206.842,-191.976,+206.779,+206.839
2019-04-21 00:35:00 GMT,+205.136,-9.05772,-9.03364,+205.306,-192.556,-192.423,-192.395,-195.627,-9.21046,-194.73,-193.736,-9.14004,-9.05135,-196.469,-193.76,+207.08,-9.03583,+207.102,+207.058,-192.591,+207.315,+207.328,-192.554,+207.256,+207.324
2019-04-21 00:36:00 GMT,+205.168,-9.06615,-9.0422,+205.337,-192.58,-192.447,-192.419,-195.649,-9.21904,-194.753,-193.76,-9.14863,-9.06014,-196.491,-193.784,+207.112,-9.04463,+207.134,+207.09,-192.616,+207.348,+207.362,-192.579,+207.288,+207.358
2019-04-21 00:37:00 GMT,+205.214,-9.08191,-9.05814,+205.382,-192.612,-192.48,-192.451,-195.679,-9.23517,-194.783,-193.793,-9.16478,-9.07691,-196.52,-193.816,+207.159,-9.0614,+207.18,+207.136,-192.65,+207.396,+207.412,-192.613,+207.336,+207.408
2019-04-21 00:38:00 GMT,+205.252,-9.0946,-9.07098,+205.418,-192.637,-192.505,-192.476,-195.702,-9.24817,-194.808,-193.818,-9.1778,-9.09043,-196.542,-193.842,+207.196,-9.07493,+207.217,+207.173,-192.677,+207.434,+207.452,-192.64,+207.374,+207.448
2019-04-21 00:39:00 GMT,+205.285,-9.10597,-9.08247,+205.45,-192.66,-192.528,-192.499,-195.723,-9.25981,-194.829,-193.841,-9.18945,-9.10254,-196.563,-193.865,+207.229,-9.08703,+207.25,+207.206,-192.701,+207.468,+207.487,-192.664,+207.408,+207.483
2019-04-21 00:40:00 GMT,+205.711,-9.05571,-9.0415,+205.869,-193.272,-193.123,-193.09,-196.218,-9.22353,-195.347,-194.369,-9.15413,-9.07881,-197.029,-194.391,+207.566,-9.06383,+207.586,+207.543,-193.233,+207.805,+207.824,-193.197,+207.746,+207.82
2019-04-21 00:41:00 GMT,+205.74,-9.0651,-9.0511,+205.897,-193.292,-193.144,-193.111,-196.238,-9.23312,-195.367,-194.39,-9.16373,-9.08872,-197.047,-194.412,+207.596,-9.07375,+207.616,+207.572,-193.255,+207.836,+207.856,-193.218,+207.777,+207.852
2019-04-21 00:42:00 GMT,+205.79,-9.08208,-9.06826,+205.946,-193.327,-193.178,-193.146,-196.269,-9.2505,-195.4,-194.425,-9.18113,-9.10679,-197.078,-194.447,+207.646,-9.09182,+207.665,+207.622,-193.291,+207.887,+207.909,-193.255,+207.828,+207.905
2019-04-21 00:43:00 GMT,+205.831,-9.09588,-9.08222,+205.985,-193.354,-193.206,-193.173,-196.295,-9.26463,-195.426,-194.452,-9.19528,-9.12148,-197.103,-194.474,+207.686,-9.10652,+207.705,+207.662,-193.32,+207.928,+207.952,-193.284,+207.869,+207.948
2019-04-21 00:44:00 GMT,+205.864,-9.10737,-9.09384,+206.017,-193.377,-193.229,-193.196,-196.316,-9.27638,-195.448,-194.475,-9.20705,-9.13371,-197.123,-194.497,+207.719,-9.11874,+207.739,+207.695,-193.344,+207.962,+207.988,-193.308,+207.904,+207.984
2019-04-21 00:45:00 GMT,+206.333,-9.0009,-8.95217,+206.467,-193.842,-193.695,-193.663,-196.717,-9.17732,-195.854,-194.879,-9.11074,-9.04123,-197.498,-194.9,+208.064,-9.02698,+208.084,+208.041,-193.762,+208.304,+208.335,-193.726,+208.246,+208.331
2019-04-21 00:46:00 GMT,+206.351,-9.00541,-8.9568,+206.484,-193.856,-193.709,-193.677,-196.731,-9.18189,-195.868,-194.894,-9.11532,-9.04588,-197.511,-194.915,+208.083,-9.03164,+208.102,+208.06,-193.777,+208.324,+208.355,-193.741,+208.265,+208.351
2019-04-21 00:47:00 GMT,+206.373,-9.01274,-8.96421,+206.505,-193.871,-193.724,-193.692,-196.744,-9.18939,-195.882,-194.909,-9.12282,-9.05368,-197.524,-194.929,+208.104,-9.03943,+208.124,+208.081,-193.792,+208.346,+208.378,-193.756,+208.287,+208.374
2019-04-21 00:48:00 GMT,+206.407,-9.02426,-8.97586,+206.538,-193.894,-193.747,-193.715,-196.766,-9.20118,-195.904,-194.932,-9.13463,-9.06593,-197.545,-194.953,+208.138,-9.05169,+208.157,+208.115,-193.817,+208.38,+208.414,-193.781,+208.322,+208.41
2019-04-21 00:49:00 GMT,+206.434,-9.03367,-8.98538,+206.564,-193.913,-193.766,-193.734,-196.783,-9.21081,-195.922,-194.951,-9.14427,-9.07594,-197.562,-194.972,+208.165,-9.0617,+208.184,+208.142,-193.837,+208.408,+208.444,-193.8,+208.35,+208.439
2019-04-21 00:50:00 GMT,+206.971,-8.95994,-8.87633,+207.084,-194.314,-194.16,-194.129,-197.149,-9.14066,-196.295,-195.307,-9.07662,-9.01464,-197.908,-195.327,+208.548,-8.99974,+208.568,+208.526,-194.198,+208.791,+208.826,-194.161,+208.732,+208.823
2019-04-21 00:51:00 GMT,+206.992,-8.96928,-8.88603,+207.104,-194.333,-194.179,-194.148,-197.166,-9.1502,-196.313,-195.326,-9.08617,-9.02451,-197.925,-195.345,+208.57,-9.00962,+208.59,+208.548,-194.217,+208.813,+208.849,-194.181,+208.755,+208.846
2019-04-21 00:52:00 GMT,+207.016,-8.97769,-8.89454,+207.127,-194.349,-194.196,-194.164,-197.181,-9.15881,-196.329,-195.343,-9.09479,-9.03346,-197.94,-195.362,+208.594,-9.01857,+208.614,+208.572,-194.235,+208.838,+208.875,-194.198,+208.78,+208.872
2019-04-21 00:53:00 GMT,+207.041,-8.98616,-8.90311,+207.151,-194.366,-194.212,-194.181,-197.197,-9.16748,-196.345,-195.36,-9.10347,-9.04248,-197.955,-195.379,+208.619,-9.02758,+208.639,+208.597,-194.253,+208.863,+208.902,-194.216,+208.805,+208.898
2019-04-21 00:54:00 GMT,+207.072,-8.99691,-8.91399,+207.182,-194.388,-194.234,-194.203,-197.216,-9.17848,-196.365,-195.381,-9.11448,-9.05391,-197.974,-195.401,+208.65,-9.03901,+208.67,+208.628,-194.275,+208.895,+208.935,-194.239,+208.837,+208.932
2019-04-21 00:55:00 GMT,+207.437,-8.86504,-8.747,+207.542,-194.533,-194.389,-194.354,-197.343,-9.04886,-196.497,-195.497,-8.98901,-8.92898,-198.091,-195.516,+208.923,-8.91379,+208.943,+208.901,-194.382,+209.171,+209.207,-194.344,+209.113,+209.204
2019-04-21 00:56:00 GMT,+207.449,-8.86837,-8.75044,+207.554,-194.546,-194.402,-194.367,-197.355,-9.05222,-196.51,-195.511,-8.99238,-8.9324,-198.103,-195.53,+208.936,-8.91721,+208.956,+208.914,-194.396,+209.185,+209.221,-194.359,+209.127,+209.218
2019-04-21 00:57:00 GMT,+207.434,-8.85887,-8.74062,+207.537,-194.538,-194.395,-194.36,-197.346,-9.04305,-196.502,-195.504,-8.9832,-8.92365,-198.094,-195.523,+208.92,-8.90845,+208.94,+208.898,-194.39,+209.17,+209.207,-194.353,+209.112,+209.205
2019-04-21 00:58:00 GMT,+207.465,-8.87014,-8.75206,+207.567,-194.559,-194.416,-194.381,-197.366,-9.05458,-196.522,-195.525,-8.99474,-8.93564,-198.113,-195.544,+208.951,-8.92045,+208.971,+208.929,-194.412,+209.202,+209.241,-194.375,+209.144,+209.238
2019-04-21 00:59:00 GMT,+207.441,-8.85762,-8.7392,+207.542,-194.545,-194.402,-194.367,-197.351,-9.04233,-196.508,-195.512,-8.98248,-8.9237,-198.098,-195.53,+208.927,-8.9085,+208.947,+208.904,-194.399,+209.178,+209.218,-194.362,+209.12,+209.216
2019-04-21 01:00:00 GMT,+207.671,-8.76832,-8.64724,+207.76,-194.688,-194.531,-194.498,-197.445,-8.95954,-196.621,-195.609,-8.90006,-8.84567,-198.188,-195.628,+209.092,-8.82928,+209.114,+209.071,-194.504,+209.336,+209.371,-194.464,+209.278,+209.368
2019-04-21 01:01:00 GMT,+207.702,-8.77874,-8.65778,+207.789,-194.709,-194.552,-194.519,-197.464,-8.9702,-196.641,-195.63,-8.91074,-8.85674,-198.206,-195.649,+209.123,-8.84036,+209.144,+209.102,-194.526,+209.368,+209.404,-194.486,+209.309,+209.401
2019-04-21 01:02:00 GMT,+207.727,-8.78764,-8.66679,+207.814,-194.727,-194.57,-194.537,-197.48,-8.97931,-196.657,-195.647,-8.91985,-8.8662,-198.222,-195.667,+209.148,-8.84982,+209.17,+209.127,-194.545,+209.394,+209.431,-194.505,+209.336,+209.428
2019-04-21 01:03:00 GMT,+207.751,-8.79576,-8.67501,+207.837,-194.743,-194.586,-194.553,-197.495,-8.98761,-196.673,-195.664,-8.92817,-8.87483,-198.236,-195.683,+209.171,-8.85845,+209.193,+209.15,-194.562,+209.418,+209.456,-194.522,+209.359,+209.453
2019-04-21 01:04:00 GMT,+207.778,-8.80521,-8.68457,+207.863,-194.761,-194.605,-194.571,-197.512,-8.99728,-196.69,-195.682,-8.93784,-8.88488,-198.253,-195.702,+209.198,-8.86849,+209.22,+209.177,-194.581,+209.445,+209.485,-194.541,+209.387,+209.482
2019-04-21 01:05:00 GMT,+207.764,-8.70044,-8.54261,+207.838,-194.63,-194.473,-194.442,-197.424,-8.89093,-196.598,-195.583,-8.83204,-8.77866,-198.162,-195.602,+209.161,-8.76204,+209.183,+209.141,-194.487,+209.411,+209.444,-194.446,+209.353,+209.44
2019-04-21 01:06:00 GMT,+207.795,-8.71246,-8.55487,+207.868,-194.649,-194.493,-194.461,-197.442,-8.90324,-196.617,-195.602,-8.84436,-8.79149,-198.18,-195.621,+209.192,-8.77487,+209.214,+209.172,-194.508,+209.442,+209.477,-194.467,+209.385,+209.473
2019-04-21 01:07:00 GMT,+207.806,-8.71629,-8.55877,+207.878,-194.656,-194.5,-194.469,-197.448,-8.90717,-196.624,-195.61,-8.84829,-8.79557,-198.186,-195.629,+209.203,-8.77895,+209.225,+209.182,-194.515,+209.453,+209.489,-194.474,+209.396,+209.484
2019-04-21 01:08:00 GMT,+207.81,-8.71802,-8.56052,+207.883,-194.66,-194.503,-194.472,-197.451,-8.90894,-196.627,-195.613,-8.85006,-8.79741,-198.189,-195.632,+209.207,-8.78079,+209.23,+209.187,-194.519,+209.458,+209.494,-194.478,+209.401,+209.49
2019-04-21 01:09:00 GMT,+207.811,-8.71825,-8.56075,+207.883,-194.66,-194.503,-194.472,-197.452,-8.90917,-196.627,-195.613,-8.8503,-8.79765,-198.189,-195.632,+209.208,-8.78104,+209.23,+209.188,-194.519,+209.459,+209.494,-194.478,+209.402,+209.49
2019-04-21 01:10:00 GMT,+207.564,-8.8233,-8.70118,+207.651,-194.666,-194.506,-194.478,-197.417,-9.01039,-196.595,-195.586,-8.95056,-8.89193,-198.176,-195.604,+209.052,-8.87517,+209.073,+209.032,-194.499,+209.3,+209.334,-194.458,+209.242,+209.33
2019-04-21 01:11:00 GMT,+207.584,-8.83027,-8.70823,+207.67,-194.68,-194.52,-194.492,-197.43,-9.01752,-196.608,-195.6,-8.9577,-8.89934,-198.189,-195.618,+209.072,-8.88258,+209.093,+209.052,-194.514,+209.32,+209.355,-194.473,+209.263,+209.352
2019-04-21 01:12:00 GMT,+207.604,-8.83728,-8.71533,+207.69,-194.694,-194.534,-194.506,-197.443,-9.02469,-196.622,-195.614,-8.96488,-8.90679,-198.201,-195.632,+209.092,-8.89003,+209.113,+209.072,-194.528,+209.341,+209.377,-194.487,+209.283,+209.373
2019-04-21 01:13:00 GMT,+207.615,-8.84099,-8.71909,+207.7,-194.701,-194.541,-194.513,-197.45,-9.02849,-196.628,-195.622,-8.96868,-8.91074,-198.208,-195.639,+209.102,-8.89398,+209.124,+209.083,-194.536,+209.352,+209.388,-194.495,+209.294,+209.384
2019-04-21 01:14:00 GMT,+207.627,-8.8452,-8.72336,+207.712,-194.709,-194.55,-194.521,-197.457,-9.0328,-196.636,-195.63,-8.973,-8.91522,-198.215,-195.648,+209.114,-8.89847,+209.136,+209.095,-194.545,+209.364,+209.401,-194.504,+209.307,+209.397
2019-04-21 01:15:00 GMT,+207.702,-8.79484,-8.68727,+207.779,-194.712,-194.563,-194.537,-197.42,-8.98101,-196.587,-195.568,-8.92054,-8.85886,-198.174,-195.585,+209.166,-8.84216,+209.188,+209.146,-194.485,+209.427,+209.463,-194.443,+209.37,+209.461
2019-04-21 01:16:00 GMT,+207.721,-8.80234,-8.69493,+207.797,-194.724,-194.576,-194.549,-197.432,-8.9887,-196.599,-195.58,-8.92824,-8.86687,-198.185,-195.598,+209.185,-8.85018,+209.207,+209.165,-194.498,+209.446,+209.484,-194.456,+209.389,+209.481
2019-04-21 01:17:00 GMT,+207.717,-8.80134,-8.69392,+207.794,-194.722,-194.573,-194.547,-197.429,-8.98768,-196.596,-195.578,-8.92721,-8.86582,-198.183,-195.595,+209.182,-8.84912,+209.204,+209.162,-194.495,+209.443,+209.48,-194.454,+209.386,+209.478
2019-04-21 01:18:00 GMT,+207.751,-8.81286,-8.70557,+207.827,-194.745,-194.597,-194.57,-197.451,-8.99947,-196.619,-195.601,-8.93902,-8.87806,-198.204,-195.619,+209.215,-8.86137,+209.237,+209.196,-194.52,+209.477,+209.516,-194.478,+209.421,+209.514
2019-04-21 01:19:00 GMT,+207.757,-8.81491,-8.70766,+207.832,-194.748,-194.6,-194.574,-197.454,-9.00157,-196.622,-195.605,-8.94111,-8.88025,-198.207,-195.622,+209.221,-8.86355,+209.243,+209.201,-194.524,+209.483,+209.522,-194.482,+209.426,+209.52
2019-04-21 01:20:00 GMT,+207.696,-8.88855,-8.78963,+207.771,-194.951,-194.797,-194.771,-197.615,-9.06717,-196.78,-195.768,-9.00686,-8.94916,-198.37,-195.785,+209.148,-8.93274,+209.171,+209.13,-194.688,+209.411,+209.441,-194.647,+209.354,+209.439
2019-04-21 01:21:00 GMT,+207.698,-8.88633,-8.78718,+207.771,-194.955,-194.801,-194.775,-197.617,-9.06547,-196.783,-195.773,-9.00516,-8.94821,-198.371,-195.79,+209.15,-8.93178,+209.173,+209.131,-194.695,+209.415,+209.447,-194.654,+209.357,+209.445
2019-04-21 01:22:00 GMT,+207.661,-8.86985,-8.77034,+207.733,-194.931,-194.778,-194.752,-197.594,-9.04916,-196.76,-195.75,-8.98883,-8.93206,-198.347,-195.767,+209.113,-8.91563,+209.135,+209.094,-194.672,+209.378,+209.411,-194.631,+209.321,+209.409
2019-04-21 01:23:00 GMT,+207.69,-8.88026,-8.78091,+207.761,-194.951,-194.797,-194.771,-197.612,-9.05981,-196.779,-195.77,-8.9995,-8.94314,-198.365,-195.787,+209.142,-8.92671,+209.164,+209.123,-194.693,+209.407,+209.442,-194.652,+209.35,+209.44
2019-04-21 01:24:00 GMT,+207.666,-8.87218,-8.77275,+207.738,-194.934,-194.78,-194.755,-197.596,-9.05155,-196.763,-195.753,-8.99122,-8.93456,-198.35,-195.77,+209.118,-8.91813,+209.14,+209.099,-194.675,+209.383,+209.416,-194.634,+209.325,+209.414
2019-04-21 01:25:00 GMT,+207.797,-8.87426,-8.75356,+207.853,-194.963,-194.805,-194.782,-197.622,-9.05052,-196.798,-195.796,-8.98905,-8.93949,-198.376,-195.813,+209.225,-8.92342,+209.247,+209.206,-194.719,+209.486,+209.526,-194.678,+209.429,+209.525
2019-04-21 01:26:00 GMT,+207.797,-8.87407,-8.75336,+207.852,-194.963,-194.804,-194.781,-197.622,-9.05032,-196.798,-195.795,-8.98885,-8.93928,-198.375,-195.812,+209.224,-8.92321,+209.246,+209.206,-194.718,+209.485,+209.526,-194.677,+209.428,+209.524
2019-04-21 01:27:00 GMT,+207.817,-8.88105,-8.76043,+207.872,-194.977,-194.819,-194.796,-197.635,-9.05747,-196.811,-195.809,-8.99601,-8.94671,-198.388,-195.827,+209.245,-8.93064,+209.267,+209.226,-194.733,+209.506,+209.548,-194.692,+209.449,+209.546
2019-04-21 01:28:00 GMT,+207.809,-8.87832,-8.75768,+207.864,-194.971,-194.813,-194.79,-197.629,-9.05468,-196.806,-195.804,-8.99322,-8.94381,-198.383,-195.821,+209.236,-8.92774,+209.258,+209.218,-194.727,+209.497,+209.539,-194.686,+209.44,+209.537
2019-04-21 01:29:00 GMT,+207.8,-8.87526,-8.75458,+207.856,-194.965,-194.807,-194.784,-197.624,-9.05155,-196.8,-195.797,-8.99008,-8.94056,-198.377,-195.815,+209.227,-8.92449,+209.25,+209.209,-194.721,+209.488,+209.529,-194.68,+209.431,+209.528
2019-04-21 01:30:00 GMT,+207.868,-8.93094,-8.81587,+207.911,-195.053,-194.895,-194.871,-197.711,-9.11559,-196.904,-195.921,-9.05139,-9.00807,-198.464,-195.938,+209.271,-8.99285,+209.291,+209.251,-194.837,+209.522,+209.567,-194.797,+209.466,+209.566
