# file...... output/Bus1.csv
# date...... Wed May 11 08:05:47 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,Bus2:voltage_A.real, Bus2:voltage_A.imag, Bus2:measured_current_A.real, Bus2:measured_current_A.imag
2019-04-21 13:38:00 GMT,+216.353,-126.564,+70.2634,-167.788
2019-04-21 13:39:00 GMT,+216.355,-126.561,+70.0634,-167.663
2019-04-21 13:40:00 GMT,+216.273,-126.528,+68.091,-175.689
2019-04-21 13:41:00 GMT,+216.279,-126.521,+67.4212,-175.291
2019-04-21 13:42:00 GMT,+216.281,-126.519,+67.1925,-175.154
2019-04-21 13:43:00 GMT,+216.281,-126.519,+67.2506,-175.185
2019-04-21 13:44:00 GMT,+216.282,-126.517,+67.0739,-175.081
2019-04-21 13:45:00 GMT,+216.119,-126.488,+66.6477,-190.181
2019-04-21 13:46:00 GMT,+216.102,-126.508,+68.5204,-191.31
2019-04-21 13:47:00 GMT,+216.119,-126.488,+66.6029,-190.154
2019-04-21 13:48:00 GMT,+216.117,-126.49,+66.8308,-190.291
2019-04-21 13:49:00 GMT,+216.118,-126.489,+66.6864,-190.203
2019-04-21 13:50:00 GMT,+215.853,-126.521,+72.9032,-212.874
2019-04-21 13:51:00 GMT,+215.909,-126.458,+66.8111,-209.185
2019-04-21 13:52:00 GMT,+215.895,-126.474,+68.3159,-210.138
2019-04-21 13:53:00 GMT,+215.912,-126.454,+66.4185,-208.982
2019-04-21 13:54:00 GMT,+215.905,-126.461,+67.1505,-209.437
2019-04-21 13:55:00 GMT,+215.594,-126.538,+77.7889,-235.228
2019-04-21 13:56:00 GMT,+215.597,-126.534,+77.4298,-235.013
2019-04-21 13:57:00 GMT,+215.605,-126.525,+76.595,-234.505
2019-04-21 13:58:00 GMT,+215.596,-126.535,+77.5663,-235.093
2019-04-21 13:59:00 GMT,+215.615,-126.513,+75.4557,-233.825
2019-04-21 14:00:00 GMT,+215.335,-126.572,+84.294,-257.107
2019-04-21 14:01:00 GMT,+215.349,-126.556,+82.7794,-256.178
2019-04-21 14:02:00 GMT,+215.356,-126.549,+82.0666,-255.762
2019-04-21 14:03:00 GMT,+215.347,-126.559,+83.044,-256.355
2019-04-21 14:04:00 GMT,+215.341,-126.566,+83.7002,-256.746
2019-04-21 14:05:00 GMT,+215.157,-126.573,+87.0612,-272.498
2019-04-21 14:06:00 GMT,+215.148,-126.582,+87.955,-273.04
2019-04-21 14:07:00 GMT,+215.151,-126.579,+87.6515,-272.848
2019-04-21 14:08:00 GMT,+215.167,-126.561,+85.9359,-271.821
2019-04-21 14:09:00 GMT,+215.16,-126.569,+86.688,-272.276
2019-04-21 14:10:00 GMT,+215.068,-126.567,+88.172,-279.995
2019-04-21 14:11:00 GMT,+215.071,-126.564,+87.8259,-279.787
2019-04-21 14:12:00 GMT,+215.069,-126.566,+88.0894,-279.947
2019-04-21 14:13:00 GMT,+215.064,-126.571,+88.549,-280.225
2019-04-21 14:14:00 GMT,+215.07,-126.565,+87.9897,-279.881
2019-04-21 14:15:00 GMT,+214.967,-126.572,+90.2,-288.62
2019-04-21 14:16:00 GMT,+214.959,-126.582,+91.0727,-289.152
2019-04-21 14:17:00 GMT,+214.964,-126.576,+90.531,-288.814
2019-04-21 14:18:00 GMT,+214.956,-126.585,+91.396,-289.347
2019-04-21 14:19:00 GMT,+214.953,-126.588,+91.7076,-289.54
2019-04-21 14:20:00 GMT,+214.909,-126.58,+91.8251,-293.447
2019-04-21 14:21:00 GMT,+214.909,-126.58,+91.8385,-293.455
2019-04-21 14:22:00 GMT,+214.921,-126.566,+90.4652,-292.627
2019-04-21 14:23:00 GMT,+214.916,-126.572,+90.998,-292.951
2019-04-21 14:24:00 GMT,+214.921,-126.566,+90.4479,-292.611
2019-04-21 14:25:00 GMT,+214.96,-126.566,+89.8244,-289.3
2019-04-21 14:26:00 GMT,+214.951,-126.577,+90.8971,-289.949
2019-04-21 14:27:00 GMT,+214.958,-126.569,+90.0908,-289.449
2019-04-21 14:28:00 GMT,+214.952,-126.576,+90.7241,-289.841
2019-04-21 14:29:00 GMT,+214.956,-126.572,+90.3546,-289.611
2019-04-21 14:30:00 GMT,+214.975,-126.57,+89.9411,-288.073
2019-04-21 14:31:00 GMT,+214.966,-126.58,+90.8745,-288.642
2019-04-21 14:32:00 GMT,+214.959,-126.588,+91.6686,-289.114
2019-04-21 14:33:00 GMT,+214.961,-126.586,+91.4546,-288.983
2019-04-21 14:34:00 GMT,+214.962,-126.585,+91.3323,-288.91
2019-04-21 14:35:00 GMT,+214.975,-126.579,+90.6129,-287.947
2019-04-21 14:36:00 GMT,+214.924,-126.637,+96.1792,-291.349
2019-04-21 14:37:00 GMT,+214.926,-126.635,+95.9985,-291.198
2019-04-21 14:38:00 GMT,+214.918,-126.644,+96.8745,-291.726
2019-04-21 14:39:00 GMT,+214.937,-126.623,+94.817,-290.488
2019-04-21 14:40:00 GMT,+214.963,-126.593,+91.8762,-288.805
2019-04-21 14:41:00 GMT,+214.94,-126.619,+94.4156,-290.338
2019-04-21 14:42:00 GMT,+214.971,-126.584,+90.9668,-288.249
2019-04-21 14:43:00 GMT,+214.939,-126.621,+94.5333,-290.415
2019-04-21 14:44:00 GMT,+214.936,-126.624,+94.8557,-290.591
2019-04-21 14:45:00 GMT,+214.938,-126.617,+94.2335,-290.501
2019-04-21 14:46:00 GMT,+214.942,-126.613,+93.8124,-290.245
2019-04-21 14:47:00 GMT,+214.943,-126.612,+93.7355,-290.2
2019-04-21 14:48:00 GMT,+214.939,-126.616,+94.1164,-290.433
2019-04-21 14:49:00 GMT,+214.952,-126.602,+92.7099,-289.582
2019-04-21 14:50:00 GMT,+214.939,-126.606,+93.2313,-290.663
2019-04-21 14:51:00 GMT,+214.947,-126.597,+92.3481,-290.127
2019-04-21 14:52:00 GMT,+214.976,-126.564,+89.1862,-288.236
2019-04-21 14:53:00 GMT,+214.975,-126.565,+89.2575,-288.264
2019-04-21 14:54:00 GMT,+214.981,-126.559,+88.6751,-287.915
2019-04-21 14:55:00 GMT,+214.962,-126.573,+90.0525,-289.312
2019-04-21 14:56:00 GMT,+214.967,-126.567,+89.4331,-288.926
2019-04-21 14:57:00 GMT,+214.973,-126.56,+88.7598,-288.525
2019-04-21 14:58:00 GMT,+214.978,-126.554,+88.2032,-288.192
2019-04-21 14:59:00 GMT,+214.988,-126.543,+87.1894,-287.585
2019-04-21 15:00:00 GMT,+214.964,-126.556,+88.5241,-289.471
2019-04-21 15:01:00 GMT,+214.962,-126.558,+88.6847,-289.563
2019-04-21 15:02:00 GMT,+214.973,-126.546,+87.5139,-288.858
2019-04-21 15:03:00 GMT,+214.977,-126.54,+87.0221,-288.564
2019-04-21 15:04:00 GMT,+214.975,-126.543,+87.2537,-288.702
2019-04-21 15:05:00 GMT,+214.956,-126.547,+87.8008,-290.295
2019-04-21 15:06:00 GMT,+214.952,-126.551,+88.2458,-290.566
2019-04-21 15:07:00 GMT,+214.962,-126.541,+87.2278,-289.952
2019-04-21 15:08:00 GMT,+214.971,-126.53,+86.2194,-289.349
2019-04-21 15:09:00 GMT,+214.966,-126.535,+86.701,-289.636
2019-04-21 15:10:00 GMT,+214.876,-126.555,+89.6589,-297.061
2019-04-21 15:11:00 GMT,+214.873,-126.558,+89.9184,-297.224
2019-04-21 15:12:00 GMT,+214.863,-126.57,+91.0668,-297.923
2019-04-21 15:13:00 GMT,+214.861,-126.572,+91.3169,-298.067
2019-04-21 15:14:00 GMT,+214.857,-126.576,+91.7108,-298.306
2019-04-21 15:15:00 GMT,+214.879,-126.564,+90.2765,-296.669
2019-04-21 15:16:00 GMT,+214.887,-126.554,+89.3791,-296.126
2019-04-21 15:17:00 GMT,+214.904,-126.535,+87.4932,-294.997
2019-04-21 15:18:00 GMT,+214.901,-126.539,+87.8899,-295.239
2019-04-21 15:19:00 GMT,+214.898,-126.542,+88.1752,-295.409
2019-04-21 15:20:00 GMT,+214.99,-126.526,+85.4089,-287.851
2019-04-21 15:21:00 GMT,+214.979,-126.539,+86.6117,-288.583
2019-04-21 15:22:00 GMT,+214.973,-126.546,+87.2722,-288.976
2019-04-21 15:23:00 GMT,+214.983,-126.534,+86.1921,-288.314
2019-04-21 15:24:00 GMT,+214.989,-126.527,+85.4819,-287.89
2019-04-21 15:25:00 GMT,+215.067,-126.531,+84.3172,-281.416
2019-04-21 15:26:00 GMT,+215.058,-126.541,+85.2551,-281.978
2019-04-21 15:27:00 GMT,+215.055,-126.544,+85.5653,-282.164
2019-04-21 15:28:00 GMT,+215.061,-126.538,+84.981,-281.809
2019-04-21 15:29:00 GMT,+215.055,-126.545,+85.6525,-282.217
2019-04-21 15:30:00 GMT,+215.237,-126.52,+80.8268,-266.912
2019-04-21 15:31:00 GMT,+215.236,-126.521,+80.9369,-266.978
2019-04-21 15:32:00 GMT,+215.232,-126.525,+81.3525,-267.229
2019-04-21 15:33:00 GMT,+215.23,-126.528,+81.627,-267.393
2019-04-21 15:34:00 GMT,+215.226,-126.533,+82.0861,-267.669
2019-04-21 15:35:00 GMT,+215.437,-126.543,+79.9342,-249.068
2019-04-21 15:36:00 GMT,+215.431,-126.551,+80.6728,-249.515
2019-04-21 15:37:00 GMT,+215.429,-126.553,+80.869,-249.629
2019-04-21 15:38:00 GMT,+215.426,-126.556,+81.184,-249.819
2019-04-21 15:39:00 GMT,+215.422,-126.56,+81.6224,-250.082
2019-04-21 15:40:00 GMT,+215.72,-126.5,+72.521,-225.145
2019-04-21 15:41:00 GMT,+215.719,-126.501,+72.608,-225.197
2019-04-21 15:42:00 GMT,+215.724,-126.496,+72.1138,-224.901
2019-04-21 15:43:00 GMT,+215.714,-126.507,+73.1446,-225.524
2019-04-21 15:44:00 GMT,+215.705,-126.517,+74.1866,-226.147
2019-04-21 15:45:00 GMT,+216.012,-126.449,+64.3152,-200.46
2019-04-21 15:46:00 GMT,+216.01,-126.452,+64.577,-200.617
2019-04-21 15:47:00 GMT,+216.007,-126.455,+64.9349,-200.831
2019-04-21 15:48:00 GMT,+215.995,-126.469,+66.2442,-201.618
2019-04-21 15:49:00 GMT,+215.99,-126.474,+66.7761,-201.929
2019-04-21 15:50:00 GMT,+216.19,-126.476,+64.384,-184.274
2019-04-21 15:51:00 GMT,+216.187,-126.48,+64.7384,-184.486
2019-04-21 15:52:00 GMT,+216.184,-126.483,+65.0112,-184.648
2019-04-21 15:53:00 GMT,+216.179,-126.489,+65.6027,-185.003
2019-04-21 15:54:00 GMT,+216.174,-126.495,+66.1793,-185.346
2019-04-21 15:55:00 GMT,+216.281,-126.529,+67.9214,-175.03
2019-04-21 15:56:00 GMT,+216.27,-126.541,+69.1171,-175.751
2019-04-21 15:57:00 GMT,+216.261,-126.551,+70.0956,-176.333
2019-04-21 15:58:00 GMT,+216.254,-126.559,+70.8633,-176.79
2019-04-21 15:59:00 GMT,+216.243,-126.572,+72.0715,-177.515
2019-04-21 16:00:00 GMT,+216.25,-126.616,+76.1076,-175.703
2019-04-21 16:01:00 GMT,+216.247,-126.621,+76.5159,-175.95
2019-04-21 16:02:00 GMT,+216.241,-126.627,+77.1429,-176.327
2019-04-21 16:03:00 GMT,+216.239,-126.629,+77.3566,-176.465
2019-04-21 16:04:00 GMT,+216.243,-126.624,+76.8851,-176.175
2019-04-21 16:05:00 GMT,+216.308,-126.631,+76.8465,-170.153
2019-04-21 16:06:00 GMT,+216.308,-126.632,+76.8795,-170.195
2019-04-21 16:07:00 GMT,+216.313,-126.625,+76.2724,-169.823
2019-04-21 16:08:00 GMT,+216.31,-126.629,+76.617,-170.036
2019-04-21 16:09:00 GMT,+216.302,-126.638,+77.5165,-170.559
2019-04-21 16:10:00 GMT,+216.327,-126.643,+77.6868,-168.243
2019-04-21 16:11:00 GMT,+216.315,-126.657,+78.9948,-169.034
2019-04-21 16:12:00 GMT,+216.307,-126.667,+79.9673,-169.616
2019-04-21 16:13:00 GMT,+216.296,-126.679,+81.1435,-170.322
2019-04-21 16:14:00 GMT,+216.284,-126.694,+82.5096,-171.143
2019-04-21 16:15:00 GMT,+216.279,-126.666,+80.107,-172.13
2019-04-21 16:16:00 GMT,+216.268,-126.679,+81.3294,-172.868
2019-04-21 16:17:00 GMT,+216.258,-126.691,+82.4748,-173.555
2019-04-21 16:18:00 GMT,+216.253,-126.697,+83.051,-173.905
2019-04-21 16:19:00 GMT,+216.334,-126.603,+74.0355,-168.508
2019-04-21 16:20:00 GMT,+216.328,-126.614,+75.1001,-168.749
2019-04-21 16:21:00 GMT,+216.318,-126.625,+76.2159,-169.423
2019-04-21 16:22:00 GMT,+216.311,-126.634,+77.0444,-169.917
2019-04-21 16:23:00 GMT,+216.298,-126.649,+78.4468,-170.761
2019-04-21 16:24:00 GMT,+216.29,-126.658,+79.3162,-171.279
2019-04-21 16:25:00 GMT,+216.321,-126.658,+78.8933,-168.601
2019-04-21 16:26:00 GMT,+216.31,-126.67,+80.0357,-169.292
2019-04-21 16:27:00 GMT,+216.298,-126.684,+81.4041,-170.114
2019-04-21 16:28:00 GMT,+216.29,-126.693,+82.3002,-170.649
2019-04-21 16:29:00 GMT,+216.279,-126.706,+83.4685,-171.352
2019-04-21 16:30:00 GMT,+216.288,-126.676,+80.9626,-171.03
2019-04-21 16:31:00 GMT,+216.284,-126.681,+81.383,-171.299
2019-04-21 16:32:00 GMT,+216.275,-126.691,+82.3252,-171.86
2019-04-21 16:33:00 GMT,+216.263,-126.705,+83.7206,-172.691
2019-04-21 16:34:00 GMT,+216.255,-126.714,+84.5718,-173.2
2019-04-21 16:35:00 GMT,+216.161,-126.711,+85.8165,-181.303
2019-04-21 16:36:00 GMT,+216.18,-126.69,+83.7329,-180.1
2019-04-21 16:37:00 GMT,+216.171,-126.7,+84.6746,-180.625
2019-04-21 16:38:00 GMT,+216.158,-126.716,+86.2101,-181.546
2019-04-21 16:39:00 GMT,+216.148,-126.726,+87.2382,-182.164
2019-04-21 16:40:00 GMT,+215.982,-126.72,+89.2783,-196.488
2019-04-21 16:41:00 GMT,+215.986,-126.714,+88.76,-196.198
2019-04-21 16:42:00 GMT,+215.988,-126.712,+88.5794,-196.085
2019-04-21 16:43:00 GMT,+215.975,-126.728,+90.0389,-196.955
2019-04-21 16:44:00 GMT,+215.963,-126.742,+91.3764,-197.762
2019-04-21 16:45:00 GMT,+215.822,-126.697,+90.0013,-210.539
2019-04-21 16:46:00 GMT,+215.809,-126.712,+91.3701,-211.364
2019-04-21 16:47:00 GMT,+215.808,-126.714,+91.5782,-211.496
2019-04-21 16:48:00 GMT,+215.811,-126.71,+91.1656,-211.251
2019-04-21 16:49:00 GMT,+215.814,-126.706,+90.8074,-211.037
2019-04-21 16:50:00 GMT,+215.66,-126.694,+92.2989,-224.411
2019-04-21 16:51:00 GMT,+215.648,-126.708,+93.6385,-225.221
2019-04-21 16:52:00 GMT,+215.637,-126.72,+94.8122,-225.931
2019-04-21 16:53:00 GMT,+215.628,-126.731,+95.8417,-226.555
2019-04-21 16:54:00 GMT,+215.633,-126.724,+95.248,-226.2
2019-04-21 16:55:00 GMT,+215.498,-126.718,+96.8358,-237.929
2019-04-21 16:56:00 GMT,+215.485,-126.733,+98.3101,-238.824
2019-04-21 16:57:00 GMT,+215.474,-126.745,+99.4924,-239.54
2019-04-21 16:58:00 GMT,+215.462,-126.759,+100.823,-240.348
2019-04-21 16:59:00 GMT,+215.459,-126.762,+101.109,-240.523
2019-04-21 17:00:00 GMT,+215.362,-126.765,+102.821,-248.885
2019-04-21 17:01:00 GMT,+215.357,-126.77,+103.295,-249.174
2019-04-21 17:02:00 GMT,+215.357,-126.77,+103.295,-249.174
2019-04-21 17:03:00 GMT,+215.357,-126.77,+103.295,-249.174
2019-04-21 17:04:00 GMT,+215.357,-126.77,+103.295,-249.174
2019-04-21 17:05:00 GMT,+215.327,-126.762,+103.083,-251.95
2019-04-21 17:06:00 GMT,+215.327,-126.762,+103.083,-251.95
2019-04-21 17:07:00 GMT,+215.327,-126.762,+103.083,-251.95
2019-04-21 17:08:00 GMT,+215.327,-126.762,+103.083,-251.95
2019-04-21 17:09:00 GMT,+215.327,-126.762,+103.083,-251.95
2019-04-21 17:10:00 GMT,+215.316,-126.761,+103.208,-253.002
2019-04-21 17:11:00 GMT,+215.316,-126.761,+103.208,-253.002
2019-04-21 17:12:00 GMT,+215.316,-126.761,+103.208,-253.002
2019-04-21 17:13:00 GMT,+215.316,-126.761,+103.208,-253.002
2019-04-21 17:14:00 GMT,+215.316,-126.761,+103.208,-253.002
2019-04-21 17:15:00 GMT,+215.417,-126.733,+99.2377,-244.775
2019-04-21 17:16:00 GMT,+215.417,-126.733,+99.2377,-244.775
2019-04-21 17:17:00 GMT,+215.417,-126.733,+99.2377,-244.775
2019-04-21 17:18:00 GMT,+215.417,-126.733,+99.2377,-244.775
2019-04-21 17:19:00 GMT,+215.417,-126.733,+99.2377,-244.775
2019-04-21 17:20:00 GMT,+215.496,-126.711,+96.2209,-238.429
2019-04-21 17:21:00 GMT,+215.496,-126.711,+96.2209,-238.429
2019-04-21 17:22:00 GMT,+215.496,-126.711,+96.2209,-238.429
2019-04-21 17:23:00 GMT,+215.496,-126.711,+96.2209,-238.429
2019-04-21 17:24:00 GMT,+215.496,-126.711,+96.2209,-238.429
2019-04-21 17:25:00 GMT,+215.517,-126.706,+95.4174,-236.766
2019-04-21 17:26:00 GMT,+215.517,-126.706,+95.4174,-236.766
2019-04-21 17:27:00 GMT,+215.517,-126.706,+95.4174,-236.766
2019-04-21 17:28:00 GMT,+215.517,-126.706,+95.4174,-236.766
2019-04-21 17:29:00 GMT,+215.517,-126.706,+95.4174,-236.766
2019-04-21 17:30:00 GMT,+215.56,-126.694,+93.742,-233.217
2019-04-21 17:31:00 GMT,+215.56,-126.694,+93.742,-233.217
2019-04-21 17:32:00 GMT,+215.56,-126.694,+93.742,-233.217
2019-04-21 17:33:00 GMT,+215.56,-126.694,+93.742,-233.217
2019-04-21 17:34:00 GMT,+215.56,-126.694,+93.742,-233.217
2019-04-21 17:35:00 GMT,+215.609,-126.68,+91.8527,-229.322
2019-04-21 17:36:00 GMT,+215.609,-126.68,+91.8527,-229.322
2019-04-21 17:37:00 GMT,+215.609,-126.68,+91.8527,-229.322
2019-04-21 17:38:00 GMT,+215.609,-126.68,+91.8527,-229.322
2019-04-21 17:39:00 GMT,+215.609,-126.68,+91.8527,-229.322
2019-04-21 17:40:00 GMT,+215.666,-126.664,+89.6703,-224.813
2019-04-21 17:41:00 GMT,+215.666,-126.664,+89.6703,-224.813
2019-04-21 17:42:00 GMT,+215.666,-126.664,+89.6703,-224.813
2019-04-21 17:43:00 GMT,+215.666,-126.664,+89.6703,-224.813
2019-04-21 17:44:00 GMT,+215.666,-126.664,+89.6703,-224.813
2019-04-21 17:45:00 GMT,+215.69,-126.659,+88.7986,-222.944
2019-04-21 17:46:00 GMT,+215.69,-126.659,+88.7986,-222.944
2019-04-21 17:47:00 GMT,+215.69,-126.659,+88.7986,-222.944
2019-04-21 17:48:00 GMT,+215.69,-126.659,+88.7986,-222.944
2019-04-21 17:49:00 GMT,+215.69,-126.659,+88.7986,-222.944
2019-04-21 17:50:00 GMT,+215.673,-126.663,+89.3597,-224.183
2019-04-21 17:51:00 GMT,+215.673,-126.663,+89.3597,-224.183
2019-04-21 17:52:00 GMT,+215.673,-126.663,+89.3597,-224.183
2019-04-21 17:53:00 GMT,+215.673,-126.663,+89.3597,-224.183
2019-04-21 17:54:00 GMT,+215.673,-126.663,+89.3597,-224.183
2019-04-21 17:55:00 GMT,+215.594,-126.683,+92.2846,-230.423
2019-04-21 17:56:00 GMT,+215.594,-126.683,+92.2846,-230.423
2019-04-21 17:57:00 GMT,+215.594,-126.683,+92.2846,-230.423
2019-04-21 17:58:00 GMT,+215.594,-126.683,+92.2846,-230.423
2019-04-21 17:59:00 GMT,+215.693,-126.57,+81.3519,-223.825
2019-04-21 18:00:00 GMT,+215.645,-126.583,+83.265,-227.449
2019-04-21 18:01:00 GMT,+215.643,-126.585,+83.4707,-227.573
2019-04-21 18:02:00 GMT,+215.64,-126.589,+83.8803,-227.821
2019-04-21 18:03:00 GMT,+215.633,-126.597,+84.6231,-228.27
2019-04-21 18:04:00 GMT,+215.627,-126.603,+85.2082,-228.623
2019-04-21 18:05:00 GMT,+215.563,-126.623,+87.9217,-233.528
2019-04-21 18:06:00 GMT,+215.554,-126.633,+88.8774,-234.107
2019-04-21 18:07:00 GMT,+215.544,-126.644,+89.9285,-234.743
2019-04-21 18:08:00 GMT,+215.534,-126.656,+91.1295,-235.471
2019-04-21 18:09:00 GMT,+215.524,-126.667,+92.1332,-236.079
2019-04-21 18:10:00 GMT,+215.603,-126.654,+89.7722,-229.932
2019-04-21 18:11:00 GMT,+215.591,-126.667,+91.0466,-230.703
2019-04-21 18:12:00 GMT,+215.583,-126.677,+91.9958,-231.277
2019-04-21 18:13:00 GMT,+215.575,-126.686,+92.8025,-231.765
2019-04-21 18:14:00 GMT,+215.568,-126.694,+93.5897,-232.242
2019-04-21 18:15:00 GMT,+215.442,-126.728,+98.4441,-241.966
2019-04-21 18:16:00 GMT,+215.438,-126.732,+98.8841,-242.233
2019-04-21 18:17:00 GMT,+215.434,-126.736,+99.3044,-242.489
2019-04-21 18:18:00 GMT,+215.432,-126.739,+99.5319,-242.627
2019-04-21 18:19:00 GMT,+215.433,-126.737,+99.397,-242.545
2019-04-21 18:20:00 GMT,+215.074,-126.822,+112.365,-270.528
2019-04-21 18:21:00 GMT,+215.071,-126.825,+112.641,-270.698
2019-04-21 18:22:00 GMT,+215.071,-126.825,+112.65,-270.703
2019-04-21 18:23:00 GMT,+215.071,-126.825,+112.65,-270.703
2019-04-21 18:24:00 GMT,+215.071,-126.825,+112.65,-270.703
2019-04-21 18:25:00 GMT,+214.813,-126.667,+104.219,-293.727
2019-04-21 18:26:00 GMT,+214.813,-126.667,+104.219,-293.727
2019-04-21 18:27:00 GMT,+214.813,-126.667,+104.219,-293.727
2019-04-21 18:28:00 GMT,+214.813,-126.667,+104.209,-293.722
2019-04-21 18:29:00 GMT,+214.813,-126.667,+104.219,-293.727
2019-04-21 18:30:00 GMT,+214.493,-126.465,+93.0559,-322.585
2019-04-21 18:31:00 GMT,+214.493,-126.465,+93.0559,-322.585
2019-04-21 18:32:00 GMT,+214.493,-126.465,+93.0559,-322.585
2019-04-21 18:33:00 GMT,+214.493,-126.465,+93.0559,-322.585
2019-04-21 18:34:00 GMT,+214.493,-126.465,+93.0559,-322.585
2019-04-21 18:35:00 GMT,+214.059,-126.329,+89.2953,-359.775
2019-04-21 18:36:00 GMT,+214.059,-126.329,+89.2953,-359.775
2019-04-21 18:37:00 GMT,+214.059,-126.329,+89.2953,-359.775
2019-04-21 18:38:00 GMT,+214.059,-126.329,+89.2953,-359.775
2019-04-21 18:39:00 GMT,+214.059,-126.329,+89.2953,-359.775
2019-04-21 18:40:00 GMT,+213.398,-126.509,+115.101,-411.229
2019-04-21 18:41:00 GMT,+213.398,-126.509,+115.101,-411.229
2019-04-21 18:42:00 GMT,+213.398,-126.509,+115.101,-411.229
2019-04-21 18:43:00 GMT,+213.398,-126.509,+115.101,-411.229
2019-04-21 18:44:00 GMT,+213.398,-126.509,+115.101,-411.229
2019-04-21 18:45:00 GMT,+212.749,-126.68,+140.019,-461.876
2019-04-21 18:46:00 GMT,+212.749,-126.68,+140.019,-461.876
2019-04-21 18:47:00 GMT,+212.749,-126.68,+140.019,-461.876
2019-04-21 18:48:00 GMT,+212.749,-126.68,+140.019,-461.876
2019-04-21 18:49:00 GMT,+212.749,-126.68,+140.019,-461.876
2019-04-21 18:50:00 GMT,+212.261,-126.803,+158.384,-500.162
2019-04-21 18:51:00 GMT,+212.261,-126.803,+158.384,-500.162
2019-04-21 18:52:00 GMT,+212.261,-126.803,+158.384,-500.162
2019-04-21 18:53:00 GMT,+212.261,-126.803,+158.384,-500.162
2019-04-21 18:54:00 GMT,+212.261,-126.803,+158.384,-500.162
2019-04-21 18:55:00 GMT,+211.988,-126.839,+165.877,-522.384
2019-04-21 18:56:00 GMT,+211.988,-126.839,+165.877,-522.384
2019-04-21 18:57:00 GMT,+211.988,-126.839,+165.877,-522.384
2019-04-21 18:58:00 GMT,+211.988,-126.839,+165.877,-522.384
2019-04-21 18:59:00 GMT,+211.988,-126.839,+165.877,-522.384
2019-04-21 19:00:00 GMT,+211.971,-126.825,+164.979,-524.621
2019-04-21 19:01:00 GMT,+211.971,-126.825,+164.979,-524.621
2019-04-21 19:02:00 GMT,+211.971,-126.825,+164.979,-524.621
2019-04-21 19:03:00 GMT,+211.971,-126.825,+164.979,-524.621
2019-04-21 19:04:00 GMT,+211.971,-126.825,+164.979,-524.621
2019-04-21 19:05:00 GMT,+211.508,-126.929,+181.242,-561.201
2019-04-21 19:06:00 GMT,+211.508,-126.929,+181.242,-561.201
2019-04-21 19:07:00 GMT,+211.508,-126.929,+181.242,-561.201
2019-04-21 19:08:00 GMT,+211.508,-126.929,+181.242,-561.201
2019-04-21 19:09:00 GMT,+211.508,-126.929,+181.242,-561.201
2019-04-21 19:10:00 GMT,+211.316,-126.945,+185.699,-577.28
2019-04-21 19:11:00 GMT,+211.316,-126.945,+185.699,-577.28
2019-04-21 19:12:00 GMT,+211.316,-126.945,+185.699,-577.28
2019-04-21 19:13:00 GMT,+211.316,-126.945,+185.699,-577.28
2019-04-21 19:14:00 GMT,+211.316,-126.945,+185.699,-577.28
2019-04-21 19:15:00 GMT,+211.627,-126.841,+171.714,-553.513
2019-04-21 19:16:00 GMT,+211.627,-126.841,+171.714,-553.513
2019-04-21 19:17:00 GMT,+211.627,-126.841,+171.714,-553.513
2019-04-21 19:18:00 GMT,+211.627,-126.841,+171.714,-553.513
2019-04-21 19:19:00 GMT,+211.627,-126.841,+171.714,-553.513
2019-04-21 19:20:00 GMT,+212.221,-126.668,+147.161,-507.471
2019-04-21 19:21:00 GMT,+212.221,-126.668,+147.161,-507.471
2019-04-21 19:22:00 GMT,+212.221,-126.668,+147.161,-507.471
2019-04-21 19:23:00 GMT,+212.221,-126.668,+147.161,-507.471
2019-04-21 19:24:00 GMT,+212.221,-126.668,+147.161,-507.471
2019-04-21 19:25:00 GMT,+213.052,-126.43,+113.522,-442.631
2019-04-21 19:26:00 GMT,+213.052,-126.43,+113.522,-442.631
2019-04-21 19:27:00 GMT,+213.052,-126.43,+113.522,-442.631
2019-04-21 19:28:00 GMT,+213.052,-126.43,+113.522,-442.631
2019-04-21 19:29:00 GMT,+213.052,-126.43,+113.522,-442.631
2019-04-21 19:30:00 GMT,+214.008,-126.169,+76.0242,-367.864
2019-04-21 19:31:00 GMT,+214.008,-126.169,+76.0242,-367.864
2019-04-21 19:32:00 GMT,+214.008,-126.169,+76.0242,-367.864
2019-04-21 19:33:00 GMT,+214.008,-126.169,+76.0242,-367.864
2019-04-21 19:34:00 GMT,+214.008,-126.169,+76.0242,-367.864
2019-04-21 19:35:00 GMT,+214.453,-126.358,+83.9143,-328.669
2019-04-21 19:36:00 GMT,+214.453,-126.358,+83.9143,-328.669
2019-04-21 19:37:00 GMT,+214.453,-126.358,+83.9143,-328.669
2019-04-21 19:38:00 GMT,+214.453,-126.358,+83.9143,-328.669
2019-04-21 19:39:00 GMT,+214.453,-126.358,+83.9143,-328.669
2019-04-21 19:40:00 GMT,+214.827,-126.746,+109.728,-292.421
2019-04-21 19:41:00 GMT,+214.827,-126.746,+109.728,-292.421
2019-04-21 19:42:00 GMT,+214.827,-126.746,+109.728,-292.421
2019-04-21 19:43:00 GMT,+214.827,-126.746,+109.728,-292.421
2019-04-21 19:44:00 GMT,+214.827,-126.746,+109.728,-292.421
