# file...... output/LOAD36_data.csv
# date...... Mon May  2 08:46:21 2022
# user...... user
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD36:base_power_B, Bus676:measured_power.real, inv_36_sol:VA_Out.real, inv_36_batt:VA_Out.real, Bus676:measured_voltage_B.real, Bus676:measured_current_B.real
2019-09-30 00:00:00 GMT,+7355.6,+2999.97,+0.0847326,+2884.44,-191.417,-28.8864
2019-09-30 00:01:00 GMT,+7355.6,+3000,+0,+2884.48,-191.416,-28.8865
2019-09-30 00:02:00 GMT,+7355.6,+3000,+0,+2884.48,-191.416,-28.8865
2019-09-30 00:03:00 GMT,+7355.6,+3000,+0,+2884.48,-191.416,-28.8865
2019-09-30 00:04:00 GMT,+7355.6,+3000,+0,+2884.48,-191.416,-28.8865
2019-09-30 00:05:00 GMT,+7560.28,+3048.22,+0,+3000,-190.846,-29.7216
2019-09-30 00:06:00 GMT,+7560.28,+3048.22,+0,+3000,-190.846,-29.7216
2019-09-30 00:07:00 GMT,+7560.28,+3047.24,+1.1042,+3000,-190.851,-29.7193
2019-09-30 00:08:00 GMT,+7560.28,+3047.3,+1.04064,+3000,-190.85,-29.7194
2019-09-30 00:09:00 GMT,+7560.28,+3048.22,+0,+3000,-190.846,-29.7216
2019-09-30 00:10:00 GMT,+7714.46,+3171.56,+0,+3000,-190.269,-30.4905
2019-09-30 00:11:00 GMT,+7714.46,+3170.54,+1.15344,+3000,-190.274,-30.488
2019-09-30 00:12:00 GMT,+7714.46,+3168.67,+3.25432,+3000,-190.283,-30.4835
2019-09-30 00:13:00 GMT,+7714.46,+3167.5,+4.56403,+3000,-190.288,-30.4807
2019-09-30 00:14:00 GMT,+7714.46,+3167.15,+4.95983,+3000,-190.29,-30.4799
2019-09-30 00:15:00 GMT,+7818.13,+3250.22,+4.81973,+3000,-189.895,-31.0003
2019-09-30 00:16:00 GMT,+7818.13,+3252.21,+2.57742,+3000,-189.885,-31.0051
2019-09-30 00:17:00 GMT,+7818.13,+3254.5,+0,+3000,-189.874,-31.0106
2019-09-30 00:18:00 GMT,+7818.13,+3254.5,+0,+3000,-189.874,-31.0106
2019-09-30 00:19:00 GMT,+7818.13,+3254.5,+0,+3000,-189.874,-31.0106
2019-09-30 00:20:00 GMT,+7871.3,+3297.04,+0,+3000,-189.68,-31.276
2019-09-30 00:21:00 GMT,+7871.3,+3297.04,+0,+3000,-189.68,-31.276
