# file...... output/LOAD33_data.csv
# date...... Mon May  2 08:46:21 2022
# user...... user
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD33:base_power_C, Bus619:measured_power.real, inv_33_sol:VA_Out.real, inv_33_batt:VA_Out.real, Bus619:measured_voltage_C.real, Bus619:measured_current_C.real
2019-09-30 00:00:00 GMT,+7136.32,+2999.97,+0.0847326,+2709.01,-7.95871,+16.6902
2019-09-30 00:01:00 GMT,+7136.32,+3000,+0,+2709.05,-7.95879,+16.6903
2019-09-30 00:02:00 GMT,+7136.32,+3000,+0,+2709.05,-7.95879,+16.6903
2019-09-30 00:03:00 GMT,+7136.32,+3000,+0,+2709.05,-7.95879,+16.6903
2019-09-30 00:04:00 GMT,+7136.32,+3000,+0,+2709.05,-7.95879,+16.6903
2019-09-30 00:05:00 GMT,+7445.73,+3000,+0,+2956.58,-8.21274,+17.4138
2019-09-30 00:06:00 GMT,+7445.73,+3000,+0,+2956.58,-8.21274,+17.4138
2019-09-30 00:07:00 GMT,+7445.73,+2999.02,+1.1042,+2956.58,-8.2122,+17.4129
2019-09-30 00:08:00 GMT,+7445.73,+2999.07,+1.04064,+2956.58,-8.21223,+17.4129
2019-09-30 00:09:00 GMT,+7445.73,+3000,+0,+2956.58,-8.21274,+17.4138
2019-09-30 00:10:00 GMT,+7684.45,+3147.56,+0,+3000,-8.3391,+17.9846
2019-09-30 00:11:00 GMT,+7684.45,+3146.54,+1.15344,+3000,-8.33855,+17.9837
2019-09-30 00:12:00 GMT,+7684.45,+3144.66,+3.25432,+3000,-8.33753,+17.9819
2019-09-30 00:13:00 GMT,+7684.45,+3143.5,+4.56403,+3000,-8.3369,+17.9809
2019-09-30 00:14:00 GMT,+7684.45,+3143.15,+4.95983,+3000,-8.33671,+17.9805
2019-09-30 00:15:00 GMT,+7852.5,+3277.71,+4.81973,+3000,-8.42101,+18.3838
2019-09-30 00:16:00 GMT,+7852.5,+3279.7,+2.57742,+3000,-8.4221,+18.3857
2019-09-30 00:17:00 GMT,+7852.5,+3282,+0,+3000,-8.42334,+18.3878
2019-09-30 00:18:00 GMT,+7852.5,+3282,+0,+3000,-8.42334,+18.3878
2019-09-30 00:19:00 GMT,+7852.5,+3282,+0,+3000,-8.42334,+18.3878
2019-09-30 00:20:00 GMT,+7949.86,+3359.89,+0,+3000,-8.47282,+18.6228
2019-09-30 00:21:00 GMT,+7949.86,+3359.89,+0,+3000,-8.47282,+18.6228
2019-09-30 00:22:00 GMT,+7949.86,+3359.89,+0,+3000,-8.47282,+18.6228
2019-09-30 00:23:00 GMT,+7949.86,+3359.89,+0,+3000,-8.47282,+18.6228
2019-09-30 00:24:00 GMT,+7949.86,+3359.86,+0.0334765,+3000,-8.47281,+18.6227
2019-09-30 00:25:00 GMT,+7976.55,+3380.18,+1.18646,+3000,-8.48699,+18.6882
2019-09-30 00:26:00 GMT,+7976.55,+3380.32,+1.02751,+3000,-8.48707,+18.6883
2019-09-30 00:27:00 GMT,+7976.55,+3380.95,+0.321153,+3000,-8.4874,+18.6889
2019-09-30 00:28:00 GMT,+7976.55,+3381.24,+0,+3000,-8.48756,+18.6892
2019-09-30 00:29:00 GMT,+7976.55,+3381.24,+0,+3000,-8.48756,+18.6892
2019-09-30 00:30:00 GMT,+7773.14,+3218.07,+0.500425,+3000,-8.43869,+18.2022
2019-09-30 00:31:00 GMT,+7773.14,+3216.87,+1.84981,+3000,-8.43804,+18.2011
2019-09-30 00:32:00 GMT,+7773.14,+3217.91,+0.681015,+3000,-8.4386,+18.2021
2019-09-30 00:33:00 GMT,+7773.14,+3218.51,+0,+3000,-8.43893,+18.2026
2019-09-30 00:34:00 GMT,+7773.14,+3218.51,+0,+3000,-8.43893,+18.2026
2019-09-30 00:35:00 GMT,+7646.01,+3116.81,+0,+3000,-8.35536,+17.9064
2019-09-30 00:36:00 GMT,+7646.01,+3116.81,+0,+3000,-8.35536,+17.9064
2019-09-30 00:37:00 GMT,+7646.01,+3116.81,+0,+3000,-8.35536,+17.9064
2019-09-30 00:38:00 GMT,+7646.01,+3116.81,+0,+3000,-8.35536,+17.9064
2019-09-30 00:39:00 GMT,+7646.01,+3116.81,+0,+3000,-8.35536,+17.9064
2019-09-30 00:40:00 GMT,+7587.49,+3070,+0,+3000,-8.30923,+17.7635
2019-09-30 00:41:00 GMT,+7587.49,+3068.63,+1.53455,+3000,-8.30849,+17.7622
2019-09-30 00:42:00 GMT,+7587.49,+3067.37,+2.94754,+3000,-8.30782,+17.7611
2019-09-30 00:43:00 GMT,+7587.49,+3066.57,+3.85037,+3000,-8.30738,+17.7603
2019-09-30 00:44:00 GMT,+7587.49,+3066.64,+3.77396,+3000,-8.30742,+17.7604
2019-09-30 00:45:00 GMT,+7561.04,+3046.38,+2.75591,+3000,-8.24519,+17.6963
2019-09-30 00:46:00 GMT,+7561.04,+3046.72,+2.37995,+3000,-8.24537,+17.6966
2019-09-30 00:47:00 GMT,+7561.04,+3046.49,+2.63112,+3000,-8.24525,+17.6964
2019-09-30 00:48:00 GMT,+7561.04,+3044.8,+4.5323,+3000,-8.24434,+17.6948
2019-09-30 00:49:00 GMT,+7561.04,+3047.26,+1.76944,+3000,-8.24566,+17.6971
2019-09-30 00:50:00 GMT,+7406.62,+2925.3,+0,+3000,-8.11665,+17.3325
2019-09-30 00:51:00 GMT,+7406.62,+2925.3,+0,+3000,-8.11665,+17.3325
2019-09-30 00:52:00 GMT,+7406.62,+2925.3,+0,+3000,-8.11665,+17.3325
2019-09-30 00:53:00 GMT,+7406.62,+2925.3,+0,+3000,-8.11665,+17.3325
2019-09-30 00:54:00 GMT,+7406.62,+2925.08,+0.246105,+3000,-8.11653,+17.3323
2019-09-30 00:55:00 GMT,+7350.64,+2880.51,+0,+3000,-8.07623,+17.1978
2019-09-30 00:56:00 GMT,+7350.64,+2880.51,+0,+3000,-8.07623,+17.1978
2019-09-30 00:57:00 GMT,+7350.64,+2880.51,+0,+3000,-8.07623,+17.1978
2019-09-30 00:58:00 GMT,+7350.64,+2880.51,+0,+3000,-8.07623,+17.1978
2019-09-30 00:59:00 GMT,+7350.64,+2880.51,+0,+3000,-8.07623,+17.1978
2019-09-30 01:00:00 GMT,+7433.51,+2946.81,+0,+3000,-8.1197,+17.3898
2019-09-30 01:01:00 GMT,+7433.51,+2945.68,+1.27068,+3000,-8.11909,+17.3888
2019-09-30 01:02:00 GMT,+7433.51,+2946.81,+0,+3000,-8.1197,+17.3898
2019-09-30 01:03:00 GMT,+7433.51,+2946.81,+0,+3000,-8.1197,+17.3898
2019-09-30 01:04:00 GMT,+7433.51,+2946.81,+0,+3000,-8.1197,+17.3898
2019-09-30 01:05:00 GMT,+7428.17,+2942.54,+0,+3000,-8.17703,+17.3641
2019-09-30 01:06:00 GMT,+7428.17,+2942.54,+0,+3000,-8.17703,+17.3641
2019-09-30 01:07:00 GMT,+7428.17,+2941.66,+0.984498,+3000,-8.17656,+17.3633
2019-09-30 01:08:00 GMT,+7428.17,+2941.58,+1.07691,+3000,-8.17651,+17.3633
2019-09-30 01:09:00 GMT,+7428.17,+2942.54,+0,+3000,-8.17703,+17.3641
2019-09-30 01:10:00 GMT,+7440.12,+2952.1,+0,+3000,-8.17667,+17.3905
2019-09-30 01:11:00 GMT,+7440.12,+2952.1,+0,+3000,-8.17667,+17.3905
2019-09-30 01:12:00 GMT,+7440.12,+2952.1,+0,+3000,-8.17667,+17.3905
2019-09-30 01:13:00 GMT,+7440.12,+2952.1,+0,+3000,-8.17667,+17.3905
2019-09-30 01:14:00 GMT,+7440.12,+2952.1,+0,+3000,-8.17667,+17.3905
