# file...... output/current2.csv
# date...... Thu May  5 00:27:54 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,Bus619:measured_current_C.real, Bus629:measured_current_A.real, Bus639:measured_current_B.real, Bus676:measured_current_B.real, Bus682:measured_current_B.real, Bus688:measured_current_B.real, Bus701:measured_current_C.real, Bus702:measured_current_B.real, Bus755:measured_current_B.real, Bus778:measured_current_C.real, Bus780:measured_current_C.real, Bus785:measured_current_B.real, Bus813:measured_current_B.real, Bus817:measured_current_A.real, Bus835:measured_current_C.real, Bus860:measured_current_A.real, Bus861:measured_current_A.real, Bus886:measured_current_B.real, Bus896:measured_current_A.real, Bus898:measured_current_A.real, Bus899:measured_current_B.real, Bus900:measured_current_A.real, Bus906:measured_current_A
2019-09-30 00:00:00 GMT,+19.1637,+12.1659,-32.3782,-32.5655,-32.557,-30.2183,+20.4777,-32.2087,-13.9426,+7.66227,+7.86013,-13.8258,-14.238,+5.70186,+7.77553,+6.08138,+5.93324,-13.6485,+5.87629,+5.84409,-14.1468,+6.14056,+5.96153-12.3504j
2019-09-30 00:01:00 GMT,+19.1638,+12.166,-32.3783,-32.5657,-32.5572,-30.2184,+20.4778,-32.2088,-13.9427,+7.66228,+7.86014,-13.826,-14.2381,+5.70197,+7.77554,+6.08149,+5.93335,-13.6486,+5.87641,+5.8442,-14.1469,+6.14067,+5.96164-12.3505j
2019-09-30 00:02:00 GMT,+19.1638,+12.166,-32.3783,-32.5657,-32.5572,-30.2184,+20.4778,-32.2088,-13.9427,+7.66228,+7.86014,-13.826,-14.2381,+5.70197,+7.77554,+6.08149,+5.93335,-13.6486,+5.87641,+5.8442,-14.1469,+6.14067,+5.96164-12.3505j
2019-09-30 00:03:00 GMT,+19.1638,+12.166,-32.3783,-32.5657,-32.5572,-30.2184,+20.4778,-32.2088,-13.9427,+7.66228,+7.86014,-13.826,-14.2381,+5.70197,+7.77554,+6.08149,+5.93335,-13.6486,+5.87641,+5.8442,-14.1469,+6.14067,+5.96164-12.3505j
2019-09-30 00:04:00 GMT,+19.1638,+12.166,-32.3783,-32.5657,-32.5572,-30.2184,+20.4778,-32.2088,-13.9427,+7.66228,+7.86014,-13.826,-14.2381,+5.70197,+7.77554,+6.08149,+5.93335,-13.6486,+5.87641,+5.8442,-14.1469,+6.14067,+5.96164-12.3505j
2019-09-30 00:05:00 GMT,+20.4157,+13.2497,-33.8957,-34.4665,-34.3351,-32.6382,+21.3568,-33.8806,-15.4327,+8.50033,+8.72134,-15.4205,-15.5869,+6.49036,+8.54065,+6.72003,+6.61088,-15.2799,+6.59952,+6.58323,-15.5708,+6.76754,+6.65588-13.6798j
2019-09-30 00:06:00 GMT,+20.4157,+13.2497,-33.8957,-34.4665,-34.3351,-32.6382,+21.3568,-33.8806,-15.4327,+8.50033,+8.72134,-15.4205,-15.5869,+6.49036,+8.54065,+6.72003,+6.61088,-15.2799,+6.59952,+6.58323,-15.5708,+6.76754,+6.65588-13.6798j
2019-09-30 00:07:00 GMT,+20.4153,+13.2482,-33.8936,-34.4644,-34.333,-32.6362,+21.3563,-33.8786,-15.4311,+8.50015,+8.72114,-15.4188,-15.5853,+6.4889,+8.54046,+6.71857,+6.60942,-15.2782,+6.59805,+6.58175,-15.5691,+6.76607,+6.6544-13.6787j
2019-09-30 00:08:00 GMT,+20.4153,+13.2483,-33.8937,-34.4646,-34.3331,-32.6364,+21.3564,-33.8787,-15.4312,+8.50016,+8.72115,-15.4189,-15.5854,+6.48899,+8.54047,+6.71865,+6.6095,-15.2783,+6.59814,+6.58184,-15.5692,+6.76616,+6.65448-13.6788j
2019-09-30 00:09:00 GMT,+20.4157,+13.2497,-33.8957,-34.4665,-34.3351,-32.6382,+21.3568,-33.8806,-15.4327,+8.50033,+8.72134,-15.4205,-15.5869,+6.49036,+8.54065,+6.72003,+6.61088,-15.2799,+6.59952,+6.58323,-15.5708,+6.76754,+6.65588-13.6798j
2019-09-30 00:10:00 GMT,+21.3899,+14.1216,-35.1032,-35.9352,-35.735,-34.5647,+22.0395,-35.2053,-16.6145,+9.1872,+9.4331,-16.6219,-16.6532,+7.1321,+9.17347,+7.1813,+7.14981,-16.6124,+7.16741,+7.19972,-16.7059,+7.21122,+7.21697-14.7739j
2019-09-30 00:11:00 GMT,+21.3894,+14.12,-35.101,-35.9329,-35.7328,-34.5626,+22.0389,-35.2031,-16.6127,+9.187,+9.43288,-16.6202,-16.6514,+7.13056,+9.17325,+7.17976,+7.14827,-16.6106,+7.16586,+7.19816,-16.704,+7.20967,+7.21541-14.7727j
2019-09-30 00:12:00 GMT,+21.3885,+14.1169,-35.097,-35.9289,-35.7287,-34.5587,+22.0379,-35.1992,-16.6094,+9.18663,+9.43247,-16.617,-16.6481,+7.12774,+9.17285,+7.17695,+7.14545,-16.6072,+7.16304,+7.19531,-16.7007,+7.20685,+7.21256-14.7707j
2019-09-30 00:13:00 GMT,+21.3879,+14.115,-35.0945,-35.9264,-35.7262,-34.5564,+22.0373,-35.1968,-16.6074,+9.18639,+9.43221,-16.615,-16.6461,+7.12599,+9.1726,+7.17519,+7.1437,-16.6052,+7.16128,+7.19353,-16.6987,+7.20509,+7.21078-14.7694j
2019-09-30 00:14:00 GMT,+21.3877,+14.1145,-35.0938,-35.9256,-35.7255,-34.5556,+22.0372,-35.1961,-16.6068,+9.18633,+9.43213,-16.6144,-16.6454,+7.12546,+9.17252,+7.17466,+7.14317,-16.6046,+7.16075,+7.193,-16.698,+7.20456,+7.21025-14.769j
2019-09-30 00:15:00 GMT,+22.0667,+14.7545,-35.9584,-36.9248,-36.7115,-35.9469,+22.5001,-36.1343,-17.3592,+9.71675,+9.98093,-17.4074,-17.3474,+7.39517,+9.66701,+7.40518,+7.38657,-17.4414,+7.41591,+7.458,-17.4321,+7.43013,+7.46273-15.521j
2019-09-30 00:16:00 GMT,+22.0674,+14.7577,-35.9624,-36.9287,-36.7155,-35.9505,+22.5007,-36.138,-17.3597,+9.71709,+9.98128,-17.4079,-17.3478,+7.39526,+9.66735,+7.40527,+7.38666,-17.4419,+7.41601,+7.4581,-17.4326,+7.43023,+7.46283-15.5215j
2019-09-30 00:17:00 GMT,+22.0682,+14.7613,-35.9669,-36.9333,-36.72,-35.9547,+22.5015,-36.1422,-17.3602,+9.71748,+9.98167,-17.4084,-17.3484,+7.39534,+9.66774,+7.40534,+7.38674,-17.4424,+7.41609,+7.45819,-17.4332,+7.43031,+7.46292-15.522j
2019-09-30 00:18:00 GMT,+22.0682,+14.7613,-35.9669,-36.9333,-36.72,-35.9547,+22.5015,-36.1422,-17.3602,+9.71748,+9.98167,-17.4084,-17.3484,+7.39534,+9.66774,+7.40534,+7.38674,-17.4424,+7.41609,+7.45819,-17.4332,+7.43031,+7.46292-15.522j
2019-09-30 00:19:00 GMT,+22.0682,+14.7613,-35.9669,-36.9333,-36.72,-35.9547,+22.5015,-36.1422,-17.3602,+9.71748,+9.98167,-17.4084,-17.3484,+7.39534,+9.66774,+7.40534,+7.38674,-17.4424,+7.41609,+7.45819,-17.4332,+7.43031,+7.46292-15.522j
2019-09-30 00:20:00 GMT,+22.472,+15.1613,-36.5063,-37.4791,-37.3089,-36.8322,+22.7739,-36.7222,-17.8921,+10.0944,+10.376,-17.9609,-17.8602,+7.58176,+10.0295,+7.5683,+7.55977,-18.0447,+7.59546,+7.64635,-17.9633,+7.58759,+7.64287-16.0697j
2019-09-30 00:21:00 GMT,+22.472,+15.1613,-36.5063,-37.4791,-37.3089,-36.8322,+22.7739,-36.7222,-17.8921,+10.0944,+10.376,-17.9609,-17.8602,+7.58176,+10.0295,+7.5683,+7.55977,-18.0447,+7.59546,+7.64635,-17.9633,+7.58759,+7.64287-16.0697j
2019-09-30 00:22:00 GMT,+22.472,+15.1613,-36.5063,-37.4791,-37.3089,-36.8322,+22.7739,-36.7222,-17.8921,+10.0944,+10.376,-17.9609,-17.8602,+7.58176,+10.0295,+7.5683,+7.55977,-18.0447,+7.59546,+7.64635,-17.9633,+7.58759,+7.64287-16.0697j
2019-09-30 00:23:00 GMT,+22.472,+15.1613,-36.5063,-37.4791,-37.3089,-36.8322,+22.7739,-36.7222,-17.8921,+10.0944,+10.376,-17.9609,-17.8602,+7.58176,+10.0295,+7.5683,+7.55977,-18.0447,+7.59546,+7.64635,-17.9633,+7.58759,+7.64287-16.0697j
2019-09-30 00:24:00 GMT,+22.472,+15.1613,-36.5063,-37.479,-37.3088,-36.8321,+22.7739,-36.7221,-17.892,+10.0944,+10.376,-17.9608,-17.8601,+7.58172,+10.0295,+7.56825,+7.55972,-18.0447,+7.59541,+7.64631,-17.9632,+7.58754,+7.64282-16.0697j
2019-09-30 00:25:00 GMT,+22.6013,+15.3121,-36.7145,-37.5645,-37.4937,-37.1887,+22.8565,-36.9385,-18.2061,+10.3175,+10.6158,-18.2757,-18.185,+7.68771,+10.2584,+7.66713,+7.66567,-18.4147,+7.70206,+7.76045,-18.2921,+7.68003,+7.75327-16.4137j
2019-09-30 00:26:00 GMT,+22.6014,+15.3123,-36.7148,-37.5648,-37.4939,-37.1889,+22.8566,-36.9388,-18.2062,+10.3175,+10.6158,-18.2757,-18.185,+7.68772,+10.2584,+7.66714,+7.66568,-18.4148,+7.70207,+7.76046,-18.2921,+7.68004,+7.75327-16.4138j
2019-09-30 00:27:00 GMT,+22.6016,+15.3134,-36.7161,-37.5661,-37.4952,-37.1901,+22.8568,-36.94,-18.2063,+10.3176,+10.6159,-18.2759,-18.1852,+7.68774,+10.2586,+7.66716,+7.6657,-18.4149,+7.70209,+7.76049,-18.2923,+7.68006,+7.7533-16.4139j
2019-09-30 00:28:00 GMT,+22.6017,+15.3138,-36.7167,-37.5666,-37.4958,-37.1906,+22.8569,-36.9405,-18.2064,+10.3176,+10.616,-18.2759,-18.1852,+7.68775,+10.2586,+7.66717,+7.66571,-18.415,+7.7021,+7.7605,-18.2923,+7.68007,+7.75331-16.414j
2019-09-30 00:29:00 GMT,+22.6017,+15.3138,-36.7167,-37.5666,-37.4958,-37.1906,+22.8569,-36.9405,-18.2064,+10.3176,+10.616,-18.2759,-18.1852,+7.68775,+10.2586,+7.66717,+7.66571,-18.415,+7.7021,+7.7605,-18.2923,+7.68007,+7.75331-16.414j
2019-09-30 00:30:00 GMT,+22.5014,+15.1648,-36.6689,-36.9513,-37.2213,-37.0399,+22.6952,-36.8484,-17.586,+10.0197,+10.3597,-17.6406,-17.7826,+7.42809,+10.0465,+7.44364,+7.43185,-17.9224,+7.43498,+7.53311,-17.7504,+7.46645,+7.50981-15.983j
2019-09-30 00:31:00 GMT,+22.5008,+15.1629,-36.6663,-36.9487,-37.2186,-37.0373,+22.6945,-36.8459,-17.5838,+10.0194,+10.3594,-17.6385,-17.7805,+7.42628,+10.0463,+7.44183,+7.43004,-17.9202,+7.43316,+7.53127,-17.7482,+7.46462,+7.50797-15.9816j
2019-09-30 00:32:00 GMT,+22.5013,+15.1646,-36.6686,-36.951,-37.2209,-37.0395,+22.6951,-36.8481,-17.5857,+10.0196,+10.3597,-17.6403,-17.7823,+7.42785,+10.0465,+7.4434,+7.43161,-17.9221,+7.43474,+7.53287,-17.7501,+7.4662,+7.50957-15.9828j
2019-09-30 00:33:00 GMT,+22.5016,+15.1656,-36.6699,-36.9523,-37.2223,-37.0408,+22.6954,-36.8494,-17.5868,+10.0198,+10.3598,-17.6413,-17.7834,+7.42877,+10.0467,+7.44432,+7.43253,-17.9232,+7.43566,+7.53379,-17.7512,+7.46713,+7.5105-15.9835j
2019-09-30 00:34:00 GMT,+22.5016,+15.1656,-36.6699,-36.9523,-37.2223,-37.0408,+22.6954,-36.8494,-17.5868,+10.0198,+10.3598,-17.6413,-17.7834,+7.42877,+10.0467,+7.44432,+7.43253,-17.9232,+7.43566,+7.53379,-17.7512,+7.46713,+7.5105-15.9835j
2019-09-30 00:35:00 GMT,+21.7847,+14.5472,-35.7012,-35.8184,-36.2714,-35.715,+22.2045,-35.841,-17.2713,+9.8706,+10.157,-17.2371,-17.4728,+7.2092,+9.96538,+7.30496,+7.32105,-17.6241,+7.3655,+7.39448,-17.4921,+7.27724,+7.44597-15.8783j
2019-09-30 00:36:00 GMT,+21.7847,+14.5472,-35.7012,-35.8184,-36.2714,-35.715,+22.2045,-35.841,-17.2713,+9.8706,+10.157,-17.2371,-17.4728,+7.2092,+9.96538,+7.30496,+7.32105,-17.6241,+7.3655,+7.39448,-17.4921,+7.27724,+7.44597-15.8783j
2019-09-30 00:37:00 GMT,+21.7847,+14.5472,-35.7012,-35.8184,-36.2714,-35.715,+22.2045,-35.841,-17.2713,+9.8706,+10.157,-17.2371,-17.4728,+7.2092,+9.96538,+7.30496,+7.32105,-17.6241,+7.3655,+7.39448,-17.4921,+7.27724,+7.44597-15.8783j
2019-09-30 00:38:00 GMT,+21.7847,+14.5472,-35.7012,-35.8184,-36.2714,-35.715,+22.2045,-35.841,-17.2713,+9.8706,+10.157,-17.2371,-17.4728,+7.2092,+9.96538,+7.30496,+7.32105,-17.6241,+7.3655,+7.39448,-17.4921,+7.27724,+7.44597-15.8783j
2019-09-30 00:39:00 GMT,+21.7847,+14.5472,-35.7012,-35.8184,-36.2714,-35.715,+22.2045,-35.841,-17.2713,+9.8706,+10.157,-17.2371,-17.4728,+7.2092,+9.96538,+7.30496,+7.32105,-17.6241,+7.3655,+7.39448,-17.4921,+7.27724,+7.44597-15.8783j
2019-09-30 00:40:00 GMT,+21.0463,+14.0783,-34.8601,-34.5035,-35.4868,-34.6519,+21.9185,-35.1441,-17.3211,+9.81959,+10.0838,-17.2012,-17.4911,+7.04343,+9.89549,+7.26973,+7.27533,-17.4658,+7.32137,+7.37256,-17.5615,+7.25665,+7.44592-15.8898j
2019-09-30 00:41:00 GMT,+21.0457,+14.0761,-34.8572,-34.5006,-35.4839,-34.6491,+21.9178,-35.1413,-17.3187,+9.81931,+10.0835,-17.1989,-17.4887,+7.04138,+9.89518,+7.26768,+7.27327,-17.4633,+7.31931,+7.37048,-17.559,+7.25459,+7.44384-15.8883j
2019-09-30 00:42:00 GMT,+21.0451,+14.074,-34.8545,-34.4979,-35.4812,-34.6465,+21.9171,-35.1387,-17.3165,+9.81904,+10.0832,-17.1968,-17.4865,+7.0395,+9.89489,+7.26579,+7.27138,-17.4611,+7.31742,+7.36857,-17.5568,+7.2527,+7.44193-15.8869j
2019-09-30 00:43:00 GMT,+21.0447,+14.0727,-34.8528,-34.4962,-35.4794,-34.6449,+21.9167,-35.137,-17.3151,+9.81888,+10.083,-17.1954,-17.485,+7.03829,+9.89471,+7.26458,+7.27018,-17.4597,+7.31621,+7.36735,-17.5554,+7.25149,+7.44071-15.8859j
2019-09-30 00:44:00 GMT,+21.0447,+14.0729,-34.8529,-34.4963,-35.4796,-34.645,+21.9168,-35.1371,-17.3152,+9.81889,+10.083,-17.1955,-17.4852,+7.03839,+9.89473,+7.26468,+7.27028,-17.4598,+7.31631,+7.36745,-17.5555,+7.25159,+7.44081-15.886j
2019-09-30 00:45:00 GMT,+20.5223,+13.6137,-34.2718,-33.3605,-34.621,-33.8995,+21.5483,-34.394,-17.3815,+9.73936,+10.0208,-17.1152,-17.4212,+7.01726,+9.79934,+7.2507,+7.29255,-17.6706,+7.24354,+7.34895,-17.5032,+7.13699,+7.47062-15.9417j
2019-09-30 00:46:00 GMT,+20.5225,+13.6143,-34.2725,-33.3613,-34.6217,-33.9001,+21.5485,-34.3946,-17.3821,+9.73943,+10.0208,-17.1157,-17.4217,+7.01777,+9.79942,+7.2512,+7.29305,-17.6712,+7.24405,+7.34946,-17.5038,+7.13749,+7.47113-15.9421j
2019-09-30 00:47:00 GMT,+20.5224,+13.6139,-34.272,-33.3608,-34.6213,-33.8997,+21.5484,-34.3942,-17.3817,+9.73939,+10.0208,-17.1153,-17.4214,+7.01744,+9.79937,+7.25087,+7.29272,-17.6708,+7.24371,+7.34912,-17.5034,+7.13716,+7.47079-15.9418j
2019-09-30 00:48:00 GMT,+20.5216,+13.6112,-34.2684,-33.3573,-34.6177,-33.8963,+21.5475,-34.3907,-17.3787,+9.73904,+10.0204,-17.1125,-17.4184,+7.0149,+9.79899,+7.24833,+7.29018,-17.6677,+7.24117,+7.34655,-17.5003,+7.13461,+7.46822-15.9399j
2019-09-30 00:49:00 GMT,+20.5227,+13.6152,-34.2736,-33.3624,-34.6229,-33.9012,+21.5487,-34.3958,-17.383,+9.73954,+10.021,-17.1166,-17.4227,+7.01858,+9.79954,+7.25202,+7.29387,-17.6721,+7.24487,+7.35028,-17.5047,+7.13831,+7.47196-15.9427j
2019-09-30 00:50:00 GMT,+19.9125,+12.9475,-33.7031,-32.4919,-33.8993,-33.0136,+20.8303,-33.2806,-17.3571,+9.74658,+9.94599,-17.2006,-17.2926,+7.07812,+9.58433,+7.32006,+7.32146,-17.5411,+7.1987,+7.33905,-17.5098,+7.13516,+7.44346-15.8741j
2019-09-30 00:51:00 GMT,+19.9125,+12.9475,-33.7031,-32.4919,-33.8993,-33.0136,+20.8303,-33.2806,-17.3571,+9.74658,+9.94599,-17.2006,-17.2926,+7.07812,+9.58433,+7.32006,+7.32146,-17.5411,+7.1987,+7.33905,-17.5098,+7.13516,+7.44346-15.8741j
2019-09-30 00:52:00 GMT,+19.9125,+12.9475,-33.7031,-32.4919,-33.8993,-33.0136,+20.8303,-33.2806,-17.3571,+9.74658,+9.94599,-17.2006,-17.2926,+7.07812,+9.58433,+7.32006,+7.32146,-17.5411,+7.1987,+7.33905,-17.5098,+7.13516,+7.44346-15.8741j
2019-09-30 00:53:00 GMT,+19.9125,+12.9475,-33.7031,-32.4919,-33.8993,-33.0136,+20.8303,-33.2806,-17.3571,+9.74658,+9.94599,-17.2006,-17.2926,+7.07812,+9.58433,+7.32006,+7.32146,-17.5411,+7.1987,+7.33905,-17.5098,+7.13516,+7.44346-15.8741j
2019-09-30 00:54:00 GMT,+19.9124,+12.9472,-33.7027,-32.4915,-33.8989,-33.0132,+20.8302,-33.2801,-17.3567,+9.74653,+9.94594,-17.2003,-17.2922,+7.07779,+9.58429,+7.31973,+7.32113,-17.5407,+7.19837,+7.33872,-17.5094,+7.13483,+7.44313-15.8739j
2019-09-30 00:55:00 GMT,+19.3603,+12.5365,-32.9935,-31.6942,-33.8442,-32.4911,+20.3346,-32.0074,-17.2169,+9.72204,+9.98919,-17.1792,-17.1982,+7.19141,+9.63153,+7.35793,+7.33443,-17.5252,+7.14149,+7.36069,-17.4555,+7.18573,+7.34862-15.6839j
2019-09-30 00:56:00 GMT,+19.3603,+12.5365,-32.9935,-31.6942,-33.8442,-32.4911,+20.3346,-32.0074,-17.2169,+9.72204,+9.98919,-17.1792,-17.1982,+7.19141,+9.63153,+7.35793,+7.33443,-17.5252,+7.14149,+7.36069,-17.4555,+7.18573,+7.34862-15.6839j
2019-09-30 00:57:00 GMT,+19.3603,+12.5365,-32.9935,-31.6942,-33.8442,-32.4911,+20.3346,-32.0074,-17.2169,+9.72204,+9.98919,-17.1792,-17.1982,+7.19141,+9.63153,+7.35793,+7.33443,-17.5252,+7.14149,+7.36069,-17.4555,+7.18573,+7.34862-15.6839j
2019-09-30 00:58:00 GMT,+19.3603,+12.5365,-32.9935,-31.6942,-33.8442,-32.4911,+20.3346,-32.0074,-17.2169,+9.72204,+9.98919,-17.1792,-17.1982,+7.19141,+9.63153,+7.35793,+7.33443,-17.5252,+7.14149,+7.36069,-17.4555,+7.18573,+7.34862-15.6839j
2019-09-30 00:59:00 GMT,+19.3603,+12.5365,-32.9935,-31.6942,-33.8442,-32.4911,+20.3346,-32.0074,-17.2169,+9.72204,+9.98919,-17.1792,-17.1982,+7.19141,+9.63153,+7.35793,+7.33443,-17.5252,+7.14149,+7.36069,-17.4555,+7.18573,+7.34862-15.6839j
2019-09-30 01:00:00 GMT,+19.1459,+12.496,-32.894,-31.5259,-33.4799,-31.8561,+20.1969,-31.7182,-17.2745,+9.81205,+9.96793,-17.1504,-17.161,+7.17235,+9.67881,+7.32406,+7.31668,-17.2869,+7.08701,+7.32219,-17.3177,+7.09906,+7.33152-15.6559j
2019-09-30 01:01:00 GMT,+19.1454,+12.4942,-32.8917,-31.5236,-33.4776,-31.8539,+20.1964,-31.716,-17.2725,+9.81182,+9.96768,-17.1484,-17.159,+7.17066,+9.67856,+7.32237,+7.31499,-17.2849,+7.08532,+7.32048,-17.3157,+7.09737,+7.32981-15.6546j
2019-09-30 01:02:00 GMT,+19.1459,+12.496,-32.894,-31.5259,-33.4799,-31.8561,+20.1969,-31.7182,-17.2745,+9.81205,+9.96793,-17.1504,-17.161,+7.17235,+9.67881,+7.32406,+7.31668,-17.2869,+7.08701,+7.32219,-17.3177,+7.09906,+7.33152-15.6559j
2019-09-30 01:03:00 GMT,+19.1459,+12.496,-32.894,-31.5259,-33.4799,-31.8561,+20.1969,-31.7182,-17.2745,+9.81205,+9.96793,-17.1504,-17.161,+7.17235,+9.67881,+7.32406,+7.31668,-17.2869,+7.08701,+7.32219,-17.3177,+7.09906,+7.33152-15.6559j
2019-09-30 01:04:00 GMT,+19.1459,+12.496,-32.894,-31.5259,-33.4799,-31.8561,+20.1969,-31.7182,-17.2745,+9.81205,+9.96793,-17.1504,-17.161,+7.17235,+9.67881,+7.32406,+7.31668,-17.2869,+7.08701,+7.32219,-17.3177,+7.09906,+7.33152-15.6559j
2019-09-30 01:05:00 GMT,+19.3382,+12.6055,-32.8313,-31.663,-33.5348,-31.5797,+20.1298,-31.6527,-17.4045,+9.85992,+10.0755,-17.1374,-17.0905,+7.21671,+9.69564,+7.26315,+7.2773,-17.1891,+7.1033,+7.31644,-17.3991,+7.04867,+7.35169-15.7084j
2019-09-30 01:06:00 GMT,+19.3382,+12.6055,-32.8313,-31.663,-33.5348,-31.5797,+20.1298,-31.6527,-17.4045,+9.85992,+10.0755,-17.1374,-17.0905,+7.21671,+9.69564,+7.26315,+7.2773,-17.1891,+7.1033,+7.31644,-17.3991,+7.04867,+7.35169-15.7084j
2019-09-30 01:07:00 GMT,+19.3379,+12.6041,-32.8295,-31.6612,-33.5329,-31.578,+20.1294,-31.6509,-17.4029,+9.85974,+10.0753,-17.1359,-17.089,+7.21541,+9.69545,+7.26184,+7.27599,-17.1875,+7.10199,+7.31512,-17.3976,+7.04735,+7.35037-15.7074j
2019-09-30 01:08:00 GMT,+19.3378,+12.604,-32.8294,-31.6611,-33.5328,-31.5778,+20.1294,-31.6508,-17.4028,+9.85972,+10.0753,-17.1358,-17.0888,+7.21528,+9.69543,+7.26172,+7.27587,-17.1874,+7.10187,+7.31499,-17.3974,+7.04723,+7.35024-15.7073j
2019-09-30 01:09:00 GMT,+19.3382,+12.6055,-32.8313,-31.663,-33.5348,-31.5797,+20.1298,-31.6527,-17.4045,+9.85992,+10.0755,-17.1374,-17.0905,+7.21671,+9.69564,+7.26315,+7.2773,-17.1891,+7.1033,+7.31644,-17.3991,+7.04867,+7.35169-15.7084j
2019-09-30 01:10:00 GMT,+19.829,+12.6806,-33.089,-32.0379,-33.8365,-32.2112,+20.1361,-31.6148,-17.3997,+9.84736,+10.0712,-17.2203,-17.1015,+7.2164,+9.644,+7.23356,+7.26153,-17.3276,+7.04283,+7.33458,-17.4491,+7.09862,+7.30133-15.602j
2019-09-30 01:11:00 GMT,+19.829,+12.6806,-33.089,-32.0379,-33.8365,-32.2112,+20.1361,-31.6148,-17.3997,+9.84736,+10.0712,-17.2203,-17.1015,+7.2164,+9.644,+7.23356,+7.26153,-17.3276,+7.04283,+7.33458,-17.4491,+7.09862,+7.30133-15.602j
2019-09-30 01:12:00 GMT,+19.829,+12.6806,-33.089,-32.0379,-33.8365,-32.2112,+20.1361,-31.6148,-17.3997,+9.84736,+10.0712,-17.2203,-17.1015,+7.2164,+9.644,+7.23356,+7.26153,-17.3276,+7.04283,+7.33458,-17.4491,+7.09862,+7.30133-15.602j
2019-09-30 01:13:00 GMT,+19.829,+12.6806,-33.089,-32.0379,-33.8365,-32.2112,+20.1361,-31.6148,-17.3997,+9.84736,+10.0712,-17.2203,-17.1015,+7.2164,+9.644,+7.23356,+7.26153,-17.3276,+7.04283,+7.33458,-17.4491,+7.09862,+7.30133-15.602j
2019-09-30 01:14:00 GMT,+19.829,+12.6806,-33.089,-32.0379,-33.8365,-32.2112,+20.1361,-31.6148,-17.3997,+9.84736,+10.0712,-17.2203,-17.1015,+7.2164,+9.644,+7.23356,+7.26153,-17.3276,+7.04283,+7.33458,-17.4491,+7.09862,+7.30133-15.602j
2019-09-30 01:15:00 GMT,+19.8189,+12.8022,-33.2453,-32.4583,-33.5489,-32.4551,+20.2463,-31.5238,-17.2931,+9.87898,+10.1269,-17.1635,-17.2852,+7.21202,+9.69699,+7.11571,+7.22443,-17.553,+7.07657,+7.25254,-17.7424,+7.25062,+7.35678-15.723j
2019-09-30 01:16:00 GMT,+19.8189,+12.8022,-33.2453,-32.4583,-33.5489,-32.4551,+20.2463,-31.5238,-17.2931,+9.87898,+10.1269,-17.1635,-17.2852,+7.21202,+9.69699,+7.11571,+7.22443,-17.553,+7.07657,+7.25254,-17.7424,+7.25062,+7.35678-15.723j
2019-09-30 01:17:00 GMT,+19.8183,+12.8001,-33.2426,-32.4557,-33.5462,-32.4525,+20.2457,-31.5213,-17.2909,+9.87871,+10.1266,-17.1613,-17.2829,+7.21009,+9.6967,+7.11378,+7.2225,-17.5507,+7.07464,+7.25058,-17.7401,+7.24868,+7.35483-15.7216j
2019-09-30 01:18:00 GMT,+19.8184,+12.8005,-33.2431,-32.4562,-33.5467,-32.453,+20.2458,-31.5218,-17.2913,+9.87876,+10.1267,-17.1617,-17.2834,+7.21049,+9.69676,+7.11418,+7.2229,-17.5512,+7.07504,+7.25099,-17.7405,+7.24909,+7.35523-15.7219j
2019-09-30 01:19:00 GMT,+19.8186,+12.8013,-33.2441,-32.4572,-33.5477,-32.4539,+20.246,-31.5227,-17.2922,+9.87886,+10.1268,-17.1625,-17.2842,+7.21118,+9.69686,+7.11487,+7.2236,-17.552,+7.07573,+7.25169,-17.7414,+7.24978,+7.35593-15.7224j
2019-09-30 01:20:00 GMT,+20.0551,+12.7379,-33.287,-32.872,-33.4056,-32.1131,+20.2033,-31.4874,-17.2476,+9.90513,+10.1087,-16.9931,-17.3553,+7.1411,+9.78222,+7.03159,+7.22035,-17.3209,+7.084,+7.1972,-17.6784,+7.3431,+7.334-15.7001j
2019-09-30 01:21:00 GMT,+20.0552,+12.7381,-33.2873,-32.8723,-33.406,-32.1134,+20.2034,-31.4877,-17.2479,+9.90516,+10.1087,-16.9934,-17.3556,+7.14134,+9.78225,+7.03184,+7.2206,-17.3212,+7.08424,+7.19744,-17.6787,+7.34334,+7.33424-15.7003j
2019-09-30 01:22:00 GMT,+20.0543,+12.7351,-33.2833,-32.8683,-33.4019,-32.1096,+20.2025,-31.4839,-17.2445,+9.90475,+10.1083,-16.9901,-17.3522,+7.13845,+9.78182,+7.02895,+7.2177,-17.3178,+7.08134,+7.19452,-17.6753,+7.34044,+7.33131-15.6981j
2019-09-30 01:23:00 GMT,+20.054,+12.7341,-33.2819,-32.867,-33.4006,-32.1083,+20.2022,-31.4826,-17.2434,+9.90462,+10.1081,-16.9891,-17.3511,+7.1375,+9.78167,+7.028,+7.21675,-17.3167,+7.08039,+7.19356,-17.6741,+7.33948,+7.33035-15.6974j
2019-09-30 01:24:00 GMT,+20.054,+12.7342,-33.2821,-32.8672,-33.4008,-32.1085,+20.2022,-31.4828,-17.2436,+9.90464,+10.1081,-16.9892,-17.3513,+7.13764,+9.78169,+7.02814,+7.2169,-17.3168,+7.08054,+7.1937,-17.6743,+7.33963,+7.3305-15.6975j
