# file...... output/LOAD55_data.csv
# date...... Wed May 11 08:05:47 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD55:base_power_A, Bus906:measured_power.real, Bus906:measured_power.imag, Bus906:measured_voltage_A.real, Bus906:measured_voltage_A.imag, Bus906:measured_current_A.real, Bus906:measured_current_A.imag
2019-04-21 00:00:00 GMT,+3340.07,+2672.05,+2004.04,+206.468,-106.87,+6.24462,-12.9386
2019-04-21 00:01:00 GMT,+3340.07,+2672.05,+2004.04,+206.468,-106.87,+6.24462,-12.9386
2019-04-21 00:02:00 GMT,+3340.07,+2672.05,+2004.04,+206.468,-106.87,+6.24462,-12.9386
2019-04-21 00:03:00 GMT,+3340.07,+2672.05,+2004.04,+206.468,-106.87,+6.24462,-12.9386
2019-04-21 00:04:00 GMT,+3340.07,+2672.05,+2004.04,+206.468,-106.87,+6.24462,-12.9386
2019-04-21 00:05:00 GMT,+3625.6,+2900.48,+2175.36,+205.356,-105.541,+6.86626,-14.122
2019-04-21 00:06:00 GMT,+3625.6,+2900.48,+2175.36,+205.356,-105.541,+6.86626,-14.122
2019-04-21 00:07:00 GMT,+3625.6,+2900.48,+2175.36,+205.356,-105.541,+6.86626,-14.122
2019-04-21 00:08:00 GMT,+3625.6,+2900.48,+2175.36,+205.356,-105.541,+6.86626,-14.122
2019-04-21 00:09:00 GMT,+3625.6,+2900.48,+2175.36,+205.356,-105.541,+6.86626,-14.122
2019-04-21 00:10:00 GMT,+3859.99,+3000,+2315.99,+204.531,-104.475,+7.27281,-15.0384
2019-04-21 00:11:00 GMT,+3859.99,+3000,+2315.99,+204.531,-104.475,+7.27281,-15.0384
2019-04-21 00:12:00 GMT,+3859.99,+3000,+2315.99,+204.531,-104.475,+7.27281,-15.0384
2019-04-21 00:13:00 GMT,+3859.99,+3000,+2315.99,+204.531,-104.475,+7.27281,-15.0384
2019-04-21 00:14:00 GMT,+3859.99,+3000,+2315.99,+204.531,-104.475,+7.27281,-15.0384
2019-04-21 00:15:00 GMT,+4043.22,+3000,+2425.93,+204.103,-103.695,+7.49221,-15.6922
2019-04-21 00:16:00 GMT,+4043.22,+3000,+2425.93,+204.103,-103.695,+7.49221,-15.6922
2019-04-21 00:17:00 GMT,+4043.22,+3000,+2425.93,+204.103,-103.695,+7.49221,-15.6922
2019-04-21 00:18:00 GMT,+4043.22,+3000,+2425.93,+204.103,-103.695,+7.49221,-15.6922
2019-04-21 00:19:00 GMT,+4043.22,+3000,+2425.93,+204.103,-103.695,+7.49221,-15.6922
2019-04-21 00:20:00 GMT,+4175.3,+3000,+2505.18,+203.83,-103.147,+7.6519,-16.1627
2019-04-21 00:21:00 GMT,+4175.3,+3000,+2505.18,+203.83,-103.147,+7.6519,-16.1627
2019-04-21 00:22:00 GMT,+4175.3,+3000,+2505.18,+203.83,-103.147,+7.6519,-16.1627
2019-04-21 00:23:00 GMT,+4175.3,+3000,+2505.18,+203.83,-103.147,+7.6519,-16.1627
2019-04-21 00:24:00 GMT,+4175.3,+3000,+2505.18,+203.83,-103.147,+7.6519,-16.1627
2019-04-21 00:25:00 GMT,+4256.23,+3000,+2553.74,+203.716,-102.836,+7.749,-16.4475
2019-04-21 00:26:00 GMT,+4256.23,+3000,+2553.74,+203.716,-102.836,+7.749,-16.4475
2019-04-21 00:27:00 GMT,+4256.23,+3000,+2553.74,+203.716,-102.836,+7.749,-16.4475
2019-04-21 00:28:00 GMT,+4256.23,+3000,+2553.74,+203.716,-102.836,+7.749,-16.4475
2019-04-21 00:29:00 GMT,+4256.23,+3000,+2553.74,+203.716,-102.836,+7.749,-16.4475
2019-04-21 00:30:00 GMT,+4148.23,+2913.6,+2488.94,+203.967,-103.23,+7.50905,-16.003
2019-04-21 00:31:00 GMT,+4148.23,+2913.6,+2488.94,+203.967,-103.23,+7.50905,-16.003
2019-04-21 00:32:00 GMT,+4148.23,+2913.6,+2488.94,+203.967,-103.23,+7.50905,-16.003
2019-04-21 00:33:00 GMT,+4148.23,+2913.6,+2488.94,+203.967,-103.23,+7.50905,-16.003
2019-04-21 00:34:00 GMT,+4148.23,+2913.6,+2488.94,+203.967,-103.23,+7.50905,-16.003
2019-04-21 00:35:00 GMT,+4109.13,+2882.33,+2465.48,+204.421,-103.542,+7.41049,-15.8143
2019-04-21 00:36:00 GMT,+4109.13,+2882.33,+2465.48,+204.421,-103.542,+7.41049,-15.8143
2019-04-21 00:37:00 GMT,+4109.13,+2882.08,+2465.48,+204.422,-103.543,+7.41015,-15.8141
2019-04-21 00:38:00 GMT,+4109.13,+2880.77,+2465.48,+204.428,-103.544,+7.40837,-15.8127
2019-04-21 00:39:00 GMT,+4109.13,+2878.39,+2465.48,+204.439,-103.546,+7.40514,-15.8103
2019-04-21 00:40:00 GMT,+4099.83,+2863.67,+2459.9,+204.76,-103.816,+7.35803,-15.7442
2019-04-21 00:41:00 GMT,+4099.83,+2860.32,+2459.9,+204.775,-103.819,+7.3535,-15.7408
2019-04-21 00:42:00 GMT,+4099.83,+2853.78,+2459.9,+204.805,-103.825,+7.34465,-15.7343
2019-04-21 00:43:00 GMT,+4099.83,+2854.37,+2459.9,+204.802,-103.825,+7.34544,-15.7349
2019-04-21 00:44:00 GMT,+4099.83,+2866.99,+2459.9,+204.745,-103.813,+7.36252,-15.7475
2019-04-21 00:45:00 GMT,+4076.75,+2856.42,+2446.05,+205.018,-103.993,+7.31544,-15.6416
2019-04-21 00:46:00 GMT,+4076.75,+2856.42,+2446.05,+205.018,-103.993,+7.31544,-15.6416
2019-04-21 00:47:00 GMT,+4076.75,+2856.42,+2446.05,+205.018,-103.993,+7.31544,-15.6416
2019-04-21 00:48:00 GMT,+4076.75,+2856.42,+2446.05,+205.018,-103.993,+7.31544,-15.6416
2019-04-21 00:49:00 GMT,+4076.75,+2856.42,+2446.05,+205.018,-103.993,+7.31544,-15.6416
2019-04-21 00:50:00 GMT,+4065.06,+2847.06,+2439.03,+205.375,-104.317,+7.26963,-15.5684
2019-04-21 00:51:00 GMT,+4065.06,+2847.06,+2439.03,+205.375,-104.317,+7.26963,-15.5684
2019-04-21 00:52:00 GMT,+4065.06,+2847.06,+2439.03,+205.375,-104.317,+7.26963,-15.5684
2019-04-21 00:53:00 GMT,+4065.06,+2845.9,+2439.03,+205.381,-104.318,+7.26807,-15.5673
2019-04-21 00:54:00 GMT,+4065.06,+2840.16,+2439.03,+205.407,-104.323,+7.26034,-15.5616
2019-04-21 00:55:00 GMT,+4084.2,+2854.18,+2450.52,+205.652,-104.39,+7.29095,-15.6168
2019-04-21 00:56:00 GMT,+4084.2,+2858.64,+2450.52,+205.631,-104.386,+7.29694,-15.6213
2019-04-21 00:57:00 GMT,+4084.2,+2862.38,+2450.52,+205.614,-104.383,+7.30198,-15.625
2019-04-21 00:58:00 GMT,+4084.2,+2862.38,+2450.52,+205.614,-104.383,+7.30198,-15.625
2019-04-21 00:59:00 GMT,+4084.2,+2859.77,+2450.52,+205.626,-104.385,+7.29847,-15.6224
2019-04-21 01:00:00 GMT,+4124.25,+2891.85,+2474.55,+205.769,-104.424,+7.37267,-15.7673
2019-04-21 01:01:00 GMT,+4124.25,+2892.96,+2474.55,+205.764,-104.423,+7.37416,-15.7684
2019-04-21 01:02:00 GMT,+4124.25,+2894.41,+2474.55,+205.758,-104.421,+7.37611,-15.7699
