# file...... output/LOAD40_data.csv
# date...... Sat May  7 09:16:15 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD40:base_power_B, Bus702:measured_power.real, Bus702:measured_power.imag, inv_40_sol:VA_Out.real, inv_40_batt:VA_Out.real, Bus702:measured_voltage_B.real, Bus702:measured_voltage_B.imag, Bus702:measured_current_B.real, Bus702:measured_current_B.imag, batt_40:state_of_charge
2019-04-21 00:00:00 GMT,+8148.69,+3518.95,+4889.21,+0,+3000,-195.299,-122.812,-31.5324,+5.20554,+0.5
2019-04-21 00:01:00 GMT,+8148.69,+3518.95,+4889.21,+0,+3000,-195.299,-122.812,-31.5324,+5.20554,+0.498914
2019-04-21 00:02:00 GMT,+8148.69,+3518.95,+4889.21,+0,+3000,-195.299,-122.812,-31.5324,+5.20554,+0.497827
2019-04-21 00:03:00 GMT,+8148.69,+3518.95,+4889.21,+0,+3000,-195.299,-122.812,-31.5324,+5.20554,+0.496741
2019-04-21 00:04:00 GMT,+8148.69,+3518.95,+4889.21,+0,+3000,-195.299,-122.812,-31.5324,+5.20554,+0.495655
2019-04-21 00:05:00 GMT,+8568.16,+3854.53,+5140.9,+0,+3000,-193.97,-122.236,-33.5579,+5.35604,+0.494569
2019-04-21 00:06:00 GMT,+8568.16,+3854.53,+5140.9,+0,+3000,-193.97,-122.236,-33.5579,+5.35604,+0.493482
2019-04-21 00:07:00 GMT,+8568.16,+3854.53,+5140.9,+0,+3000,-193.97,-122.236,-33.5579,+5.35604,+0.492396
2019-04-21 00:08:00 GMT,+8568.16,+3854.53,+5140.9,+0,+3000,-193.97,-122.236,-33.5579,+5.35604,+0.49131
2019-04-21 00:09:00 GMT,+8568.16,+3854.53,+5140.9,+0,+3000,-193.97,-122.236,-33.5579,+5.35604,+0.490224
2019-04-21 00:10:00 GMT,+8902.47,+4121.97,+5341.48,+0,+3000,-192.953,-121.801,-35.183,+5.47371,+0.489137
2019-04-21 00:11:00 GMT,+8902.47,+4121.97,+5341.48,+0,+3000,-192.953,-121.801,-35.183,+5.47371,+0.488051
2019-04-21 00:12:00 GMT,+8902.47,+4121.97,+5341.48,+0,+3000,-192.953,-121.801,-35.183,+5.47371,+0.486965
2019-04-21 00:13:00 GMT,+8902.47,+4121.97,+5341.48,+0,+3000,-192.953,-121.801,-35.183,+5.47371,+0.485879
2019-04-21 00:14:00 GMT,+8902.47,+4121.97,+5341.48,+0,+3000,-192.953,-121.801,-35.183,+5.47371,+0.484792
2019-04-21 00:15:00 GMT,+9151.6,+4321.28,+5490.96,+0,+3000,-192.325,-121.598,-36.3773,+5.55087,+0.483706
2019-04-21 00:16:00 GMT,+9151.6,+4321.28,+5490.96,+0,+3000,-192.325,-121.598,-36.3773,+5.55087,+0.48262
2019-04-21 00:17:00 GMT,+9151.6,+4321.28,+5490.96,+0,+3000,-192.325,-121.598,-36.3773,+5.55087,+0.481534
2019-04-21 00:18:00 GMT,+9151.6,+4321.28,+5490.96,+0,+3000,-192.325,-121.598,-36.3773,+5.55087,+0.480447
2019-04-21 00:19:00 GMT,+9151.6,+4321.28,+5490.96,+0,+3000,-192.325,-121.598,-36.3773,+5.55087,+0.479361
2019-04-21 00:20:00 GMT,+9315.57,+4452.46,+5589.34,+0,+3000,-191.939,-121.459,-37.1632,+5.6035,+0.478275
2019-04-21 00:21:00 GMT,+9315.57,+4452.46,+5589.34,+0,+3000,-191.939,-121.459,-37.1632,+5.6035,+0.477189
2019-04-21 00:22:00 GMT,+9315.57,+4452.46,+5589.34,+0,+3000,-191.939,-121.459,-37.1632,+5.6035,+0.476102
2019-04-21 00:23:00 GMT,+9315.57,+4452.46,+5589.34,+0,+3000,-191.939,-121.459,-37.1632,+5.6035,+0.475016
2019-04-21 00:24:00 GMT,+9315.57,+4452.46,+5589.34,+0,+3000,-191.939,-121.459,-37.1632,+5.6035,+0.47393
2019-04-21 00:25:00 GMT,+9394.38,+4515.5,+5636.63,+0,+3000,-191.797,-121.387,-37.5355,+5.63244,+0.472843
2019-04-21 00:26:00 GMT,+9394.38,+4515.5,+5636.63,+0,+3000,-191.797,-121.387,-37.5355,+5.63244,+0.471757
2019-04-21 00:27:00 GMT,+9394.38,+4515.5,+5636.63,+0,+3000,-191.797,-121.387,-37.5355,+5.63244,+0.470671
2019-04-21 00:28:00 GMT,+9394.38,+4515.5,+5636.63,+0,+3000,-191.797,-121.387,-37.5355,+5.63244,+0.469585
2019-04-21 00:29:00 GMT,+9394.38,+4515.5,+5636.63,+0,+3000,-191.797,-121.387,-37.5355,+5.63244,+0.468498
2019-04-21 00:30:00 GMT,+9403.12,+4522.5,+5641.87,+0,+3000,-192.35,-121.623,-37.4736,+5.6368,+0.467412
2019-04-21 00:31:00 GMT,+9403.12,+4522.5,+5641.87,+0,+3000,-192.35,-121.623,-37.4736,+5.6368,+0.466326
2019-04-21 00:32:00 GMT,+9403.12,+4522.5,+5641.87,+0,+3000,-192.35,-121.623,-37.4736,+5.6368,+0.46524
2019-04-21 00:33:00 GMT,+9403.12,+4522.5,+5641.87,+0,+3000,-192.35,-121.623,-37.4736,+5.6368,+0.464153
2019-04-21 00:34:00 GMT,+9403.12,+4522.5,+5641.87,+0,+3000,-192.35,-121.623,-37.4736,+5.6368,+0.463067
2019-04-21 00:35:00 GMT,+9184.05,+4347.24,+5510.43,+0,+3000,-192.888,-121.736,-36.4268,+5.57814,+0.461981
2019-04-21 00:36:00 GMT,+9184.05,+4347.24,+5510.43,+0,+3000,-192.888,-121.736,-36.4268,+5.57814,+0.460895
2019-04-21 00:37:00 GMT,+9184.05,+4346.99,+5510.43,+0.250206,+3000,-192.889,-121.737,-36.4264,+5.57826,+0.459808
2019-04-21 00:38:00 GMT,+9184.05,+4345.68,+5510.43,+1.56069,+3000,-192.893,-121.742,-36.4239,+5.57886,+0.458722
2019-04-21 00:39:00 GMT,+9184.05,+4343.3,+5510.43,+3.93851,+3000,-192.899,-121.75,-36.4194,+5.57994,+0.457636
2019-04-21 00:40:00 GMT,+8978.42,+4171.53,+5387.06,+11.1851,+3000,-193.414,-121.911,-35.4276,+5.52199,+0.45655
2019-04-21 00:41:00 GMT,+8978.42,+4168.18,+5387.05,+14.5595,+3000,-193.424,-121.923,-35.4214,+5.52354,+0.455463
2019-04-21 00:42:00 GMT,+8978.42,+4161.64,+5387.05,+21.0949,+3000,-193.442,-121.945,-35.4092,+5.52656,+0.454377
2019-04-21 00:43:00 GMT,+8978.42,+4162.22,+5387.05,+20.5135,+3000,-193.441,-121.943,-35.4103,+5.52629,+0.453291
2019-04-21 00:44:00 GMT,+8978.42,+4174.85,+5387.05,+7.89366,+3000,-193.405,-121.9,-35.4337,+5.52045,+0.452205
2019-04-21 00:45:00 GMT,+8847.54,+4078.03,+5308.52,+0,+3000,-193.769,-121.946,-34.8184,+5.48366,+0.451118
2019-04-21 00:46:00 GMT,+8847.54,+4078.03,+5308.52,+0,+3000,-193.769,-121.946,-34.8184,+5.48366,+0.450032
2019-04-21 00:47:00 GMT,+8847.54,+4078.03,+5308.52,+0,+3000,-193.769,-121.946,-34.8184,+5.48366,+0.448946
2019-04-21 00:48:00 GMT,+8847.54,+4078.03,+5308.52,+0,+3000,-193.769,-121.946,-34.8184,+5.48366,+0.447859
2019-04-21 00:49:00 GMT,+8847.54,+4078.03,+5308.52,+0,+3000,-193.769,-121.946,-34.8184,+5.48366,+0.446773
2019-04-21 00:50:00 GMT,+8682.68,+3946.15,+5209.61,+0,+3000,-194.131,-122.109,-34.0411,+5.42357,+0.445687
2019-04-21 00:51:00 GMT,+8682.68,+3946.15,+5209.61,+0,+3000,-194.131,-122.109,-34.0411,+5.42357,+0.444601
2019-04-21 00:52:00 GMT,+8682.68,+3946.15,+5209.61,+0,+3000,-194.131,-122.109,-34.0411,+5.42357,+0.443514
2019-04-21 00:53:00 GMT,+8682.68,+3944.99,+5209.61,+1.16067,+3000,-194.134,-122.113,-34.039,+5.42411,+0.442428
2019-04-21 00:54:00 GMT,+8682.68,+3939.24,+5209.61,+6.90232,+3000,-194.15,-122.133,-34.0285,+5.42681,+0.441342
2019-04-21 00:55:00 GMT,+8565.3,+3844.04,+5139.18,+8.18774,+3000,-194.265,-122.13,-33.5013,+5.3929,+0.440256
2019-04-21 00:56:00 GMT,+8565.3,+3848.5,+5139.18,+3.74313,+3000,-194.253,-122.115,-33.5094,+5.39079,+0.439169
2019-04-21 00:57:00 GMT,+8565.3,+3852.24,+5139.18,+0,+3000,-194.242,-122.102,-33.5162,+5.38902,+0.438083
2019-04-21 00:58:00 GMT,+8565.3,+3852.24,+5139.18,+0,+3000,-194.242,-122.102,-33.5162,+5.38902,+0.436997
2019-04-21 00:59:00 GMT,+8565.3,+3849.63,+5139.18,+2.60582,+3000,-194.25,-122.111,-33.5114,+5.39025,+0.435911
2019-04-21 01:00:00 GMT,+8399.55,+3717.07,+5039.73,+2.57009,+3000,-194.356,-122.104,-32.7778,+5.33779,+0.434824
2019-04-21 01:01:00 GMT,+8399.55,+3718.18,+5039.73,+1.4599,+3000,-194.353,-122.1,-32.7798,+5.33725,+0.433738
2019-04-21 01:02:00 GMT,+8399.55,+3719.63,+5039.73,+0.0116787,+3000,-194.349,-122.095,-32.7824,+5.33656,+0.432652
2019-04-21 01:03:00 GMT,+8399.55,+3719.64,+5039.73,+0,+3000,-194.348,-122.095,-32.7824,+5.33656,+0.431566
