# file...... output/LOAD53_data.csv
# date...... Sat May  7 09:16:15 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD53:base_power_B, Bus899:measured_power.real, Bus899:measured_power.imag, inv_53_sol:VA_Out.real, inv_53_batt:VA_Out.real, Bus899:measured_voltage_B.real, Bus899:measured_voltage_B.imag, Bus899:measured_current_B.real, Bus899:measured_current_B.imag, batt_53:state_of_charge
2019-04-21 00:00:00 GMT,+3351.94,+2681.55,+2011.16,+0,-0,-193.427,-122.397,-14.5977,+1.16042,+0.5
2019-04-21 00:01:00 GMT,+3351.94,+2681.55,+2011.16,+0,-0,-193.427,-122.397,-14.5977,+1.16042,+0.5
2019-04-21 00:02:00 GMT,+3351.94,+2681.55,+2011.16,+0,-0,-193.427,-122.397,-14.5977,+1.16042,+0.5
2019-04-21 00:03:00 GMT,+3351.94,+2681.55,+2011.16,+0,-0,-193.427,-122.397,-14.5977,+1.16042,+0.5
2019-04-21 00:04:00 GMT,+3351.94,+2681.55,+2011.16,+0,-0,-193.427,-122.397,-14.5977,+1.16042,+0.5
2019-04-21 00:05:00 GMT,+3642.24,+2913.8,+2185.35,+0,-0,-191.902,-121.785,-15.9763,+1.24888,+0.5
2019-04-21 00:06:00 GMT,+3642.24,+2913.8,+2185.35,+0,-0,-191.902,-121.785,-15.9763,+1.24888,+0.5
2019-04-21 00:07:00 GMT,+3642.24,+2913.8,+2185.35,+0,-0,-191.902,-121.785,-15.9763,+1.24888,+0.5
2019-04-21 00:08:00 GMT,+3642.24,+2913.8,+2185.35,+0,-0,-191.902,-121.785,-15.9763,+1.24888,+0.5
2019-04-21 00:09:00 GMT,+3642.24,+2913.8,+2185.35,+0,-0,-191.902,-121.785,-15.9763,+1.24888,+0.5
2019-04-21 00:10:00 GMT,+3880.05,+3000,+2328.03,+0,+104.036,-190.743,-121.34,-16.9831,+1.40137,+0.5
2019-04-21 00:11:00 GMT,+3880.05,+3000,+2328.03,+0,+104.036,-190.743,-121.34,-16.9831,+1.40137,+0.499963
2019-04-21 00:12:00 GMT,+3880.05,+3000,+2328.03,+0,+104.036,-190.743,-121.34,-16.9831,+1.40137,+0.499927
2019-04-21 00:13:00 GMT,+3880.05,+3000,+2328.03,+0,+104.036,-190.743,-121.34,-16.9831,+1.40137,+0.49989
2019-04-21 00:14:00 GMT,+3880.05,+3000,+2328.03,+0,+104.036,-190.743,-121.34,-16.9831,+1.40137,+0.499854
2019-04-21 00:15:00 GMT,+4065.34,+3000,+2439.21,+0,+252.274,-190.026,-121.15,-17.6727,+1.56902,+0.499817
2019-04-21 00:16:00 GMT,+4065.34,+3000,+2439.21,+0,+252.274,-190.026,-121.15,-17.6727,+1.56902,+0.499729
2019-04-21 00:17:00 GMT,+4065.34,+3000,+2439.21,+0,+252.274,-190.026,-121.15,-17.6727,+1.56902,+0.49964
2019-04-21 00:18:00 GMT,+4065.34,+3000,+2439.21,+0,+252.274,-190.026,-121.15,-17.6727,+1.56902,+0.499551
2019-04-21 00:19:00 GMT,+4065.34,+3000,+2439.21,+0,+252.274,-190.026,-121.15,-17.6727,+1.56902,+0.499462
2019-04-21 00:20:00 GMT,+4198.14,+3000,+2518.88,+0,+358.508,-189.574,-121.022,-18.165,+1.69067,+0.499374
2019-04-21 00:21:00 GMT,+4198.14,+3000,+2518.88,+0,+358.508,-189.574,-121.022,-18.165,+1.69067,+0.499247
2019-04-21 00:22:00 GMT,+4198.14,+3000,+2518.88,+0,+358.508,-189.574,-121.022,-18.165,+1.69067,+0.499121
2019-04-21 00:23:00 GMT,+4198.14,+3000,+2518.88,+0,+358.508,-189.574,-121.022,-18.165,+1.69067,+0.498995
2019-04-21 00:24:00 GMT,+4198.14,+3000,+2518.88,+0,+358.508,-189.574,-121.022,-18.165,+1.69067,+0.498869
2019-04-21 00:25:00 GMT,+4278.42,+3000,+2567.05,+0,+422.739,-189.388,-120.958,-18.4568,+1.76651,+0.498742
2019-04-21 00:26:00 GMT,+4278.42,+3000,+2567.05,+0,+422.739,-189.388,-120.958,-18.4568,+1.76651,+0.498593
2019-04-21 00:27:00 GMT,+4278.42,+3000,+2567.05,+0,+422.739,-189.388,-120.958,-18.4568,+1.76651,+0.498444
2019-04-21 00:28:00 GMT,+4278.42,+3000,+2567.05,+0,+422.739,-189.388,-120.958,-18.4568,+1.76651,+0.498295
2019-04-21 00:29:00 GMT,+4278.42,+3000,+2567.05,+0,+422.739,-189.388,-120.958,-18.4568,+1.76651,+0.498147
2019-04-21 00:30:00 GMT,+4166.74,+2910.66,+2500.05,+0,+422.739,-190.018,-121.207,-17.9072,+1.73442,+0.497998
2019-04-21 00:31:00 GMT,+4166.74,+2910.66,+2500.05,+0,+422.739,-190.018,-121.207,-17.9072,+1.73442,+0.497849
2019-04-21 00:32:00 GMT,+4166.74,+2910.66,+2500.05,+0,+422.739,-190.018,-121.207,-17.9072,+1.73442,+0.4977
2019-04-21 00:33:00 GMT,+4166.74,+2910.66,+2500.05,+0,+422.739,-190.018,-121.207,-17.9072,+1.73442,+0.497551
2019-04-21 00:34:00 GMT,+4166.74,+2910.66,+2500.05,+0,+422.739,-190.018,-121.207,-17.9072,+1.73442,+0.497402
2019-04-21 00:35:00 GMT,+4099.23,+2856.65,+2459.54,+0,+422.739,-190.581,-121.332,-17.5649,+1.72293,+0.497253
2019-04-21 00:36:00 GMT,+4099.23,+2856.65,+2459.54,+0,+422.739,-190.581,-121.332,-17.5649,+1.72293,+0.497104
2019-04-21 00:37:00 GMT,+4099.23,+2856.4,+2459.54,+0.250206,+422.739,-190.581,-121.333,-17.5645,+1.72309,+0.496955
2019-04-21 00:38:00 GMT,+4099.23,+2855.09,+2459.54,+1.56069,+422.739,-190.585,-121.338,-17.5624,+1.72395,+0.496806
2019-04-21 00:39:00 GMT,+4099.23,+2852.71,+2459.54,+3.93851,+422.739,-190.593,-121.347,-17.5586,+1.72549,+0.496657
2019-04-21 00:40:00 GMT,+4075.14,+2826.17,+2445.09,+11.1851,+422.739,-191.122,-121.517,-17.4007,+1.72976,+0.496508
2019-04-21 00:41:00 GMT,+4075.14,+2822.82,+2445.09,+14.5595,+422.739,-191.132,-121.53,-17.3954,+1.73192,+0.496359
2019-04-21 00:42:00 GMT,+4075.14,+2816.28,+2445.09,+21.0949,+422.739,-191.153,-121.553,-17.3851,+1.73616,+0.49621
2019-04-21 00:43:00 GMT,+4075.14,+2816.86,+2445.09,+20.5135,+422.739,-191.151,-121.551,-17.386,+1.73578,+0.496061
2019-04-21 00:44:00 GMT,+4075.14,+2829.48,+2445.09,+7.89366,+422.739,-191.111,-121.505,-17.406,+1.7276,+0.495912
2019-04-21 00:45:00 GMT,+4054.25,+2820.66,+2432.55,+0,+422.739,-191.482,-121.554,-17.2967,+1.72373,+0.495763
