# file...... output/LOAD20_data.csv
# date...... Wed May 11 08:05:47 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD20:base_power_A, Bus349:measured_power.real, Bus349:measured_power.imag, Bus349:measured_voltage_A.real, Bus349:measured_voltage_A.imag, Bus349:measured_current_A.real, Bus349:measured_current_A.imag
2019-04-21 00:00:00 GMT,+8287.57,+3630.06,+4972.54,+206.325,-107.54,+11.5799,-30.1361
2019-04-21 00:01:00 GMT,+8287.57,+3630.06,+4972.54,+206.325,-107.54,+11.5799,-30.1361
2019-04-21 00:02:00 GMT,+8287.57,+3630.06,+4972.54,+206.325,-107.54,+11.5799,-30.1361
2019-04-21 00:03:00 GMT,+8287.57,+3630.06,+4972.54,+206.325,-107.54,+11.5799,-30.1361
2019-04-21 00:04:00 GMT,+8287.57,+3630.06,+4972.54,+206.325,-107.54,+11.5799,-30.1361
2019-04-21 00:05:00 GMT,+8682.32,+3945.86,+5209.39,+205.289,-106.43,+12.4588,-31.8351
2019-04-21 00:06:00 GMT,+8682.32,+3945.86,+5209.39,+205.289,-106.43,+12.4588,-31.8351
2019-04-21 00:07:00 GMT,+8682.32,+3945.86,+5209.39,+205.289,-106.43,+12.4588,-31.8351
2019-04-21 00:08:00 GMT,+8682.32,+3945.86,+5209.39,+205.289,-106.43,+12.4588,-31.8351
2019-04-21 00:09:00 GMT,+8682.32,+3945.86,+5209.39,+205.289,-106.43,+12.4588,-31.8351
2019-04-21 00:10:00 GMT,+8989.06,+4191.25,+5393.44,+204.476,-105.534,+13.1596,-33.1687
2019-04-21 00:11:00 GMT,+8989.06,+4191.25,+5393.44,+204.476,-105.534,+13.1596,-33.1687
2019-04-21 00:12:00 GMT,+8989.06,+4191.25,+5393.44,+204.476,-105.534,+13.1596,-33.1687
2019-04-21 00:13:00 GMT,+8989.06,+4191.25,+5393.44,+204.476,-105.534,+13.1596,-33.1687
2019-04-21 00:14:00 GMT,+8989.06,+4191.25,+5393.44,+204.476,-105.534,+13.1596,-33.1687
2019-04-21 00:15:00 GMT,+9207.81,+4366.24,+5524.68,+203.988,-104.871,+13.6717,-34.1121
2019-04-21 00:16:00 GMT,+9207.81,+4366.24,+5524.68,+203.988,-104.871,+13.6717,-34.1121
2019-04-21 00:17:00 GMT,+9207.81,+4366.24,+5524.68,+203.988,-104.871,+13.6717,-34.1121
2019-04-21 00:18:00 GMT,+9207.81,+4366.24,+5524.68,+203.988,-104.871,+13.6717,-34.1121
2019-04-21 00:19:00 GMT,+9207.81,+4366.24,+5524.68,+203.988,-104.871,+13.6717,-34.1121
2019-04-21 00:20:00 GMT,+9338.54,+4470.83,+5603.13,+203.674,-104.417,+13.9899,-34.6824
2019-04-21 00:21:00 GMT,+9338.54,+4470.83,+5603.13,+203.674,-104.417,+13.9899,-34.6824
2019-04-21 00:22:00 GMT,+9338.54,+4470.83,+5603.13,+203.674,-104.417,+13.9899,-34.6824
2019-04-21 00:23:00 GMT,+9338.54,+4470.83,+5603.13,+203.674,-104.417,+13.9899,-34.6824
2019-04-21 00:24:00 GMT,+9338.54,+4470.83,+5603.13,+203.674,-104.417,+13.9899,-34.6824
2019-04-21 00:25:00 GMT,+9381.27,+4505.02,+5628.76,+203.54,-104.175,+14.1095,-34.8758
2019-04-21 00:26:00 GMT,+9381.27,+4505.02,+5628.76,+203.54,-104.175,+14.1095,-34.8758
2019-04-21 00:27:00 GMT,+9381.27,+4505.02,+5628.76,+203.54,-104.175,+14.1095,-34.8758
2019-04-21 00:28:00 GMT,+9381.27,+4505.02,+5628.76,+203.54,-104.175,+14.1095,-34.8758
2019-04-21 00:29:00 GMT,+9381.27,+4505.02,+5628.76,+203.54,-104.175,+14.1095,-34.8758
2019-04-21 00:30:00 GMT,+9282.27,+4425.81,+5569.36,+203.733,-104.454,+13.8771,-34.4514
2019-04-21 00:31:00 GMT,+9282.27,+4425.81,+5569.36,+203.733,-104.454,+13.8771,-34.4514
2019-04-21 00:32:00 GMT,+9282.27,+4425.81,+5569.36,+203.733,-104.454,+13.8771,-34.4514
2019-04-21 00:33:00 GMT,+9282.27,+4425.81,+5569.36,+203.733,-104.454,+13.8771,-34.4514
2019-04-21 00:34:00 GMT,+9282.27,+4425.81,+5569.36,+203.733,-104.454,+13.8771,-34.4514
2019-04-21 00:35:00 GMT,+9056.4,+4245.12,+5433.84,+204.182,-104.764,+13.4028,-33.4896
2019-04-21 00:36:00 GMT,+9056.4,+4245.12,+5433.84,+204.182,-104.764,+13.4028,-33.4896
