# file...... output/LOAD30_data.csv
# date...... Thu May  5 00:27:54 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD30:base_power_A, Bus563:measured_power.real, inv_30_sol:VA_Out.real, inv_30_batt:VA_Out.real, Bus563:measured_voltage_A.real, Bus563:measured_current_A.real
2019-09-30 00:00:00 GMT,+8324.77,+3659.72,+0.0847326,+3000,+204.305,+12.6862
2019-09-30 00:01:00 GMT,+8324.77,+3659.81,+0,+3000,+204.304,+12.6864
2019-09-30 00:02:00 GMT,+8324.77,+3659.81,+0,+3000,+204.304,+12.6864
2019-09-30 00:03:00 GMT,+8324.77,+3659.81,+0,+3000,+204.304,+12.6864
2019-09-30 00:04:00 GMT,+8324.77,+3659.81,+0,+3000,+204.304,+12.6864
2019-09-30 00:05:00 GMT,+8620.69,+3896.55,+0,+3000,+202.979,+13.5057
2019-09-30 00:06:00 GMT,+8620.69,+3896.55,+0,+3000,+202.979,+13.5057
2019-09-30 00:07:00 GMT,+8620.69,+3895.45,+1.1042,+3000,+202.983,+13.5042
2019-09-30 00:08:00 GMT,+8620.69,+3895.51,+1.04064,+3000,+202.983,+13.5042
2019-09-30 00:09:00 GMT,+8620.69,+3896.55,+0,+3000,+202.979,+13.5057
2019-09-30 00:10:00 GMT,+8852.47,+4081.98,+0,+3000,+201.922,+14.1674
2019-09-30 00:11:00 GMT,+8852.47,+4080.82,+1.15344,+3000,+201.927,+14.1657
2019-09-30 00:12:00 GMT,+8852.47,+4078.72,+3.25432,+3000,+201.936,+14.1626
2019-09-30 00:13:00 GMT,+8852.47,+4077.41,+4.56403,+3000,+201.941,+14.1607
2019-09-30 00:14:00 GMT,+8852.47,+4077.02,+4.95983,+3000,+201.943,+14.1601
2019-09-30 00:15:00 GMT,+9020.1,+4211.25,+4.81973,+3000,+201.304,+14.6468
2019-09-30 00:16:00 GMT,+9020.1,+4213.5,+2.57742,+3000,+201.297,+14.6501
2019-09-30 00:17:00 GMT,+9020.1,+4216.08,+0,+3000,+201.289,+14.6538
2019-09-30 00:18:00 GMT,+9020.1,+4216.08,+0,+3000,+201.289,+14.6538
2019-09-30 00:19:00 GMT,+9020.1,+4216.08,+0,+3000,+201.289,+14.6538
2019-09-30 00:20:00 GMT,+9123.58,+4298.86,+0,+3000,+200.899,+14.9607
2019-09-30 00:21:00 GMT,+9123.58,+4298.86,+0,+3000,+200.899,+14.9607
2019-09-30 00:22:00 GMT,+9123.58,+4298.86,+0,+3000,+200.899,+14.9607
2019-09-30 00:23:00 GMT,+9123.58,+4298.86,+0,+3000,+200.899,+14.9607
2019-09-30 00:24:00 GMT,+9123.58,+4298.83,+0.0334765,+3000,+200.899,+14.9606
2019-09-30 00:25:00 GMT,+9162.91,+4329.14,+1.18646,+3000,+200.762,+15.08
2019-09-30 00:26:00 GMT,+9162.91,+4329.3,+1.02751,+3000,+200.761,+15.0802
2019-09-30 00:27:00 GMT,+9162.91,+4330,+0.321153,+3000,+200.759,+15.0813
2019-09-30 00:28:00 GMT,+9162.91,+4330.33,+0,+3000,+200.758,+15.0817
2019-09-30 00:29:00 GMT,+9162.91,+4330.33,+0,+3000,+200.758,+15.0817
2019-09-30 00:30:00 GMT,+9118.65,+4294.42,+0.500425,+3000,+201.173,+14.8913
2019-09-30 00:31:00 GMT,+9118.65,+4293.07,+1.84981,+3000,+201.178,+14.8893
2019-09-30 00:32:00 GMT,+9118.65,+4294.24,+0.681015,+3000,+201.173,+14.8911
2019-09-30 00:33:00 GMT,+9118.65,+4294.92,+0,+3000,+201.17,+14.8921
2019-09-30 00:34:00 GMT,+9118.65,+4294.92,+0,+3000,+201.17,+14.8921
2019-09-30 00:35:00 GMT,+9058.39,+4246.71,+0,+3000,+201.748,+14.6707
2019-09-30 00:36:00 GMT,+9058.39,+4246.71,+0,+3000,+201.748,+14.6707
2019-09-30 00:37:00 GMT,+9058.39,+4246.71,+0,+3000,+201.748,+14.6707
2019-09-30 00:38:00 GMT,+9058.39,+4246.71,+0,+3000,+201.748,+14.6707
2019-09-30 00:39:00 GMT,+9058.39,+4246.71,+0,+3000,+201.748,+14.6707
2019-09-30 00:40:00 GMT,+8883.27,+4106.62,+0,+3000,+202.307,+14.2222
2019-09-30 00:41:00 GMT,+8883.27,+4105.08,+1.53455,+3000,+202.314,+14.2199
2019-09-30 00:42:00 GMT,+8883.27,+4103.67,+2.94754,+3000,+202.32,+14.2179
2019-09-30 00:43:00 GMT,+8883.27,+4102.77,+3.85037,+3000,+202.324,+14.2165
2019-09-30 00:44:00 GMT,+8883.27,+4102.84,+3.77396,+3000,+202.323,+14.2167
2019-09-30 00:45:00 GMT,+8724.05,+3976.48,+2.75591,+3000,+202.704,+13.8364
2019-09-30 00:46:00 GMT,+8724.05,+3976.86,+2.37995,+3000,+202.703,+13.837
2019-09-30 00:47:00 GMT,+8724.05,+3976.61,+2.63112,+3000,+202.704,+13.8366
2019-09-30 00:48:00 GMT,+8724.05,+3974.71,+4.5323,+3000,+202.712,+13.8339
2019-09-30 00:49:00 GMT,+8724.05,+3977.47,+1.76944,+3000,+202.7,+13.8379
2019-09-30 00:50:00 GMT,+8546.64,+3837.31,+0,+3000,+203.202,+13.4152
2019-09-30 00:51:00 GMT,+8546.64,+3837.31,+0,+3000,+203.202,+13.4152
2019-09-30 00:52:00 GMT,+8546.64,+3837.31,+0,+3000,+203.202,+13.4152
2019-09-30 00:53:00 GMT,+8546.64,+3837.31,+0,+3000,+203.202,+13.4152
2019-09-30 00:54:00 GMT,+8546.64,+3837.07,+0.246105,+3000,+203.203,+13.4149
2019-09-30 00:55:00 GMT,+8390.08,+3712.06,+0,+3000,+203.484,+13.0608
2019-09-30 00:56:00 GMT,+8390.08,+3712.06,+0,+3000,+203.484,+13.0608
2019-09-30 00:57:00 GMT,+8390.08,+3712.06,+0,+3000,+203.484,+13.0608
2019-09-30 00:58:00 GMT,+8390.08,+3712.06,+0,+3000,+203.484,+13.0608
2019-09-30 00:59:00 GMT,+8390.08,+3712.06,+0,+3000,+203.484,+13.0608
2019-09-30 01:00:00 GMT,+8324.32,+3659.46,+0,+3000,+203.682,+12.9021
2019-09-30 01:01:00 GMT,+8324.32,+3658.19,+1.27068,+3000,+203.687,+12.9002
2019-09-30 01:02:00 GMT,+8324.32,+3659.46,+0,+3000,+203.682,+12.9021
2019-09-30 01:03:00 GMT,+8324.32,+3659.46,+0,+3000,+203.682,+12.9021
2019-09-30 01:04:00 GMT,+8324.32,+3659.46,+0,+3000,+203.682,+12.9021
2019-09-30 01:05:00 GMT,+8307.48,+3645.98,+0,+3000,+203.755,+12.8511
2019-09-30 01:06:00 GMT,+8307.48,+3645.98,+0,+3000,+203.755,+12.8511
2019-09-30 01:07:00 GMT,+8307.48,+3645,+0.984498,+3000,+203.759,+12.8497
2019-09-30 01:08:00 GMT,+8307.48,+3644.9,+1.07691,+3000,+203.759,+12.8495
2019-09-30 01:09:00 GMT,+8307.48,+3645.98,+0,+3000,+203.755,+12.8511
2019-09-30 01:10:00 GMT,+8378.24,+3702.59,+0,+3000,+203.712,+13.0059
2019-09-30 01:11:00 GMT,+8378.24,+3702.59,+0,+3000,+203.712,+13.0059
2019-09-30 01:12:00 GMT,+8378.24,+3702.59,+0,+3000,+203.712,+13.0059
2019-09-30 01:13:00 GMT,+8378.24,+3702.59,+0,+3000,+203.712,+13.0059
2019-09-30 01:14:00 GMT,+8378.24,+3702.59,+0,+3000,+203.712,+13.0059
2019-09-30 01:15:00 GMT,+8347.98,+3678.39,+0,+3000,+203.791,+12.9312
2019-09-30 01:16:00 GMT,+8347.98,+3678.39,+0,+3000,+203.791,+12.9312
2019-09-30 01:17:00 GMT,+8347.98,+3676.93,+1.45688,+3000,+203.797,+12.9291
2019-09-30 01:18:00 GMT,+8347.98,+3677.23,+1.15459,+3000,+203.795,+12.9295
2019-09-30 01:19:00 GMT,+8347.98,+3677.75,+0.632148,+3000,+203.793,+12.9303
