# file...... output/LOAD13_data.csv
# date...... Mon May  2 08:46:21 2022
# user...... user
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD13:base_power_B, Bus276:measured_power.real, inv_13_sol:VA_Out.real, inv_13_batt:VA_Out.real, Bus276:measured_voltage_B.real, Bus276:measured_current_B.real
2019-09-30 00:00:00 GMT,+7527.23,+3021.71,+0.0847326,+3000,-199.154,-28.4438
2019-09-30 00:01:00 GMT,+7527.23,+3021.78,+0,+3000,-199.154,-28.444
2019-09-30 00:02:00 GMT,+7527.23,+3021.78,+0,+3000,-199.154,-28.444
2019-09-30 00:03:00 GMT,+7527.23,+3021.78,+0,+3000,-199.154,-28.444
2019-09-30 00:04:00 GMT,+7527.23,+3021.78,+0,+3000,-199.154,-28.444
2019-09-30 00:05:00 GMT,+7640.27,+3112.22,+0,+3000,-198.775,-28.973
2019-09-30 00:06:00 GMT,+7640.27,+3112.22,+0,+3000,-198.775,-28.973
2019-09-30 00:07:00 GMT,+7640.27,+3111.24,+1.1042,+3000,-198.779,-28.971
2019-09-30 00:08:00 GMT,+7640.27,+3111.3,+1.04064,+3000,-198.779,-28.9711
2019-09-30 00:09:00 GMT,+7640.27,+3112.22,+0,+3000,-198.775,-28.973
2019-09-30 00:10:00 GMT,+7726.31,+3181.05,+0,+3000,-198.404,-29.3921
2019-09-30 00:11:00 GMT,+7726.31,+3180.03,+1.15344,+3000,-198.407,-29.3899
2019-09-30 00:12:00 GMT,+7726.31,+3178.18,+3.25432,+3000,-198.413,-29.386
2019-09-30 00:13:00 GMT,+7726.31,+3177.03,+4.56403,+3000,-198.417,-29.3835
2019-09-30 00:14:00 GMT,+7726.31,+3176.68,+4.95983,+3000,-198.419,-29.3828
2019-09-30 00:15:00 GMT,+7785.36,+3224.04,+4.81973,+3000,-198.165,-29.671
2019-09-30 00:16:00 GMT,+7785.36,+3226.01,+2.57742,+3000,-198.159,-29.6752
2019-09-30 00:17:00 GMT,+7785.36,+3228.29,+0,+3000,-198.151,-29.68
2019-09-30 00:18:00 GMT,+7785.36,+3228.29,+0,+3000,-198.151,-29.68
2019-09-30 00:19:00 GMT,+7785.36,+3228.29,+0,+3000,-198.151,-29.68
2019-09-30 00:20:00 GMT,+7817.4,+3253.92,+0,+3000,-198.029,-29.8338
2019-09-30 00:21:00 GMT,+7817.4,+3253.92,+0,+3000,-198.029,-29.8338
2019-09-30 00:22:00 GMT,+7817.4,+3253.92,+0,+3000,-198.029,-29.8338
2019-09-30 00:23:00 GMT,+7817.4,+3253.92,+0,+3000,-198.029,-29.8338
2019-09-30 00:24:00 GMT,+7817.4,+3253.89,+0.0334765,+3000,-198.029,-29.8338
2019-09-30 00:25:00 GMT,+7822.44,+3256.9,+1.18646,+3000,-198.042,-29.8506
2019-09-30 00:26:00 GMT,+7822.44,+3257.04,+1.02751,+3000,-198.041,-29.8509
2019-09-30 00:27:00 GMT,+7822.44,+3257.67,+0.321153,+3000,-198.039,-29.8523
2019-09-30 00:28:00 GMT,+7822.44,+3257.95,+0,+3000,-198.038,-29.8529
2019-09-30 00:29:00 GMT,+7822.44,+3257.95,+0,+3000,-198.038,-29.8529
2019-09-30 00:30:00 GMT,+7623.14,+3098.07,+0.500425,+3000,-198.651,-28.9116
2019-09-30 00:31:00 GMT,+7623.14,+3096.88,+1.84981,+3000,-198.655,-28.9091
2019-09-30 00:32:00 GMT,+7623.14,+3097.91,+0.681015,+3000,-198.651,-28.9113
2019-09-30 00:33:00 GMT,+7623.14,+3098.51,+0,+3000,-198.649,-28.9126
2019-09-30 00:34:00 GMT,+7623.14,+3098.51,+0,+3000,-198.649,-28.9126
2019-09-30 00:35:00 GMT,+7613.3,+3090.64,+0,+3000,-198.826,-28.8433
2019-09-30 00:36:00 GMT,+7613.3,+3090.64,+0,+3000,-198.826,-28.8433
2019-09-30 00:37:00 GMT,+7613.3,+3090.64,+0,+3000,-198.826,-28.8433
2019-09-30 00:38:00 GMT,+7613.3,+3090.64,+0,+3000,-198.826,-28.8433
2019-09-30 00:39:00 GMT,+7613.3,+3090.64,+0,+3000,-198.826,-28.8433
2019-09-30 00:40:00 GMT,+7614.99,+3091.99,+0,+3000,-199.083,-28.8144
2019-09-30 00:41:00 GMT,+7614.99,+3090.64,+1.53455,+3000,-199.087,-28.8115
2019-09-30 00:42:00 GMT,+7614.99,+3089.4,+2.94754,+3000,-199.091,-28.8089
2019-09-30 00:43:00 GMT,+7614.99,+3088.6,+3.85037,+3000,-199.094,-28.8072
2019-09-30 00:44:00 GMT,+7614.99,+3088.67,+3.77396,+3000,-199.094,-28.8074
2019-09-30 00:45:00 GMT,+7567.67,+3051.7,+2.75591,+3000,-199.308,-28.5766
2019-09-30 00:46:00 GMT,+7567.67,+3052.04,+2.37995,+3000,-199.307,-28.5773
2019-09-30 00:47:00 GMT,+7567.67,+3051.82,+2.63112,+3000,-199.307,-28.5768
2019-09-30 00:48:00 GMT,+7567.67,+3050.14,+4.5323,+3000,-199.313,-28.5733
2019-09-30 00:49:00 GMT,+7567.67,+3052.58,+1.76944,+3000,-199.305,-28.5784
2019-09-30 00:50:00 GMT,+7587.56,+3070.05,+0,+3000,-199.413,-28.6506
2019-09-30 00:51:00 GMT,+7587.56,+3070.05,+0,+3000,-199.413,-28.6506
2019-09-30 00:52:00 GMT,+7587.56,+3070.05,+0,+3000,-199.413,-28.6506
2019-09-30 00:53:00 GMT,+7587.56,+3070.05,+0,+3000,-199.413,-28.6506
2019-09-30 00:54:00 GMT,+7587.56,+3069.83,+0.246105,+3000,-199.414,-28.6501
2019-09-30 00:55:00 GMT,+7568.45,+3054.76,+0,+3000,-199.527,-28.5542
2019-09-30 00:56:00 GMT,+7568.45,+3054.76,+0,+3000,-199.527,-28.5542
2019-09-30 00:57:00 GMT,+7568.45,+3054.76,+0,+3000,-199.527,-28.5542
2019-09-30 00:58:00 GMT,+7568.45,+3054.76,+0,+3000,-199.527,-28.5542
2019-09-30 00:59:00 GMT,+7568.45,+3054.76,+0,+3000,-199.527,-28.5542
2019-09-30 01:00:00 GMT,+7605.76,+3084.61,+0,+3000,-199.552,-28.7098
2019-09-30 01:01:00 GMT,+7605.76,+3083.49,+1.27068,+3000,-199.556,-28.7075
2019-09-30 01:02:00 GMT,+7605.76,+3084.61,+0,+3000,-199.552,-28.7098
2019-09-30 01:03:00 GMT,+7605.76,+3084.61,+0,+3000,-199.552,-28.7098
