# file...... output/LOAD27_data.csv
# date...... Fri May  6 17:10:28 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD27:base_power_C, Bus539:measured_power.real, inv_27_sol:VA_Out.real, inv_27_batt:VA_Out.real, Bus539:measured_voltage_C.real, Bus539:measured_current_C.real
2019-04-21 00:00:00 GMT,+8309.09,+3258.54,+375.832,+3000,-8.17582,+20.0851
2019-04-21 00:01:00 GMT,+8309.09,+3257.31,+389.96,+3000,-8.18907,+20.0882
2019-04-21 00:02:00 GMT,+8309.09,+3225.26,+421.806,+3000,-8.23263,+20.0765
2019-04-21 00:03:00 GMT,+8309.09,+3210.6,+436.579,+3000,-8.25275,+20.0713
2019-04-21 00:04:00 GMT,+8309.09,+3197.61,+449.575,+3000,-8.27048,+20.0666
2019-04-21 00:05:00 GMT,+8596.22,+3415.3,+461.639,+3000,-8.52032,+20.7907
2019-04-21 00:06:00 GMT,+8596.22,+3402.98,+473.907,+3000,-8.53705,+20.786
2019-04-21 00:07:00 GMT,+8596.22,+3389.77,+487.115,+3000,-8.55504,+20.7811
2019-04-21 00:08:00 GMT,+8596.22,+3345.73,+530.894,+3000,-8.61474,+20.7645
2019-04-21 00:09:00 GMT,+8596.22,+3332.13,+544.734,+3000,-8.63353,+20.7595
2019-04-21 00:10:00 GMT,+8819.34,+3496.75,+558.664,+3000,-8.83676,+21.3186
2019-04-21 00:11:00 GMT,+8819.34,+3484.45,+570.916,+3000,-8.85344,+21.3138
2019-04-21 00:12:00 GMT,+8819.34,+3471.33,+584.021,+3000,-8.87128,+21.3088
2019-04-21 00:13:00 GMT,+8819.34,+3457.1,+598.239,+3000,-8.89062,+21.3033
2019-04-21 00:14:00 GMT,+8819.34,+3443.21,+612.133,+3000,-8.90952,+21.298
2019-04-21 00:15:00 GMT,+8978.43,+3558.34,+624.368,+3000,-9.05835,+21.6939
2019-04-21 00:16:00 GMT,+8978.43,+3544.85,+637.762,+3000,-9.07658,+21.6886
2019-04-21 00:17:00 GMT,+8978.43,+3531.49,+651.116,+3000,-9.09473,+21.6834
2019-04-21 00:18:00 GMT,+8978.43,+3516.45,+666.143,+3000,-9.11516,+21.6775
2019-04-21 00:19:00 GMT,+8978.43,+3501.71,+680.879,+3000,-9.13519,+21.6718
2019-04-21 00:20:00 GMT,+9073.5,+3564.54,+695.358,+3000,-9.23195,+21.9029
2019-04-21 00:21:00 GMT,+9073.5,+3552.15,+706.522,+3000,-9.24776,+21.8989
2019-04-21 00:22:00 GMT,+9073.5,+3543.27,+715.44,+3000,-9.25985,+21.8954
2019-04-21 00:23:00 GMT,+9073.5,+3530.06,+728.593,+3000,-9.27773,+21.8902
2019-04-21 00:24:00 GMT,+9073.5,+3519.2,+739.481,+3000,-9.2925,+21.8859
2019-04-21 00:25:00 GMT,+9104.56,+3534.94,+749.16,+3000,-9.33366,+21.9543
2019-04-21 00:26:00 GMT,+9104.56,+3524.2,+759.318,+3000,-9.34712,+21.9506
2019-04-21 00:27:00 GMT,+9104.56,+3511.53,+771.972,+3000,-9.36429,+21.9456
2019-04-21 00:28:00 GMT,+9104.56,+3500.21,+783.305,+3000,-9.37967,+21.9412
2019-04-21 00:29:00 GMT,+9104.56,+3490.91,+792.629,+3000,-9.39231,+21.9376
2019-04-21 00:30:00 GMT,+9017.5,+3411.84,+800.949,+3000,-9.4451,+21.7091
2019-04-21 00:31:00 GMT,+9017.5,+3403.39,+810.504,+3000,-9.45713,+21.7057
2019-04-21 00:32:00 GMT,+9017.5,+3392.68,+821.182,+3000,-9.47166,+21.7016
2019-04-21 00:33:00 GMT,+9017.5,+3382.19,+831.681,+3000,-9.48589,+21.6975
2019-04-21 00:34:00 GMT,+9017.5,+3371.73,+842.14,+3000,-9.50007,+21.6935
2019-04-21 00:35:00 GMT,+8790.65,+3180.65,+849.846,+3000,-9.33908,+21.1125
2019-04-21 00:36:00 GMT,+8790.65,+3173.1,+859.323,+3000,-9.3472,+21.109
2019-04-21 00:37:00 GMT,+8790.65,+3162.03,+870.343,+3000,-9.36211,+21.1049
2019-04-21 00:38:00 GMT,+8790.65,+3153.19,+879.209,+3000,-9.37412,+21.1016
2019-04-21 00:39:00 GMT,+8790.65,+3145.27,+887.142,+3000,-9.38488,+21.0987
2019-04-21 00:40:00 GMT,+8731.24,+3084.92,+898.421,+3000,-9.32497,+20.9287
2019-04-21 00:41:00 GMT,+8731.24,+3077.84,+907.051,+3000,-9.33391,+20.9256
2019-04-21 00:42:00 GMT,+8731.24,+3065.93,+918.896,+3000,-9.34998,+20.9212
2019-04-21 00:43:00 GMT,+8731.24,+3056.32,+928.541,+3000,-9.36305,+20.9178
2019-04-21 00:44:00 GMT,+8731.24,+3048.32,+936.563,+3000,-9.37392,+20.9149
2019-04-21 00:45:00 GMT,+8591.5,+2925.85,+945.645,+3000,-9.25216,+20.5533
2019-04-21 00:46:00 GMT,+8591.5,+2921.45,+951.692,+3000,-9.2565,+20.5511
2019-04-21 00:47:00 GMT,+8591.5,+2916.29,+956.834,+3000,-9.26344,+20.5493
2019-04-21 00:48:00 GMT,+8591.5,+2908.21,+964.873,+3000,-9.27435,+20.5464
2019-04-21 00:49:00 GMT,+8591.5,+2901.66,+971.447,+3000,-9.28326,+20.5441
2019-04-21 00:50:00 GMT,+8627.01,+2922.1,+977.946,+3000,-9.20743,+20.6148
2019-04-21 00:51:00 GMT,+8627.01,+2916.03,+985.485,+3000,-9.2163,+20.6118
2019-04-21 00:52:00 GMT,+8627.01,+2910.15,+991.368,+3000,-9.22427,+20.6098
2019-04-21 00:53:00 GMT,+8627.01,+2904.24,+997.28,+3000,-9.23229,+20.6077
2019-04-21 00:54:00 GMT,+8627.01,+2896.72,+1004.78,+3000,-9.24247,+20.605
2019-04-21 00:55:00 GMT,+8537.95,+2816.27,+1012.95,+3000,-9.11004,+20.3768
2019-04-21 00:56:00 GMT,+8537.95,+2812.74,+1017.56,+3000,-9.11325,+20.375
2019-04-21 00:57:00 GMT,+8537.95,+2804.29,+1025.68,+3000,-9.10315,+20.3777
2019-04-21 00:58:00 GMT,+8537.95,+2796.57,+1033.41,+3000,-9.09257,+20.3807
2019-04-21 00:59:00 GMT,+8537.95,+2790.41,+1039.85,+3000,-9.10129,+20.3787
2019-04-21 01:00:00 GMT,+8452.69,+2719.34,+1042.81,+3000,-9.00765,+20.1651
2019-04-21 01:01:00 GMT,+8452.69,+2711.94,+1050.1,+3000,-9.01752,+20.1625
2019-04-21 01:02:00 GMT,+8452.69,+2705.64,+1056.41,+3000,-9.02609,+20.1604
2019-04-21 01:03:00 GMT,+8452.69,+2699.99,+1062.07,+3000,-9.03378,+20.1584
2019-04-21 01:04:00 GMT,+8452.69,+2693.39,+1068.65,+3000,-9.04273,+20.1562
2019-04-21 01:05:00 GMT,+8401.83,+2647.45,+1073.12,+3000,-8.9351,+20.0453
2019-04-21 01:06:00 GMT,+8401.83,+2639.97,+1081.37,+3000,-8.94647,+20.0432
2019-04-21 01:07:00 GMT,+8401.83,+2637.38,+1084.04,+3000,-8.9501,+20.0424
2019-04-21 01:08:00 GMT,+8401.83,+2636.19,+1085.25,+3000,-8.95174,+20.042
2019-04-21 01:09:00 GMT,+8401.83,+2636.05,+1085.41,+3000,-8.95196,+20.0419
2019-04-21 01:10:00 GMT,+8408.77,+2636.99,+1090.02,+3000,-9.05941,+20.0607
2019-04-21 01:11:00 GMT,+8408.77,+2632.12,+1094.82,+3000,-9.066,+20.059
2019-04-21 01:12:00 GMT,+8408.77,+2627.22,+1099.71,+3000,-9.07264,+20.0573
2019-04-21 01:13:00 GMT,+8408.77,+2624.66,+1102.31,+3000,-9.07616,+20.0565
2019-04-21 01:14:00 GMT,+8408.77,+2621.72,+1105.25,+3000,-9.08015,+20.0554
2019-04-21 01:15:00 GMT,+8404.91,+2608.79,+1114.55,+3000,-9.03041,+20.0555
2019-04-21 01:16:00 GMT,+8404.91,+2604.15,+1119.71,+3000,-9.03751,+20.0542
