# file...... output/LOAD21_data.csv
# date...... Fri May  6 17:40:23 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD21:base_power_A, Bus387:measured_power.real, inv_21_sol:VA_Out.real, inv_21_batt:VA_Out.real, Bus387:measured_voltage_A.real, Bus387:measured_current_A.real
2019-04-21 00:00:00 GMT,+8179.99,+3154.83,+377.124,+3000,+208.359,+10.6153
2019-04-21 00:01:00 GMT,+8179.99,+3152.74,+391.256,+3000,+208.362,+10.6129
2019-04-21 00:02:00 GMT,+8179.99,+3120.64,+423.166,+3000,+208.474,+10.5726
2019-04-21 00:03:00 GMT,+8179.99,+3105.97,+437.936,+3000,+208.524,+10.5541
2019-04-21 00:04:00 GMT,+8179.99,+3066.04,+477.686,+3000,+208.663,+10.5041
2019-04-21 00:05:00 GMT,+8516.57,+3322.93,+490.295,+3000,+207.716,+11.2164
2019-04-21 00:06:00 GMT,+8516.57,+3310.05,+503.116,+3000,+207.761,+11.2
2019-04-21 00:07:00 GMT,+8516.57,+3296.24,+516.91,+3000,+207.809,+11.1826
2019-04-21 00:08:00 GMT,+8516.57,+3281.12,+532.021,+3000,+207.862,+11.1634
2019-04-21 00:09:00 GMT,+8516.57,+3267.31,+545.841,+3000,+207.91,+11.1459
2019-04-21 00:10:00 GMT,+8779.34,+3463.66,+559.75,+3000,+207.175,+11.7096
2019-04-21 00:11:00 GMT,+8779.34,+3451.4,+571.975,+3000,+207.218,+11.694
2019-04-21 00:12:00 GMT,+8779.34,+3438.31,+585.054,+3000,+207.264,+11.6773
2019-04-21 00:13:00 GMT,+8779.34,+3424.11,+599.245,+3000,+207.314,+11.6591
2019-04-21 00:14:00 GMT,+8779.34,+3410.24,+613.109,+3000,+207.362,+11.6415
2019-04-21 00:15:00 GMT,+8968.3,+3549.29,+625.31,+3000,+206.808,+12.054
2019-04-21 00:16:00 GMT,+8968.3,+3535.85,+638.67,+3000,+206.856,+12.0367
2019-04-21 00:17:00 GMT,+8968.3,+3522.53,+651.99,+3000,+206.903,+12.0196
2019-04-21 00:18:00 GMT,+8968.3,+3507.51,+666.984,+3000,+206.956,+12.0003
2019-04-21 00:19:00 GMT,+8968.3,+3492.81,+681.684,+3000,+207.008,+11.9814
2019-04-21 00:20:00 GMT,+9083.45,+3571.64,+696.124,+3000,+206.649,+12.2349
2019-04-21 00:21:00 GMT,+9083.45,+3559.39,+707.245,+3000,+206.695,+12.2182
2019-04-21 00:22:00 GMT,+9083.45,+3550.55,+716.117,+3000,+206.727,+12.2068
2019-04-21 00:23:00 GMT,+9083.45,+3537.39,+729.228,+3000,+206.773,+12.1898
2019-04-21 00:24:00 GMT,+9083.45,+3526.58,+740.069,+3000,+206.812,+12.1759
2019-04-21 00:25:00 GMT,+9124.78,+3550.53,+749.701,+3000,+206.647,+12.2729
2019-04-21 00:26:00 GMT,+9124.78,+3539.9,+759.811,+3000,+206.687,+12.2584
2019-04-21 00:27:00 GMT,+9124.78,+3527.27,+772.417,+3000,+206.732,+12.2422
2019-04-21 00:28:00 GMT,+9124.78,+3516,+783.701,+3000,+206.772,+12.2276
2019-04-21 00:29:00 GMT,+9124.78,+3506.75,+792.974,+3000,+206.804,+12.2157
2019-04-21 00:30:00 GMT,+9029.92,+3421.56,+801.243,+3000,+207.025,+11.9906
2019-04-21 00:31:00 GMT,+9029.92,+3413.09,+810.747,+3000,+207.056,+11.98
2019-04-21 00:32:00 GMT,+9029.92,+3402.44,+821.374,+3000,+207.093,+11.9663
2019-04-21 00:33:00 GMT,+9029.92,+3391.99,+831.821,+3000,+207.13,+11.9529
2019-04-21 00:34:00 GMT,+9029.92,+3381.58,+842.228,+3000,+207.167,+11.9395
2019-04-21 00:35:00 GMT,+8887.96,+3258.62,+849.881,+3000,+207.605,+11.6337
2019-04-21 00:36:00 GMT,+8887.96,+3250.95,+859.323,+3000,+207.632,+11.6239
2019-04-21 00:37:00 GMT,+8887.96,+3239.89,+870.343,+3000,+207.671,+11.6097
2019-04-21 00:38:00 GMT,+8887.96,+3231.05,+879.209,+3000,+207.702,+11.5984
2019-04-21 00:39:00 GMT,+8887.96,+3223.13,+887.142,+3000,+207.729,+11.5883
2019-04-21 00:40:00 GMT,+8754.02,+3103.24,+898.421,+3000,+208.076,+11.2945
2019-04-21 00:41:00 GMT,+8754.02,+3096.07,+907.051,+3000,+208.101,+11.2856
2019-04-21 00:42:00 GMT,+8754.02,+3084.17,+918.896,+3000,+208.143,+11.2704
2019-04-21 00:43:00 GMT,+8754.02,+3074.55,+928.541,+3000,+208.177,+11.2582
2019-04-21 00:44:00 GMT,+8754.02,+3066.55,+936.563,+3000,+208.205,+11.248
2019-04-21 00:45:00 GMT,+8648.9,+2971.9,+945.645,+3000,+208.551,+11.0197
2019-04-21 00:46:00 GMT,+8648.9,+2967.37,+951.692,+3000,+208.566,+11.0139
2019-04-21 00:47:00 GMT,+8648.9,+2962.22,+956.834,+3000,+208.584,+11.0074
2019-04-21 00:48:00 GMT,+8648.9,+2954.14,+964.873,+3000,+208.613,+10.9971
2019-04-21 00:49:00 GMT,+8648.9,+2947.59,+971.447,+3000,+208.635,+10.9888
2019-04-21 00:50:00 GMT,+8508.53,+2827.4,+977.946,+3000,+209.02,+10.681
2019-04-21 00:51:00 GMT,+8508.53,+2821.26,+985.485,+3000,+209.038,+10.6742
2019-04-21 00:52:00 GMT,+8508.53,+2815.38,+991.368,+3000,+209.059,+10.6667
2019-04-21 00:53:00 GMT,+8508.53,+2809.46,+997.28,+3000,+209.079,+10.6593
2019-04-21 00:54:00 GMT,+8508.53,+2801.94,+1004.78,+3000,+209.105,+10.6498
2019-04-21 00:55:00 GMT,+8375.8,+2686.63,+1012.95,+3000,+209.382,+10.3827
2019-04-21 00:56:00 GMT,+8375.8,+2683.03,+1017.56,+3000,+209.393,+10.3784
2019-04-21 00:57:00 GMT,+8375.8,+2674.57,+1025.68,+3000,+209.371,+10.3675
2019-04-21 00:58:00 GMT,+8375.8,+2666.99,+1033.55,+3000,+209.397,+10.358
2019-04-21 00:59:00 GMT,+8375.8,+2660.65,+1039.62,+3000,+209.368,+10.3498
2019-04-21 01:00:00 GMT,+8398.85,+2676.17,+1042.91,+3000,+209.532,+10.3837
2019-04-21 01:01:00 GMT,+8398.85,+2668.78,+1050.2,+3000,+209.558,+10.3744
2019-04-21 01:02:00 GMT,+8398.85,+2662.58,+1056.41,+3000,+209.579,+10.3666
2019-04-21 01:03:00 GMT,+8398.85,+2656.93,+1062.07,+3000,+209.599,+10.3595
