# file...... output/LOAD12_data.csv
# date...... Fri May  6 19:23:13 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD12:base_power_C, Bus264:measured_power.real, Bus264:measured_power.imag, inv_12_sol:VA_Out.real, inv_12_batt:VA_Out.real, Bus264:measured_voltage_C.real, Bus264:measured_voltage_C.imag, Bus264:measured_current_C.real, Bus264:measured_current_C.imag
2019-04-21 00:00:00 GMT,+7662.81,+3130.25,+4597.69,+0,+3000,-5.06044,+240.671,+18.6472,+21.7085
2019-04-21 00:01:00 GMT,+7662.81,+3130.25,+4597.69,+0,+3000,-5.06044,+240.671,+18.6472,+21.7085
2019-04-21 00:02:00 GMT,+7662.81,+3130.25,+4597.69,+0,+3000,-5.06044,+240.671,+18.6472,+21.7085
2019-04-21 00:03:00 GMT,+7662.81,+3130.25,+4597.69,+0,+3000,-5.06044,+240.671,+18.6472,+21.7085
2019-04-21 00:04:00 GMT,+7662.81,+3130.25,+4597.69,+0,+3000,-5.06044,+240.671,+18.6472,+21.7085
2019-04-21 00:05:00 GMT,+7798.01,+3238.41,+4678.81,+0,+3000,-5.19109,+240.135,+19.0037,+22.2253
2019-04-21 00:06:00 GMT,+7798.01,+3238.41,+4678.81,+0,+3000,-5.19109,+240.135,+19.0037,+22.2253
2019-04-21 00:07:00 GMT,+7798.01,+3238.41,+4678.81,+0,+3000,-5.19109,+240.135,+19.0037,+22.2253
2019-04-21 00:08:00 GMT,+7798.01,+3238.41,+4678.81,+0,+3000,-5.19109,+240.135,+19.0037,+22.2253
2019-04-21 00:09:00 GMT,+7798.01,+3238.41,+4678.81,+0,+3000,-5.19109,+240.135,+19.0037,+22.2253
2019-04-21 00:10:00 GMT,+7891.49,+3313.19,+4734.89,+0,+3000,-5.29419,+239.742,+19.2511,+22.5872
2019-04-21 00:11:00 GMT,+7891.49,+3313.19,+4734.89,+0,+3000,-5.29419,+239.742,+19.2511,+22.5872
2019-04-21 00:12:00 GMT,+7891.49,+3313.19,+4734.89,+0,+3000,-5.29419,+239.742,+19.2511,+22.5872
2019-04-21 00:13:00 GMT,+7891.49,+3313.19,+4734.89,+0,+3000,-5.29419,+239.742,+19.2511,+22.5872
2019-04-21 00:14:00 GMT,+7891.49,+3313.19,+4734.89,+0,+3000,-5.29419,+239.742,+19.2511,+22.5872
2019-04-21 00:15:00 GMT,+7943.23,+3354.58,+4765.94,+0,+3000,-5.40415,+239.562,+19.3803,+22.7887
2019-04-21 00:16:00 GMT,+7943.23,+3354.58,+4765.94,+0,+3000,-5.40415,+239.562,+19.3803,+22.7887
2019-04-21 00:17:00 GMT,+7943.23,+3354.58,+4765.94,+0,+3000,-5.40415,+239.562,+19.3803,+22.7887
2019-04-21 00:18:00 GMT,+7943.23,+3354.58,+4765.94,+0,+3000,-5.40415,+239.562,+19.3803,+22.7887
2019-04-21 00:19:00 GMT,+7943.23,+3354.58,+4765.94,+0,+3000,-5.40415,+239.562,+19.3803,+22.7887
2019-04-21 00:20:00 GMT,+7953.24,+3362.59,+4771.94,+0,+3000,-5.47563,+239.496,+19.4029,+22.8348
2019-04-21 00:21:00 GMT,+7953.24,+3362.59,+4771.94,+0,+3000,-5.47563,+239.496,+19.4029,+22.8348
2019-04-21 00:22:00 GMT,+7953.24,+3362.59,+4771.94,+0,+3000,-5.47563,+239.496,+19.4029,+22.8348
2019-04-21 00:23:00 GMT,+7953.24,+3362.59,+4771.94,+0,+3000,-5.47563,+239.496,+19.4029,+22.8348
2019-04-21 00:24:00 GMT,+7953.24,+3362.59,+4771.94,+0,+3000,-5.47563,+239.496,+19.4029,+22.8348
2019-04-21 00:25:00 GMT,+7921.52,+3337.22,+4752.91,+0,+3000,-5.50863,+239.543,+19.319,+22.7251
2019-04-21 00:26:00 GMT,+7921.52,+3337.22,+4752.91,+0,+3000,-5.50863,+239.543,+19.319,+22.7251
2019-04-21 00:27:00 GMT,+7921.52,+3337.22,+4752.91,+0,+3000,-5.50863,+239.543,+19.319,+22.7251
2019-04-21 00:28:00 GMT,+7921.52,+3337.22,+4752.91,+0,+3000,-5.50863,+239.543,+19.319,+22.7251
2019-04-21 00:29:00 GMT,+7921.52,+3337.22,+4752.91,+0,+3000,-5.50863,+239.543,+19.319,+22.7251
2019-04-21 00:30:00 GMT,+7744.46,+3195.57,+4646.68,+0,+3000,-5.53538,+239.685,+18.8759,+22.1126
2019-04-21 00:31:00 GMT,+7744.46,+3195.57,+4646.68,+0,+3000,-5.53538,+239.685,+18.8759,+22.1126
2019-04-21 00:32:00 GMT,+7744.46,+3195.57,+4646.68,+0,+3000,-5.53538,+239.685,+18.8759,+22.1126
2019-04-21 00:33:00 GMT,+7744.46,+3195.57,+4646.68,+0,+3000,-5.53538,+239.685,+18.8759,+22.1126
2019-04-21 00:34:00 GMT,+7744.46,+3195.57,+4646.68,+0,+3000,-5.53538,+239.685,+18.8759,+22.1126
2019-04-21 00:35:00 GMT,+7659.04,+3127.23,+4595.42,+0,+3000,-5.44844,+240.169,+18.6402,+21.7713
2019-04-21 00:36:00 GMT,+7659.04,+3127.23,+4595.42,+0,+3000,-5.44844,+240.169,+18.6402,+21.7713
2019-04-21 00:37:00 GMT,+7659.04,+3126.98,+4595.42,+0.250206,+3000,-5.44874,+240.169,+18.6402,+21.7709
2019-04-21 00:38:00 GMT,+7659.04,+3125.67,+4595.42,+1.56069,+3000,-5.4503,+240.173,+18.6398,+21.7689
2019-04-21 00:39:00 GMT,+7659.04,+3123.29,+4595.42,+3.93851,+3000,-5.45314,+240.179,+18.6392,+21.7653
2019-04-21 00:40:00 GMT,+7507.38,+2994.7,+4504.43,+11.1851,+3000,-5.40895,+240.513,+18.2514,+21.2083
2019-04-21 00:41:00 GMT,+7507.38,+2991.34,+4504.43,+14.5595,+3000,-5.41295,+240.522,+18.2506,+21.2032
2019-04-21 00:42:00 GMT,+7507.38,+2984.8,+4504.43,+21.0949,+3000,-5.42076,+240.538,+18.2489,+21.1933
2019-04-21 00:43:00 GMT,+7507.38,+2985.39,+4504.43,+20.5135,+3000,-5.42006,+240.536,+18.249,+21.1942
2019-04-21 00:44:00 GMT,+7507.38,+2998.01,+4504.43,+7.89366,+3000,-5.405,+240.505,+18.2523,+21.2134
2019-04-21 00:45:00 GMT,+7436.39,+2949.11,+4461.84,+0,+3000,-5.33556,+240.846,+18.0616,+20.949
2019-04-21 00:46:00 GMT,+7436.39,+2949.11,+4461.84,+0,+3000,-5.33556,+240.846,+18.0616,+20.949
2019-04-21 00:47:00 GMT,+7436.39,+2949.11,+4461.84,+0,+3000,-5.33556,+240.846,+18.0616,+20.949
2019-04-21 00:48:00 GMT,+7436.39,+2949.11,+4461.84,+0,+3000,-5.33556,+240.846,+18.0616,+20.949
2019-04-21 00:49:00 GMT,+7436.39,+2949.11,+4461.84,+0,+3000,-5.33556,+240.846,+18.0616,+20.949
2019-04-21 00:50:00 GMT,+7309.13,+2847.3,+4385.48,+0,+3000,-5.2844,+241.045,+17.7442,+20.4986
2019-04-21 00:51:00 GMT,+7309.13,+2847.3,+4385.48,+0,+3000,-5.2844,+241.045,+17.7442,+20.4986
2019-04-21 00:52:00 GMT,+7309.13,+2847.3,+4385.48,+0,+3000,-5.2844,+241.045,+17.7442,+20.4986
2019-04-21 00:53:00 GMT,+7309.13,+2846.14,+4385.48,+1.16067,+3000,-5.28578,+241.047,+17.744,+20.4968
2019-04-21 00:54:00 GMT,+7309.13,+2840.4,+4385.48,+6.90232,+3000,-5.29264,+241.062,+17.7425,+20.4881
2019-04-21 00:55:00 GMT,+7299.62,+2831.5,+4379.77,+8.18774,+3000,-5.20992,+241.33,+17.7075,+20.4252
2019-04-21 00:56:00 GMT,+7299.62,+2835.95,+4379.77,+3.74313,+3000,-5.20459,+241.319,+17.7086,+20.4319
2019-04-21 00:57:00 GMT,+7299.62,+2839.7,+4379.77,+0,+3000,-5.20012,+241.31,+17.7096,+20.4376
2019-04-21 00:58:00 GMT,+7299.62,+2839.7,+4379.77,+0,+3000,-5.20012,+241.31,+17.7096,+20.4376
