# file...... output/LOAD23_data.csv
# date...... Wed May 11 08:05:47 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD23:base_power_B, Bus406:measured_power.real, Bus406:measured_power.imag, Bus406:measured_voltage_B.real, Bus406:measured_voltage_B.imag, Bus406:measured_current_B.real, Bus406:measured_current_B.imag
2019-04-21 00:00:00 GMT,+8176.94,+3541.55,+4906.16,-197.549,-121.884,-31.4155,+5.45238
2019-04-21 00:01:00 GMT,+8176.94,+3541.55,+4906.16,-197.549,-121.884,-31.4155,+5.45238
2019-04-21 00:02:00 GMT,+8176.94,+3541.55,+4906.16,-197.549,-121.884,-31.4155,+5.45238
2019-04-21 00:03:00 GMT,+8176.94,+3541.55,+4906.16,-197.549,-121.884,-31.4155,+5.45238
2019-04-21 00:04:00 GMT,+8176.94,+3541.55,+4906.16,-197.549,-121.884,-31.4155,+5.45238
2019-04-21 00:05:00 GMT,+8539.84,+3831.87,+5123.91,-196.432,-121.328,-33.1527,+5.60788
2019-04-21 00:06:00 GMT,+8539.84,+3831.87,+5123.91,-196.432,-121.328,-33.1527,+5.60788
2019-04-21 00:07:00 GMT,+8539.84,+3831.87,+5123.91,-196.432,-121.328,-33.1527,+5.60788
2019-04-21 00:08:00 GMT,+8539.84,+3831.87,+5123.91,-196.432,-121.328,-33.1527,+5.60788
2019-04-21 00:09:00 GMT,+8539.84,+3831.87,+5123.91,-196.432,-121.328,-33.1527,+5.60788
2019-04-21 00:10:00 GMT,+8822.54,+4058.03,+5293.52,-195.573,-120.891,-34.5178,+5.72996
2019-04-21 00:11:00 GMT,+8822.54,+4058.03,+5293.52,-195.573,-120.891,-34.5178,+5.72996
2019-04-21 00:12:00 GMT,+8822.54,+4058.03,+5293.52,-195.573,-120.891,-34.5178,+5.72996
2019-04-21 00:13:00 GMT,+8822.54,+4058.03,+5293.52,-195.573,-120.891,-34.5178,+5.72996
2019-04-21 00:14:00 GMT,+8822.54,+4058.03,+5293.52,-195.573,-120.891,-34.5178,+5.72996
2019-04-21 00:15:00 GMT,+9025.03,+4220.03,+5415.02,-195.033,-120.656,-35.487,+5.81086
2019-04-21 00:16:00 GMT,+9025.03,+4220.03,+5415.02,-195.033,-120.656,-35.487,+5.81086
2019-04-21 00:17:00 GMT,+9025.03,+4220.03,+5415.02,-195.033,-120.656,-35.487,+5.81086
2019-04-21 00:18:00 GMT,+9025.03,+4220.03,+5415.02,-195.033,-120.656,-35.487,+5.81086
