# file...... output/LOAD48_data.csv
# date...... Sat May  7 09:16:15 2022
# user...... void
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,LOAD48:base_power_A, Bus860:measured_power.real, Bus860:measured_power.imag, inv_48_sol:VA_Out.real, inv_48_batt:VA_Out.real, Bus860:measured_voltage_A.real, Bus860:measured_voltage_A.imag, Bus860:measured_current_A.real, Bus860:measured_current_A.imag, batt_48:state_of_charge
2019-04-21 00:00:00 GMT,+3248.42,+2598.73,+1949.05,+0,-0,+206.512,-107.875,+6.01308,-12.579,+0.5
2019-04-21 00:01:00 GMT,+3248.42,+2598.73,+1949.05,+0,-0,+206.512,-107.875,+6.01308,-12.579,+0.5
2019-04-21 00:02:00 GMT,+3248.42,+2598.73,+1949.05,+0,-0,+206.512,-107.875,+6.01308,-12.579,+0.5
2019-04-21 00:03:00 GMT,+3248.42,+2598.73,+1949.05,+0,-0,+206.512,-107.875,+6.01308,-12.579,+0.5
2019-04-21 00:04:00 GMT,+3248.42,+2598.73,+1949.05,+0,-0,+206.512,-107.875,+6.01308,-12.579,+0.5
2019-04-21 00:05:00 GMT,+3537.28,+2829.82,+2122.37,+0,-0,+205.412,-106.638,+6.62652,-13.7724,+0.5
2019-04-21 00:06:00 GMT,+3537.28,+2829.82,+2122.37,+0,-0,+205.412,-106.638,+6.62652,-13.7724,+0.5
2019-04-21 00:07:00 GMT,+3537.28,+2829.82,+2122.37,+0,-0,+205.412,-106.638,+6.62652,-13.7724,+0.5
2019-04-21 00:08:00 GMT,+3537.28,+2829.82,+2122.37,+0,-0,+205.412,-106.638,+6.62652,-13.7724,+0.5
2019-04-21 00:09:00 GMT,+3537.28,+2829.82,+2122.37,+0,-0,+205.412,-106.638,+6.62652,-13.7724,+0.5
2019-04-21 00:10:00 GMT,+3777.56,+3000,+2266.54,+0,+22.0486,+204.566,-105.636,+7.11759,-14.7552,+0.5
2019-04-21 00:11:00 GMT,+3777.56,+3000,+2266.54,+0,+22.0486,+204.566,-105.636,+7.11759,-14.7552,+0.499992
2019-04-21 00:12:00 GMT,+3777.56,+3000,+2266.54,+0,+22.0486,+204.566,-105.636,+7.11759,-14.7552,+0.499985
2019-04-21 00:13:00 GMT,+3777.56,+3000,+2266.54,+0,+22.0486,+204.566,-105.636,+7.11759,-14.7552,+0.499977
2019-04-21 00:14:00 GMT,+3777.56,+3000,+2266.54,+0,+22.0486,+204.566,-105.636,+7.11759,-14.7552,+0.499969
2019-04-21 00:15:00 GMT,+3969.27,+3000,+2381.56,+0,+175.418,+204.097,-104.897,+7.33665,-15.4395,+0.499961
2019-04-21 00:16:00 GMT,+3969.27,+3000,+2381.56,+0,+175.418,+204.097,-104.897,+7.33665,-15.4395,+0.4999
2019-04-21 00:17:00 GMT,+3969.27,+3000,+2381.56,+0,+175.418,+204.097,-104.897,+7.33665,-15.4395,+0.499838
2019-04-21 00:18:00 GMT,+3969.27,+3000,+2381.56,+0,+175.418,+204.097,-104.897,+7.33665,-15.4395,+0.499776
2019-04-21 00:19:00 GMT,+3969.27,+3000,+2381.56,+0,+175.418,+204.097,-104.897,+7.33665,-15.4395,+0.499715
2019-04-21 00:20:00 GMT,+4112.41,+3000,+2467.45,+0,+289.928,+203.793,-104.377,+7.50051,-15.9491,+0.499653
2019-04-21 00:21:00 GMT,+4112.41,+3000,+2467.45,+0,+289.928,+203.793,-104.377,+7.50051,-15.9491,+0.499551
2019-04-21 00:22:00 GMT,+4112.41,+3000,+2467.45,+0,+289.928,+203.793,-104.377,+7.50051,-15.9491,+0.499449
2019-04-21 00:23:00 GMT,+4112.41,+3000,+2467.45,+0,+289.928,+203.793,-104.377,+7.50051,-15.9491,+0.499347
2019-04-21 00:24:00 GMT,+4112.41,+3000,+2467.45,+0,+289.928,+203.793,-104.377,+7.50051,-15.9491,+0.499245
2019-04-21 00:25:00 GMT,+4206.98,+3000,+2524.19,+0,+365.581,+203.658,-104.081,+7.60648,-16.2816,+0.499143
2019-04-21 00:26:00 GMT,+4206.98,+3000,+2524.19,+0,+365.581,+203.658,-104.081,+7.60648,-16.2816,+0.499014
2019-04-21 00:27:00 GMT,+4206.98,+3000,+2524.19,+0,+365.581,+203.658,-104.081,+7.60648,-16.2816,+0.498885
2019-04-21 00:28:00 GMT,+4206.98,+3000,+2524.19,+0,+365.581,+203.658,-104.081,+7.60648,-16.2816,+0.498757
2019-04-21 00:29:00 GMT,+4206.98,+3000,+2524.19,+0,+365.581,+203.658,-104.081,+7.60648,-16.2816,+0.498628
2019-04-21 00:30:00 GMT,+4140.48,+2946.8,+2484.29,+0,+365.581,+203.89,-104.428,+7.4526,-16.0015,+0.498499
2019-04-21 00:31:00 GMT,+4140.48,+2946.8,+2484.29,+0,+365.581,+203.89,-104.428,+7.4526,-16.0015,+0.49837
2019-04-21 00:32:00 GMT,+4140.48,+2946.8,+2484.29,+0,+365.581,+203.89,-104.428,+7.4526,-16.0015,+0.498242
2019-04-21 00:33:00 GMT,+4140.48,+2946.8,+2484.29,+0,+365.581,+203.89,-104.428,+7.4526,-16.0015,+0.498113
2019-04-21 00:34:00 GMT,+4140.48,+2946.8,+2484.29,+0,+365.581,+203.89,-104.428,+7.4526,-16.0015,+0.497984
2019-04-21 00:35:00 GMT,+4074.97,+2894.4,+2444.98,+0,+365.581,+204.339,-104.717,+7.30669,-15.7098,+0.497855
2019-04-21 00:36:00 GMT,+4074.97,+2894.4,+2444.98,+0,+365.581,+204.339,-104.717,+7.30669,-15.7098,+0.497727
2019-04-21 00:37:00 GMT,+4074.97,+2894.15,+2444.98,+0.250206,+365.581,+204.34,-104.717,+7.30635,-15.7095,+0.497598
