# file...... output/Bus22_data.csv
# date...... Mon Nov 29 00:16:26 2021
# user...... void
# host...... thiccpad
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,House22:base_power_A, Bus22:measured_power.real, inv_22_sol:VA_Out.real, inv_22_batt:VA_Out.real
2019-09-30 06:03:00 GMT,+7800,+9130.55,+314.342,-3204.89
2019-09-30 06:04:00 GMT,+7800,+9102.57,+342.075,-3204.65
2019-09-30 06:05:00 GMT,+7800,+9078.53,+366.112,-3204.65
2019-09-30 06:06:00 GMT,+7800,+9064.63,+379.889,-3204.52
2019-09-30 06:07:00 GMT,+7800,+9049.56,+394.835,-3204.4
2019-09-30 06:08:00 GMT,+7800,+9022.91,+421.369,-3204.28
2019-09-30 06:09:00 GMT,+7800,+8997.2,+446.949,-3204.15
2019-09-30 06:10:00 GMT,+7800,+8962.53,+481.501,-3204.03
2019-09-30 06:11:00 GMT,+7800,+8927.05,+516.737,-3203.78
2019-09-30 06:12:00 GMT,+7800,+8887.21,+556.569,-3203.78
2019-09-30 06:13:00 GMT,+7800,+8853.61,+590.042,-3203.66
2019-09-30 06:14:00 GMT,+7800,+8832.06,+611.478,-3203.53
2019-09-30 06:15:00 GMT,+7800,+8795.65,+647.755,-3203.41
2019-09-30 06:16:00 GMT,+7800,+8760.1,+683.183,-3203.29
2019-09-30 06:17:00 GMT,+7800,+8728.06,+715.104,-3203.16
2019-09-30 06:18:00 GMT,+7800,+8700.24,+742.8,-3203.04
2019-09-30 06:19:00 GMT,+7800,+8672.93,+769.984,-3202.92
2019-09-30 06:20:00 GMT,+8500,+8935.9,+793.167,-2929.06
2019-09-30 06:21:00 GMT,+8500,+8894.82,+834.236,-2929.06
2019-09-30 06:22:00 GMT,+8500,+8876.71,+852.252,-2928.96
2019-09-30 06:23:00 GMT,+8500,+8833.87,+894.982,-2928.86
2019-09-30 06:24:00 GMT,+8500,+8783.86,+944.888,-2928.75
2019-09-30 06:25:00 GMT,+8500,+8753.91,+974.737,-2928.65
2019-09-30 06:26:00 GMT,+8500,+8685.98,+1042.56,-2928.55
2019-09-30 06:27:00 GMT,+8500,+8656.49,+1071.95,-2928.44
2019-09-30 06:28:00 GMT,+8500,+8606.37,+1121.96,-2928.34
2019-09-30 06:29:00 GMT,+8500,+8557.31,+1170.93,-2928.24
2019-09-30 06:30:00 GMT,+8500,+8501.98,+1226.15,-2928.13
2019-09-30 06:31:00 GMT,+8500,+8449.84,+1278.18,-2928.03
2019-09-30 06:32:00 GMT,+8500,+8381.73,+1346.19,-2927.93
2019-09-30 06:33:00 GMT,+8500,+8346.22,+1381.5,-2927.72
2019-09-30 06:34:00 GMT,+8500,+8311.19,+1416.43,-2927.62
2019-09-30 06:35:00 GMT,+8500,+8276.54,+1450.97,-2927.51
2019-09-30 06:36:00 GMT,+8500,+8247.48,+1479.93,-2927.41
2019-09-30 06:37:00 GMT,+8500,+8229.09,+1498.22,-2927.31
2019-09-30 06:38:00 GMT,+8500,+8196.9,+1530.31,-2927.21
2019-09-30 06:39:00 GMT,+8500,+8153.22,+1573.88,-2927.1
2019-09-30 06:40:00 GMT,+9100,+8389.19,+1618.21,-2727.42
2019-09-30 06:41:00 GMT,+9100,+8351.29,+1656.04,-2727.33
2019-09-30 06:42:00 GMT,+9100,+8305.01,+1702.23,-2727.24
2019-09-30 06:43:00 GMT,+9100,+8255.9,+1751.25,-2727.15
2019-09-30 06:44:00 GMT,+9100,+8195.15,+1811.92,-2727.06
2019-09-30 06:45:00 GMT,+9100,+8129.84,+1877.13,-2726.97
2019-09-30 06:46:00 GMT,+9100,+7743.86,+2263.02,-2726.88
2019-09-30 06:47:00 GMT,+9100,+7588.52,+2418.28,-2726.79
2019-09-30 06:48:00 GMT,+9100,+7133.37,+2873.34,-2726.7
2019-09-30 06:49:00 GMT,+9100,+6876.22,+3130.39,-2726.61
2019-09-30 06:50:00 GMT,+9100,+7177.94,+2828.72,-2726.61
2019-09-30 06:51:00 GMT,+9100,+7279.76,+2726.78,-2726.52
2019-09-30 06:52:00 GMT,+9100,+6248.38,+3757.96,-2726.35
2019-09-30 06:53:00 GMT,+9100,+7064.61,+2941.87,-2726.35
2019-09-30 06:54:00 GMT,+9100,+6824.26,+3181.95,-2726.26
2019-09-30 06:55:00 GMT,+9100,+6846.59,+3159.58,-2726.17
2019-09-30 06:56:00 GMT,+9100,+6285.75,+3720.21,-2726.08
2019-09-30 06:57:00 GMT,+9100,+5169.61,+4836.29,-2725.9
2019-09-30 06:58:00 GMT,+9100,+4629.21,+5376.52,-2725.9
2019-09-30 06:59:00 GMT,+9100,+5017.21,+4988.71,-2725.81
2019-09-30 07:00:00 GMT,+9500,+6369.43,+3956.72,-2725.72
2019-09-30 07:01:00 GMT,+9500,+4803.14,+5403.57,-2607.19
2019-09-30 07:02:00 GMT,+9500,+5906.53,+4300.85,-2607.11
2019-09-30 07:03:00 GMT,+9500,+6227.19,+3979.91,-2607.03
2019-09-30 07:04:00 GMT,+9500,+7064.87,+3142.23,-2606.95
2019-09-30 07:05:00 GMT,+9500,+4844.02,+5362.16,-2606.87
2019-09-30 07:06:00 GMT,+9500,+4198.5,+6008.06,-2606.78
2019-09-30 07:07:00 GMT,+9500,+5128.01,+5078.96,-2606.7
2019-09-30 07:08:00 GMT,+9500,+7015.3,+3191.67,-2606.62
2019-09-30 07:09:00 GMT,+9500,+6897.12,+3309.4,-2606.54
2019-09-30 07:10:00 GMT,+9500,+7267.54,+2938.98,-2606.46
2019-09-30 07:11:00 GMT,+9500,+7225.66,+2980.71,-2606.37
2019-09-30 07:12:00 GMT,+9500,+6507.11,+3699.03,-2606.29
2019-09-30 07:13:00 GMT,+9500,+3561.7,+6643.4,-2606.21
2019-09-30 07:14:00 GMT,+9500,+3252.43,+6953.58,-2606.13
2019-09-30 07:15:00 GMT,+9500,+3481.2,+6724.94,-2606.05
2019-09-30 07:16:00 GMT,+9500,-1058.57,+11261.6,-2605.97
2019-09-30 07:17:00 GMT,+9500,-3232.52,+13436.7,-2605.88
2019-09-30 07:18:00 GMT,+9500,-3422.93,+13628.6,-2605.8
2019-09-30 07:19:00 GMT,+9500,-3364.43,+13570.2,-2605.72
2019-09-30 07:20:00 GMT,+9600,-3291.76,+13577.6,-2605.64
2019-09-30 07:21:00 GMT,+9600,-2937.4,+13195.2,-2577.57
2019-09-30 07:22:00 GMT,+9600,-2807.72,+13065.3,-2577.49
2019-09-30 07:23:00 GMT,+9600,-2576.47,+12834.1,-2577.41
2019-09-30 07:24:00 GMT,+9600,-786.869,+11045.3,-2577.33
2019-09-30 07:25:00 GMT,+9600,-1083.49,+11340.6,-2577.25
2019-09-30 07:26:00 GMT,+9600,-73.5515,+10331.3,-2577.17
2019-09-30 07:27:00 GMT,+9600,+632.287,+9625.19,-2577.09
2019-09-30 07:28:00 GMT,+9600,+927.431,+9329.74,-2577.01
2019-09-30 07:29:00 GMT,+9600,-2850.26,+13104.4,-2576.93
2019-09-30 07:30:00 GMT,+9600,-4249.05,+14504.8,-2576.85
2019-09-30 07:31:00 GMT,+9600,-4405.61,+14662.3,-2576.77
2019-09-30 07:32:00 GMT,+9600,-3769.19,+14026.4,-2576.69
2019-09-30 07:33:00 GMT,+9600,-4541.91,+14797.9,-2576.61
2019-09-30 07:34:00 GMT,+9600,-4457.66,+14714.3,-2576.53
2019-09-30 07:35:00 GMT,+9600,-5154.55,+15410.4,-2576.45
2019-09-30 07:36:00 GMT,+9600,-5241.63,+15497.9,-2576.37
2019-09-30 07:37:00 GMT,+9600,-5269.3,+15525.6,-2576.29
2019-09-30 07:38:00 GMT,+9600,-5405.73,+15661.8,-2576.21
2019-09-30 07:39:00 GMT,+9600,-5500.34,+15756.4,-2576.13
2019-09-30 07:40:00 GMT,+9900,-3283.83,+13782,-2576.05
2019-09-30 07:41:00 GMT,+9900,-4613.34,+15027.8,-2495.62
2019-09-30 07:42:00 GMT,+9900,-5120.66,+15535.8,-2495.54
2019-09-30 07:43:00 GMT,+9900,-4714.1,+15129.9,-2495.47
2019-09-30 07:44:00 GMT,+9900,-5298.54,+15713.4,-2495.39
2019-09-30 07:45:00 GMT,+9900,-6127.22,+16541.8,-2495.32
2019-09-30 07:46:00 GMT,+9900,-5687.29,+16102.9,-2495.24
2019-09-30 07:47:00 GMT,+9900,-5164.82,+15580.4,-2495.17
2019-09-30 07:48:00 GMT,+9900,-5244.71,+15659.7,-2495.09
2019-09-30 07:49:00 GMT,+9900,-2913.47,+13330.3,-2495.02
2019-09-30 07:50:00 GMT,+9900,-1883.34,+12299,-2494.94
2019-09-30 07:51:00 GMT,+9900,-4072.99,+14486,-2494.87
2019-09-30 07:52:00 GMT,+9900,-4883.98,+15298.1,-2494.79
2019-09-30 07:53:00 GMT,+9900,-5000.28,+15414.9,-2494.72
2019-09-30 07:54:00 GMT,+9900,-4733.08,+15148,-2494.64
2019-09-30 07:55:00 GMT,+9900,-5327.65,+15741.7,-2494.57
2019-09-30 07:56:00 GMT,+9900,-5293.01,+15707.5,-2494.49
2019-09-30 07:57:00 GMT,+9900,-4453.8,+14868.9,-2494.42
2019-09-30 07:58:00 GMT,+9900,-4572.51,+14986.8,-2494.34
2019-09-30 07:59:00 GMT,+9900,-4597.23,+15011.5,-2494.27
2019-09-30 08:00:00 GMT,+10200,-3345.49,+14001,-2494.19
2019-09-30 08:01:00 GMT,+10200,-3891.03,+14469.3,-2418.71
2019-09-30 08:02:00 GMT,+10200,-3006.54,+13585.9,-2418.64
2019-09-30 08:03:00 GMT,+10200,-4736.62,+15313.7,-2418.57
2019-09-30 08:04:00 GMT,+10200,-6694.07,+17270.6,-2418.5
2019-09-30 08:05:00 GMT,+10200,-4223.43,+14804,-2418.43
2019-09-30 08:06:00 GMT,+10200,+6002.13,+4578.9,-2418.36
2019-09-30 08:07:00 GMT,+10200,+3265.33,+7311.81,-2418.29
2019-09-30 08:08:00 GMT,+10200,+3023.79,+7554.33,-2418.22
2019-09-30 08:09:00 GMT,+10200,+1286.42,+9290.81,-2418.15
2019-09-30 08:10:00 GMT,+10200,+114.332,+10463,-2418.08
2019-09-30 08:11:00 GMT,+10200,+1199.44,+9379.15,-2418.01
2019-09-30 08:12:00 GMT,+10200,-72.3693,+10649.5,-2417.94
2019-09-30 08:13:00 GMT,+10200,+5511.05,+5068.44,-2417.87
2019-09-30 08:14:00 GMT,+10200,+3911.42,+6665.76,-2417.8
2019-09-30 08:15:00 GMT,+10200,+4209.45,+6368.39,-2417.73
2019-09-30 08:16:00 GMT,+10200,+7837.52,+2740.06,-2417.59
2019-09-30 08:17:00 GMT,+10200,+5780.64,+4796.87,-2417.51
2019-09-30 08:18:00 GMT,+10200,+2374.46,+8202.99,-2417.44
2019-09-30 08:19:00 GMT,+10200,+1421.31,+9155.64,-2417.44
2019-09-30 08:20:00 GMT,+10500,+2722.37,+8095.8,-2417.37
2019-09-30 08:21:00 GMT,+10500,+2920.65,+7825.84,-2346.4
2019-09-30 08:22:00 GMT,+10500,+7315.79,+3431.41,-2346.34
2019-09-30 08:23:00 GMT,+10500,+8390.18,+2356.03,-2346.21
2019-09-30 08:24:00 GMT,+10500,+8417.11,+2329.1,-2346.21
2019-09-30 08:25:00 GMT,+10500,+8408.55,+2337.59,-2346.14
2019-09-30 08:26:00 GMT,+10500,+8463.12,+2282.96,-2346.07
2019-09-30 08:27:00 GMT,+10500,+8508.45,+2237.56,-2346.01
2019-09-30 08:28:00 GMT,+10500,+8621.83,+2124.04,-2345.87
2019-09-30 08:29:00 GMT,+10500,+8771.44,+1974.45,-2345.87
2019-09-30 08:30:00 GMT,+10500,+8854.99,+1890.83,-2345.81
2019-09-30 08:31:00 GMT,+10500,+8816.4,+1929.34,-2345.74
2019-09-30 08:32:00 GMT,+10500,+8545.35,+2200.26,-2345.61
2019-09-30 08:33:00 GMT,+10500,+7416.87,+3328.67,-2345.54
2019-09-30 08:34:00 GMT,+10500,+5259.35,+5486.13,-2345.48
2019-09-30 08:35:00 GMT,+10500,+7486.23,+3259.18,-2345.41
2019-09-30 08:36:00 GMT,+10500,+7951.16,+2794.33,-2345.41
2019-09-30 08:37:00 GMT,+10500,+8209.02,+2536.36,-2345.34
2019-09-30 08:38:00 GMT,+10500,+8214.47,+2530.81,-2345.28
2019-09-30 08:39:00 GMT,+10500,+8310.91,+2434.31,-2345.21
2019-09-30 08:40:00 GMT,+10600,+8658.63,+2166.58,-2345.15
2019-09-30 08:41:00 GMT,+10600,+8860.65,+1941.67,-2322.32
2019-09-30 08:42:00 GMT,+10600,+8911.56,+1890.76,-2322.32
2019-09-30 08:43:00 GMT,+10600,+8782,+2020.19,-2322.19
2019-09-30 08:44:00 GMT,+10600,+8726.27,+2075.86,-2322.13
2019-09-30 08:45:00 GMT,+10600,+8824.77,+1977.37,-2322.13
2019-09-30 08:46:00 GMT,+10600,+8904.5,+1897.57,-2322.06
2019-09-30 08:47:00 GMT,+10600,+8824.27,+1977.72,-2322
2019-09-30 08:48:00 GMT,+10600,+5101.14,+5700.73,-2321.87
2019-09-30 08:49:00 GMT,+10600,+6220.36,+4581.8,-2321.87
2019-09-30 08:50:00 GMT,+10600,+6681.08,+4120.83,-2321.8
2019-09-30 08:51:00 GMT,+10600,+1044.09,+9754.49,-2321.74
2019-09-30 08:52:00 GMT,+10600,-6208.95,+17003.6,-2321.67
2019-09-30 08:53:00 GMT,+10600,-9985.15,+20782.3,-2321.61
2019-09-30 08:54:00 GMT,+10600,-4082.42,+14889,-2321.54
2019-09-30 08:55:00 GMT,+10600,+2536.01,+8268.58,-2321.48
2019-09-30 08:56:00 GMT,+10600,+4756.72,+6045.46,-2321.41
2019-09-30 08:57:00 GMT,+10600,+5851,+4950.66,-2321.35
2019-09-30 08:58:00 GMT,+10600,+6880.26,+3921.26,-2321.28
2019-09-30 08:59:00 GMT,+10600,+7396.06,+3405.09,-2321.15
2019-09-30 09:00:00 GMT,+10600,+8079.83,+2721.43,-2321.15
2019-09-30 09:01:00 GMT,+10600,+8696.33,+2104.69,-2321.02
2019-09-30 09:02:00 GMT,+10600,+9008.69,+1792.37,-2321.02
2019-09-30 09:03:00 GMT,+10600,+8940.98,+1859.97,-2320.96
2019-09-30 09:04:00 GMT,+10600,+8580.23,+2220.6,-2320.83
2019-09-30 09:05:00 GMT,+10600,+7944.4,+2856.37,-2320.76
2019-09-30 09:06:00 GMT,+10600,+7618.05,+3182.65,-2320.7
2019-09-30 09:07:00 GMT,+10600,+7719.55,+3081.17,-2320.7
2019-09-30 09:08:00 GMT,+10600,+8027.47,+2773.21,-2320.64
2019-09-30 09:09:00 GMT,+10600,+8303.16,+2497.45,-2320.57
2019-09-30 09:10:00 GMT,+10600,+8392.13,+2408.38,-2320.51
2019-09-30 09:11:00 GMT,+10600,+8414.93,+2385.51,-2320.44
2019-09-30 09:12:00 GMT,+10600,+8613.72,+2186.68,-2320.38
2019-09-30 09:13:00 GMT,+10600,+8800.19,+2000.05,-2320.25
2019-09-30 09:14:00 GMT,+10600,+8433.53,+2366.65,-2320.18
2019-09-30 09:15:00 GMT,+10600,+7812.72,+2987.39,-2320.12
2019-09-30 09:16:00 GMT,+10600,+7137.68,+3662.38,-2320.05
2019-09-30 09:17:00 GMT,+10600,+6593.78,+4206.21,-2319.99
2019-09-30 09:18:00 GMT,+10600,+6014.66,+4785.26,-2319.92
2019-09-30 09:19:00 GMT,+10600,+5377.01,+5422.85,-2319.86
2019-09-30 09:20:00 GMT,+10600,+4935.19,+5864.6,-2319.79
2019-09-30 09:21:00 GMT,+10600,+2550.62,+8248.05,-2319.79
2019-09-30 09:22:00 GMT,+10600,-11834.4,+22615.5,-2319.73
2019-09-30 09:23:00 GMT,+10600,-13687,+24484.2,-2319.66
2019-09-30 09:24:00 GMT,+10600,-13706.5,+24506.1,-2319.6
2019-09-30 09:25:00 GMT,+10600,-13823,+24622.4,-2319.53
2019-09-30 09:26:00 GMT,+10600,-14303.4,+25102.1,-2319.47
2019-09-30 09:27:00 GMT,+10600,-12420.6,+23222.5,-2319.4
2019-09-30 09:28:00 GMT,+10600,-14234.8,+25031.5,-2319.34
2019-09-30 09:29:00 GMT,+10600,-14828.4,+25626.8,-2319.27
2019-09-30 09:30:00 GMT,+10600,-15015.9,+25814.8,-2319.21
2019-09-30 09:31:00 GMT,+10600,-11647.2,+22450.6,-2319.15
2019-09-30 09:32:00 GMT,+10600,-5942.63,+16747.2,-2319.08
2019-09-30 09:33:00 GMT,+10600,-12828,+23617.7,-2319.02
2019-09-30 09:34:00 GMT,+10600,-13480.7,+24278.8,-2318.95
2019-09-30 09:35:00 GMT,+10600,-13222.2,+24021.4,-2318.89
2019-09-30 09:36:00 GMT,+10600,-13677.1,+24475.3,-2318.82
2019-09-30 09:37:00 GMT,+10600,-13540.7,+24339.7,-2318.76
2019-09-30 09:38:00 GMT,+10600,-13758.6,+24557,-2318.69
2019-09-30 09:39:00 GMT,+10600,-10950.6,+21752.7,-2318.63
2019-09-30 09:40:00 GMT,+10800,-10594.8,+21554.1,-2318.56
2019-09-30 09:41:00 GMT,+10800,-11940.8,+22853.6,-2274.55
2019-09-30 09:42:00 GMT,+10800,-11965.8,+22880.2,-2274.49
2019-09-30 09:43:00 GMT,+10800,-11006.1,+21921.7,-2274.43
2019-09-30 09:44:00 GMT,+10800,-9574.03,+20490.1,-2274.36
2019-09-30 09:45:00 GMT,+10800,-9049.26,+19964.1,-2274.3
2019-09-30 09:46:00 GMT,+10800,-9028.52,+19942.8,-2274.24
2019-09-30 09:47:00 GMT,+10800,-9632.66,+20546.1,-2274.18
2019-09-30 09:48:00 GMT,+10800,-10901,+21813.5,-2274.12
2019-09-30 09:49:00 GMT,+10800,-10204.4,+21119.3,-2274.05
2019-09-30 09:50:00 GMT,+10800,-11408.6,+22321,-2273.99
2019-09-30 09:51:00 GMT,+10800,-12398.1,+23310.7,-2273.93
2019-09-30 09:52:00 GMT,+10800,-10872.5,+21788.3,-2273.87
2019-09-30 09:53:00 GMT,+10800,-13894.6,+24804.1,-2273.8
2019-09-30 09:54:00 GMT,+10800,-13185,+24099.8,-2273.74
2019-09-30 09:55:00 GMT,+10800,-13287.9,+24201.5,-2273.68
2019-09-30 09:56:00 GMT,+10800,-14111.1,+25023.6,-2273.62
2019-09-30 09:57:00 GMT,+10800,-14115.4,+25028.9,-2273.56
2019-09-30 09:58:00 GMT,+10800,-11951.9,+22868.2,-2273.49
2019-09-30 09:59:00 GMT,+10800,-12940.8,+23852.9,-2273.43
2019-09-30 10:00:00 GMT,+11100,-11375.9,+22466.3,-2210.49
2019-09-30 10:01:00 GMT,+11100,-10443.6,+21535.2,-2210.49
2019-09-30 10:02:00 GMT,+11100,-10783,+21873,-2210.43
2019-09-30 10:03:00 GMT,+11100,-10636.8,+21727.3,-2210.37
2019-09-30 10:04:00 GMT,+11100,-8438.82,+19531.6,-2210.32
2019-09-30 10:05:00 GMT,+11100,-9123.81,+20213.3,-2210.26
2019-09-30 10:06:00 GMT,+11100,-9663.23,+20752.8,-2210.2
2019-09-30 10:07:00 GMT,+11100,-7848.05,+18940.2,-2210.14
2019-09-30 10:08:00 GMT,+11100,-6213.09,+17304.8,-2210.08
2019-09-30 10:09:00 GMT,+11100,-9169.49,+20256.1,-2210.02
2019-09-30 10:10:00 GMT,+11100,-7241.78,+18333.8,-2209.96
2019-09-30 10:11:00 GMT,+11100,-5598.93,+16690.4,-2209.9
2019-09-30 10:12:00 GMT,+11100,-3599.59,+14691.1,-2209.85
2019-09-30 10:13:00 GMT,+11100,-2071.31,+13162.2,-2209.79
2019-09-30 10:14:00 GMT,+11100,-1844.84,+12934.7,-2209.73
2019-09-30 10:15:00 GMT,+11100,-4068.29,+15156,-2209.67
2019-09-30 10:16:00 GMT,+11100,-4417.79,+15507.1,-2209.61
2019-09-30 10:17:00 GMT,+11100,-3346.88,+14437.3,-2209.55
2019-09-30 10:18:00 GMT,+11100,-5405.21,+16492.8,-2209.49
2019-09-30 10:19:00 GMT,+11100,-5705.01,+16794.2,-2209.43
2019-09-30 10:20:00 GMT,+11500,-5793.36,+17203.2,-2209.38
2019-09-30 10:21:00 GMT,+11500,-10278.6,+16810.7,+2663.57
2019-09-30 10:22:00 GMT,+11500,-9347.65,+15885,+2663.5
2019-09-30 10:23:00 GMT,+11500,-11946.2,+18480,+2663.43
2019-09-30 10:24:00 GMT,+11500,-7064.93,+13605.4,+2663.36
2019-09-30 10:25:00 GMT,+11500,-16367.7,+22892.2,+2663.29
2019-09-30 10:26:00 GMT,+11500,-18109.1,+24643.5,+2663.23
2019-09-30 10:27:00 GMT,+11500,-16410.9,+22950,+2663.16
2019-09-30 10:28:00 GMT,+11500,-17395.3,+23930.8,+2663.09
2019-09-30 10:29:00 GMT,+11500,-9597.69,+16141.8,+2663.02
2019-09-30 10:30:00 GMT,+11500,-10247,+16783.4,+2662.95
2019-09-30 10:31:00 GMT,+11500,-5306.53,+11847,+2662.89
2019-09-30 10:32:00 GMT,+11500,-833.875,+7372.94,+2662.82
2019-09-30 10:33:00 GMT,+11500,-3006.64,+9542.7,+2662.75
2019-09-30 10:34:00 GMT,+11500,-13497,+20022.3,+2662.68
2019-09-30 10:35:00 GMT,+11500,-12200.4,+18739.2,+2662.61
2019-09-30 10:36:00 GMT,+11500,-2780.61,+9323.08,+2662.54
2019-09-30 10:37:00 GMT,+11500,-8628.16,+15160.6,+2662.48
2019-09-30 10:38:00 GMT,+11500,-6616.4,+13155.5,+2662.41
2019-09-30 10:39:00 GMT,+11500,-681.686,+7221.79,+2662.34
2019-09-30 10:40:00 GMT,+11900,+608.976,+6340.11,+2570.94
2019-09-30 10:41:00 GMT,+11900,+534.053,+6414.98,+2570.94
2019-09-30 10:42:00 GMT,+11900,-9513.78,+16453.4,+2570.88
2019-09-30 10:43:00 GMT,+11900,-9622.07,+16571.2,+2570.82
2019-09-30 10:44:00 GMT,+11900,-6030.87,+12982.8,+2570.75
2019-09-30 10:45:00 GMT,+11900,-11456.9,+18400.4,+2570.69
2019-09-30 10:46:00 GMT,+11900,-12605,+19553.1,+2570.63
2019-09-30 10:47:00 GMT,+11900,-6662.13,+13616.2,+2570.56
2019-09-30 10:48:00 GMT,+11900,-1242.78,+8194.81,+2570.5
2019-09-30 10:49:00 GMT,+11900,+859.564,+6090.73,+2570.43
2019-09-30 10:50:00 GMT,+11900,+1042.68,+5907.01,+2570.37
2019-09-30 10:51:00 GMT,+11900,+0.858045,+6948.42,+2570.31
2019-09-30 10:52:00 GMT,+11900,-10837.4,+17776.2,+2570.24
2019-09-30 10:53:00 GMT,+11900,-4952.56,+11906.4,+2570.18
2019-09-30 10:54:00 GMT,+11900,-895.962,+7847.66,+2570.12
2019-09-30 10:55:00 GMT,+11900,-10965.1,+17904.7,+2570.05
2019-09-30 10:56:00 GMT,+11900,-4652.54,+11606.8,+2569.99
2019-09-30 10:57:00 GMT,+11900,-12271.1,+19212.8,+2569.93
2019-09-30 10:58:00 GMT,+11900,-20786.1,+27722.8,+2569.86
2019-09-30 10:59:00 GMT,+11900,-11655.7,+18615.6,+2569.8
2019-09-30 11:00:00 GMT,+12000,-2884.25,+9936.4,+2547.85
2019-09-30 11:01:00 GMT,+12000,-859.397,+7912.47,+2547.85
2019-09-30 11:02:00 GMT,+12000,-292.166,+7344.62,+2547.79
2019-09-30 11:03:00 GMT,+12000,-3008.1,+10058.8,+2547.72
2019-09-30 11:04:00 GMT,+12000,-5513.92,+12564.5,+2547.66
2019-09-30 11:05:00 GMT,+12000,-2700.86,+9754.83,+2547.6
2019-09-30 11:06:00 GMT,+12000,-2138.02,+9190.77,+2547.54
2019-09-30 11:07:00 GMT,+12000,-3839.78,+10891.2,+2547.47
2019-09-30 11:08:00 GMT,+12000,-5249.34,+12300.9,+2547.41
2019-09-30 11:09:00 GMT,+12000,-9177.93,+16226.9,+2547.35
2019-09-30 11:10:00 GMT,+12000,-15937.3,+22981.1,+2547.29
2019-09-30 11:11:00 GMT,+12000,-15119.2,+22173.1,+2547.22
2019-09-30 11:12:00 GMT,+12000,-7694.75,+14753.8,+2547.16
2019-09-30 11:13:00 GMT,+12000,-19561.4,+26596.2,+2547.1
2019-09-30 11:14:00 GMT,+12000,-20762.8,+27814,+2547.04
2019-09-30 11:15:00 GMT,+12000,-20523,+27576.4,+2546.97
2019-09-30 11:16:00 GMT,+12000,-20513.8,+27566.9,+2546.91
2019-09-30 11:17:00 GMT,+12000,-20274.9,+27328.4,+2546.85
2019-09-30 11:18:00 GMT,+12000,-20567.2,+27619.9,+2546.79
2019-09-30 11:19:00 GMT,+12000,-20614.1,+27667.3,+2546.72
2019-09-30 11:20:00 GMT,+12200,-20445.9,+27701.9,+2504.09
2019-09-30 11:21:00 GMT,+12200,-20525.1,+27780.8,+2504.09
2019-09-30 11:22:00 GMT,+12200,-18519,+25777.9,+2504.02
2019-09-30 11:23:00 GMT,+12200,-20278,+27531.3,+2503.96
2019-09-30 11:24:00 GMT,+12200,-20613.7,+27869.3,+2503.9
2019-09-30 11:25:00 GMT,+12200,-20721.9,+27977.9,+2503.84
2019-09-30 11:26:00 GMT,+12200,-20725,+27981.2,+2503.78
2019-09-30 11:27:00 GMT,+12200,-20731.6,+27987.9,+2503.72
2019-09-30 11:28:00 GMT,+12200,-20846,+28102.2,+2503.66
2019-09-30 11:29:00 GMT,+12200,-14503.9,+21768.2,+2503.6
2019-09-30 11:30:00 GMT,+12200,-2220.81,+9483.9,+2503.54
2019-09-30 11:31:00 GMT,+12200,-13576.4,+20819.3,+2503.48
2019-09-30 11:32:00 GMT,+12200,-20401.4,+27647.3,+2503.42
2019-09-30 11:33:00 GMT,+12200,-20468.6,+27725.2,+2503.36
2019-09-30 11:34:00 GMT,+12200,-20281.4,+27538.4,+2503.3
2019-09-30 11:35:00 GMT,+12200,-20150.6,+27407.5,+2503.24
2019-09-30 11:36:00 GMT,+12200,-20250.1,+27506.7,+2503.18
2019-09-30 11:37:00 GMT,+12200,-18422.8,+25682.3,+2503.12
2019-09-30 11:38:00 GMT,+12200,-13646.1,+20908.7,+2503.06
2019-09-30 11:39:00 GMT,+12200,-9086.83,+16348.1,+2503
2019-09-30 11:40:00 GMT,+12300,-5506.24,+12864.1,+2482.17
2019-09-30 11:41:00 GMT,+12300,+1246.08,+6114.11,+2482.17
2019-09-30 11:42:00 GMT,+12300,+1985.13,+5372.98,+2482.11
2019-09-30 11:43:00 GMT,+12300,+1046.69,+6310.92,+2482.05
2019-09-30 11:44:00 GMT,+12300,-18350,+25679.6,+2481.99
2019-09-30 11:45:00 GMT,+12300,-20610.2,+27964.9,+2481.93
2019-09-30 11:46:00 GMT,+12300,-16644.7,+24008.3,+2481.87
2019-09-30 11:47:00 GMT,+12300,-19572.6,+26926.3,+2481.81
2019-09-30 11:48:00 GMT,+12300,-20683.5,+28040,+2481.75
2019-09-30 11:49:00 GMT,+12300,-12161.5,+19529.3,+2481.7
2019-09-30 11:50:00 GMT,+12300,-9386.85,+16747.8,+2481.64
2019-09-30 11:51:00 GMT,+12300,+1806.03,+5555.95,+2481.58
2019-09-30 11:52:00 GMT,+12300,-859.112,+8216.33,+2481.52
2019-09-30 11:53:00 GMT,+12300,-17578.1,+24912.8,+2481.46
2019-09-30 11:54:00 GMT,+12300,-17995.1,+25353.3,+2481.4
2019-09-30 11:55:00 GMT,+12300,+714.131,+6651.64,+2481.34
2019-09-30 11:56:00 GMT,+12300,+1061.62,+6297.21,+2481.28
2019-09-30 11:57:00 GMT,+12300,+1160.96,+6197.86,+2481.22
2019-09-30 11:58:00 GMT,+12300,-1418.02,+8775.56,+2481.16
2019-09-30 11:59:00 GMT,+12300,-18425.4,+25759.2,+2481.1
2019-09-30 12:00:00 GMT,+12800,+209.379,+7648.17,+2382.47
