# file...... output_power.csv
# date...... Mon Dec  6 13:45:13 2021
# user...... void
# host...... (null)
# target.... transformer 1025
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,power_out.real,power_out.imag,power_out_A.real,power_out_A.imag,power_out_B.real,power_out_B.imag,power_out_C.real,power_out_C.imag
2019-09-30 03:13:00 GMT,+35833.6,+11727.2,+13461,+4384.7,+12511.4,+4112.56,+9861.18,+3229.96
2019-09-30 03:14:00 GMT,+35833.6,+11727.2,+13461,+4384.7,+12511.4,+4112.56,+9861.18,+3229.96
2019-09-30 03:15:00 GMT,+35833.6,+11727.2,+13461,+4384.7,+12511.4,+4112.56,+9861.18,+3229.96
2019-09-30 03:16:00 GMT,+35833.6,+11727.2,+13461,+4384.7,+12511.4,+4112.56,+9861.18,+3229.96
2019-09-30 03:17:00 GMT,+35833.6,+11727.2,+13461,+4384.7,+12511.4,+4112.56,+9861.18,+3229.96
2019-09-30 03:18:00 GMT,+35833.6,+11727.2,+13461,+4384.7,+12511.4,+4112.56,+9861.18,+3229.96
2019-09-30 03:19:00 GMT,+35833.6,+11727.2,+13461,+4384.7,+12511.4,+4112.56,+9861.18,+3229.96
2019-09-30 03:20:00 GMT,+35788.3,+11712.4,+13415.7,+4369.89,+12511.4,+4112.49,+9861.21,+3230.01
2019-09-30 03:21:00 GMT,+35788.3,+11712.4,+13415.7,+4369.89,+12511.4,+4112.49,+9861.21,+3230.01
2019-09-30 03:22:00 GMT,+35788.3,+11712.4,+13415.7,+4369.89,+12511.4,+4112.49,+9861.21,+3230.01
2019-09-30 03:23:00 GMT,+35788.3,+11712.4,+13415.7,+4369.89,+12511.4,+4112.49,+9861.21,+3230.01
2019-09-30 03:24:00 GMT,+35788.3,+11712.4,+13415.7,+4369.89,+12511.4,+4112.49,+9861.21,+3230.01
2019-09-30 03:25:00 GMT,+35788.3,+11712.4,+13415.7,+4369.89,+12511.4,+4112.49,+9861.21,+3230.01
2019-09-30 03:26:00 GMT,+35788.3,+11712.4,+13415.7,+4369.89,+12511.4,+4112.49,+9861.21,+3230.01
2019-09-30 03:27:00 GMT,+35788.3,+11712.4,+13415.7,+4369.89,+12511.4,+4112.49,+9861.21,+3230.01
2019-09-30 03:28:00 GMT,+35788.3,+11712.4,+13415.7,+4369.89,+12511.4,+4112.49,+9861.21,+3230.01
