#Feni weather file
$city_name=Feni
$timezone=GMT
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global
09:29:16:36:00,36.5,0.876797,18.9062,0,18.9062
09:29:16:37:00,36.5,1.20081,18.7352,0.171379,18.8015
09:29:16:38:00,36.5,1.33079,18.5377,0.142816,18.7612
09:29:16:39:00,36.5,1.30299,18.4075,0.199943,18.6118
09:29:16:40:00,36.425,1.51593,18.3798,0.228506,18.6258
09:29:16:41:00,36.4,1.23274,18.2423,0.0571266,18.4287
09:29:16:42:00,36.4,1.66763,18.176,0,18.176
09:29:16:43:00,36.4,1.44281,17.4662,0.199943,17.9185
09:29:16:44:00,36.3967,1.70559,17.7633,0,17.7633
09:29:16:45:00,36.3067,1.36135,17.6215,0,17.6215
09:29:16:46:00,36.3,1.57698,16.4582,0.0856898,17.116
09:29:16:47:00,36.3,1.38908,16.177,0.457013,16.6767
09:29:16:48:00,36.3,1.40815,16.2628,0,16.2628
09:29:16:49:00,36.2967,1.4678,15.896,0,15.896
09:29:16:50:00,36.2983,1.21351,14.8825,0.185661,15.486
09:29:16:51:00,36.3,1.42827,14.4922,0.214225,14.9593
09:29:16:52:00,36.235,1.37347,14.347,0.0285633,14.7058
09:29:16:53:00,36.2017,1.22638,14.4142,0,14.4142
09:29:16:54:00,36.2117,0.972412,13.9382,0,13.9382
09:29:16:55:00,36.2,0.96183,12.9233,0.214225,13.418
09:29:16:56:00,36.2,0.781235,12.8625,0,12.8625
09:29:16:57:00,36.2,0.605584,11.8625,0.142816,12.2005
09:29:16:58:00,36.1983,0.565604,11.5912,0,11.5912
09:29:16:59:00,36.1933,0.739439,11.1995,0,11.1995
09:29:17:00:00,36.19,1.07069,10.8537,0.114253,11.1873
09:29:17:01:00,36.1133,0.912033,10.5488,0.0571273,10.9895
09:29:17:02:00,36.1233,1.09168,10.5523,0,10.5523
09:29:17:03:00,36.1917,1.18176,10.501,0,10.501
09:29:17:04:00,36.1217,1.19649,10.1612,0,10.1612
09:29:17:05:00,36.1,1.26313,9.23083,6.66667E-08,9.899
09:29:17:06:00,36.1,0.889135,9.38483,0,9.38483
09:29:17:07:00,36.1,1.32795,8.198,0.314196,8.868
09:29:17:08:00,36.1,0.933796,7.97567,0.214225,8.59467
09:29:17:09:00,36.1,0.895005,7.38717,0.0714083,7.998
09:29:17:10:00,36.0633,1.1518,7.027,0.214225,7.51267
09:29:17:11:00,36.0667,1.05947,6.8545,0.285633,7.404
09:29:17:12:00,36.0883,1.14095,7.0805,0,7.0805
09:29:17:13:00,36.025,1.16381,7.02117,0,7.02117
09:29:17:14:00,36,1.22412,6.74433,0,6.74433
09:29:17:15:00,36,1.04912,6.363,0,6.363
09:29:17:16:00,36,0.947146,5.48817,0.228506,6.08433
09:29:17:17:00,36,0.899856,5.0025,0.0856897,5.642
09:29:17:18:00,36,0.846872,4.70983,1.33333E-07,5.23117
09:29:17:19:00,36,0.799803,4.773,0,4.773
09:29:17:20:00,36,0.736259,4.35383,0,4.35383
09:29:17:21:00,36,1.08528,3.69367,0.228506,4.04533
09:29:17:22:00,35.96,0.919512,3.96067,0,3.96067
09:29:17:23:00,35.95,0.872398,3.676,0,3.676
09:29:17:24:00,35.98,0.825598,3.37433,0,3.37433
09:29:17:25:00,35.9083,0.856704,3.07067,0,3.07067
09:29:17:26:00,35.9,1.19202,2.35383,0.128535,2.95283
09:29:17:27:00,35.905,1.25103,3.0935,0,3.0935
09:29:17:28:00,35.9,1.39931,2.3375,0.0856899,2.964
09:29:17:29:00,35.9,1.35374,2.25217,0.342759,2.68933
09:29:17:30:00,35.9,1.18587,2.2685,0,2.2685
09:29:17:31:00,35.9,1.20102,1.43733,0.357041,1.98483
09:29:17:32:00,35.9,1.16866,1.67883,0,1.67883
09:29:17:33:00,35.9,0.982927,0.939333,0.071408,1.37317
09:29:17:34:00,35.8917,1.50107,0.9575,0.442731,1.42867
09:29:17:35:00,35.9,1.44555,1.486,0,1.486
09:29:17:36:00,35.9,1.67071,1.03267,0.357041,1.556
09:29:17:37:00,35.8417,1.46132,1.2925,0,1.2925
09:29:17:38:00,35.82,1.24549,0.953833,0,0.953833
09:29:17:39:00,35.8267,1.23637,0.586833,0,0.586833
09:29:17:40:00,35.8017,1.59747,0,109.251602249864,0.411167
09:29:17:41:00,35.8,1.57093,0,0,0.450167
09:29:17:42:00,35.8,1.31652,0,0,0.322667
09:29:17:43:00,35.8,1.27869,0,0.0142818,0.138167
09:29:17:44:00,35.8,1.66637,0,0,0.166833
09:29:17:45:00,35.8,1.24418,0,0,0.0931667
09:29:17:46:00,35.8,1.20638,0,0,0
09:29:17:47:00,35.7983,1.24624,0,0,0
09:29:17:48:00,35.8,1.26177,0,0,0
09:29:17:49:00,35.745,1.23509,0,0,0
09:29:17:50:00,35.7567,1.24218,0,0,0
09:29:17:51:00,35.79,1.14989,0,0.214225,0
09:29:17:52:00,35.7167,1.31201,0,0,0
09:29:17:53:00,35.7,1.28019,0,0.142816,0
09:29:17:54:00,35.705,1.33349,0,0,0
09:29:17:55:00,35.7,1.51994,0,0.228506,0
09:29:17:56:00,35.7,1.40208,0,0,0
09:29:17:57:00,35.7,1.11651,0,0,0
09:29:17:58:00,35.6933,1.22143,0,0,0
09:29:17:59:00,35.7,1.43476,0,0,0
09:29:18:00:00,35.7,1.34138,0,0.08569,0
09:29:18:01:00,35.7,1.26365,0,0.214224,0
09:29:18:02:00,35.7,1.13884,0,0.257069,0
09:29:18:03:00,35.7,1.19866,0,6.77966E-08,0
09:29:18:04:00,35.7,1.48575,0,0,0
09:29:18:05:00,35.7,1.08309,0,0.0571265,0
09:29:18:06:00,35.7,1.3007,0,0.128535,0
09:29:18:07:00,35.6533,1.10426,0,0.0285631,0
09:29:18:08:00,35.6883,1.31917,0,0.0856899,0
09:29:18:09:00,35.7,0.903619,0,0.357041,0
09:29:18:10:00,35.6483,1.10464,0,0.0142816,0
09:29:18:11:00,35.66,1.35864,0,0.0285631,0
09:29:18:12:00,35.6417,1.00884,0,0,0
09:29:18:13:00,35.6033,1.08261,0,0,0
09:29:18:14:00,35.6,1.24491,0,0.114253,0
09:29:18:15:00,35.6,1.27911,0,0.285633,0
09:29:18:16:00,35.6,1.38888,0,0.528421,0
09:29:18:17:00,35.6,1.79392,0,0,0
09:29:18:18:00,35.6,1.73445,0,0.328478,0
09:29:18:19:00,35.6,1.81285,0,0,0.00283333
09:29:18:20:00,35.6,1.55879,0,0,0
09:29:18:21:00,35.6,1.22454,0,0.071408,0
09:29:18:22:00,35.6,1.05835,0,0.314196,0
09:29:18:23:00,35.6,1.49771,0,0.174284,0
09:29:18:24:00,35.6,1.82298,0,0,0
09:29:18:25:00,35.6,1.51258,0,0,0
09:29:18:26:00,35.5967,1.52685,0,0.271351,0
09:29:18:27:00,35.6,1.46696,0,0,0
09:29:18:28:00,35.5633,1.90559,0,0,0
09:29:18:29:00,35.5733,1.57192,0,3.33333E-08,0
09:29:18:30:00,35.6,1.94954,0,0,0
09:29:18:31:00,35.5833,1.66889,0,0.0428449,0
09:29:18:32:00,35.58,1.26071,0,0,0
09:29:18:33:00,35.5867,1.75003,0,0,0
09:29:18:34:00,35.5068,1.30062,0,0,0
09:29:18:35:00,35.5,1.79711,0,0,0
09:29:18:36:00,35.505,1.6081,0,0.0856899,0
09:29:18:37:00,35.5,1.76393,0,0,0
09:29:18:38:00,35.5,2.37472,0,0,0
09:29:18:39:00,35.5,1.7535,0,0,0
09:29:18:40:00,35.5,1.47125,0,0.114253,0
09:29:18:41:00,35.5,1.50548,0,0.128534,0
09:29:18:42:00,35.5,2.00034,0,0,0
09:29:18:43:00,35.5,1.85397,0,0,0
09:29:18:44:00,35.5,1.88187,0,0,0
09:29:18:45:00,35.5,1.51525,0,0,0
09:29:18:46:00,35.5,1.36461,0,0.0571266,0
09:29:18:47:00,35.5,1.15575,0,0,0
09:29:18:48:00,35.5,1.70098,0,0.0428445,0
09:29:18:49:00,35.4483,1.70596,0,0.0999714,0
09:29:18:50:00,35.4467,1.28279,0,0,0
09:29:18:51:00,35.4117,1.1902,0,0,0
09:29:18:52:00,35.4,1.60484,0,0,0
09:29:18:53:00,35.4,1.63008,0,0,0
09:29:18:54:00,35.4,1.9908,0,0.0999716,0
09:29:18:55:00,35.4,1.82228,0,0,0.0583333
09:29:18:56:00,35.4,1.62357,0,0.228506,0
09:29:18:57:00,35.4017,1.85682,0,0,0
09:29:18:58:00,35.4,1.43429,0,0.242788,0
09:29:18:59:00,35.4,1.30145,0,0,0
09:29:19:00:00,35.4017,1.20094,0,0.130713,0
09:29:19:01:00,35.4,1.53855,0,0,0
09:29:19:02:00,35.4133,1.50653,0,0,0
09:29:19:03:00,35.4767,1.1735,0,0.0142815,0
09:29:19:04:00,35.43,1.18174,0,0,0
09:29:19:05:00,35.42,0.864582,0,1.33333E-07,0
09:29:19:06:00,35.48,1.09598,0,0,0
09:29:19:07:00,35.4133,1.34497,0,0.0714081,0
09:29:19:08:00,35.4,1.76958,0,0,0
09:29:19:09:00,35.4,1.53128,0,1.66667E-07,0.0853333
09:29:19:10:00,35.4,1.26308,0,0,0.0416667
09:29:19:11:00,35.4,1.8614,0,0.114253,0
09:29:19:12:00,35.4,0.958641,0,0.0856899,0
09:29:19:13:00,35.4,1.22762,0,0,0
09:29:19:14:00,35.4,1.22109,0,0.0999714,0
09:29:19:15:00,35.4,1.39908,0,0.0999714,0
09:29:19:16:00,35.4,1.23123,0,0.242788,0
09:29:19:17:00,35.4,1.09212,0,0.0580948,0
09:29:19:18:00,35.4,0.994015,0,0.0280949,0
09:29:19:19:00,35.355,1.37669,0,0,0
09:29:19:20:00,35.3017,1.80121,0,0,0
09:29:19:21:00,35.3,1.29742,0,0.0285632,0.0603333
09:29:19:22:00,35.3033,1.54742,0,0.271351,0
09:29:19:23:00,35.3517,1.479,0,0,0.121333
09:29:19:24:00,35.4,1.22805,0,0.0142817,0.007
09:29:19:25:00,35.345,1.04382,0,0,0
09:29:19:26:00,35.3833,1.39478,0,0,0
09:29:19:27:00,35.4,1.45671,0,0.157098,0
09:29:19:28:00,35.3967,1.33944,0,0,0
09:29:19:29:00,35.4,1.31107,0,0,0
09:29:19:30:00,35.4,1.2865,0,0,0
09:29:19:31:00,35.4,1.62357,0,0,0
09:29:19:32:00,35.4,1.19026,0,0.17138,0.039
09:29:19:33:00,35.4,1.70335,0,0,0
09:29:19:34:00,35.4,1.22614,0,0.0571266,0.147833
09:29:19:35:00,35.3517,1.2391,0,0,0
09:29:19:36:00,35.3033,1.75582,0,0,0
09:29:19:37:00,35.3,1.57311,0,0,0.0565
09:29:19:38:00,35.3,1.20189,0,0,0
09:29:19:39:00,35.3,1.52573,0,0,0
09:29:19:40:00,35.3,1.50006,0,0.114253,0
09:29:19:41:00,35.3,1.33115,0,0.0142818,0
09:29:19:42:00,35.3683,1.09323,0,0.0856897,0
09:29:19:43:00,35.3517,1.27518,0,0.071408,0
09:29:19:44:00,35.3767,1.28607,0,0.199943,0
09:29:19:45:00,35.4,1.29353,0,0,0
09:29:19:46:00,35.3567,1.08234,0,3.70074E-18,0
09:29:19:47:00,35.3733,1.27469,0,0,0
09:29:19:48:00,35.3967,1.17766,0,0,0
09:29:19:49:00,35.3217,1.31699,0,0.042845,0
09:29:19:50:00,35.355,1.09848,0,0.0428448,0.0626667
09:29:19:51:00,35.3833,1.22444,0,0.0856897,0
09:29:19:52:00,35.3417,1.11612,0,0,0
09:29:19:53:00,35.375,0.783136,0,0,0
09:29:19:54:00,35.4,0.908446,0,0.185661,0
09:29:19:55:00,35.3367,1.09663,0,0,0
09:29:19:56:00,35.3783,1.07299,0,0.0714083,0
09:29:19:57:00,35.4,1.34093,0,0,0
09:29:19:58:00,35.3717,1.42735,0,0,0
09:29:19:59:00,35.395,1.24362,0,0,0
09:29:20:00:00,35.4,1.08186,0,0,0
09:29:20:01:00,35.39,1.52845,0,1.75664,0
09:29:20:02:00,35.4,1.0727,0,0,0.0351667
09:29:20:03:00,35.4,0.947553,0,0,0
09:29:20:04:00,35.4,1.50507,0,0,0
09:29:20:05:00,35.4,1.08546,0,6.66667E-08,0.0606667
09:29:20:06:00,35.4,1.34039,0,0,0
09:29:20:07:00,35.33,1.59474,0,0,0.086
09:29:20:08:00,35.315,1.50614,0,0,0.193333
09:29:20:09:00,35.3833,1.28381,0,0,0.159
09:29:20:10:00,35.305,1.39768,0,0,0
09:29:20:11:00,35.3,1.69603,0,0.0428447,0.101833
09:29:20:12:00,35.3117,1.28479,0,0,0.1655
09:29:20:13:00,35.31,1.39854,0,0.0142817,0.0846667
09:29:20:14:00,35.3333,1.36149,0,0.25707,0.0825
09:29:20:15:00,35.395,1.33257,0,0,0
09:29:20:16:00,35.32,1.05423,0,0,0
09:29:20:17:00,35.3333,1.05899,0,0.314196,0
09:29:20:18:00,35.395,0.979677,0,0,0
09:29:20:19:00,35.3167,0.787818,0,0.271351,0
09:29:20:20:00,35.3167,1.02335,0,0.142816,0
09:29:20:21:00,35.3833,1.1583,0,0,0
09:29:20:22:00,35.3167,1.24668,0,0.128535,0
09:29:20:23:00,35.3,1.07542,0,0,0.013
09:29:20:24:00,35.3,1.24609,0,0,0
09:29:20:25:00,35.3,1.06351,0,0,0
09:29:20:26:00,35.3,1.21919,0,0,0
09:29:20:27:00,35.3517,1.12842,0,0,0
09:29:20:28:00,35.33,0.775434,0,0.0571264,0
09:29:20:29:00,35.3883,1.01281,0,0.142816,0
09:29:20:30:00,35.4,1.2456,0,0.371323,0
09:29:20:31:00,35.4,1.32935,0,0.071408,0
09:29:20:32:00,35.4,1.25487,0,0,0.0148333
09:29:20:33:00,35.4,1.44722,0,0.17138,0.0943333
09:29:20:34:00,35.4,1.26931,0,0,0.22678
09:29:20:35:00,35.4,0.952377,0,0.0702376,0
09:29:20:36:00,35.4,1.16026,0,0,0
09:29:20:37:00,35.4,1.35885,0,0.0714081,0
09:29:20:38:00,35.4,1.32062,0,0.314196,0.182333
09:29:20:39:00,35.4,1.39422,0,0.299914,0.265167
09:29:20:40:00,35.4,1.04941,0,0,0.105833
09:29:20:41:00,35.4,1.43589,0,0,0
09:29:20:42:00,35.4,1.25386,0,0.157098,0.0713333
09:29:20:43:00,35.4,1.18575,0,0,0.086
09:29:20:44:00,35.4,0.793719,0,0,0
09:29:20:45:00,35.4,1.01096,0,0.0714084,0
09:29:20:46:00,35.4,1.03819,0,0.0714082,0
09:29:20:47:00,35.4,1.20424,0,0.0714083,0
09:29:20:48:00,35.4,0.980789,0,0,0
09:29:20:49:00,35.4,0.951667,0,0.0285632,0
09:29:20:50:00,35.4,1.00704,0,0,0
09:29:20:51:00,35.4017,0.956955,0,0,0
09:29:20:52:00,35.4,1.15809,0,0,0
09:29:20:53:00,35.405,1.09851,0,0,0
09:29:20:54:00,35.4617,1.05335,0,0,0
09:29:20:55:00,35.4067,1.17395,0,0,0
09:29:20:56:00,35.4167,1.46374,0,0,0
09:29:20:57:00,35.4967,1.10054,0,0.128535,0.111833
09:29:20:58:00,35.4267,1.21928,0,0,0
09:29:20:59:00,35.45,1.66214,0,0,0
09:29:21:00:00,35.5,1.38743,0.0433333,0.114253,0.244667
09:29:21:01:00,35.4917,1.14328,0,0.042845,0.086
09:29:21:02:00,35.5,1.09818,0,0.242788,0
09:29:21:03:00,35.5,1.28629,0,0,0
09:29:21:04:00,35.4167,1.39583,0,0.25707,0
09:29:21:05:00,35.4,1.01333,0,0.17138,0
09:29:21:06:00,35.4,1.71079,0,0,0
09:29:21:07:00,35.4,1.77088,0.0138333,0.0999714,0.143833
09:29:21:08:00,35.4,1.36723,0.1445,0.114253,0.269833
09:29:21:09:00,35.4133,1.81034,0,0.0714083,0.166
09:29:21:10:00,35.4133,1.38887,0,0.0999714,0.120833
09:29:21:11:00,35.4417,1.61611,0,0,0
09:29:21:12:00,35.5,1.38735,0.0495,0.128535,0.392667
09:29:21:13:00,35.49,1.48406,0,0,0.162833
09:29:21:14:00,35.5,1.08901,0,0.0714082,0
09:29:21:15:00,35.5,1.36914,0,0.08569,0
09:29:21:16:00,35.4917,1.62619,0,0,0
09:29:21:17:00,35.5,1.13245,0,0,0
09:29:21:18:00,35.5,1.27926,0,0,0
09:29:21:19:00,35.435,1.26591,0,0,0.0186667
09:29:21:20:00,35.46,1.22592,0,0,0.019
09:29:21:21:00,35.5,1.20697,0,0,0
09:29:21:22:00,35.46,1.13322,0,0.17138,0
09:29:21:23:00,35.495,1.07991,0,0.042845,0
09:29:21:24:00,35.5,1.36249,0,0,0.117
09:29:21:25:00,35.4417,1.2315,0,0,0.260667
09:29:21:26:00,35.4717,1.34472,0,0,0.283167
09:29:21:27:00,35.5,1.03458,0,0,0
09:29:21:28:00,35.4883,0.988797,0,0.17138,0
09:29:21:29:00,35.495,0.999273,0,0,0
09:29:21:30:00,35.5,1.06028,0,0.0142816,0
09:29:21:31:00,35.4917,1.01108,0,0,0
09:29:21:32:00,35.5,1.19097,0,0,0
09:29:21:33:00,35.5,1.17287,0,0,0.0233333
09:29:21:34:00,35.4833,1.15125,0,0,0.124667
09:29:21:35:00,35.4983,1.08841,0,0.114253,0.0518333
09:29:21:36:00,35.5,1.127,0,0.114253,0
09:29:21:37:00,35.4883,1.07676,0,0,0
09:29:21:38:00,35.495,1.26922,0,0.0142816,0
09:29:21:39:00,35.5,0.956725,0,0.157098,0
09:29:21:40:00,35.48,1.00422,0,0.0714082,0
09:29:21:41:00,35.4083,1.24172,0,0.199943,0
09:29:21:42:00,35.44,1.1446,0,0.185662,0
09:29:21:43:00,35.4183,0.827207,0,0,0
09:29:21:44:00,35.42,0.993188,0,0,0
09:29:21:45:00,35.4,1.12759,0,0.17138,0
09:29:21:46:00,35.4,1.00305,0,0,0
09:29:21:47:00,35.4,1.05801,0,0.114253,0
09:29:21:48:00,35.4283,1.25569,0,0.0571265,0
09:29:21:49:00,35.42,1.23069,0,0,0.0315
09:29:21:50:00,35.465,1.52098,0,0,0.0541667
09:29:21:51:00,35.5,1.00436,0,0,0.072
09:29:21:52:00,35.5,1.08375,0,0,0
09:29:21:53:00,35.5,0.872666,0,0,0
09:29:21:54:00,35.5,0.976397,0,0.556985,0
09:29:21:55:00,35.4983,0.790377,0,0,0
09:29:21:56:00,35.5,0.781059,0,0.157098,0
09:29:21:57:00,35.5,0.618749,0,0.114253,0
09:29:21:58:00,35.5,0.917144,0,0,0
09:29:21:59:00,35.5,0.670255,0,0.0285633,0
09:29:22:00:00,35.5,0.665634,0,0,0
09:29:22:01:00,35.5,1.13543,0,0.942589,0
09:29:22:02:00,35.5,0.820602,0,0.114253,0
09:29:22:03:00,35.565,0.925398,0,0,0
09:29:22:04:00,35.5367,0.792086,0,0.0285637,0
09:29:22:05:00,35.5683,0.683903,0,0,0
09:29:22:06:00,35.6,0.58254,0,0,0
09:29:22:07:00,35.5267,0.186792,0,0.0142819,0
09:29:22:08:00,35.5533,0.376823,0,0.0285634,0
09:29:22:09:00,35.595,0.308213,0,0.371324,0
09:29:22:10:00,35.5217,0.534667,0,0.428449,0
09:29:22:11:00,35.5433,0.71776,0,0,0
09:29:22:12:00,35.5967,0.774215,0,0,0
09:29:22:13:00,35.5867,0.608197,0,0,0
09:29:22:14:00,35.6,0.720013,0,0.399886,0
09:29:22:15:00,35.6,0.766912,0,0.0999713,0
09:29:22:16:00,35.56,0.723683,0,0,0
09:29:22:17:00,35.5833,0.700011,0,0,0
09:29:22:18:00,35.6,0.879609,0,0,0.0113333
09:29:22:19:00,35.5783,0.824954,0,0.214224,0.170167
09:29:22:20:00,35.5967,0.559543,0,0,0
09:29:22:21:00,35.6,0.507263,0,0.0142814,0
09:29:22:22:00,35.6,0.727852,0,0.157098,0
09:29:22:23:00,35.6,0.904791,0,0.0856896,0
09:29:22:24:00,35.6,0.985631,0,0.0285635,0.0926667
09:29:22:25:00,35.5967,1.03688,0,0.0285632,0.1885
09:29:22:26:00,35.6,0.882046,0,0,0.23
09:29:22:27:00,35.6,0.984498,0,0.214225,0.131167
09:29:22:28:00,35.6,0.888514,0,0.185661,0.0876667
09:29:22:29:00,35.6,0.827851,0,0,0
09:29:22:30:00,35.6,0.865225,0,0,0
09:29:22:31:00,35.6,0.778338,0,0.228506,0
09:29:22:32:00,35.6,1.19013,0,0,0.071
09:29:22:33:00,35.6,1.12526,0,0,0.406167
09:29:22:34:00,35.6,1.22347,0,0,0.577833
09:29:22:35:00,35.6,1.0561,0.04,0,0.532
09:29:22:36:00,35.6,1.29492,0.0743333,0.0142814,0.436167
09:29:22:37:00,35.6,1.23293,0.0893333,0,0.444
09:29:22:38:00,35.6,1.13244,0,0.0571263,0.237667
09:29:22:39:00,35.6,1.36291,0.047,0,0.252167
09:29:22:40:00,35.6,1.16167,0.151833,0,0.3565
09:29:22:41:00,35.6,1.01342,0,0.0428447,0
09:29:22:42:00,35.6,1.01996,0,0.128535,0
09:29:22:43:00,35.6,0.940104,0,0.25707,0
09:29:22:44:00,35.6,0.72663,0,0.130713,0
09:29:22:45:00,35.6,0.764386,0,0.0842851,0
09:29:22:46:00,35.6,0.8146,0,0,0
09:29:22:47:00,35.6,0.779296,0,0.323093,0
09:29:22:48:00,35.6,1.09229,0,0.0999715,0
09:29:22:49:00,35.6,0.861738,0,0.142816,0
09:29:22:50:00,35.6,0.81454,0,0,0
09:29:22:51:00,35.6,0.847998,0,0.357041,0
09:29:22:52:00,35.6,0.643134,0,0.25707,0
09:29:22:53:00,35.6,0.665243,0,0.0285636,0
09:29:22:54:00,35.6,0.525954,0,0.271351,0
09:29:22:55:00,35.6,0.589644,0,0,0
09:29:22:56:00,35.6,0.866574,0,0,0
09:29:22:57:00,35.6,0.73875,0,0.0142818,0
09:29:22:58:00,35.6,0.674715,0,0,0
09:29:22:59:00,35.5967,0.684447,0,0.457013,0
09:29:23:00:00,35.6,0.747861,0,0.0714083,0
09:29:23:01:00,35.6,0.765479,0,0,0
09:29:23:02:00,35.6,0.860681,0,0.242788,0.0816667
09:29:23:03:00,35.6,1.03289,0,0,0.208833
09:29:23:04:00,35.6,1.10034,0,0,0.5595
09:29:23:05:00,35.6,0.997188,0,0.285633,0.594833
09:29:23:06:00,35.6,0.984536,0,0,0.547667
09:29:23:07:00,35.6,0.842687,0,0,0.346833
09:29:23:08:00,35.6,1.04816,0,0.285633,0.2655
09:29:23:09:00,35.6,0.910592,0,0.0999714,0.224833
09:29:23:10:00,35.5967,1.01408,0,0,0
09:29:23:11:00,35.5167,0.9168,0,0.0999715,0
09:29:23:12:00,35.5,1.20947,0,0,0.0116667
09:29:23:13:00,35.4333,1.29213,0,0.0571267,0.452333
09:29:23:14:00,35.4817,0.971286,0.00366667,0.17138,0.4855
09:29:23:15:00,35.5,0.825138,0,0.0285631,0.101833
09:29:23:16:00,35.5,0.788492,0,0,0
09:29:23:17:00,35.5,0.780706,0,0.0142815,0
09:29:23:18:00,35.5,0.72317,0,0,0
09:29:23:19:00,35.5,1.00482,0,0.328478,0
09:29:23:20:00,35.5,0.847163,0,0.399886,0
09:29:23:21:00,35.5,0.869164,0,0,0
09:29:23:22:00,35.5,1.14644,0,0,0.122667
09:29:23:23:00,35.5,0.80877,0,0.17138,0.153667
09:29:23:24:00,35.5,0.846933,0,0.185662,0
09:29:23:25:00,35.5,0.947989,0,0.114253,0
09:29:23:26:00,35.5,0.776131,0,0,0
09:29:23:27:00,35.5,0.950756,0,0.0142817,0
09:29:23:28:00,35.4833,0.99964,0,0,0
09:29:23:29:00,35.4883,0.886613,0,0.128535,0
09:29:23:30:00,35.5,0.845523,0,0,0
09:29:23:31:00,35.4567,0.908906,0,0,0.00416667
09:29:23:32:00,35.4733,0.947475,0,0.271351,0
09:29:23:33:00,35.4932,0.703874,0,0.145237,0
09:29:23:34:00,35.4148,0.654502,0,0.140475,0
09:29:23:35:00,35.4,0.655548,0,0,0
09:29:23:36:00,35.4033,0.689092,0,0.0842851,0
09:29:23:37:00,35.4,0.74816,0,0,0
09:29:23:38:00,35.4,0.597783,0,0.171379,0
09:29:23:39:00,35.4,0.898913,0,0,0
09:29:23:40:00,35.4,0.847148,0,0.285633,0.004
09:29:23:41:00,35.4,1.14169,0,0.142816,0.037
09:29:23:42:00,35.4,1.08109,0,0,0.154167
09:29:23:43:00,35.4,1.06235,0,0,0.277
09:29:23:44:00,35.4,0.876123,0,0.128535,0.093
09:29:23:45:00,35.4,0.590226,0,0.271351,0
09:29:23:46:00,35.3733,0.662737,0,0,0
09:29:23:47:00,35.3817,0.851171,0,0,0
09:29:23:48:00,35.4,0.872567,0,0.0142815,0
09:29:23:49:00,35.33,0.815138,0,0,0
09:29:23:50:00,35.3083,0.860788,0,0.0285633,0
09:29:23:51:00,35.3817,1.01289,0,0,0
09:29:23:52:00,35.315,0.999793,0,0,0.00116667
09:29:23:53:00,35.3067,0.96406,0,0.157098,0.00633333
09:29:23:54:00,35.3233,0.837982,0,0,0.0101667
09:29:23:55:00,35.3033,1.01745,0,0,0
09:29:23:56:00,35.3,0.750643,0,0.17138,0
09:29:23:57:00,35.3,0.609668,0,0.299914,0
09:29:23:58:00,35.3,0.675014,0,0.185661,0
09:29:23:59:00,35.3,0.721185,0,0,0.005
09:30:00:00:00,35.3,0.791351,0,0.042845,0.00783333
09:30:00:01:00,35.3,0.567359,0,0.956871,0
09:30:00:02:00,35.3,0.600641,0,0.0714082,0
09:30:00:03:00,35.3033,0.584418,0,0,0
09:30:00:04:00,35.3,0.65489,0,0,0
09:30:00:05:00,35.3,0.752406,0,0.0571263,0
09:30:00:06:00,35.3,0.859761,0,0.128534,0
09:30:00:07:00,35.3,0.943092,0,0,0.11
09:30:00:08:00,35.3,0.782254,0,0,0.103667
09:30:00:09:00,35.3,0.7808,0,0,0
09:30:00:10:00,35.3,0.804133,0,0.0421427,0
09:30:00:11:00,35.3,0.999043,0,0.0714082,0.111833
09:30:00:12:00,35.3,1.00303,0,0.414167,0.315667
09:30:00:13:00,35.3,1.03176,0,0,0.455
09:30:00:14:00,35.3,1.12024,0,0.199943,0.4945
09:30:00:15:00,35.3,1.00369,0,0.228506,0.467667
09:30:00:16:00,35.2733,0.962182,0,0,0.256833
09:30:00:17:00,35.3,0.59684,0,0.185661,0
09:30:00:18:00,35.2983,0.606787,0,0,0
09:30:00:19:00,35.215,0.810593,0,0.25707,0
09:30:00:20:00,35.2,0.811367,0,0,0
09:30:00:21:00,35.2,0.885065,0,0.0999718,0
09:30:00:22:00,35.2,0.74767,0,0.0571272,0
09:30:00:23:00,35.2,0.895097,0,0,0
09:30:00:24:00,35.2,1.02199,0,0,0.00333333
09:30:00:25:00,35.2,1.18867,0,0,0.118167
09:30:00:26:00,35.2,0.952005,0,0,0.102333
09:30:00:27:00,35.2,0.980037,0,0.0571266,0.029
09:30:00:28:00,35.2,0.919321,0,0.157098,0
09:30:00:29:00,35.2,1.11038,0,0,0
09:30:00:30:00,35.2,1.11576,0,0,0.0498333
09:30:00:31:00,35.2,1.0968,0,0.114253,0.179333
09:30:00:32:00,35.2,0.860742,0,0.128535,0.0615
09:30:00:33:00,35.2,0.825981,0,0,0
09:30:00:34:00,35.1933,0.954894,0,0.314196,0
09:30:00:35:00,35.1983,1.04503,0,0,0
09:30:00:36:00,35.2,1.05624,0,0,0
09:30:00:37:00,35.1417,1.05278,0,0.157098,0
09:30:00:38:00,35.1767,0.940701,0,0.228506,0
09:30:00:39:00,35.2,0.989295,0,0,0
09:30:00:40:00,35.145,1.28459,0,0.185661,0
09:30:00:41:00,35.18,1.27675,0,0.0571266,0.152833
09:30:00:42:00,35.2,1.34875,0,0,0.293667
09:30:00:43:00,35.1317,1.39053,0,0.114253,0.383667
09:30:00:44:00,35.1,1.40483,0,0,0.376
09:30:00:45:00,35.095,1.46143,0,0.0714086,0.2745
