#Feni weather file
$city_name=Feni
$timezone=GMT
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global
09:28:23:42:00,36.3,0.58792,0,0,0
09:28:23:43:00,36.3,0.454984,0,0.0285634,0
09:28:23:44:00,36.3,0.0354575,0,0,0
09:28:23:45:00,36.3,0.0941352,0,0.128534,0
09:28:23:46:00,36.2983,0,0,0,0
09:28:23:47:00,36.3,0.158918,0,0.214225,0
09:28:23:48:00,36.3,0.355751,0,0,0
09:28:23:49:00,36.3,0.439818,0,0,0
09:28:23:50:00,36.3,0.559918,0,0.0142818,0
09:28:23:51:00,36.3,0.596372,0,0,0
09:28:23:52:00,36.3033,0.340164,0,0,0
09:28:23:53:00,36.3,0.313956,0,0.157098,0
09:28:23:54:00,36.3383,0.381002,0,0,0
09:28:23:55:00,36.3117,0.614466,0,0,0
09:28:23:56:00,36.31,0.586832,0,0,0
09:28:23:57:00,36.395,0.804386,0,0,0
09:28:23:58:00,36.3317,0.863348,0,0.357041,0
09:28:23:59:00,36.335,0.999962,0,0.0714082,0
09:29:00:00:00,36.4,1.13606,0,0.042845,0
09:29:00:01:00,36.39,1.05371,0,0.142816,0
09:29:00:02:00,36.4,1.18769,0,0,0
09:29:00:03:00,36.4,1.18946,0,0,0
09:29:00:04:00,36.35,1.28414,0,0,0
09:29:00:05:00,36.3033,1.18807,0,0,0
09:29:00:06:00,36.3717,1.0703,0,0,0
09:29:00:07:00,36.3133,1.02478,0,0,0
09:29:00:08:00,36.3033,1.08497,0,0,0
09:29:00:09:00,36.3867,0.92877,0,0,0
09:29:00:10:00,36.3183,0.835584,0,0.0999715,0
09:29:00:11:00,36.31,0.694417,0,0,0
09:29:00:12:00,36.375,0.735983,0,0.0571266,0
09:29:00:13:00,36.33,0.535204,0,0,0
09:29:00:14:00,36.3317,0.422326,0,0,0
09:29:00:15:00,36.4,0.202917,0,0.214225,0
09:29:00:16:00,36.3233,0.419832,0,0,0
09:29:00:17:00,36.3383,0.331191,0,0.142816,0
09:29:00:18:00,36.3833,0.526107,0,0.0142812,0
09:29:00:19:00,36.315,0.677995,0,0.314196,0
09:29:00:20:00,36.315,0.739554,0,0,0
09:29:00:21:00,36.385,0.607139,0,0.114253,0
09:29:00:22:00,36.3367,0.555833,0,0,0
09:29:00:23:00,36.3667,0.478786,0,0,0
09:29:00:24:00,36.4,0.712288,0,0,0
09:29:00:25:00,36.3183,0.638329,0,0.214225,0
09:29:00:26:00,36.3,0.529349,0,0,0
09:29:00:27:00,36.3,0.901044,0,0,0
09:29:00:28:00,36.23,0.822548,0,0.114253,0
09:29:00:29:00,36.2,1.13215,0,0.185661,0
09:29:00:30:00,36.225,1.17834,0,0.242788,0
09:29:00:31:00,36.2083,1.276,0,0.228506,0
09:29:00:32:00,36.21,1.08116,0,0,0.0945
09:29:00:33:00,36.2983,0.730611,0,0,0
09:29:00:34:00,36.2533,0.859984,0,0,0
09:29:00:35:00,36.2933,1.22664,0,0,0
09:29:00:36:00,36.3,1.22577,0,0,0
09:29:00:37:00,36.29,1.32301,0,0.0142816,0
09:29:00:38:00,36.295,0.897932,0,0,0
09:29:00:39:00,36.3,0.919206,0,0,0
09:29:00:40:00,36.2833,1.0316,0,0.114253,0
09:29:00:41:00,36.2917,0.961883,0,0,0
09:29:00:42:00,36.3,1.04926,0,0,0
09:29:00:43:00,36.2967,0.953338,0,0,0
09:29:00:44:00,36.3,0.914485,0,0,0
09:29:00:45:00,36.2817,0.850849,0,0,0
09:29:00:46:00,36.2,0.618083,0,0,0
09:29:00:47:00,36.2,0.520843,0,0,0
09:29:00:48:00,36.2367,0.492067,0,0,0
09:29:00:49:00,36.2067,0.789941,0,0.0714082,0
09:29:00:50:00,36.205,0.657526,0,0,0
09:29:00:51:00,36.2017,0.992981,0,0,0
09:29:00:52:00,36.205,0.927298,0,0.128535,0
09:29:00:53:00,36.21,0.922708,0,0,0
09:29:00:54:00,36.245,0.828671,0,0.357041,0
09:29:00:55:00,36.2067,0.85278,0,0,0
09:29:00:56:00,36.2,0.539457,0,0,0
09:29:00:57:00,36.2,0.865953,0,0,0
09:29:00:58:00,36.2,0.93641,0,0,0
09:29:00:59:00,36.2,0.812318,0,0.17138,0
09:29:01:00:00,36.2,1.16311,0,0,0
09:29:01:01:00,36.2,0.870268,0,0,0
09:29:01:02:00,36.2,0.796133,0,0.17138,0
09:29:01:03:00,36.2034,0.910768,0,0.217856,0
09:29:01:04:00,36.2033,0.787603,0,0.028095,0
09:29:01:05:00,36.2017,0.586678,0,0.0142815,0
09:29:01:06:00,36.2517,0.639073,0,0,0
09:29:01:07:00,36.2167,0.734573,0,0.114253,0
09:29:01:08:00,36.22,0.815084,0,0,0
09:29:01:09:00,36.2817,0.759893,0,0,0
09:29:01:10:00,36.2283,0.859478,0,0,0
09:29:01:11:00,36.2383,0.797022,0,0.357042,0
09:29:01:12:00,36.295,0.898055,0,0,0
09:29:01:13:00,36.2567,1.0619,0,0,0
09:29:01:14:00,36.2817,1.2045,0,0.471295,0.400833
09:29:01:15:00,36.2967,1.3562,0,0.0856901,0.4605
09:29:01:16:00,36.2317,1.3344,0,0,0.376167
09:29:01:17:00,36.2,0.813544,0,0,0.145167
09:29:01:18:00,36.2,0.967914,0,0,0
09:29:01:19:00,36.175,0.683673,0,0,0
09:29:01:20:00,36.2,0.848381,0,0,0
09:29:01:21:00,36.2,1.17522,0,0.0285635,0
09:29:01:22:00,36.2,0.875663,0,0.142816,0
09:29:01:23:00,36.2067,1.04693,0,0,0
09:29:01:24:00,36.255,0.966864,0,0.242788,0
09:29:01:25:00,36.22,0.881732,0,0,0
09:29:01:26:00,36.21,1.03596,0,0,0
09:29:01:27:00,36.2983,0.473323,0,0.142816,0
09:29:01:28:00,36.245,0.174329,0,0,0
09:29:01:29:00,36.2717,0.70923,0,0.0571265,0
09:29:01:30:00,36.3,0.676071,0,0,0
09:29:01:31:00,36.2983,1.1092,0,0,0
09:29:01:32:00,36.2983,1.03425,0,0,0
09:29:01:33:00,36.3,0.952304,0,0,0
09:29:01:34:00,36.2617,1.13458,0,0.442732,0
09:29:01:35:00,36.2817,1.08597,0,0,0
09:29:01:36:00,36.3,1.03314,0,0,0
09:29:01:37:00,36.24,1.21365,0,0,0
09:29:01:38:00,36.25,1.06733,0,0.042845,0
09:29:01:39:00,36.3,0.912508,0,0.0285635,0
09:29:01:40:00,36.235,1.34228,0,0.0856898,0
09:29:01:41:00,36.2217,1.44675,0,0.228506,0.0418333
09:29:01:42:00,36.285,1.57195,0,0,0.1785
09:29:01:43:00,36.2333,1.65417,0,0,0.496833
09:29:01:44:00,36.215,1.37973,0,0,0.4405
09:29:01:45:00,36.2583,1.56418,0,0.17138,0.0208333
09:29:01:46:00,36.2,1.16518,0,0,0
09:29:01:47:00,36.2,1.2496,0,0.128535,0
09:29:01:48:00,36.2,1.29744,0,0,0
09:29:01:49:00,36.2,1.22365,0,0,0
09:29:01:50:00,36.2,1.05039,0,0,0
09:29:01:51:00,36.2,1.21526,0,0.0285633,0
09:29:01:52:00,36.2,1.33343,0,0,0
09:29:01:53:00,36.2,1.63685,0,0.0856897,0
09:29:01:54:00,36.2,1.35216,0,0.457012,0
09:29:01:55:00,36.145,1.37812,0,0.671238,0
09:29:01:56:00,36.16,1.1834,0,0.385605,0
09:29:01:57:00,36.1883,1.53433,0,0.214225,0
09:29:01:58:00,36.125,1.73245,0,0,0
09:29:01:59:00,36.1067,1.76718,0,0,0.0141667
09:29:02:00:00,36.1333,1.72629,0,0,0.0461667
09:29:02:01:00,36.1083,1.68034,0,0,0.0698333
09:29:02:02:00,36.1133,1.88639,0,0,0
09:29:02:03:00,36.1433,1.76835,0,0.214225,0
09:29:02:04:00,36.1117,1.63524,0,0.0999714,0
09:29:02:05:00,36.1,1.77692,0,0,0
09:29:02:06:00,36.1,1.95707,0,0,0
09:29:02:07:00,36.1,1.75698,0,0.0571267,0
09:29:02:08:00,36.1,1.48566,0,0.142816,0
09:29:02:09:00,36.1,1.52227,0,0.0428451,0
09:29:02:10:00,36.0117,1.64508,0,0.0142816,0
09:29:02:11:00,36,1.48787,0,0.0285634,0
09:29:02:12:00,36,1.61347,0,0,0
09:29:02:13:00,36,1.35408,0,0.0571265,0
09:29:02:14:00,36,1.51393,0,0,0
09:29:02:15:00,36,1.59124,0,0,0
09:29:02:16:00,35.9333,1.26178,0,0,0
09:29:02:17:00,35.915,1.25105,0,0,0
09:29:02:18:00,35.9367,1.08382,0,0.0999714,0
09:29:02:19:00,35.9,1.32868,0,0,0
09:29:02:20:00,35.9,1.27571,0,0,0
09:29:02:21:00,35.9,1.34307,0,0,0
09:29:02:22:00,35.9,1.16841,0,0,0
09:29:02:23:00,35.9,1.07076,0,0,0
09:29:02:24:00,35.9,1.13625,0,0.0856897,0
09:29:02:25:00,35.8883,1.42294,0,0.0285634,0
09:29:02:26:00,35.8967,1.41193,0,0.0428448,0
09:29:02:27:00,35.9,1.62276,0,0,0
09:29:02:28:00,35.81,1.70536,0,0,0
09:29:02:29:00,35.8,1.62132,0,0,0
09:29:02:30:00,35.8017,1.47031,0,0.0142817,0
09:29:02:31:00,35.8,1.52871,0,0.17138,0
09:29:02:32:00,35.8,1.36841,0,0,0
09:29:02:33:00,35.8,1.4332,0,0.11619,0
09:29:02:34:00,35.8,1.23863,0,0.0421424,0
09:29:02:35:00,35.8,1.08526,0,0,0
09:29:02:36:00,35.8,1.16146,0,0,0
09:29:02:37:00,35.7933,1.10679,0,0,0
09:29:02:38:00,35.7883,1.34255,0,0,0
09:29:02:39:00,35.7983,0.776882,0,0,0
09:29:02:40:00,35.7233,0.827422,0,0.17138,0
09:29:02:41:00,35.7017,0.901863,0,0,0
09:29:02:42:00,35.735,0.952602,0,0,0
09:29:02:43:00,35.7067,1.0985,0,0,0
09:29:02:44:00,35.7,1.31602,0,1.11022E-17,0
09:29:02:45:00,35.7,1.09848,0,0,0
09:29:02:46:00,35.7,0.708709,0,0.0571265,0
09:29:02:47:00,35.7,1.16679,0,0.0142816,0
09:29:02:48:00,35.7,0.684945,0,0,0
09:29:02:49:00,35.6583,0.793205,0,0.0142815,0
09:29:02:50:00,35.6367,1.11011,0,0.0428451,0
09:29:02:51:00,35.675,0.862152,0,0.128535,0
09:29:02:52:00,35.615,0.617615,0,0,0
09:29:02:53:00,35.6,0.389064,0,0,0
09:29:02:54:00,35.6,0.587222,0,6.66667E-08,0
09:29:02:55:00,35.6,1.07927,0,0.0285633,0
09:29:02:56:00,35.6,0.651119,0,0,0
09:29:02:57:00,35.555,0.918654,0,0,0
09:29:02:58:00,35.5,0.899656,0,0,0
09:29:02:59:00,35.5,0.973363,0,0,0
09:29:03:00:00,35.55,0.896752,0,0,0
09:29:03:01:00,35.585,0.942081,0,0,0
09:29:03:02:00,35.6,0.882146,0,0,0
09:29:03:03:00,35.6,0.760299,0,0.0714078,0
09:29:03:04:00,35.5383,0.936724,0,0.157098,0
09:29:03:05:00,35.5717,0.966197,0,0,0
09:29:03:06:00,35.6,0.713729,0,0,0
09:29:03:07:00,35.6,0.573222,0,0,0
09:29:03:08:00,35.6,0.725239,0,0,0
09:29:03:09:00,35.6,0.746965,0,0.0142816,0
09:29:03:10:00,35.6,1.14498,0,0,0
09:29:03:11:00,35.6,1.29127,0,0,0
09:29:03:12:00,35.645,1.31766,0,0.17138,0
09:29:03:13:00,35.6733,1.28948,0,0,0
09:29:03:14:00,35.685,1.22379,0,0,0
09:29:03:15:00,35.7,0.936632,0,0.599829,0
09:29:03:16:00,35.635,0.81031,0,0.271351,0
09:29:03:17:00,35.6,0.853393,0,0.271351,0
09:29:03:18:00,35.54,1.1302,0,0.0571265,0
09:29:03:19:00,35.4267,1.25848,0,0,0
09:29:03:20:00,35.3317,0.99029,0,0,0
09:29:03:21:00,35.3,1.07442,0,0,0
09:29:03:22:00,35.3,1.18207,0,0,0
09:29:03:23:00,35.3,1.0619,0,0,0
09:29:03:24:00,35.3117,1.19324,0,0.142817,0
09:29:03:25:00,35.305,1.0193,0,0.17138,0
09:29:03:26:00,35.3617,1.19797,0,0.371323,0
09:29:03:27:00,35.4,1.02164,0,0.0428449,0
09:29:03:28:00,35.4,1.19483,0,0.0428447,0
09:29:03:29:00,35.45,1.07387,0,0.128535,0
09:29:03:30:00,35.5,1.39009,0,0.0571265,0
09:29:03:31:00,35.5,1.34345,0,0,0
09:29:03:32:00,35.5017,1.31437,0,0.071408,0
09:29:03:33:00,35.5183,1.1205,0,0,0
09:29:03:34:00,35.5067,1.4219,0,0,0
09:29:03:35:00,35.4467,1.0548,0,0.0856897,0
09:29:03:36:00,35.4,1.13246,0,0.0428454,0
09:29:03:37:00,35.34,1.47571,0,0,0
09:29:03:38:00,35.3017,1.0987,0,0.0142817,0
09:29:03:39:00,35.3817,1.09122,0,0,0
09:29:03:40:00,35.4,1.18446,0,0.0285633,0
09:29:03:41:00,35.4017,1.41317,0,0.0856904,0
09:29:03:42:00,35.45,1.08551,0,0,0
09:29:03:43:00,35.4,1.17869,0,0,0
09:29:03:44:00,35.4,1.16719,0,0.142816,0
09:29:03:45:00,35.4,1.28852,0,0,0
09:29:03:46:00,35.4,1.61251,0,0.128535,0
09:29:03:47:00,35.4383,1.29774,0,0,0
09:29:03:48:00,35.5,1.21369,0,0.17138,0
09:29:03:49:00,35.5,0.924739,0,0.157098,0
09:29:03:50:00,35.5,0.859784,0,0.0999714,0
09:29:03:51:00,35.5,0.832671,0,0.0856899,0
09:29:03:52:00,35.5,1.20676,0,0.0571269,0
09:29:03:53:00,35.5033,1.42073,0,0,0
09:29:03:54:00,35.5383,1.2246,0,0,0
09:29:03:55:00,35.505,0.818839,0,0,0
09:29:03:56:00,35.5267,1.02389,0,0.157098,0
09:29:03:57:00,35.56,1.16087,0,0,0
09:29:03:58:00,35.515,1.29704,0,0.0571264,0
09:29:03:59:00,35.515,1.03677,0,0.0571266,0
09:29:04:00:00,35.585,1.14003,0,0.0142817,0
09:29:04:01:00,35.5767,1.44782,0,0,0
09:29:04:02:00,35.6,1.12232,0,0,0
09:29:04:03:00,35.6,1.1259,0,0,0
09:29:04:04:00,35.6,1.01822,0,0,0
09:29:04:05:00,35.525,1.14403,0,0,0
09:29:04:06:00,35.5233,1.04398,0,0,0
09:29:04:07:00,35.5017,0.985095,0,0.114253,0
09:29:04:08:00,35.5,0.950572,0,0.185661,0
09:29:04:09:00,35.5,1.1056,0,0,0
09:29:04:10:00,35.5,1.22614,0,0,0
09:29:04:11:00,35.5,1.0158,0,0.0999716,0
09:29:04:12:00,35.5,1.11667,0,0,0
09:29:04:13:00,35.5,1.18429,0,0.0714085,0
09:29:04:14:00,35.5,1.12454,0,0.014282,0
09:29:04:15:00,35.5067,1.07391,0,0.028563,0
09:29:04:16:00,35.5,1.16531,0,0,0
09:29:04:17:00,35.5,1.06702,0,0,0
09:29:04:18:00,35.5,1.25593,0,0,0
09:29:04:19:00,35.5,1.17573,0,0.0714078,0
09:29:04:20:00,35.5,1.32612,0,0.157098,0
09:29:04:21:00,35.5,1.13133,0,0,0
09:29:04:22:00,35.5,1.07286,0,0,0
09:29:04:23:00,35.5,0.96855,0,0.0285631,0
09:29:04:24:00,35.5,0.975562,0,0,0
09:29:04:25:00,35.4967,0.981946,0,0,0
09:29:04:26:00,35.5,0.997135,0,0,0
09:29:04:27:00,35.5,0.976435,0,0,0
09:29:04:28:00,35.455,0.685091,0,0.214225,0
09:29:04:29:00,35.4767,0.861754,0,0,0
09:29:04:30:00,35.5,0.969462,0,0.0856899,0
09:29:04:31:00,35.4783,0.899902,0,0,0
09:29:04:32:00,35.4867,0.873502,0,0,0
09:29:04:33:00,35.5,0.903756,0,0,0
09:29:04:34:00,35.4267,1.06713,0,0,0
09:29:04:35:00,35.4183,0.974313,0,0.25707,0
09:29:04:36:00,35.4333,1.00769,0,0.185662,0
09:29:04:37:00,35.4017,1.40053,0,0.199943,0
09:29:04:38:00,35.4,1.22662,0,0.0142815,0
09:29:04:39:00,35.415,1.44291,0,0,0
09:29:04:40:00,35.4,1.43365,0,0,0
09:29:04:41:00,35.4,1.2514,0,0.17138,0
09:29:04:42:00,35.4067,1.24383,0,0,0
09:29:04:43:00,35.4033,1.12054,0,0,0
09:29:04:44:00,35.4,1.15057,0,0,0
09:29:04:45:00,35.4,1.44597,0,0,0
09:29:04:46:00,35.4,1.01936,0,0,0
09:29:04:47:00,35.4,1.36645,0,0,0
09:29:04:48:00,35.4,1.34805,0,0,0
09:29:04:49:00,35.3817,1.63085,0,0,0
09:29:04:50:00,35.3967,1.75357,0,0,0
09:29:04:51:00,35.4,1.66585,0,0,0
09:29:04:52:00,35.4,1.44858,0,0,0
09:29:04:53:00,35.4,1.3866,0,0.042845,0
09:29:04:54:00,35.4,1.29965,0,0,0
09:29:04:55:00,35.4,1.32335,0,0,0
09:29:04:56:00,35.4,1.2433,0,0.0285631,0
09:29:04:57:00,35.4,1.31011,0,0,0
09:29:04:58:00,35.35,1.26564,0,0.17138,0
09:29:04:59:00,35.3667,0.854175,0,0,0
09:29:05:00:00,35.4,0.764223,0,0.271351,0
09:29:05:01:00,35.3967,0.82277,0,0,0
09:29:05:02:00,35.4,1.13671,0,0,0
09:29:05:03:00,35.4,1.26412,0,0,0
09:29:05:04:00,35.4,1.236,0,0.142816,0
09:29:05:05:00,35.4,1.29796,0,0.0428448,0
09:29:05:06:00,35.4,1.09724,0,0,0
09:29:05:07:00,35.3967,0.903059,0,0,0
09:29:05:08:00,35.3967,1.02406,0,0,0
09:29:05:09:00,35.4,1.16911,0,0.0571266,0
09:29:05:10:00,35.395,0.814417,0,0,0
09:29:05:11:00,35.4,1.16324,0,0.157099,0
09:29:05:12:00,35.4,0.747516,0,0.471294,0
09:29:05:13:00,35.4,0.856336,0,0.114253,0
09:29:05:14:00,35.4,0.888162,0,0.0142817,0
09:29:05:15:00,35.4,0.717078,0,0.0999716,0
09:29:05:16:00,35.4,1.0635,0,0,0
09:29:05:17:00,35.4,1.01346,0,0.0142816,0
09:29:05:18:00,35.4,1.13068,0,0.199943,0
09:29:05:19:00,35.4,0.964872,0,0,0
09:29:05:20:00,35.4,0.959898,0,0,0
09:29:05:21:00,35.4,1.01971,0,0,0
09:29:05:22:00,35.4,1.0623,0,0,0
09:29:05:23:00,35.4,1.10513,0,0.0856896,0
09:29:05:24:00,35.4,0.990291,0,0.114253,0
09:29:05:25:00,35.4,1.40072,0,0,0
09:29:05:26:00,35.4,1.32746,0,0,0
09:29:05:27:00,35.3433,1.36796,0,0,0
09:29:05:28:00,35.3,1.24601,0,0.0571263,0
09:29:05:29:00,35.3,1.26898,0,0.0856899,0
09:29:05:30:00,35.3017,1.21477,0,0,0
09:29:05:31:00,35.3,1.27458,0,0,0
09:29:05:32:00,35.3,1.22252,0,0,0
09:29:05:33:00,35.3,1.14201,0,0,0
09:29:05:34:00,35.3,1.04464,0,3.70074E-18,0
09:29:05:35:00,35.3,1.0073,0,0,0
09:29:05:36:00,35.3,1.30435,0,0.0856901,0
09:29:05:37:00,35.3,1.13778,0,0.014282,0
09:29:05:38:00,35.3,1.29915,0,0.0285628,0.119667
09:29:05:39:00,35.3,1.09782,0,0.228506,0.284
09:29:05:40:00,35.3,1.25181,0,0.185661,0.377333
09:29:05:41:00,35.3,0.941902,0.101356,0,0.404407
09:29:05:42:00,35.3,1.31796,0.441311,0.22476,0.574262
09:29:05:43:00,35.3,1.10567,0.775333,0.0856899,0.984
09:29:05:44:00,35.3,1.37864,1.1585,0,1.30417
09:29:05:45:00,35.3,1.11637,1.45983,0,1.79
09:29:05:46:00,35.3,1.23159,1.81883,0,2.05217
09:29:05:47:00,35.3,1.19063,2.46267,0,2.752
09:29:05:48:00,35.3017,0.903626,3.25933,0.414168,3.59333
09:29:05:49:00,35.3,0.956695,4.426,0,4.426
09:29:05:50:00,35.3,1.11407,5.445,0,5.445
09:29:05:51:00,35.3,0.907726,6.32167,0,6.32167
09:29:05:52:00,35.3,0.71717,7.06717,0,7.06717
09:29:05:53:00,35.3,0.562462,7.61767,0,7.61767
09:29:05:54:00,35.3,0.781358,8.2455,0,8.2455
09:29:05:55:00,35.3,0.822705,9.33475,0.334045,9.3539
09:29:05:56:00,35.3,0.84844,10.168,0,10.168
09:29:05:57:00,35.3,0.75564,11.0925,0,11.0925
09:29:05:58:00,35.3,0.897258,11.7445,0,11.7445
09:29:05:59:00,35.3,0.819958,12.7577,0,12.7577
09:29:06:00:00,35.3,1.12021,13.4863,0.071408,13.914
09:29:06:01:00,35.3,1.3845,14.9273,0.157098,15.4735
09:29:06:02:00,35.3,1.18453,16.3255,0.114254,16.9048
09:29:06:03:00,35.3117,1.33903,18.1362,0,18.1362
09:29:06:04:00,35.3167,1.30859,20.0842,0,20.0842
09:29:06:05:00,35.365,1.20747,22.3037,0.0714082,22.6092
09:29:06:06:00,35.395,1.2243,25.093,0.0856899,25.5068
09:29:06:07:00,35.3217,0.913527,26.9128,0.242788,27.3917
09:29:06:08:00,35.325,1.0626,28.5368,0.314196,29.1887
09:29:06:09:00,35.3932,0.724229,30.4676,0.27595,31.1502
09:29:06:10:00,35.3262,0.904211,33.1875,0.632138,33.4539
09:29:06:11:00,35.325,0.5607,36.102,0.157098,36.3088
09:29:06:12:00,35.4,1.15135,39.9447,3.02771,40.5123
09:29:06:13:00,35.4,1.33663,43.3977,4.25593,44.1323
09:29:06:14:00,35.4667,1.12068,46.2877,2.67067,47.1342
09:29:06:15:00,35.515,1.38707,48.7645,1.15681,49.1872
09:29:06:16:00,35.5733,1.37759,51.7338,0.299914,51.755
09:29:06:17:00,35.6,1.2594,53.798,0,53.798
09:29:06:18:00,35.64,1.18804,56.5967,0,56.5967
09:29:06:19:00,35.645,1.23112,58.7342,0,58.7342
09:29:06:20:00,35.695,1.68737,61.1637,0,61.1637
09:29:06:21:00,35.7,1.69233,64.049,2.485,64.1933
09:29:06:22:00,35.7,1.16715,65.6842,2.14225,65.8527
09:29:06:23:00,35.7,0.936165,66.4783,1.14253,66.9338
09:29:06:24:00,35.7,1.3293,67.7307,1.51385,68.3355
09:29:06:25:00,35.7,1.37804,69.7083,1.84233,70.5392
09:29:06:26:00,35.7,1.60662,72.143,3.38475,73.2775
09:29:06:27:00,35.7,1.38414,75.0607,9.21167,77.0002
09:29:06:28:00,35.675,1.49386,79.5098,39.8315,88.0983
09:29:06:29:00,35.69,1.47121,84.5948,111.954,104.915
09:29:06:30:00,35.7,1.49809,86.4117,74.9786,99.347
09:29:06:31:00,35.6883,1.36934,89.2832,44.7015,97.2407
09:29:06:32:00,35.6967,1.19312,95.2098,63.7104,108.386
09:29:06:33:00,35.7,1.07506,101.781,103.913,122.559
09:29:06:34:00,35.6333,0.9922,106.917,141.788,134.53
09:29:06:35:00,35.6283,1.14192,110.343,153.713,140.505
09:29:06:36:00,35.6783,0.928333,113.648,164.553,146.073
09:29:06:37:00,35.575,1.07109,115.81,161.083,148.489
09:29:06:38:00,35.5,0.822004,116.778,173.479,152.762
09:29:06:39:00,35.5,0.977386,117.386,183.476,156.034
09:29:06:40:00,35.5,0.823744,118.07,194.887,160.283
09:29:06:41:00,35.5167,1.00649,118.42,201.814,163.133
09:29:06:42:00,35.5967,0.917328,118.307,201.871,163.941
09:29:06:43:00,35.6,1.21163,117.852,205.756,164.677
09:29:06:44:00,35.6017,1.38853,116.073,111.954,140.259
09:29:06:45:00,35.6883,1.34816,117.045,40.617,126.691
09:29:06:46:00,35.6567,1.34284,118.291,30.7626,126.475
09:29:06:47:00,35.7,1.43611,116.399,47.5721,128.736
09:29:06:48:00,35.7,1.77974,112.673,40.2314,122.407
09:29:06:49:00,35.7,1.41229,109.726,24.6929,115.948
09:29:06:50:00,35.7,1.9232,107.665,21.3082,113.206
09:29:06:51:00,35.7,2.00315,104.884,20.5227,109.772
09:29:06:52:00,35.7033,1.8191,101.043,13.8532,103.954
09:29:06:53:00,35.7967,1.77453,97.7498,7.95487,99.3288
09:29:06:54:00,35.8,1.35077,96.217,4.37018,97.0443
09:29:06:55:00,35.8,1.18074,95.624,3.48472,96.6928
09:29:06:56:00,35.835,1.02256,95.4562,4.37018,96.9345
09:29:06:57:00,35.9,0.994904,96.4102,4.71294,98.062
09:29:06:58:00,35.9,1.45838,100.731,5.86975,102.739
09:29:06:59:00,35.9,1.39434,106.961,7.52642,109.437
09:29:07:00:00,35.9,1.63919,113.002,9.55442,116.201
09:29:07:01:00,35.9,1.96497,119.538,9.35448,122.59
09:29:07:02:00,35.9,1.76695,127.334,10.497,131.042
09:29:07:03:00,35.945,2.17041,135.038,12.5679,139.283
09:29:07:04:00,35.9847,1.94533,141.738,14.5092,147.305
09:29:07:05:00,36,1.83261,144.652,23.4312,153.062
09:29:07:06:00,36,1.69028,143.784,38.4319,157.475
09:29:07:07:00,36,1.325,140.538,56.7695,159.34
09:29:07:08:00,36.0283,0.882123,138.316,48.9717,155.683
09:29:07:09:00,36.0967,1.20364,140.135,69.2516,164.499
09:29:07:10:00,36.1,1.39408,145.96,101.085,183.554
09:29:07:11:00,36.1,1.33629,156.038,194.102,222.826
09:29:07:12:00,36.1,1.496,167.506,227.135,246.588
09:29:07:13:00,36.1,1.72176,179.91,293.816,280.11
09:29:07:14:00,36.145,1.88051,191.542,318.895,303.482
09:29:07:15:00,36.2,1.25398,198.504,309.183,307.286
09:29:07:16:00,36.2,1.34377,202.997,355.298,329.928
09:29:07:17:00,36.2,1.04787,207.895,366.01,338.828
09:29:07:18:00,36.22,1.08025,215.747,363.71,346.872
09:29:07:19:00,36.2017,0.771572,224.913,352.613,354.084
09:29:07:20:00,36.2617,1.15341,230.604,358.569,362.653
09:29:07:21:00,36.3,1.71231,234.654,354.542,366.559
09:29:07:22:00,36.3,1.41852,237.298,357.869,371.944
09:29:07:23:00,36.3,1.54493,234.332,359.592,370.241
09:29:07:24:00,36.3,1.66562,223.585,329.653,349.189
09:29:07:25:00,36.3,1.45232,208.236,270.623,308.848
09:29:07:26:00,36.3,1.27862,191.061,88.032,222.091
09:29:07:27:00,36.3617,1.35168,176.402,18.3662,183.076
09:29:07:28:00,36.4,1.429,166.956,3.98458,168.459
09:29:07:29:00,36.4,1.99073,162.071,2.39931,162.966
09:29:07:30:00,36.4583,1.803,160.793,2.37075,161.926
09:29:07:31:00,36.5,2.00997,163.056,2.51357,164.333
09:29:07:32:00,36.5383,1.68802,170.382,1.74236,171.384
09:29:07:33:00,36.6033,2.06763,169.609,0,169.609
09:29:07:34:00,36.6733,1.94694,156.678,13.1391,181.07
09:29:07:35:00,36.73,1.61361,193.032,22.108,201.929
09:29:07:36:00,36.82,1.69432,197.307,1.91374,198.542
09:29:07:37:00,36.8717,1.1922,197.333,0.214225,198.256
09:29:07:38:00,36.9083,1.69959,194.461,0.77121,195.443
09:29:07:39:00,36.9967,1.38609,189.261,0.385604,190.122
09:29:07:40:00,37,1.26763,184.963,0.685519,185.918
09:29:07:41:00,37.09,1.27419,183.716,0.285633,184.801
09:29:07:42:00,37.1,1.26864,183.806,0.656956,185.018
09:29:07:43:00,37.1,1.79207,188.918,0.571266,190.504
09:29:07:44:00,37.1,1.25765,196.838,1.59954,198.67
09:29:07:45:00,37.1,1.29473,204.906,4.58441,208.464
09:29:07:46:00,37.1,1.65781,216.153,24.7215,229.074
09:29:07:47:00,37.1,1.31725,226.331,6.14111,229.726
09:29:07:48:00,37.1,1.47433,236.656,1.38532,237.798
09:29:07:49:00,37.1,1.56516,243.502,9.52586,249.4
09:29:07:50:00,37.1,1.11525,245.379,13.4533,252.245
09:29:07:51:00,37.1,0.950847,245.796,2.08512,247.956
09:29:07:52:00,37.1,0.838358,246.427,3.21337,248.961
09:29:07:53:00,37.1,1.54074,249.637,8.85462,255.91
