#Feni weather file
$city_name=Feni
$timezone=GMT
solar_diff,solar_dir,solar_global,temperature,wind_speed
04:21:07:38:00,164.694,432.562,378.456,35.315,0.865133
04:21:07:39:00,165.675,436.947,383.034,35.395,0.95058
04:21:07:40:00,166.549,435.09,384.446,35.4,1.30859
04:21:07:41:00,167.5,438.761,389.076,35.425,1.57794
04:21:07:42:00,168.863,442.659,394.082,35.495,1.63798
04:21:07:43:00,169.939,443.502,397.167,35.5017,1.25498
04:21:07:44:00,170.425,451.928,404.029,35.5383,0.843837
04:21:07:45:00,170.231,456.884,407.384,35.6,0.56785
04:21:07:46:00,170.221,456.955,409.09,35.6067,0.562746
04:21:07:47:00,170.658,460.125,412.841,35.645,0.492121
04:21:07:48:00,171.047,463.239,416.323,35.7,0.585161
04:21:07:49:00,171.73,465.01,419.634,35.7,0.864183
04:21:07:50:00,173.093,467.459,423.812,35.7017,0.760242
04:21:07:51:00,173.606,468.934,427.092,35.7803,0.546057
04:21:07:52:00,174.371,469.323,429.817,35.8,0.622734
04:21:07:53:00,174.946,473.251,434.353,35.8,0.512308
04:21:07:54:00,175.512,477.763,438.779,35.8717,0.921535
04:21:07:55:00,176.806,478.72,442.319,35.9,0.588571
04:21:07:56:00,177.738,478.206,444.815,35.9,1.07887
04:21:07:57:00,178.848,480.691,449.138,35.9,0.648253
04:21:07:58:00,179.358,487.275,455.113,35.975,0.9777
04:21:07:59:00,180.474,492.431,460.767,36,0.854834
04:21:08:00:00,181.102,496.258,465.223,36,1.21227
04:21:08:01:00,181.57,502.056,470.31,36.02,0.960849
04:21:08:02:00,182.06,505.384,474.855,36.1,1.22949
04:21:08:03:00,183.408,508.526,479.897,36.1,1.18279
04:21:08:04:00,184.087,509.726,483.106,36.165,0.838013
04:21:08:05:00,184.427,512.596,486.596,36.1983,1.35318
04:21:08:06:00,185.738,513.582,490.557,36.2,1.42316
04:21:08:07:00,186.608,515.596,493.937,36.2,1.51833
04:21:08:08:00,187.643,519.094,498.754,36.2,1.23346
04:21:08:09:00,187.598,519.98,500.685,36.2467,0.588617
04:21:08:10:00,187.367,518.223,501.454,36.3,0.952748
04:21:08:11:00,188.357,519.337,504.428,36.3,1.19598
04:21:08:12:00,189.355,520.051,507.894,36.3,0.902485
04:21:08:13:00,189.823,521.865,510.926,36.33,0.686417
04:21:08:14:00,190.222,521.137,512.477,36.3683,0.760858
04:21:08:15:00,190.853,522.679,515.849,36.3983,0.780438
04:21:08:16:00,192.335,526.049,521.39,36.4,0.599622
04:21:08:17:00,193.156,531.091,526.753,36.4,0.311393
04:21:08:18:00,194.232,529.377,528.542,36.43,0.641126
04:21:08:19:00,195.206,531.548,532.756,36.5,0.472963
04:21:08:20:00,196.099,535.547,537.349,36.5,0.274485
04:21:08:21:00,197.501,527.135,540.392,36.5,1.29521
04:21:08:22:00,200.02,516.367,542.42,36.5033,2.14106
04:21:08:23:00,201.934,514.253,545.442,36.51,1.68545
04:21:08:24:00,203.029,512.968,550.787,36.58,1.40846
04:21:08:25:00,203.466,506.498,552.144,36.6,1.05599
04:21:08:26:00,203.057,497.872,551.076,36.6,0.473325
04:21:08:27:00,202.942,528.649,553.769,36.6,0.826005
04:21:08:28:00,204.938,536.704,560.549,36.645,1.7644
04:21:08:29:00,206.717,534.004,562.238,36.7,1.63786
04:21:08:30:00,207.411,534.633,565.034,36.7,1.14533
04:21:08:31:00,208.056,532.734,565.976,36.7,1.18728
04:21:08:32:00,209.845,534.304,570.849,36.7,1.07246
04:21:08:33:00,211.531,534.704,574.279,36.76,1.49546
04:21:08:34:00,212.874,533.034,576.738,36.8,1.06453
04:21:08:35:00,213.217,535.547,580.266,36.8,0.771258
04:21:08:36:00,213.568,538.903,583.905,36.8,0.6261
04:21:08:37:00,214.259,540.36,587.376,36.8117,0.715729
04:21:08:38:00,214.801,542.902,591.183,36.8083,0.547411
04:21:08:39:00,215.956,543.916,595.014,36.8783,1.1432
04:21:08:40:00,217.738,544.159,599.074,36.9,1.457
04:21:08:41:00,218.814,543.216,600.053,36.9,1.14188
04:21:08:42:00,219.096,543.673,602.251,36.9,1.65026
04:21:08:43:00,219.672,545.858,606.429,36.9,1.43022
04:21:08:44:00,219.943,550.571,611.602,36.9067,1.03983
04:21:08:45:00,219.844,554.127,615.912,36.9833,0.938594
04:21:08:46:00,220,557.741,620.193,37,1.65285
04:21:08:47:00,221.234,560.782,625.101,37,1.74621
04:21:08:48:00,221.439,561.739,627.741,37,1.30954
04:21:08:49:00,221.709,565.639,632.574,37.0167,0.966727
04:21:08:50:00,221.189,568.223,635.641,37.0683,0.714627
04:21:08:51:00,221.763,571.194,640.182,37.1,1.01051
04:21:08:52:00,222.238,572.779,643.587,37.1,0.996023
04:21:08:53:00,222.593,572.694,645.609,37.1,0.890223
04:21:08:54:00,223.079,572.051,647.313,37.1167,1.13576
04:21:08:55:00,224.208,573.136,651.7,37.1867,1.41026
04:21:08:56:00,224.404,575.036,655.48,37.2,1.17743
04:21:08:57:00,224.524,579.492,660.359,37.2,1.05187
04:21:08:58:00,224.973,580.163,661.382,37.22,1.03804
04:21:08:59:00,225.914,579.649,663.663,37.28,2.07392
04:21:09:00:00,227.914,582.505,670.592,37.3,2.15939
04:21:09:01:00,228.267,583.99,674.27,37.3,1.53311
04:21:09:02:00,228.036,582.591,673.243,37.3,1.25377
04:21:09:03:00,228.445,584.176,676.896,37.335,1.35759
04:21:09:04:00,229.24,586.489,680.078,37.4,1.6094
04:21:09:05:00,231.767,586.789,683.771,37.4,2.26551
04:21:09:06:00,233.829,586.361,686.553,37.4,2.006
04:21:09:07:00,234.448,587.761,689.542,37.4,2.05876
04:21:09:08:00,234.456,586.375,690.892,37.4,1.67372
04:21:09:09:00,233.97,587.661,692.662,37.4,1.62399
04:21:09:10:00,234.537,588.089,694.897,37.4,1.00004
04:21:09:11:00,234.011,587.861,695.626,37.4,1.2948
04:21:09:12:00,234.491,585.432,696.214,37.4,1.09461
04:21:09:13:00,235.871,584.138,698.605,37.4,1.6767
04:21:09:14:00,237.823,590.031,706.778,37.4,1.2977
04:21:09:15:00,239.184,596.472,713.89,37.4,1.51714
04:21:09:16:00,239.899,593.659,713.607,37.4,1.61553
04:21:09:17:00,241.475,594.444,717.456,37.4,1.3232
04:21:09:18:00,241.635,595.773,719.724,37.4217,0.803735
04:21:09:19:00,240.905,595.787,720.625,37.495,0.895664
04:21:09:20:00,240.841,598.244,724.598,37.5,0.923137
04:21:09:21:00,240.827,598.386,725.958,37.5,1.05826
04:21:09:22:00,242.24,596.415,726.926,37.5,2.52495
04:21:09:23:00,243.731,598.986,732.643,37.5,2.31481
04:21:09:24:00,243.792,603.999,737.895,37.5317,1.82316
04:21:09:25:00,243.676,607.641,742.186,37.595,1.58932
04:21:09:26:00,243.876,607.327,743.099,37.6,1.412
04:21:09:27:00,244.354,604.456,742.06,37.6,1.28744
04:21:09:28:00,244.62,596.201,737.168,37.6133,1.02573
04:21:09:29:00,244.553,593.759,736.535,37.69,0.798316
04:21:09:30:00,244.129,594.273,738.912,37.7,0.821031
04:21:09:31:00,244.605,603.442,748.678,37.7,1.12737
04:21:09:32:00,244.468,611.068,755.791,37.7517,0.582716
04:21:09:33:00,242.945,616.938,760.466,37.8,0.409333
04:21:09:34:00,241.872,621.865,765.369,37.8,0.973557
04:21:09:35:00,242.21,625.807,770.097,37.8033,0.962948
04:21:09:36:00,241.793,626.692,771.674,37.89,1.06861
04:21:09:37:00,243.23,627.335,775.312,37.9,2.01482
04:21:09:38:00,244.675,629.077,779.361,37.9017,1.6708
04:21:09:39:00,244.293,627.349,779.102,37.9983,0.971822
04:21:09:40:00,243.257,626.678,778.721,38,0.573843
04:21:09:41:00,243.966,628.492,782.919,38.0083,1.14855
04:21:09:42:00,243.723,632.962,787.712,38.1,1.35951
04:21:09:43:00,244.168,634.904,790.31,38.1,0.80706
04:21:09:44:00,244.111,634.804,791.721,38.1067,0.49659
04:21:09:45:00,244.787,631.205,790.661,38.1883,1.25359
04:21:09:46:00,246.233,632.919,795.423,38.2,2.05579
04:21:09:47:00,247.535,633.005,798.501,38.21,1.96694
04:21:09:48:00,248.01,635.432,802.444,38.3,1.4962
04:21:09:49:00,248.094,636.475,804.273,38.3633,1.36153
04:21:09:50:00,248.967,635.804,806.166,38.4,1.47553
04:21:09:51:00,249.621,637.404,809.69,38.4,1.65838
04:21:09:52:00,251.232,639.332,813.88,38.4717,2.08911
04:21:09:53:00,252.329,639.546,816.661,38.5,1.9291
04:21:09:54:00,251.773,640.789,818.511,38.5033,0.971508
04:21:09:55:00,251.353,642.331,820.747,38.5917,0.722442
04:21:09:56:00,251.359,639.56,819.125,38.6,0.679796
04:21:09:57:00,251.681,635.604,817.17,38.6117,1.01033
04:21:09:58:00,252.633,637.889,821.823,38.6967,0.79952
04:21:09:59:00,253.021,641.06,825.612,38.7,0.531732
04:21:10:00:00,252.665,639.946,826.033,38.7,0.521134
04:21:10:01:00,252.031,641.117,828.464,38.765,0.304764
04:21:10:02:00,252.199,643.83,830.874,38.8,1.18516
04:21:10:03:00,253.123,645.173,834.832,38.855,1.76899
04:21:10:04:00,254.31,648.715,839.923,38.9,1.46382
04:21:10:05:00,254.369,648.943,841.483,38.9,1.25629
04:21:10:06:00,254.423,649.529,842.635,38.9,1.48276
04:21:10:07:00,254.786,649.115,844.425,38.9717,1.72618
04:21:10:08:00,255.678,649.572,846.998,38.995,1.89331
04:21:10:09:00,256.296,648.529,848.279,39,1.54843
04:21:10:10:00,256.348,649.872,849.963,39.025,1.03815
04:21:10:11:00,255.457,650.486,850.728,39.0983,0.974604
04:21:10:12:00,255.514,650.386,852.048,39.1,0.62416
04:21:10:13:00,255.6,653.999,856.859,39.1183,0.964428
04:21:10:14:00,257.012,652.285,857.326,39.1533,1.43164
04:21:10:15:00,257.07,650.486,856.769,39.2,0.72622
04:21:10:16:00,257.702,651.685,859.349,39.2,1.13806
04:21:10:17:00,259.497,650.857,860.564,39.2,1.42773
04:21:10:18:00,260.836,647.972,860.964,39.2667,1.4806
04:21:10:19:00,261.966,648.329,863.582,39.3,0.828104
04:21:10:20:00,262.785,646.372,863.763,39.3,0.742167
04:21:10:21:00,264.038,644.53,864.231,39.335,1.55163
04:21:10:22:00,266.059,645.33,868.396,39.4,1.58923
04:21:10:23:00,268.027,646.215,872.612,39.4,1.84364
04:21:10:24:00,268.075,646.515,873.701,39.41,2.05011
04:21:10:25:00,269.565,645.273,875.183,39.4983,2.08413
04:21:10:26:00,270.189,644.616,876.054,39.5,2.18805
04:21:10:27:00,271.338,645.515,878.4,39.5,2.15377
04:21:10:28:00,273.043,644.273,880.223,39.5867,1.7496
04:21:10:29:00,272.854,645.273,881.333,39.6,1.30849
04:21:10:30:00,272.49,645.701,882.339,39.6,2.06123
04:21:10:31:00,273.285,643.545,882.648,39.6617,1.17777
04:21:10:32:00,273.71,640.789,881.136,39.7,1.04903
04:21:10:33:00,273.482,640.003,881.508,39.7,1.51547
04:21:10:34:00,274.585,641.217,885.293,39.725,2.59384
04:21:10:35:00,276.261,640.046,886.484,39.7533,2.40313
04:21:10:36:00,277.624,635.818,884.418,39.8,2.08541
04:21:10:37:00,276.792,633.862,883.014,39.8,1.19037
04:21:10:38:00,275.525,637.803,886.56,39.805,2.03086
04:21:10:39:00,274.891,642.117,890.855,39.885,2.34468
04:21:10:40:00,274.061,644.359,892.502,39.9,1.3855
04:21:10:41:00,273.443,648.372,896.417,39.9,2.80353
04:21:10:42:00,275.237,652.599,903.242,39.955,2.42437
04:21:10:43:00,274.065,654.756,904.444,40,1.21827
04:21:10:44:00,272.465,655.956,904.839,40,1.12823
04:21:10:45:00,271.375,656.07,904.187,40.025,1.13985
04:21:10:46:00,271.691,658.412,907.917,40.1,1.48209
04:21:10:47:00,271.78,662.025,912.423,40.1,1.23658
04:21:10:48:00,273.105,663.31,915.023,40.1,2.29536
04:21:10:49:00,274.463,661.482,915.208,40.1583,1.12653
04:21:10:50:00,273.858,659.826,913.728,40.2,1.09894
04:21:10:51:00,274.741,655.399,910.951,40.2,1.6157
04:21:10:52:00,276.453,653.37,911.297,40.2233,1.3769
04:21:10:53:00,276.459,651.014,909.545,40.29,0.943928
04:21:10:54:00,276.448,646.601,906.22,40.3,0.927313
04:21:10:55:00,277.144,652.585,914.008,40.3,0.664499
04:21:10:56:00,275.669,643.802,903.121,40.3,0.427375
04:21:10:57:00,273.824,619.766,879.33,40.3817,0.961937
04:21:10:58:00,276.827,652.785,917.732,40.4,1.65202
04:21:10:59:00,277.233,650.014,912.422,40.4,1.51614
04:21:11:00:00,278.963,657.883,924.68,40.43,1.71853
04:21:11:01:00,279.655,656.598,924.013,40.5,1.84903
04:21:11:02:00,279.987,642.416,909.466,40.5,1.05269
04:21:11:03:00,280.638,641.602,911.32,40.575,1.21896
04:21:11:04:00,280.392,644.43,914.411,40.6,0.987103
04:21:11:05:00,279.983,644.701,914.632,40.6,0.647594
04:21:11:06:00,279.414,646.987,917.347,40.605,1.4174
04:21:11:07:00,279.8,651.1,922.073,40.6917,1.60832
04:21:11:08:00,281.326,654.156,927.219,40.7,2.19596
04:21:11:09:00,282.113,654.87,928.786,40.7,1.82642
04:21:11:10:00,281.488,651.914,925.109,40.7083,1.73245
04:21:11:11:00,280.271,654.156,927.039,40.7383,1.02021
04:21:11:12:00,279.463,654.884,928.115,40.8,1.12064
04:21:11:13:00,280.115,656.527,931.419,40.8,0.979125
04:21:11:14:00,279.922,658.455,933.576,40.8,0.776461
04:21:11:15:00,280.441,657.055,932.86,40.8033,0.777557
04:21:11:16:00,281.237,650.628,927.939,40.9,0.683627
04:21:11:17:00,281.53,646.015,923.613,40.9,1.33223
04:21:11:18:00,281.769,644.059,923.464,40.9,1.34343
04:21:11:19:00,281.307,650.428,930.243,40.9267,0.737125
04:21:11:20:00,279.252,660.94,938.865,40.9133,0.868866
04:21:11:21:00,278.055,667.924,943.989,40.9817,2.00738
04:21:11:22:00,277.078,667.052,941.604,41,1.87076
04:21:11:23:00,276.045,668.966,944.347,41,1.41265
04:21:11:24:00,274.118,672.993,945.526,41,1.23319
04:21:11:25:00,274.684,673.779,947.103,41.065,1.99426
04:21:11:26:00,274.678,671.708,945.35,41.0667,1.74453
04:21:11:27:00,275.061,665.01,940.326,41.1,1.48467
04:21:11:28:00,275.936,663.296,940.975,41.1,1.24383
04:21:11:29:00,275.93,661.397,940.051,41.1,1.23387
04:21:11:30:00,274.345,660.925,937.794,41.1,0.728619
04:21:11:31:00,272.625,663.61,937.91,41.1417,0.936356
04:21:11:32:00,271.147,669.623,942.765,41.1983,0.883096
04:21:11:33:00,268.709,670.223,941.801,41.2,0.560983
04:21:11:34:00,266.621,676.549,945.273,41.2,0.452848
04:21:11:35:00,265.298,675.507,942.445,41.2,0.871448
04:21:11:36:00,265.232,681.362,950.095,41.2,1.10831
04:21:11:37:00,263.613,690.817,956.896,41.2,1.32829
04:21:11:38:00,262.651,692.16,956.45,41.2,1.45756
04:21:11:39:00,262.848,692.745,957.348,41.2367,1.86846
04:21:11:40:00,264.702,691.931,957.491,41.3,2.68039
04:21:11:41:00,266.431,694.073,961.235,41.3,2.28379
04:21:11:42:00,265.531,692.074,958.56,41.3,1.19851
04:21:11:43:00,263.182,689.932,954.662,41.3,1.20433
04:21:11:44:00,261.475,690.289,954.032,41.3,0.993555
04:21:11:45:00,260.744,693.145,956.039,41.3183,1.31593
04:21:11:46:00,261.528,694.616,959.606,41.4,1.35541
04:21:11:47:00,261.377,697.929,961.968,41.3967,1.9501
04:21:11:48:00,263.498,699.143,964.423,41.4,1.73002
04:21:11:49:00,263.536,694.587,960.161,41.4083,1.42145
04:21:11:50:00,262.684,694.159,959.563,41.4083,0.761042
04:21:11:51:00,263.224,693.159,958.149,41.48,1.86567
04:21:11:52:00,262.436,647.258,910.421,41.5,1.66588
04:21:11:53:00,263.239,664.581,937.454,41.5,1.26457
04:21:11:54:00,262.313,691.874,958.678,41.505,0.558203
04:21:11:55:00,260.324,692.56,957.096,41.59,1.04589
04:21:11:56:00,259.459,692.36,954.972,41.6,0.886836
04:21:11:57:00,258.939,691.46,953.971,41.6,1.54554
04:21:11:58:00,260.19,687.975,950.829,41.6,1.98371
04:21:11:59:00,262.758,691.217,956.764,41.6,1.93371
04:21:12:00:00,262.647,694.458,959.766,41.6733,1.59669
04:21:12:01:00,261.122,696.672,960.346,41.7,0.762783
04:21:12:02:00,258.259,694.002,955.732,41.7717,0.841691
04:21:12:03:00,258.267,694.673,955.977,41.8,1.25101
04:21:12:04:00,258.364,692.36,953.244,41.8,1.08277
04:21:12:05:00,259.976,689.746,951.276,41.8,2.49568
04:21:12:06:00,260.045,686.318,948.265,41.835,1.57975
04:21:12:07:00,260.013,687.561,949.752,41.9,2.9873
04:21:12:08:00,260.488,689.346,951.649,41.9,2.89695
04:21:12:09:00,260.15,691.802,953.781,41.9,1.9417
04:21:12:10:00,258.107,692.417,952.51,41.9033,1.93319
04:21:12:11:00,257.534,691.703,950.626,41.9133,1.83203
04:21:12:12:00,256.758,691.16,949.216,41.9833,0.551536
04:21:12:13:00,255.197,690.717,947.826,42,0.709759
04:21:12:14:00,254.689,689.674,946.263,42,0.952097
04:21:12:15:00,256.272,691.417,948.591,42,1.26827
04:21:12:16:00,260.142,690.331,950.79,42.0483,2.04664
04:21:12:17:00,259.209,633.376,888.445,42.0783,1.55274
04:21:12:18:00,259.302,629.177,896.486,42.1,1.17062
04:21:12:19:00,264.558,695.544,959.688,42.1,1.07059
04:21:12:20:00,261.824,692.845,954.57,42.1,1.31929
04:21:12:21:00,258.756,699.429,956.788,42.1083,1.9682
04:21:12:22:00,256.002,700.329,954.303,42.1983,1.464
04:21:12:23:00,253.62,701.614,952.016,42.2,1.29257
04:21:12:24:00,251.37,702.399,950.718,42.2,0.960787
04:21:12:25:00,250.165,706.341,953.551,42.2017,1.54909
04:21:12:26:00,249.266,707.07,953.011,42.205,0.958281
04:21:12:27:00,248.029,707.327,951.14,42.2367,0.503968
04:21:12:28:00,247.413,706.712,949.63,42.3,1.08716
04:21:12:29:00,248.814,705.441,949.357,42.3,1.79063
04:21:12:30:00,250.368,702.942,948.22,42.3,1.32682
04:21:12:31:00,250.849,699.429,945.192,42.3317,1.58822
04:21:12:32:00,252.975,697.015,944.547,42.3367,1.37494
04:21:12:33:00,254.24,692.659,941.588,42.3983,1.77991
04:21:12:34:00,254.58,692.303,940.928,42.4,1.3182
04:21:12:35:00,253.598,692.374,939.788,42.4,1.17842
04:21:12:36:00,253.71,691.931,937.934,42.4,1.44756
04:21:12:37:00,254.26,690.76,936.517,42.4583,1.64502
04:21:12:38:00,253.657,689.803,934.8,42.4367,1.14477
04:21:12:39:00,252.922,692.145,935.675,42.5,0.523716
04:21:12:40:00,252.074,690.403,932.488,42.5,0.794202
04:21:12:41:00,252.3,675.921,916.708,42.5,1.89281
04:21:12:42:00,253.883,661.911,906.049,42.5,1.61344
04:21:12:43:00,255.964,683.558,927.79,42.5627,0.847729
04:21:12:44:00,254.942,682.175,924.473,42.5803,0.642856
04:21:12:45:00,254.874,680.191,921.779,42.6,0.787619
04:21:12:46:00,254.827,680.206,921.08,42.6,2.01789
04:21:12:47:00,256.633,681.291,923.524,42.6,2.23662
04:21:12:48:00,255.793,680.948,921.516,42.635,1.49996
04:21:12:49:00,254.99,682.719,922.639,42.7,1.93887
04:21:12:50:00,256.842,681.148,922.888,42.7,1.06303
04:21:12:51:00,254.666,679.034,917.907,42.7,0.726619
04:21:12:52:00,253.171,676.535,913.336,42.715,1.35504
04:21:12:53:00,253.397,678.906,915.103,42.75,1.80733
04:21:12:54:00,255.732,678.092,916.175,42.79,2.37369
04:21:12:55:00,257.34,676.378,916.106,42.8,1.62221
04:21:12:56:00,256.129,675.522,912.927,42.8,0.92913
04:21:12:57:00,254.225,676.464,910.997,42.8,0.651158
04:21:12:58:00,253.017,676.464,909.033,42.87,0.840174
04:21:12:59:00,254.072,677.635,910.492,42.89,1.8344
04:21:13:00:00,255.151,676.935,910.46,42.9,1.49145
04:21:13:01:00,254.901,676.093,908.421,42.9233,1.4292
04:21:13:02:00,255.588,673.665,906.02,43,2.29308
04:21:13:03:00,257.572,671.494,905.388,43,1.27797
04:21:13:04:00,257.334,667.995,900.863,43.015,1.84122
04:21:13:05:00,257.89,665.353,897.438,43.0133,2.03739
04:21:13:06:00,257.937,663.839,895.052,43.0817,1.48107
04:21:13:07:00,257.062,663.01,892.211,43.1,1.03084
04:21:13:08:00,256.581,662.082,890.625,43.1,1.27652
04:21:13:09:00,257.447,661.825,890.903,43.1,1.17976
04:21:13:10:00,256.35,663.718,890.678,43.1254,0.463199
04:21:13:11:00,255.197,665.22,889.724,43.1426,0.952889
04:21:13:12:00,254.921,664.782,888.68,43.195,1.40963
04:21:13:13:00,254.683,665.839,887.565,43.2,1.43154
04:21:13:14:00,255.335,661.339,883.375,43.2,2.15689
04:21:13:15:00,255.709,660.782,881.842,43.22,1.85867
04:21:13:16:00,255.932,657.298,878.323,43.3,2.86956
04:21:13:17:00,256.313,657.727,878.335,43.3,2.07118
04:21:13:18:00,255.724,659.511,878.808,43.3,1.41225
04:21:13:19:00,254.217,658.512,875.144,43.3,1.38068
04:21:13:20:00,253.704,656.898,871.966,43.3,1.08799
04:21:13:21:00,253.362,653.585,867.036,43.33,1.62154
04:21:13:22:00,252.618,651.157,863.635,43.4,1.29208
04:21:13:23:00,252.174,652.042,862.795,43.4,1.55131
04:21:13:24:00,252.183,652.57,862.456,43.4,1.4199
04:21:13:25:00,252.997,652.585,862.445,43.4183,1.26217
04:21:13:26:00,252.986,655.427,864.761,43.41,2.11014
04:21:13:27:00,254.102,659.097,867.948,43.48,2.13083
04:21:13:28:00,253.299,656.67,863.801,43.5,1.84099
04:21:13:29:00,253.541,658.184,864.536,43.5,3.16919
04:21:13:30:00,254.886,658.326,864.982,43.5,2.61205
04:21:13:31:00,253.629,658.055,862.603,43.5167,1.58264
04:21:13:32:00,250.708,656.927,857.461,43.5083,1.35515
04:21:13:33:00,248.585,655.898,852.872,43.59,1.20204
04:21:13:34:00,248.488,652.214,847.765,43.6,1.38809
04:21:13:35:00,248.454,648.058,842.442,43.6,0.994644
04:21:13:36:00,249.025,643.645,837.805,43.6,1.15211
04:21:13:37:00,249.723,642.017,837.678,43.635,1.46687
04:21:13:38:00,249.583,640.717,834.992,43.6433,1.82477
04:21:13:39:00,250.717,641.488,835.703,43.6967,1.71786
04:21:13:40:00,249.609,642.659,833.909,43.7,1.8415
04:21:13:41:00,250.572,643.031,834.075,43.7,1.96087
04:21:13:42:00,250.654,641.26,831.171,43.7,1.94835
04:21:13:43:00,250.6,639.846,828.988,43.7,1.69722
04:21:13:44:00,250.088,641.217,828.196,43.7,1.8454
04:21:13:45:00,249.617,639.575,825.042,43.7017,1.91784
04:21:13:46:00,249.341,637.061,820.976,43.7833,1.03427
04:21:13:47:00,248.354,633.976,816.581,43.7483,1.54558
04:21:13:48:00,248.707,633.219,814.934,43.7883,1.2003
04:21:13:49:00,248.57,633.805,814.409,43.8,1.13872
04:21:13:50:00,248.725,633.662,812.673,43.8,0.716579
04:21:13:51:00,249.483,629.863,809.024,43.8,2.48144
04:21:13:52:00,251.011,628.149,807.744,43.8,1.47977
04:21:13:53:00,250.399,621.151,800.002,43.8,1.87646
04:21:13:54:00,249.944,622.708,799.641,43.835,1.57444
04:21:13:55:00,249.684,623.55,799.456,43.8983,1.45392
04:21:13:56:00,249.843,629.463,803.415,43.8917,1.16929
04:21:13:57:00,249.212,629.591,801.228,43.9,1.47433
04:21:13:58:00,248.658,629.877,799.731,43.9,1.0192
04:21:13:59:00,248.777,628.606,797.159,43.9,1.7841
04:21:14:00:00,248.961,624.636,792.733,43.9167,1.0601
04:21:14:01:00,248.344,623.608,790.151,43.9933,1.62056
04:21:14:02:00,248.133,622.065,787.497,44,1.88348
04:21:14:03:00,248.661,622.494,787.307,44,1.26733
04:21:14:04:00,248.353,624.579,787.161,44.0633,0.942755
04:21:14:05:00,247.837,623.351,783.876,44.0433,1.75517
04:21:14:06:00,247.769,619.18,779.13,44.0933,1.1058
04:21:14:07:00,247.774,617.666,776.688,44.1,1.09427
04:21:14:08:00,248.995,616.21,775.615,44.1,1.92477
04:21:14:09:00,250.726,611.782,772.02,44.1,1.26575
04:21:14:10:00,249.824,606.498,765.32,44.1,1.3558
04:21:14:11:00,250.87,604.2,763.017,44.1,1.51989
04:21:14:12:00,249.967,603.973,760.519,44.1,1.35702
04:21:14:13:00,248.913,602.199,756.279,44.1,1.07024
04:21:14:14:00,247.919,600.914,753.068,44.1,1.39812
04:21:14:15:00,247.898,599.529,750.266,44.1,2.06658
04:21:14:16:00,248.783,599.343,749.99,44.1567,1.55538
04:21:14:17:00,248.183,600.843,749.187,44.105,1.91091
04:21:14:18:00,247.372,599.815,746.005,44.155,1.37422
04:21:14:19:00,246.428,598.886,742.888,44.2,0.826873
04:21:14:20:00,244.654,598.843,739.872,44.1833,0.966151
04:21:14:21:00,243.51,598.829,737.46,44.2,0.958358
04:21:14:22:00,243.786,598.972,736.246,44.2,2.07446
04:21:14:23:00,244.248,599.472,735.374,44.2,1.81367
04:21:14:24:00,244.56,596.83,732.01,44.2,2.42864
04:21:14:25:00,244.591,595.715,729.46,44.23,1.78648
04:21:14:26:00,244.123,594.301,726.691,44.2083,1.08937
04:21:14:27:00,243.622,593.145,723.753,44.24,1.86864
04:21:14:28:00,244.286,593.973,723.91,44.3,1.67931
04:21:14:29:00,244.29,596.872,724.312,44.2967,2.11743
04:21:14:30:00,244.231,594.744,721.286,44.3,2.13789
04:21:14:31:00,244.126,593.273,718.592,44.3,1.67811
04:21:14:32:00,242.027,592.916,714.397,44.3,0.743945
04:21:14:33:00,239.792,591.403,709.648,44.3,0.786599
04:21:14:34:00,238.773,591.017,707.264,44.3283,0.969569
04:21:14:35:00,239.446,590.403,705.768,44.3117,1.88494
04:21:14:36:00,239.828,589.446,704.07,44.3467,1.68209
04:21:14:37:00,239.479,588.318,701.184,44.4,1.44213
04:21:14:38:00,238.477,586.361,697.416,44.3967,0.926494
04:21:14:39:00,237.558,587.875,695.556,44.4,1.54687
04:21:14:40:00,239.182,587.261,695.028,44.4,2.62936
04:21:14:41:00,238.347,584.747,690.577,44.4,1.64936
04:21:14:42:00,237.983,582.42,687.195,44.4,2.51516
04:21:14:43:00,237.507,580.177,683.157,44.4,1.21411
04:21:14:44:00,235.044,578.188,677.206,44.4,0.980299
04:21:14:45:00,233.02,575.709,671.933,44.4,1.00618
04:21:14:46:00,231.886,574.622,668.094,44.43,0.929674
04:21:14:47:00,230.933,570.523,662.492,44.4017,0.607293
04:21:14:48:00,230.318,571.222,661.368,44.4283,0.345858
04:21:14:49:00,229.895,573.483,661.111,44.4949,0.680089
04:21:14:50:00,229.575,575.863,660.79,44.4475,0.587288
04:21:14:51:00,228.896,573.451,656.731,44.5,0.585169
04:21:14:52:00,229.826,571.322,654.701,44.5,1.92168
04:21:14:53:00,230.195,570.608,652.859,44.5,1.61406
04:21:14:54:00,229.429,564.31,645.748,44.5,1.52155
04:21:14:55:00,227.802,561.368,641.086,44.5183,1.08083
04:21:14:56:00,225.894,559.254,637.137,44.5,1.13232
04:21:14:57:00,224.556,557.284,632.6,44.5017,1.17899
04:21:14:58:00,224.42,557.798,630.73,44.5783,1.31768
04:21:14:59:00,225.206,558.412,630.525,44.515,1.76807
04:21:15:00:00,225.146,559.897,629.316,44.5583,1.49275
04:21:15:01:00,224.262,558.826,625.649,44.6,1.25766
04:21:15:02:00,222.888,555.756,620.059,44.5967,1.5413
04:21:15:03:00,221.862,553.713,615.739,44.5983,1.67666
04:21:15:04:00,222.339,554.799,615.471,44.6,1.40059
